,ZKSCAN1 (7586)
ACH-000004,-0.163083697224
ACH-000007,0.049026811392
ACH-000009,-0.08321972584580001
ACH-000011,-0.264028344234
ACH-000012,-0.15124515324100002
ACH-000013,-0.0846748472191
ACH-000014,-0.261660074001
ACH-000015,-0.285950055625
ACH-000017,-0.165979057909
ACH-000018,-0.195152759485
ACH-000019,-0.34854387146899996
ACH-000021,-0.442833644319
ACH-000022,-0.263738854211
ACH-000025,-0.07361379594489999
ACH-000028,-0.353104978513
ACH-000030,-0.21873128342700002
ACH-000035,-0.273450353986
ACH-000036,-0.390644410466
ACH-000037,-0.120765163365
ACH-000039,-0.00434862061106
ACH-000040,-0.15217324812799998
ACH-000041,-0.422187974041
ACH-000042,-0.301479400434
ACH-000045,-0.255742356513
ACH-000047,-0.24423327204300002
ACH-000052,-0.219649299994
ACH-000053,-0.0927182663493
ACH-000054,-0.296389236653
ACH-000055,-0.187421502974
ACH-000060,-0.292746821725
ACH-000067,-0.490149727483
ACH-000070,-0.0730616787676
ACH-000075,-0.19143982924400002
ACH-000078,-0.35473086048
ACH-000082,-0.0700928118481
ACH-000085,-0.38935948916199997
ACH-000086,0.0723931985197
ACH-000087,-0.365135311475
ACH-000092,-0.113547923213
ACH-000095,-0.0866121539992
ACH-000097,-0.151862526214
ACH-000098,-0.325648873254
ACH-000099,-0.07691318815789999
ACH-000108,-0.0083368091312
ACH-000113,-0.148268273874
ACH-000115,-0.248293373398
ACH-000116,-0.12491890401799999
ACH-000118,-0.195822418479
ACH-000120,-0.20857284480799998
ACH-000123,-0.233028046241
ACH-000127,-0.23827893989
ACH-000128,-0.358134677857
ACH-000132,-0.24709822069899998
ACH-000133,-0.209238452216
ACH-000137,-0.324184612468
ACH-000138,-0.154380842367
ACH-000142,-0.467801216756
ACH-000143,-0.203199527103
ACH-000146,-0.173115913636
ACH-000148,-0.177163863294
ACH-000150,-0.16923221290999999
ACH-000152,-0.225734032704
ACH-000153,0.07886006403950001
ACH-000159,-0.355702070269
ACH-000160,-0.40854024281199997
ACH-000163,-0.08635533847200001
ACH-000167,0.05759851226630001
ACH-000168,-0.166414095369
ACH-000169,-0.241914399056
ACH-000178,-0.270936618798
ACH-000182,-0.14124376513800002
ACH-000183,-0.188300100026
ACH-000188,-0.19333550795200002
ACH-000189,0.124014468371
ACH-000190,-0.23334911147100001
ACH-000198,-0.0126287316503
ACH-000204,-0.11545497275399999
ACH-000206,-0.0337695846184
ACH-000207,-0.061045839066199994
ACH-000211,-0.341834849146
ACH-000215,-0.180326187898
ACH-000221,-0.391623555665
ACH-000222,-0.340109412559
ACH-000223,-0.1019980181
ACH-000226,-0.18367369048
ACH-000227,0.026219830917500003
ACH-000228,-0.042741832833199996
ACH-000231,-0.275437205156
ACH-000232,-0.230338664243
ACH-000233,0.0495673640915
ACH-000234,-0.13923499759299998
ACH-000235,-0.33313660921599997
ACH-000237,-0.11846587461100001
ACH-000238,-0.166041641069
ACH-000243,-0.364408954944
ACH-000244,-0.17351056591800001
ACH-000246,-0.23397122164099998
ACH-000248,-0.142290861011
ACH-000250,-0.273263935806
ACH-000251,-0.19658876557100002
ACH-000253,-0.0737814525438
ACH-000255,-0.28862217889
ACH-000256,-0.22203887775699999
ACH-000257,-0.0009228497894269999
ACH-000258,-0.18483338431
ACH-000259,-0.137753519685
ACH-000260,-0.10481052817
ACH-000261,-0.16122751480699998
ACH-000262,-0.09487014548589999
ACH-000263,-0.122825983023
ACH-000264,-0.247557382925
ACH-000265,-0.188856384612
ACH-000266,-0.240590378283
ACH-000272,-0.185026215284
ACH-000273,-0.17179262076699997
ACH-000274,-0.172925627235
ACH-000277,-0.0643037989852
ACH-000278,-0.27084958179699997
ACH-000279,-0.186214653557
ACH-000280,-0.294273201598
ACH-000281,-0.327813098617
ACH-000288,-0.186408663585
ACH-000291,-0.188147131921
ACH-000293,-0.21477066518500001
ACH-000294,-0.0532414189042
ACH-000295,-0.33988083698
ACH-000296,-0.293871871485
ACH-000302,-0.35285263085600005
ACH-000304,-0.18894626299199999
ACH-000307,-0.232561090528
ACH-000308,-0.256082277485
ACH-000310,-0.132583469474
ACH-000311,-0.24262097892099999
ACH-000312,-0.202905377892
ACH-000315,-0.27295320511599996
ACH-000316,-0.129058844151
ACH-000317,-0.300059725385
ACH-000318,-0.11007587115499999
ACH-000319,-0.358068977754
ACH-000320,-0.279142964049
ACH-000322,-0.330052514607
ACH-000323,-0.17914041468400002
ACH-000324,-0.149498877024
ACH-000329,-0.09648400452580001
ACH-000330,-0.195045157117
ACH-000331,-0.140705073818
ACH-000332,-0.35674142635300005
ACH-000334,-0.228446922112
ACH-000335,-0.12395691509199999
ACH-000336,-0.165782646325
ACH-000337,-0.09965828642930001
ACH-000339,-0.0809870289361
ACH-000341,-0.111684648649
ACH-000348,-0.19538484559900002
ACH-000350,-0.0953948801104
ACH-000352,-0.0637722590671
ACH-000356,-0.20010990796300002
ACH-000361,-0.0400271224836
ACH-000362,-0.164221172296
ACH-000363,-0.20509362954
ACH-000364,-0.286401623793
ACH-000365,-0.246160081278
ACH-000366,-0.255287941711
ACH-000368,-0.289894831108
ACH-000374,-0.368132689624
ACH-000375,-0.102358571652
ACH-000376,-0.397509764153
ACH-000381,-0.27257542064
ACH-000383,-0.45071150787299996
ACH-000387,-0.0984490537201
ACH-000389,-0.268246707357
ACH-000390,-0.257860554507
ACH-000393,-0.15216974058
ACH-000395,-0.397170594956
ACH-000397,-0.185541386887
ACH-000401,-0.341266406609
ACH-000402,-0.225007373501
ACH-000403,-0.152031991245
ACH-000404,-0.20422467401500002
