,TNR (7143)
ACH-000004,0.00234842779755
ACH-000007,0.47705270618100004
ACH-000009,0.246915823284
ACH-000011,0.324002550166
ACH-000012,0.279136590347
ACH-000013,0.266574994274
ACH-000014,0.150114257142
ACH-000015,0.364910601046
ACH-000017,0.284590554375
ACH-000018,0.195160776707
ACH-000019,0.307212632252
ACH-000021,0.403443234044
ACH-000022,0.19522417337499998
ACH-000025,0.20378015813499997
ACH-000028,0.260334498369
ACH-000030,0.198497882978
ACH-000035,0.277095248555
ACH-000036,0.143368278611
ACH-000037,0.205647914347
ACH-000039,-0.0450551307326
ACH-000040,0.44100321321999997
ACH-000041,0.256337329248
ACH-000042,0.45055613024999996
ACH-000045,0.36674750376299997
ACH-000047,0.146058537308
ACH-000052,0.157006495885
ACH-000053,0.22683921846000002
ACH-000054,0.18849460737100002
ACH-000055,0.373985999674
ACH-000060,0.359782635432
ACH-000067,0.372805589678
ACH-000070,0.054065408964800006
ACH-000075,0.328663538462
ACH-000078,0.349879285211
ACH-000082,0.400388559494
ACH-000085,0.160843149622
ACH-000086,0.154189279013
ACH-000087,0.39338416311999996
ACH-000092,0.21574599681899997
ACH-000095,0.39468805694700004
ACH-000097,0.345515626125
ACH-000098,0.23437759232900002
ACH-000099,0.206014107608
ACH-000108,0.44822542072099997
ACH-000113,0.254127081196
ACH-000115,0.200597565443
ACH-000116,0.125167344838
ACH-000118,0.437907713647
ACH-000120,0.40341454266000004
ACH-000123,0.399309580018
ACH-000127,0.394744465057
ACH-000128,0.299467777808
ACH-000132,0.013588024990000001
ACH-000133,0.30270580819299997
ACH-000137,0.202097462625
ACH-000138,0.42631600215300003
ACH-000142,0.251010039189
ACH-000143,0.204192521152
ACH-000146,0.108081029969
ACH-000148,0.30840842896
ACH-000150,0.140393811124
ACH-000152,0.136943558564
ACH-000153,0.5052189360320001
ACH-000159,0.21683365401500002
ACH-000160,0.156734753832
ACH-000163,0.485974401832
ACH-000167,-0.16162283343599998
