,KATNAL2 (83473)
ACH-000004,0.08892605561280001
ACH-000007,0.06906151710139999
ACH-000009,-0.00041876663643
ACH-000011,0.0552364845519
ACH-000012,0.0372226763661
ACH-000013,0.0682801476159
ACH-000014,-0.0438068210561
ACH-000015,0.0027832138083000004
ACH-000017,0.168481214807
ACH-000018,0.17770152848499998
ACH-000019,-0.0206187273153
ACH-000021,0.130476225788
ACH-000022,0.0955007161397
ACH-000025,-0.062484883138600004
ACH-000028,-0.0658791105347
ACH-000030,0.0150769534964
ACH-000035,0.15580423424
ACH-000036,0.016570982866
ACH-000037,0.133495822636
ACH-000039,-0.00312395407341
ACH-000040,-0.0107905942431
ACH-000041,0.27406920903299997
ACH-000042,-0.0697465938442
ACH-000045,-0.009671194320860001
ACH-000047,0.00900432414667
ACH-000052,-0.0243923963002
ACH-000053,0.0509840662761
ACH-000054,0.0898215035832
ACH-000055,0.057999362769599994
ACH-000060,0.115360188783
ACH-000067,0.20353265885299998
ACH-000070,0.0680035726275
ACH-000075,0.0102641279914
ACH-000078,0.0476766191634
ACH-000082,0.030651692675400005
ACH-000085,0.135992575648
ACH-000086,0.11467696932
ACH-000087,0.0567154416842
ACH-000092,0.25070299133900004
ACH-000095,0.137305401058
ACH-000097,0.0530416428842
ACH-000098,0.183202061657
ACH-000099,-0.10712698130000001
ACH-000108,0.0114157486866
ACH-000113,0.16534688704199998
ACH-000115,0.07179454583589999
ACH-000116,-0.0694123031706
ACH-000118,0.10783299218699999
ACH-000120,-0.06680735424340001
ACH-000123,0.027345336672099995
ACH-000127,0.030124053052
ACH-000128,-0.0727295897633
ACH-000132,-0.323599253139
ACH-000133,0.123814107408
ACH-000137,0.07624444463669999
ACH-000138,0.0053635590295299995
ACH-000142,0.111505247904
ACH-000143,0.135683055955
ACH-000146,-0.0813681412603
ACH-000148,0.11728670104800001
ACH-000150,0.306158247106
ACH-000152,0.126257704331
ACH-000153,-0.12338040735200001
ACH-000159,0.0971894365085
ACH-000160,0.131840563117
ACH-000163,-0.00574734399281
ACH-000167,-0.08732304352330002
ACH-000168,-0.09940313691639999
ACH-000169,-0.013201111897700001
ACH-000178,0.029667789547200004
ACH-000182,0.12075997034600001
ACH-000183,0.10970885431800001
ACH-000188,0.09173889407810001
ACH-000189,-0.05023682784609999
ACH-000190,-0.19223568822700002
ACH-000198,0.0848243698502
ACH-000204,0.10538714875
ACH-000206,-0.054079821431099996
ACH-000207,0.36470972061800006
ACH-000211,-0.0211151214727
ACH-000215,0.102736409704
ACH-000221,-0.21240865612
ACH-000222,-0.134053486197
ACH-000223,-0.0976171001328
ACH-000226,0.11814951775699999
