,PAPOLA (10914)
ACH-000004,0.089842410735
ACH-000007,-0.39622881484300004
ACH-000009,0.0737539841077
ACH-000011,-0.18505303408
ACH-000012,0.0548364631265
ACH-000013,-0.144050474985
ACH-000014,-0.29973853511
ACH-000015,-0.241324986149
ACH-000017,-0.422051089608
ACH-000018,-0.44465097002899995
ACH-000019,-0.205848664862
ACH-000021,-0.225461614547
ACH-000022,-0.25025714818000006
ACH-000025,-0.334772343047
ACH-000028,-0.381343386005
ACH-000030,-0.146504042233
ACH-000035,-0.16966536074799998
ACH-000036,-0.280016881651
ACH-000037,-0.6085000205009999
ACH-000039,-0.22264499141999997
ACH-000040,-0.151315334674
ACH-000041,-0.0278740750345
ACH-000042,-0.0688929889748
ACH-000045,-0.462056182998
ACH-000047,-0.20825668655299998
ACH-000052,-0.284494829867
ACH-000053,-0.632080001252
ACH-000054,-0.35881183513099996
ACH-000055,0.0255273172067
ACH-000060,0.15042869855399998
ACH-000067,0.09824513827410002
ACH-000070,-0.19211057
ACH-000075,0.0147698453889
ACH-000078,-0.416790572144
ACH-000082,-0.43666970203500005
ACH-000085,-0.0271807448251
ACH-000086,-0.26829990158000006
ACH-000087,-0.349368459038
ACH-000092,-0.173835467675
ACH-000095,-0.485861471826
ACH-000097,-0.477554984546
ACH-000098,-0.14523343823899998
ACH-000099,-0.511168133358
ACH-000108,-0.44741392986999995
ACH-000113,-0.495942646404
ACH-000115,-0.289943722844
ACH-000116,-0.0810154206613
ACH-000118,-0.0115202582057
ACH-000120,-0.148105413379
ACH-000123,-0.23996557276900002
ACH-000127,-0.300323166514
ACH-000128,-0.149378824056
ACH-000132,-0.341695385124
ACH-000133,-0.149272857266
ACH-000137,-0.12867548667099998
ACH-000138,-0.373655702865
ACH-000142,-0.194506650238
ACH-000143,-0.378031514903
ACH-000146,-0.20871678987700001
ACH-000148,-0.159071053082
ACH-000150,-0.597078562224
ACH-000152,-0.274608132701
ACH-000153,-0.22346093573800002
ACH-000159,-0.5026640134839999
ACH-000160,-0.027534934313599997
ACH-000163,-0.0735726597221
ACH-000167,0.116283821781
ACH-000168,-0.606980903134
ACH-000169,0.13275865842499998
ACH-000178,0.10093102120200001
ACH-000182,-0.045549602706
ACH-000183,-0.106202724652
ACH-000188,0.00421648814254
ACH-000189,-0.5017717771060001
ACH-000190,0.05953524463169999
ACH-000198,-0.573777734821
ACH-000204,-0.39518066825599996
ACH-000206,-0.136320024994
ACH-000207,-0.261337844825
ACH-000211,-0.395953485167
ACH-000215,-0.231044953807
ACH-000221,-0.281444293691
ACH-000222,-0.050868221651999994
ACH-000223,-0.168737716681
ACH-000226,-0.42382664920900004
ACH-000227,-0.186869502178
ACH-000228,0.0999277718078
ACH-000231,-0.37941387127
ACH-000232,-0.38466844665399996
ACH-000233,-0.30599750077300003
ACH-000234,-0.21758750668000001
ACH-000235,0.0366480650085
ACH-000237,0.212510325564
ACH-000238,-0.330749562445
ACH-000243,0.093995179846
ACH-000244,-0.0761618797467
ACH-000246,-0.45524743323600003
ACH-000248,-0.372156573353
ACH-000250,-0.621695385886
ACH-000251,-0.228542919552
ACH-000253,-0.184469271604
ACH-000255,-0.361698672543
ACH-000256,-0.127453825834
ACH-000257,-0.27534450449299996
ACH-000258,-0.237472009792
ACH-000259,-0.200457732096
ACH-000260,-0.280644548876
ACH-000261,-0.296355017534
ACH-000262,-0.36984424284999995
ACH-000263,0.0902490483956
ACH-000264,0.0619383608054
ACH-000265,-0.264869830729
ACH-000266,-0.0124381568286
ACH-000272,-0.41267343402900003
ACH-000273,-0.0115720438631
ACH-000274,-0.0642180327432
ACH-000277,-0.145647642404
ACH-000278,0.0360611343558
ACH-000279,-0.576000950454
ACH-000280,-0.338522101091
ACH-000281,-0.229560454625
ACH-000288,-0.441300500324
ACH-000291,-0.0810855373387
ACH-000293,-0.218832006094
ACH-000294,-0.24321543240200003
ACH-000295,-0.368659596879
ACH-000296,-0.520326379637
ACH-000302,-0.34912384978600003
ACH-000304,0.0439913948482
ACH-000307,-0.049699309509
ACH-000308,-0.320721552237
ACH-000310,-0.418260882238
ACH-000311,-0.50466768218
ACH-000312,-0.43764345032799995
ACH-000315,-0.0628629791835
ACH-000316,-0.28393348961599996
ACH-000317,-0.32306818532
ACH-000318,-0.17598432981800002
ACH-000319,0.0356190431949
ACH-000320,-0.423422203389
ACH-000322,-0.297026064986
ACH-000323,-0.19264152232
ACH-000324,-0.13135649944
ACH-000329,0.0539699543604
ACH-000330,-0.8363757595669999
ACH-000331,-0.035013375481199996
ACH-000332,-0.273559375765
ACH-000334,-0.368042551015
ACH-000335,-0.179381670444
ACH-000336,-0.17288386809700002
ACH-000337,-0.47926345090800004
ACH-000339,-0.11450608951199999
ACH-000341,-0.0621216826215
ACH-000348,-0.182488098476
ACH-000350,-0.326598038494
ACH-000352,-0.461194192099
ACH-000356,0.11688672847100001
ACH-000361,0.120749637213
ACH-000362,-0.60012692484
ACH-000363,-0.622182570196
ACH-000364,-0.23669336097399998
ACH-000365,-0.412894488829
ACH-000366,-0.350072804071
ACH-000368,-0.407375575188
ACH-000374,-0.113954099567
ACH-000375,-0.174909425279
