,UGT8 (7368)
ACH-000004,0.0609639335628
ACH-000007,0.0598713847611
ACH-000009,0.0455055594799
ACH-000011,0.0433473160896
ACH-000012,0.168996841293
ACH-000013,0.116944814925
ACH-000014,0.0274883361826
ACH-000015,-0.04307765463359999
ACH-000017,0.0415969364302
ACH-000018,0.158764928736
ACH-000019,0.20558783316799997
ACH-000021,0.045418559010000005
ACH-000022,-0.014906271129
ACH-000025,0.0848664718867
ACH-000028,0.0307872228335
ACH-000030,0.134734077054
ACH-000035,-0.07694659932339999
ACH-000036,0.104839594516
ACH-000037,0.13529607493100002
ACH-000039,0.0957163399879
ACH-000040,-0.0290101656782
ACH-000041,-0.170824291778
ACH-000042,0.014310387344100001
ACH-000045,0.1862491059
ACH-000047,-0.029135229156
ACH-000052,0.0288207669502
ACH-000053,0.10784110439899999
ACH-000054,0.128749363054
ACH-000055,0.126014465201
ACH-000060,0.0005899317258719999
ACH-000067,-0.12463313713600001
ACH-000070,0.0135132509708
ACH-000075,0.208073462875
ACH-000078,0.0354403242624
ACH-000082,-0.110794338921
ACH-000085,0.00021107954278400001
ACH-000086,0.16735077695999998
ACH-000087,0.0665471398508
ACH-000092,-0.026506729066499996
ACH-000095,0.207345065282
ACH-000097,0.163333189363
ACH-000098,-0.13195884329500002
ACH-000099,0.041404751585599996
ACH-000108,0.140307135387
ACH-000113,0.0980310400234
ACH-000115,0.10058039827500001
ACH-000116,-0.0340795793519
ACH-000118,0.104153555178
ACH-000120,0.0501971337643
ACH-000123,-0.0797716761462
ACH-000127,0.010643584506999999
ACH-000128,0.0886418619991
ACH-000132,0.150331094891
ACH-000133,0.126291942729
ACH-000137,0.14553752733300002
ACH-000138,0.18813828000500002
ACH-000142,0.0226635119813
ACH-000143,0.176109867493
ACH-000146,0.06951644381
ACH-000148,-0.033876876312
ACH-000150,0.162901230234
ACH-000152,-0.0988385611065
ACH-000153,-0.200412256377
ACH-000159,0.138895143844
ACH-000160,-0.016549719235200003
ACH-000163,0.0147954751318
ACH-000167,-0.0542630582016
ACH-000168,0.00963494988593
ACH-000169,0.266862737653
ACH-000178,-0.034185148552099996
ACH-000182,0.190887511624
ACH-000183,0.14916200818800002
ACH-000188,0.24944387790300002
ACH-000189,0.108083227142
ACH-000190,0.0012233228768
ACH-000198,0.00044359360336400003
ACH-000204,0.0884530791296
ACH-000206,0.213992169165
ACH-000207,0.308570960898
ACH-000211,-0.0638170419776
ACH-000215,0.0545287277731
ACH-000221,0.091130920043
ACH-000222,0.145611157345
ACH-000223,0.08594445909189999
ACH-000226,0.12186871489000001
ACH-000227,0.310316737616
ACH-000228,-0.008020675650860001
ACH-000231,0.040171491539
ACH-000232,0.07354212615139999
ACH-000233,0.10583725207599999
ACH-000234,-0.011739668370700002
ACH-000235,0.0260016525014
ACH-000237,0.07234497936420001
ACH-000238,0.224606639356
ACH-000243,0.0965451675063
ACH-000244,-0.18969987350900003
ACH-000246,0.18673479510899998
ACH-000248,0.149578241032
ACH-000250,0.0874032904106
ACH-000251,0.135733493111
ACH-000253,0.0284962909493
ACH-000255,-0.039741727130199994
ACH-000256,0.0250147010782
ACH-000257,-0.022828636476799998
ACH-000258,-0.212120568937
ACH-000259,0.030041303201099996
ACH-000260,0.107857202734
ACH-000261,0.149574924637
ACH-000262,0.0790887490087
ACH-000263,0.11938697658700001
ACH-000264,0.19425495103300003
ACH-000265,-0.0767270106178
ACH-000266,-0.028941694155999998
ACH-000272,0.0230842120191
ACH-000273,0.025822087661599998
ACH-000274,0.12999777890900002
ACH-000277,0.173718334388
ACH-000278,0.18204489441500002
