,TMPO (7112)
ACH-000004,-0.347938232
ACH-000007,-0.24783961573199997
ACH-000009,-0.164686020698
ACH-000011,-0.116949545726
ACH-000012,-0.22569940842300001
ACH-000013,-0.180151014753
ACH-000014,-0.206994683994
ACH-000015,-0.026643603818200003
ACH-000017,-0.134099879377
ACH-000018,0.0602399437605
ACH-000019,-0.0985988777121
ACH-000021,-0.10948316906099999
ACH-000022,-0.10226574399
ACH-000025,-0.168538286112
ACH-000028,-0.020851036898
ACH-000030,0.061539229923000004
ACH-000035,0.11652501816199999
ACH-000036,-0.20670921526799999
ACH-000037,0.028290470329599998
ACH-000039,-0.21104952867
ACH-000040,-0.0456703593791
ACH-000041,-0.0790362697733
ACH-000042,0.0133032999847
ACH-000045,0.06938432922519999
ACH-000047,0.0975192703285
ACH-000052,-0.23710076955499998
ACH-000053,-0.035142862683
ACH-000054,-0.0843299285063
ACH-000055,0.015973073806200003
ACH-000060,-0.0886177283568
ACH-000067,-0.387456361587
ACH-000070,-0.162685533946
ACH-000075,-0.21789834951099998
ACH-000078,0.12174831696900001
ACH-000082,0.0129075221601
ACH-000085,-0.0277213145879
ACH-000086,-0.08445933819439999
ACH-000087,-0.515926414916
ACH-000092,-0.0535043453555
ACH-000095,-0.11376985503499999
ACH-000097,0.00990848461599
ACH-000098,-0.14475294046599999
ACH-000099,-0.0499407639047
ACH-000108,0.103541105822
ACH-000113,0.145148200503
ACH-000115,-0.027745187037999997
ACH-000116,-0.193009649445
ACH-000118,-0.025912420153
ACH-000120,-0.22939578360399998
ACH-000123,-0.197692216949
ACH-000127,-0.0710793987065
ACH-000128,-0.179531076829
ACH-000132,0.0817064629935
ACH-000133,-0.175653817613
ACH-000137,-0.311436067856
ACH-000138,-0.103091476051
ACH-000142,0.0803530654742
ACH-000143,-0.223846830051
ACH-000146,-0.0370848506535
ACH-000148,-0.128457984173
ACH-000150,-0.243088426212
ACH-000152,-0.255961971648
ACH-000153,-0.103671914998
ACH-000159,0.0562221444603
ACH-000160,0.035095928547699995
ACH-000163,-0.46323028087800006
ACH-000167,0.128525952784
ACH-000168,-0.10729167303500001
ACH-000169,-0.0516501919969
ACH-000178,-0.0452751525265
ACH-000182,-0.23000163695300002
ACH-000183,0.17959081652800002
ACH-000188,-0.12606756165799998
ACH-000189,0.016313075780299998
ACH-000190,-0.240468480669
ACH-000198,-0.06411889520219999
ACH-000204,-0.253434417151
ACH-000206,0.08493537577089999
ACH-000207,0.36138443099600004
ACH-000211,-0.113920457465
ACH-000215,-0.08499994007799999
ACH-000221,-0.0755669934847
ACH-000222,0.215164228549
ACH-000223,-0.07062604946239999
ACH-000226,-0.0026566273553
ACH-000227,-0.04686295948059999
ACH-000228,-0.276611291656
ACH-000231,-0.057620514828699995
ACH-000232,-0.0698536716202
ACH-000233,-0.0229840219942
ACH-000234,0.0646040890436
ACH-000235,-0.013856929950700002
ACH-000237,-0.797791392898
ACH-000238,-0.0688426970331
ACH-000243,-0.117127733138
ACH-000244,-0.102274990324
ACH-000246,-0.16370881267999998
ACH-000248,-0.334055568528
ACH-000250,-0.017946225096400002
ACH-000251,-0.23336500862799997
ACH-000253,0.0121226487546
ACH-000255,-0.266277684363
ACH-000256,-0.18166658932799998
ACH-000257,-0.332245310603
ACH-000258,-0.274079651073
ACH-000259,-0.006323750924250001
ACH-000260,-0.09679968931199999
ACH-000261,-0.20214844438299998
ACH-000262,-0.18221855221500002
ACH-000263,-0.23641929391
ACH-000264,0.126489390165
ACH-000265,-0.0837424576922
ACH-000266,-0.08532028018889999
ACH-000272,0.0246158303762
ACH-000273,-0.134837545816
ACH-000274,0.043214159351199995
ACH-000277,-0.14235084634700002
ACH-000278,-0.439354183248
ACH-000279,-0.113036167179
ACH-000280,-0.0750376031261
ACH-000281,-0.223711338076
ACH-000288,-0.19279327965799997
ACH-000291,-0.0421479105635
ACH-000293,0.049718754272300006
ACH-000294,0.114575831896
ACH-000295,0.163419355739
ACH-000296,0.00577335316395
ACH-000302,-0.06411845099880001
ACH-000304,-0.5094460569
ACH-000307,-0.0074630190507
ACH-000308,-0.147968270879
ACH-000310,0.0465473189961
ACH-000311,0.112643180288
ACH-000312,-0.112119203072
ACH-000315,0.13911706664999998
ACH-000316,0.0273244701487
ACH-000317,0.23267993260000003
ACH-000318,-0.26859937085200003
ACH-000319,-0.67492012654
ACH-000320,-0.10056264676400001
ACH-000322,-0.0385051912664
ACH-000323,-0.0232603562763
ACH-000324,-0.00153266810219
ACH-000329,0.185377096159
ACH-000330,0.0333976610617
ACH-000331,-0.20498994066100001
ACH-000332,0.0014925610066199998
ACH-000334,-0.136065368941
ACH-000335,-0.15976571211100002
ACH-000336,-0.19169527272599998
ACH-000337,0.08814114828910001
ACH-000339,-0.27273357085
ACH-000341,-0.0359440370295
ACH-000348,0.07538316645719999
ACH-000350,-0.10810672951099999
ACH-000352,-0.133757937183
ACH-000356,0.119454184221
ACH-000361,0.0169356375165
ACH-000362,0.09155251980599999
ACH-000363,-0.0356378243381
ACH-000364,-0.18031537004
ACH-000365,0.021681463756
ACH-000366,-0.188350080381
ACH-000368,-0.313383841223
ACH-000374,-0.09293829354430001
ACH-000375,-0.0775101370539
ACH-000376,-0.134501780308
ACH-000381,0.00707239251576
ACH-000383,-0.0823659575063
ACH-000387,0.0208157336445
ACH-000389,-0.028369224676799996
ACH-000390,0.0657801711443
ACH-000393,-0.12470089045
ACH-000395,0.18677646403999998
ACH-000397,-0.100277325812
ACH-000401,-0.194008363643
ACH-000402,-0.104261790005
ACH-000403,0.044829701432800004
ACH-000404,-0.263345052548
ACH-000406,-0.039933608505
ACH-000407,-0.18185438256499997
ACH-000408,0.128472048455
ACH-000410,-0.22241181138399999
ACH-000411,-0.210665112824
ACH-000414,0.044001715931900005
ACH-000415,-0.052275753287
ACH-000416,-0.180696250458
ACH-000420,0.00655501055673
ACH-000421,-0.19087648717099998
ACH-000424,-0.248962726698
ACH-000425,0.10639448279899999
ACH-000426,-0.101075892348
ACH-000427,-0.285388804097
ACH-000433,-0.067431287363
ACH-000436,-0.24549355595199998
ACH-000444,0.0567476333324
ACH-000445,-0.21450586884199999
ACH-000448,-0.156389672655
ACH-000450,0.0494866137907
ACH-000452,-0.12683046523
ACH-000454,-0.05254475380919999
ACH-000458,-0.258139982835
ACH-000459,-9.42438298671e-05
ACH-000460,-0.0148667984256
ACH-000461,-0.09240616289760001
ACH-000463,-0.061651224548000004
ACH-000464,-0.280498506037
ACH-000466,0.0363937433387
ACH-000467,-0.008015306544989999
ACH-000468,0.0245781389874
ACH-000469,-0.339991932996
ACH-000470,0.27614810829799996
ACH-000471,-0.0225624832546
ACH-000472,0.0152765740413
ACH-000473,0.0730200482476
ACH-000475,-0.11884518956800001
ACH-000476,-0.0142042263274
ACH-000477,-0.0823418212545
ACH-000480,-0.44171292157700004
