,RARA (5914)
ACH-000004,-0.105321960451
ACH-000007,0.10314553103099999
ACH-000009,-0.0205080363214
ACH-000011,-0.0316553393749
ACH-000012,-0.0235301571887
ACH-000013,0.0745629935599
ACH-000014,0.11661634724099999
ACH-000015,0.169596026622
ACH-000017,-0.568662518287
ACH-000018,-0.0760617834358
ACH-000019,0.18610156337
ACH-000021,0.21779253102499999
ACH-000022,0.041280797791
ACH-000025,-0.022133005413900005
ACH-000028,-0.0649382350288
ACH-000030,0.028228887600699998
ACH-000035,0.0140606977968
ACH-000036,0.0388148397009
ACH-000037,0.0926747878135
ACH-000039,0.278329498536
ACH-000040,-0.194783173862
ACH-000041,-0.07315564145560001
ACH-000042,0.32320081023
ACH-000045,-0.5481117950819999
ACH-000047,0.0389278290264
ACH-000052,0.08353576227199999
ACH-000053,-0.0664079755911
ACH-000054,0.00380895490865
ACH-000055,0.169397114322
ACH-000060,-0.11593788819800001
ACH-000067,-0.0651529304923
ACH-000070,0.199844896267
ACH-000075,0.0683623462356
ACH-000078,0.05558101897250001
ACH-000082,-0.0363173682159
ACH-000085,-0.0487387459741
ACH-000086,-0.045357530341800005
ACH-000087,0.296423056974
ACH-000092,-0.0195336008442
ACH-000095,-0.166614166281
ACH-000097,-0.10812337975299999
ACH-000098,-0.0760159244259
ACH-000099,0.36782000092600003
ACH-000108,0.25133665260899996
ACH-000113,-0.450419851539
ACH-000115,0.227600839785
ACH-000116,0.143448083162
ACH-000118,0.249903809062
ACH-000120,-0.114633323597
ACH-000123,0.153389355623
ACH-000127,0.153816673209
ACH-000128,0.211200213398
ACH-000132,-0.11089988950099999
ACH-000133,0.118798545351
ACH-000137,0.106073681552
ACH-000138,-0.0797960982688
ACH-000142,-0.0659312057533
ACH-000143,-0.20879865727400002
ACH-000146,-0.0568642740783
ACH-000148,-0.0222611970112
ACH-000150,-0.0685608629271
ACH-000152,0.0711641967198
ACH-000153,-0.183769953378
ACH-000159,0.0158147572997
ACH-000160,0.0635749174953
