,MYCL (4610)
ACH-000004,0.0840352354287
ACH-000007,-0.134925877069
ACH-000009,0.10101354926100001
ACH-000011,-0.0597996308821
ACH-000012,0.18183518239799998
ACH-000013,0.0634022957934
ACH-000014,-0.0705780360495
ACH-000015,0.052773618076
ACH-000017,-0.0640019782876
ACH-000018,0.372387598143
ACH-000019,0.04239719633280001
ACH-000021,0.20006978735599998
ACH-000022,0.013179257671700001
ACH-000025,-0.0381149528604
ACH-000028,0.049709198581300004
ACH-000030,0.00760191171772
ACH-000035,0.110090652249
ACH-000036,0.134088689287
ACH-000037,0.0450910005033
ACH-000039,0.280052096914
ACH-000040,0.0899193014475
ACH-000041,0.04944283776930001
ACH-000042,0.0806406379231
ACH-000045,0.0867794010868
ACH-000047,-0.0260668043125
ACH-000052,0.0059925195667
ACH-000053,0.100501991998
ACH-000054,-0.0528783609507
ACH-000055,0.234898065876
ACH-000060,-0.125446320528
ACH-000067,-0.06926675371439998
ACH-000070,-0.110305044597
ACH-000075,0.213317204386
ACH-000078,0.09625990900110001
ACH-000082,-0.125900468212
ACH-000085,0.254990190067
ACH-000086,0.05024026993340001
ACH-000087,0.193623069658
ACH-000092,-0.12527109677
ACH-000095,0.124869180701
ACH-000097,-0.0666132840264
ACH-000098,-0.0693968361495
ACH-000099,0.0835377454032
ACH-000108,0.08874164929570001
ACH-000113,-0.0026697257802600002
ACH-000115,0.00913588109586
ACH-000116,0.00264021132118
ACH-000118,0.194013493879
ACH-000120,0.0901232523527
ACH-000123,0.043926689687900006
ACH-000127,-0.037231974133300004
ACH-000128,-0.132047521144
ACH-000132,-0.050579962402300005
ACH-000133,-0.0056255922492900005
ACH-000137,0.07537912290789998
ACH-000138,0.133846815077
ACH-000142,-0.145295312596
ACH-000143,0.0635605193345
ACH-000146,-0.0724987773962
ACH-000148,0.026209625309700002
ACH-000150,-0.050177372708000004
ACH-000152,0.0633165097775
ACH-000153,0.12438788262
ACH-000159,-0.07281718408110001
ACH-000160,0.0803719234597
ACH-000163,0.256354487118
ACH-000167,-0.0039230167169
ACH-000168,-4.84420643385e-05
ACH-000169,0.059370742538300006
ACH-000178,0.170593422788
ACH-000182,0.014669918014799999
ACH-000183,0.02273467642
ACH-000188,0.04684109041119999
ACH-000189,0.322212088264
ACH-000190,0.292949663661
ACH-000198,0.0111073719196
ACH-000204,-0.076004673465
ACH-000206,-0.129225554872
ACH-000207,0.34323023065499997
ACH-000211,0.12710230214999998
ACH-000215,0.048955187023300005
ACH-000221,0.101844781888
ACH-000222,0.180252760861
ACH-000223,-0.050733971448
ACH-000226,0.17113871976300002
ACH-000227,0.22051415118599998
ACH-000228,0.0445787077645
ACH-000231,0.0359450694151
ACH-000232,0.103855084347
ACH-000233,0.21265353275499999
ACH-000234,0.190938433141
ACH-000235,0.0989452862199
ACH-000237,0.134711378572
ACH-000238,-0.029224180863700003
ACH-000243,0.09333238130339999
ACH-000244,-0.120621122182
ACH-000246,-0.052331925520900005
ACH-000248,-0.00874661096599
ACH-000250,0.00012002461258700001
ACH-000251,0.07104287200500001
ACH-000253,-0.0175311407116
ACH-000255,0.13631909965999997
ACH-000256,-0.145900300742
ACH-000257,-0.21347526752700002
ACH-000258,0.256060003103
ACH-000259,-0.00759585496047
ACH-000260,0.143466718016
ACH-000261,0.045140534720800006
ACH-000262,0.013055867066600002
ACH-000263,-0.0295063243916
ACH-000264,-0.0635853107013
ACH-000265,0.0500081968709
ACH-000266,0.15406757825
ACH-000272,-0.0632029118703
ACH-000273,0.005417338780350001
ACH-000274,-0.0201078250831
ACH-000277,-0.07077098309760001
ACH-000278,0.17104292434
ACH-000279,-0.10175691423599999
