,CABP4 (57010)
ACH-000004,-0.145926485026
ACH-000007,-0.38428345626500005
ACH-000009,-0.274376578245
ACH-000011,-0.5169709260140001
ACH-000012,-0.32099743140299997
ACH-000013,-0.32094757006999997
ACH-000014,-0.16073990976500002
ACH-000015,-0.210530869791
ACH-000017,-0.273637979414
ACH-000018,-0.277986851696
ACH-000019,-0.273694217505
ACH-000021,-0.303376285559
ACH-000022,-0.31653822992499997
ACH-000025,-0.24801858278299999
ACH-000028,-0.307170016191
ACH-000030,-0.412842862282
ACH-000035,-0.137023469997
ACH-000036,-0.440431966315
ACH-000037,-0.307032858393
ACH-000039,-0.415178050845
ACH-000040,-0.333188706723
ACH-000041,-0.226671194192
ACH-000042,-0.340922560235
ACH-000045,-0.311652673985
ACH-000047,-0.263901356149
ACH-000052,-0.326609434538
ACH-000053,-0.18660336673
ACH-000054,-0.46479878802100005
ACH-000055,-0.7471653946789999
ACH-000060,-0.410281657929
ACH-000067,-0.141066027802
ACH-000070,-0.34199071908699996
ACH-000075,-0.566905602549
ACH-000078,-0.549921653735
ACH-000082,-0.348191611013
ACH-000085,-0.533043475018
ACH-000086,-0.39571802739399997
ACH-000087,-0.44146230048699997
ACH-000092,-0.218349402634
ACH-000095,-0.45398881351099996
ACH-000097,-0.6372763913270001
ACH-000098,-0.43078117561000007
ACH-000099,-0.224166761798
ACH-000108,-0.20541206343899998
ACH-000113,-0.349747783465
ACH-000115,-0.574567692736
ACH-000116,-0.619493074395
ACH-000118,-0.345540981723
ACH-000120,-0.36028160852799995
ACH-000123,-0.41023437773500004
ACH-000127,-0.327818152756
ACH-000128,-0.254313103631
ACH-000132,-0.51044360063
ACH-000133,-0.36330801613700003
ACH-000137,-0.405487113869
ACH-000138,-0.38092915763499996
ACH-000142,-0.43878252571500004
ACH-000143,-0.336974801202
ACH-000146,-0.33818607075900003
ACH-000148,-0.334408842887
ACH-000150,-0.42296922286300004
ACH-000152,-0.393403546516
ACH-000153,-0.450691718647
ACH-000159,-0.252099902005
ACH-000160,-0.730165497568
ACH-000163,-0.5077447870790001
ACH-000167,-0.177976336457
ACH-000168,-0.31590744082100003
ACH-000169,-0.19151373404199998
ACH-000178,-0.283020735165
ACH-000182,-0.44317589635399995
ACH-000183,-0.476913620141
ACH-000188,-0.428455909349
ACH-000189,-0.19789223470400003
ACH-000190,0.00474244102865
ACH-000198,-0.381346217528
ACH-000204,-0.29967557495200003
ACH-000206,-0.11077936070999998
ACH-000207,-0.183555318374
ACH-000211,-0.40337670218800004
ACH-000215,-0.21911097927099998
ACH-000221,-0.262028393906
ACH-000222,-0.324504889339
ACH-000223,-0.296928976256
ACH-000226,-0.343801997353
ACH-000227,-0.24903691777800002
ACH-000228,-0.596030701171
ACH-000231,-0.334048864658
ACH-000232,-0.27903616922200003
ACH-000233,-0.224113199836
ACH-000234,-0.36012242501100006
ACH-000235,-0.342938716421
ACH-000237,-0.207514098345
ACH-000238,-0.421037606204
ACH-000243,-0.245869654288
ACH-000244,-0.319610518718
ACH-000246,-0.331537913005
ACH-000248,-0.337021017139
ACH-000250,-0.276283148861
ACH-000251,-0.315122065437
ACH-000253,-0.36502145222599996
ACH-000255,-0.532182936116
ACH-000256,-0.564186377518
ACH-000257,-0.500914907028
ACH-000258,0.0628028763248
ACH-000259,-0.33246686222
ACH-000260,-0.447238528599
ACH-000261,-0.429461422512
ACH-000262,-0.35898594503
ACH-000263,-0.11163792904000001
ACH-000264,-0.3166459239
ACH-000265,-0.185427668915
ACH-000266,-0.32783458385
ACH-000272,-0.275130224092
ACH-000273,-0.472814627812
ACH-000274,-0.17817971960999998
ACH-000277,-0.465457147606
ACH-000278,-0.126195401487
ACH-000279,-0.432686230314
ACH-000280,-0.479412466959
ACH-000281,-0.542459713103
ACH-000288,-0.39199672164300003
ACH-000291,-0.29139932119
ACH-000293,-0.401042373453
ACH-000294,-0.40487563320299996
ACH-000295,-0.459960643269
ACH-000296,-0.284033497754
ACH-000302,-0.233758293447
ACH-000304,-0.11067067146500001
ACH-000307,-0.181498227802
ACH-000308,-0.42568860321900004
ACH-000310,-0.236791367419
ACH-000311,-0.0624007874291
ACH-000312,-0.196291654423
ACH-000315,-0.358395686694
ACH-000316,-0.357128303584
ACH-000317,-0.23099973382199998
ACH-000318,-0.594335926009
ACH-000319,-0.46240512498
ACH-000320,-0.203864252524
ACH-000322,-0.07737233005710001
ACH-000323,-0.454603112313
ACH-000324,-0.34995694771499997
ACH-000329,-0.0346527351837
ACH-000330,-0.275115785881
ACH-000331,-0.291405195016
ACH-000332,-0.451735364281
ACH-000334,-0.458863013644
ACH-000335,-0.123437644046
ACH-000336,-0.496601808455
ACH-000337,-0.179489658565
ACH-000339,-0.254888171032
ACH-000341,-0.710306290423
ACH-000348,-0.136280288893
ACH-000350,-0.460004121843
ACH-000352,-0.35481763577799996
ACH-000356,-0.601506042694
ACH-000361,-0.765771534688
ACH-000362,-0.262505306253
ACH-000363,-0.279087269155
ACH-000364,-0.6020352123430001
ACH-000365,-0.47376571613799995
ACH-000366,-0.47250415170599996
ACH-000368,-0.14362514083
ACH-000374,-0.559442169423
ACH-000375,-0.27293868836999996
ACH-000376,-0.385046201803
ACH-000381,-0.241293130067
ACH-000383,-0.39226080626800003
ACH-000387,-0.277249749092
ACH-000389,-0.470210013825
ACH-000390,-0.374191034586
ACH-000393,-0.333145419853
ACH-000395,-0.6172627458519999
ACH-000397,-0.249630120607
ACH-000401,-0.158152222803
ACH-000402,-0.284565615391
ACH-000403,-0.331963679287
ACH-000404,-0.60094552921
ACH-000406,-0.24013754096599998
ACH-000407,-0.57400236954
ACH-000408,-0.26309726586300003
ACH-000410,-0.356212938162
ACH-000411,-0.29547059424000005
ACH-000414,-0.171687133838
ACH-000415,-0.486431272549
ACH-000416,-0.27496954545200003
ACH-000420,-0.113995691372
ACH-000421,-0.338807134132
ACH-000424,-0.291513184277
ACH-000425,-0.307175619635
ACH-000426,-0.37258356971999995
ACH-000427,-0.35568336985200005
ACH-000433,-0.211340212533
ACH-000436,-0.0134353223455
ACH-000444,-0.241017583398
ACH-000445,-0.447953171973
ACH-000448,-0.177155632038
ACH-000450,-0.374845818332
ACH-000452,-0.33702437957099995
ACH-000454,-0.26617253831099996
ACH-000458,-0.542779697046
ACH-000459,-0.24835241598299998
ACH-000460,-0.392608221124
ACH-000461,-0.47882418957500006
ACH-000463,-0.19488947162999998
ACH-000464,-0.564793714249
ACH-000466,-0.427537852363
ACH-000467,-0.272568723138
ACH-000468,-0.599267420025
ACH-000469,-0.248781450773
ACH-000470,-0.22541568655400002
ACH-000471,-0.266546816895
ACH-000472,-0.388834618404
ACH-000473,-0.261510586554
ACH-000475,-0.325319558364
ACH-000476,-0.46594359290799997
ACH-000477,-0.22435367816500001
ACH-000480,-0.582347850863
ACH-000481,-0.46201418070699996
ACH-000483,-0.473730382741
ACH-000484,-0.29165701015900003
ACH-000485,-0.193116438886
ACH-000486,-0.523226958169
ACH-000487,-0.360981028692
ACH-000488,-0.36926689908200006
ACH-000490,-0.40483708507700006
ACH-000491,-0.5046177244219999
ACH-000495,-0.26835357973499996
ACH-000496,-0.389155044239
ACH-000499,-0.56239712071
ACH-000500,-0.759344857078
ACH-000502,-0.22509265075800003
ACH-000503,-0.35325843472199997
ACH-000505,-0.45791889003700004
ACH-000507,-0.26604407823000004
ACH-000510,-0.287504939595
ACH-000511,-0.407288773553
ACH-000512,-0.179890778373
ACH-000516,-0.22031279529800002
ACH-000517,-0.331648197819
ACH-000518,-0.449295135973
ACH-000520,-0.27949089193300003
ACH-000521,-0.108375267416
ACH-000522,-0.572471053253
ACH-000524,-0.355121705969
ACH-000527,-0.41608305100599996
ACH-000528,-0.308096087932
ACH-000537,-0.207552408388
ACH-000541,-0.314143481657
ACH-000542,-0.359395403252
ACH-000544,-0.5633891708259999
ACH-000545,-0.627687902719
ACH-000547,-0.35886478714599995
ACH-000548,-0.34544231586499996
ACH-000549,-0.36194268053999995
ACH-000550,-0.195755480117
ACH-000552,-0.34073602166100003
ACH-000556,-0.22901048376299998
ACH-000557,-0.13775480340600002
ACH-000570,-0.367235834547
ACH-000571,-0.318367718207
ACH-000573,-0.254942648431
ACH-000576,-0.067198150017
ACH-000580,-0.409921363086
ACH-000584,-0.336432265234
ACH-000585,-0.441489961791
ACH-000588,-0.40164732739799996
ACH-000589,-0.362396259696
ACH-000591,-0.16977911534200002
ACH-000593,-0.44975113314599996
ACH-000600,-0.562824360842
ACH-000601,-0.1686874124
ACH-000604,-0.603297033702
ACH-000605,-0.393057032382
ACH-000606,-0.613832761213
ACH-000608,-0.559871121136
ACH-000614,-0.435027217742
ACH-000616,-0.204586053464
ACH-000618,-0.375698336889
ACH-000619,-0.553756387505
ACH-000620,-0.11011254215399999
ACH-000621,-0.19976445736200002
ACH-000622,-0.385683785936
ACH-000623,-0.41480097077100003
ACH-000624,-0.38330818954499996
ACH-000627,-0.0794702734596
ACH-000630,-0.385215387931
ACH-000632,-0.5045987153329999
ACH-000633,-0.292868833072
ACH-000637,-0.514276884404
ACH-000638,-0.434766483646
ACH-000646,-0.472969381844
ACH-000647,-0.402996725889
ACH-000648,-0.246638994597
ACH-000649,-0.254157228483
ACH-000651,-0.43228728681999995
ACH-000652,-0.632393248251
ACH-000653,-0.19250087692099999
ACH-000657,-0.349817222851
ACH-000658,-0.28159904188499996
ACH-000661,-0.695398710294
ACH-000662,-0.0358375505264
ACH-000663,-0.46876640957800003
ACH-000665,-0.608130526338
ACH-000671,-0.444443478105
ACH-000673,-0.3179769024
ACH-000676,-0.258061833239
ACH-000677,-0.457797493188
ACH-000681,-0.349028073059
ACH-000682,-0.332685526784
ACH-000683,-0.445119406554
ACH-000684,-0.305177850717
ACH-000688,-0.36246426695
ACH-000693,-0.414279396656
ACH-000694,-0.552601753672
ACH-000695,-0.658684517084
ACH-000696,-0.314391018431
ACH-000697,-0.372346707706
ACH-000699,-0.14948091474199998
ACH-000701,-0.525983895699
ACH-000706,-0.30084144605999996
ACH-000711,-0.288543650426
ACH-000713,-0.35879789883599994
ACH-000714,-0.458942864697
ACH-000718,-0.205802079181
ACH-000720,-0.296700520937
ACH-000721,-0.267454912311
ACH-000724,-0.392708498834
ACH-000725,-0.314576802569
ACH-000732,-0.7585948290350001
ACH-000734,-0.626884800639
ACH-000735,-0.435072143158
ACH-000736,-0.619537155501
ACH-000738,-0.316141634622
ACH-000746,-0.242535210064
ACH-000747,-0.292242679748
ACH-000748,-0.636909758319
ACH-000753,-0.194254143622
ACH-000756,-0.5638517450180001
ACH-000757,-0.5490964747020001
ACH-000758,-0.34423245673600006
ACH-000760,-0.33368437922
ACH-000763,-0.167373893586
ACH-000764,-0.600403398405
ACH-000765,-0.607899617493
ACH-000766,-0.257291687689
ACH-000767,-0.274312936736
ACH-000768,-0.213250393315
ACH-000769,-0.406751377109
ACH-000770,-0.258346996862
ACH-000771,-0.354263353658
ACH-000773,-0.130818667674
