,LSAMP (4045)
ACH-000004,-0.018196203547499998
ACH-000007,0.119483083191
ACH-000009,-0.023710158807099996
ACH-000011,0.143405258137
ACH-000012,0.152147285243
ACH-000013,0.250176166102
ACH-000014,-0.0288138242623
ACH-000015,0.19772696682
ACH-000017,0.171862370125
ACH-000018,-0.0684150299303
ACH-000019,-0.060654828531
ACH-000021,0.0696737296707
ACH-000022,0.0153904693395
ACH-000025,-0.12215871146400001
ACH-000028,-0.029268767483399998
ACH-000030,0.129015441906
ACH-000035,-0.07087733010439999
ACH-000036,0.164995967185
ACH-000037,0.249322692547
ACH-000039,-0.173327283393
ACH-000040,0.21192908710299999
ACH-000041,0.081630380152
ACH-000042,0.110972911773
ACH-000045,0.0109152667498
ACH-000047,0.052709334367199996
ACH-000052,0.0878659378453
ACH-000053,0.05268108588690001
ACH-000054,0.048153405645
ACH-000055,-0.0861763309785
ACH-000060,-0.059866519286
ACH-000067,0.137723548134
ACH-000070,-0.07021976951469999
ACH-000075,0.29433679364
ACH-000078,-0.0167649263148
ACH-000082,0.0395184040879
ACH-000085,0.24756543625
ACH-000086,0.129793103868
ACH-000087,0.07497209176030001
ACH-000092,0.0954467136502
ACH-000095,0.12482327711300001
ACH-000097,0.0348847408232
ACH-000098,0.15543307518
ACH-000099,0.115849179627
ACH-000108,-0.259114437332
ACH-000113,-0.0833505304282
ACH-000115,0.226691128389
ACH-000116,0.188007268974
ACH-000118,-0.021679410718999998
ACH-000120,0.0123549551012
ACH-000123,0.0328437278095
ACH-000127,0.11313629431700001
ACH-000128,-0.105575141129
ACH-000132,0.0644472001535
ACH-000133,0.0609856719185
ACH-000137,0.09628267649010001
ACH-000138,-0.0395125451245
ACH-000142,0.156216430908
ACH-000143,-0.0286938546159
ACH-000146,0.224010109397
ACH-000148,0.220957890815
ACH-000150,0.135477200902
ACH-000152,0.0519840062904
ACH-000153,-0.00198009944115
ACH-000159,0.07445638690430001
ACH-000160,0.055237824767399996
ACH-000163,0.0224588744746
ACH-000167,0.22609975464600002
ACH-000168,0.217854227012
ACH-000169,0.06306409791
ACH-000178,0.140870599507
ACH-000182,-0.0193082022371
ACH-000183,0.012248359817099999
ACH-000188,0.120285572165
ACH-000189,-0.08377181860449999
ACH-000190,0.215868584301
ACH-000198,0.128553140584
ACH-000204,0.190490777193
ACH-000206,0.265478422429
ACH-000207,0.041979676185900004
ACH-000211,0.035608272988800004
ACH-000215,0.13560980156
ACH-000221,0.0974780990018
ACH-000222,0.101759292613
ACH-000223,0.152895081654
ACH-000226,0.061679043336300005
ACH-000227,-0.0643591204844
ACH-000228,-0.0193500586362
ACH-000231,0.12266456056
ACH-000232,0.145516722171
ACH-000233,0.060976953327000004
ACH-000234,-0.00544272430515
ACH-000235,0.0038165295013
ACH-000237,0.21517688989999997
ACH-000238,0.214489426862
ACH-000243,0.0556608523611
ACH-000244,0.330790938235
ACH-000246,0.10712909727499999
ACH-000248,-0.142769644762
ACH-000250,0.07290810504489999
ACH-000251,0.10982871937100001
ACH-000253,0.09605927823060001
ACH-000255,0.309699916409
ACH-000256,0.0784689879941
ACH-000257,0.0147162759204
ACH-000258,0.0817995098893
ACH-000259,0.0799775669611
ACH-000260,0.09236896347539998
ACH-000261,-0.0217649097471
ACH-000262,-0.40480922178
ACH-000263,-0.049209362884800004
ACH-000264,0.04778010691000001
ACH-000265,-0.0542328217939
ACH-000266,0.0843826525541
ACH-000272,0.0335152919418
ACH-000273,0.0810301992423
ACH-000274,0.14413437088300002
ACH-000277,0.0860476080837
ACH-000278,0.218004826659
ACH-000279,0.11504461496
ACH-000280,0.11983367379899999
ACH-000281,0.132580805196
ACH-000288,0.106420550123
ACH-000291,0.0816421801468
ACH-000293,0.416828300709
ACH-000294,0.027703028741799997
ACH-000295,0.030357190011499998
ACH-000296,-0.194516866696
ACH-000302,0.0312303757468
ACH-000304,0.269138533072
ACH-000307,0.010414316653100001
ACH-000308,0.146647510122
ACH-000310,0.12183809645400001
ACH-000311,-0.0350598506749
ACH-000312,0.0204844891782
ACH-000315,0.313802431624
ACH-000316,0.0701998805563
ACH-000317,0.225355164776
ACH-000318,0.0253317149113
ACH-000319,0.025961310317099997
ACH-000320,0.0935015150715
ACH-000322,0.267092260201
ACH-000323,0.112338001309
ACH-000324,-0.0578199279781
ACH-000329,0.347244381965
ACH-000330,0.153516963948
ACH-000331,0.164578626852
ACH-000332,0.07569141421360001
ACH-000334,0.26934520421999997
ACH-000335,-0.041604955406999995
ACH-000336,0.5337856419179999
ACH-000337,0.154639913475
ACH-000339,0.0510383165795
ACH-000341,0.0446112919329
ACH-000348,0.0937113410235
ACH-000350,0.0325716286848
ACH-000352,-0.0626853847622
ACH-000356,-0.15251349480999998
ACH-000361,0.0608625311335
ACH-000362,0.12377086714800001
ACH-000363,-0.0270348102292
ACH-000364,-0.0324416498776
