,INO80 (54617)
ACH-000623,-0.419407707869
ACH-000624,-0.551206267245
ACH-000627,-0.227054345949
ACH-000630,-0.5043439713319999
ACH-000632,-0.920780534863
ACH-000633,-0.373565102437
ACH-000637,-0.770747700982
ACH-000638,-0.6930037488249999
ACH-000646,-0.251157116374
ACH-000647,-0.7137775062489999
ACH-000648,-0.443286984895
ACH-000649,-0.488498173626
ACH-000651,-0.457839089371
ACH-000652,-0.261646323375
ACH-000653,-0.9779255312799999
ACH-000657,-0.584639583581
ACH-000658,-0.585024583479
ACH-000661,-0.47739267816299996
ACH-000662,-0.82259328809
ACH-000663,-1.05156734307
ACH-000665,-0.475860347786
ACH-000671,-0.721235766284
ACH-000673,-0.420909437185
ACH-000676,-0.888767383307
ACH-000677,-0.917786851892
ACH-000681,-0.776924469616
ACH-000682,-0.389838492825
ACH-000683,-0.514443464333
ACH-000684,-0.870360456935
ACH-000688,-0.481260248602
ACH-000693,-0.512293654801
ACH-000694,-0.389664145317
ACH-000695,-0.7863989648980001
ACH-000696,-0.691490357649
ACH-000697,-0.333944042217
ACH-000699,-0.7758142701649999
ACH-000701,-0.633439264274
ACH-000706,-0.614143700245
ACH-000711,-0.656475156737
ACH-000713,-0.648786189997
ACH-000714,-0.6554999891809999
ACH-000718,-0.680437727692
ACH-000720,-0.534756694055
ACH-000721,-0.468220839327
ACH-000724,-0.445957189468
ACH-000725,-0.62930668263
ACH-000732,-0.79391310049
ACH-000734,-0.35303496352499997
ACH-000735,-0.241188937663
ACH-000736,-0.696533779457
ACH-000738,-0.61909334378
ACH-000746,-0.290654698667
ACH-000747,-0.7193254181350001
ACH-000748,-0.7337102176420001
ACH-000753,-0.601370162477
ACH-000756,-0.9987601649150001
ACH-000757,-1.13679168911
ACH-000758,-0.7977742422059999
ACH-000760,-0.659712376466
ACH-000763,-0.486271050625
ACH-000764,-0.41110729829400006
ACH-000765,-0.432840650313
ACH-000766,-0.449781881461
ACH-000767,-0.545050045233
ACH-000768,-0.79794800107
ACH-000769,-0.5606065017849999
ACH-000770,-0.533941618555
ACH-000771,-0.436341441517
ACH-000773,-0.463276810132
ACH-000776,-0.878588130484
ACH-000777,-0.727664466053
ACH-000778,-0.560955909702
ACH-000781,-0.20622312279399999
ACH-000782,-0.6695620963260001
ACH-000783,-0.58738876383
ACH-000784,-0.410590794527
ACH-000785,-0.504835311091
ACH-000787,-0.438843800564
ACH-000788,-0.6521140115590001
ACH-000791,-0.637056907586
ACH-000792,-0.7602391679870001
ACH-000794,-0.664578892751
ACH-000796,-0.7265249872409999
ACH-000799,-0.6996535244740001
ACH-000800,-0.754415976852
ACH-000802,-0.41486318474
ACH-000804,-0.49976640501100006
ACH-000805,-0.9435056834469999
ACH-000809,-0.405294000613
ACH-000810,-0.737283725255
ACH-000811,-0.149931168255
ACH-000817,-0.7699453247079999
ACH-000819,-0.597942310437
ACH-000820,-0.0959735999413
ACH-000821,-0.6248185090199999
ACH-000822,-0.801943833433
ACH-000823,-0.599008254659
ACH-000824,-0.225505201127
ACH-000827,-0.754024971806
ACH-000829,-0.680522307184
ACH-000831,-0.736445024955
ACH-000832,-0.38287786708000004
ACH-000833,-0.50326328794
ACH-000834,-0.589887948802
ACH-000835,-0.5588959027179999
ACH-000836,-0.0987907660093
ACH-000837,-0.39251298218599995
ACH-000838,-0.594648674676
ACH-000839,-0.8071038423770001
ACH-000840,-0.941725294556
ACH-000841,-0.9336812468000001
ACH-000843,-0.410155752114
ACH-000846,-0.8309046775669999
ACH-000847,-0.541448190308
ACH-000848,-0.576319452922
ACH-000849,-0.749111809134
ACH-000851,-0.7316472691570001
ACH-000855,-0.604518604658
ACH-000856,-0.33731802055699994
ACH-000858,-0.328912159941
ACH-000859,-0.5150481195009999
ACH-000861,-0.6747069515749999
ACH-000862,-0.372113686318
ACH-000865,-0.744193063326
ACH-000866,-0.6725996451980001
ACH-000867,-0.656724853775
ACH-000869,-0.665757730656
ACH-000872,-0.809415323878
ACH-000873,-0.870925930526
ACH-000876,-0.301456713505
ACH-000878,-0.227046602408
ACH-000880,-0.481736725413
ACH-000881,-0.368018862298
ACH-000882,-0.520403514668
ACH-000884,-0.49134619345700004
ACH-000885,-0.466416716284
ACH-000887,-0.39311364129299997
ACH-000888,-0.707643475112
ACH-000889,-0.431153559335
ACH-000890,-0.8450444269859999
ACH-000896,-0.548219450023
ACH-000898,-0.685926334816
ACH-000900,-0.623708115443
ACH-000901,-0.668967604427
ACH-000905,-0.49579185826899996
ACH-000906,-0.42889092463
ACH-000907,-0.600055419862
ACH-000910,-0.33462950508699996
ACH-000911,-0.635856818562
ACH-000912,-0.6516235086550001
ACH-000913,-0.7196662634379999
ACH-000915,-0.44776587817900004
ACH-000916,-0.7616811926620001
ACH-000917,-0.45912475780900003
ACH-000921,-0.829227244959
ACH-000924,-0.29212450467900003
ACH-000926,-0.459009818207
ACH-000928,-0.28212152051600003
ACH-000929,-0.511168467845
ACH-000932,-0.37617200318899996
ACH-000935,-0.40943063426200005
ACH-000936,-0.193682468737
ACH-000937,-0.642914016637
ACH-000938,-0.576994777216
ACH-000939,-0.296305918406
ACH-000941,-0.506969370897
ACH-000943,-0.433901994551
ACH-000946,-0.44881613049400004
ACH-000947,-0.611985215258
ACH-000948,-0.99648926037
ACH-000950,-0.952446842724
ACH-000953,-0.49136799287
ACH-000957,-0.44133959805
ACH-000958,-0.5991816825190001
ACH-000960,-0.904613777166
ACH-000963,-0.484603610355
ACH-000968,-0.881624716015
ACH-000969,-0.336172055886
ACH-000973,-0.505038400854
ACH-000974,-0.536382547833
ACH-000975,-0.49249476774400003
ACH-000976,-0.407882876283
ACH-000978,-0.386301653348
ACH-000980,-0.477003387431
ACH-000984,-0.48303053064900003
ACH-000986,-0.394233221799
ACH-000988,-0.45649171792300003
ACH-000993,-0.477127810888
ACH-000994,-0.535595976431
ACH-000996,-0.914854542949
ACH-001001,-0.46881910122299997
ACH-001020,-0.540224842767
ACH-001028,-0.23228980781199998
ACH-001031,-0.958099532792
ACH-001038,-0.552590308185
ACH-001048,-0.471791285524
ACH-001050,-0.741444853661
ACH-001053,-0.7994108065119999
ACH-001054,-0.6123846093199999
ACH-001061,-0.681707773371
ACH-001067,-0.507795621132
ACH-001075,-0.6332607603989999
ACH-001096,-0.430308669167
ACH-001128,0.0882472909743
ACH-001134,-0.556778247548
ACH-001151,-0.458846929908
ACH-001163,-0.30216955684
ACH-001164,-0.345997500122
ACH-001173,-0.626497558855
ACH-001183,-0.679833038118
ACH-001184,-0.76420143661
ACH-001190,-0.682906990824
ACH-001192,-0.6504842733039999
ACH-001193,-0.44226742781499995
ACH-001196,-0.766489083386
ACH-001197,-0.6826580863070001
ACH-001205,-0.672455395871
ACH-001211,-0.626062864592
ACH-001212,-0.39263803305699996
ACH-001228,-0.450872086834
ACH-001232,-0.308661762868
ACH-001239,-0.5438296760710001
ACH-001274,-0.623292720336
ACH-001275,-0.870541874735
ACH-001277,-0.638880321149
ACH-001278,-0.637156742407
ACH-001280,-0.7384413096889999
ACH-001283,-0.508821835836
ACH-001289,-1.08912326014
ACH-001295,-0.547936568489
ACH-001300,-0.508195177909
ACH-001301,-0.805667016338
ACH-001302,-0.797920068944
ACH-001303,-0.7073175436779999
ACH-001306,-0.591778740288
ACH-001318,-0.652107580595
ACH-001322,-0.33078339777399995
ACH-001328,-0.5445396308730001
ACH-001332,-0.47117373819700004
ACH-001333,-0.5572864318190001
ACH-001336,-0.642943895907
ACH-001340,-0.686176548111
ACH-001346,-0.536660114796
ACH-001353,-0.751685719073
ACH-001354,-0.612534377794
ACH-001367,-0.684750788767
ACH-001368,-0.669433328222
ACH-001374,-0.40503767568800003
ACH-001375,-0.262070305524
ACH-001377,-0.37268462553099996
ACH-001380,-0.33322804797899996
ACH-001391,-0.565986213729
ACH-001407,-0.361593103407
ACH-001408,-0.710517871945
ACH-001413,-0.8617436031710001
ACH-001430,-0.7464448037970001
ACH-001431,-0.672231205077
ACH-001450,-0.794343287499
ACH-001496,-0.47261741545100006
ACH-001500,-0.470700991395
ACH-001521,-0.967067449825
ACH-001523,-0.6298709418289999
ACH-001532,-0.748021973125
ACH-001536,-0.39611005151199996
ACH-001550,-0.134938740794
ACH-001552,-0.176086587428
ACH-001554,-0.687414871141
ACH-001645,-0.363580047452
ACH-001654,-0.88251669455
ACH-001715,-0.637927088797
ACH-001735,-0.536260567988
ACH-001736,-0.884567728021
ACH-001737,-1.2620029085200002
ACH-001740,-0.6374097063
ACH-001745,-0.691565182937
ACH-001750,-0.7977809721600001
ACH-001765,-0.600045307906
ACH-001956,-0.591297372578
ACH-001957,-0.531164926373
