,HEBP2 (23593)
ACH-000004,0.0727076897123
ACH-000007,-0.0743882508549
ACH-000009,0.11445104374399999
ACH-000011,0.08814546839269999
ACH-000012,-0.0128422896979
ACH-000013,0.120172052992
ACH-000014,0.023789270006400003
ACH-000015,0.156417793
ACH-000017,-0.12531452586300001
ACH-000018,0.09821067385019999
ACH-000019,0.0640648426251
ACH-000021,-0.102309585224
ACH-000022,-0.031911683936900005
ACH-000025,0.236806049021
ACH-000028,-0.08914416057189999
ACH-000030,0.0433956768272
ACH-000035,0.146172897222
ACH-000036,-0.0595907515386
ACH-000037,-0.017667561728999998
ACH-000039,-0.19856883637699999
ACH-000040,-0.0576978306411
ACH-000041,0.0489596024698
ACH-000042,0.0652615292111
ACH-000045,0.07949161033430001
ACH-000047,0.106880096789
ACH-000052,0.22896764069699999
ACH-000053,0.0405882178023
ACH-000054,-0.0234746373632
ACH-000055,0.0585374039673
ACH-000060,-0.205802794337
ACH-000067,0.041656743647
ACH-000070,0.0837800733567
ACH-000075,0.135926541242
ACH-000078,-0.0837538578658
ACH-000082,0.0513536197429
ACH-000085,-0.00710065023632
ACH-000086,0.033134985058
ACH-000087,0.289120612711
ACH-000092,0.17445139375100002
ACH-000095,-0.027881284293
ACH-000097,0.164215299562
ACH-000098,0.100478757322
ACH-000099,0.061489580863899995
ACH-000108,0.021314577508099997
ACH-000113,0.09295363720960001
ACH-000115,-0.0782295585283
ACH-000116,0.16807389147399998
ACH-000118,-0.101258429111
ACH-000120,0.023315447261999998
ACH-000123,0.0224084272452
ACH-000127,0.0183777821406
ACH-000128,0.07015236251899999
ACH-000132,-0.067915878825
ACH-000133,0.15002563949300002
ACH-000137,-0.064607870978
ACH-000138,-0.021773130011400004
ACH-000142,0.00247911347733
ACH-000143,-0.123716272647
ACH-000146,-0.0303128832864
ACH-000148,0.08122919016869999
ACH-000150,0.07895226243549999
ACH-000152,0.127029159101
ACH-000153,0.157219479164
ACH-000159,0.0223398853449
ACH-000160,0.202143141147
ACH-000163,0.129012269972
ACH-000167,0.029818024569000002
ACH-000168,0.110767157781
ACH-000169,0.11873502501199999
ACH-000178,0.09844892592150001
ACH-000182,-0.030617709352199998
ACH-000183,0.0552651656935
ACH-000188,0.147965280371
ACH-000189,0.216945342542
ACH-000190,-0.18018951875199998
ACH-000198,-0.022846332458099996
ACH-000204,-0.117321465746
ACH-000206,-0.06502622202859999
ACH-000207,-0.0157722826997
ACH-000211,0.049939652541199996
ACH-000215,0.108201247848
ACH-000221,0.0360469233952
ACH-000222,0.163993585972
ACH-000223,0.10249839472000001
ACH-000226,0.05621910190380001
ACH-000227,-0.0923784842107
ACH-000228,0.0196928256905
ACH-000231,0.111930979463
ACH-000232,0.043003050156699994
ACH-000233,-0.0758091895819
ACH-000234,-0.042464022347999994
ACH-000235,0.018542271394599998
ACH-000237,0.254660060446
ACH-000238,0.00957277675429
ACH-000243,0.106309906032
ACH-000244,0.0461268893559
ACH-000246,0.0912162922442
ACH-000248,-0.08821177602710001
ACH-000250,0.0364261224458
ACH-000251,-0.009055776843940001
ACH-000253,0.0132662670438
ACH-000255,0.16350650747099998
ACH-000256,0.029004928418400005
ACH-000257,-0.152298368093
ACH-000258,0.225061519531
ACH-000259,0.075008865067
ACH-000260,-0.008872842069709999
ACH-000261,-0.13409812118
ACH-000262,0.173484873202
ACH-000263,-0.0934959713437
ACH-000264,0.0384396484962
ACH-000265,0.140724377787
ACH-000266,0.0522392771093
ACH-000272,0.123712719706
ACH-000273,0.08568018776650001
ACH-000274,0.00940539972326
ACH-000277,0.119861562051
ACH-000278,0.129599272906
ACH-000279,-0.012904328247
ACH-000280,0.074199545231
ACH-000281,0.27151358208799997
ACH-000288,0.0932456724463
ACH-000291,0.0799791139627
ACH-000293,0.296055154818
ACH-000294,0.0599810176599
ACH-000295,-0.0158768468905
ACH-000296,-0.00719370610523
ACH-000302,-0.00794876831431
ACH-000304,-0.08918182849020001
ACH-000307,0.0307026506997
ACH-000308,0.162927732029
ACH-000310,0.0950587378912
ACH-000311,-0.0197885594187
ACH-000312,0.160110883757
ACH-000315,0.182145943215
ACH-000316,0.166284815809
ACH-000317,0.10949728383
ACH-000318,-0.031358089255499995
ACH-000319,0.14080283393200002
ACH-000320,0.193605763396
ACH-000322,0.25389656725000004
ACH-000323,0.413567899196
ACH-000324,0.0268816374151
ACH-000329,0.020689453329
ACH-000330,0.0476431818215
ACH-000331,-0.011434884255399999
ACH-000332,0.11159313918299998
ACH-000334,0.420178091624
ACH-000335,-0.00696333827367
ACH-000336,-0.0860833120723
ACH-000337,0.019514143371500002
ACH-000339,0.09871353349369999
ACH-000341,0.34372135818599997
ACH-000348,0.07291654400610001
ACH-000350,0.0535009120986
ACH-000352,0.19774548650600002
ACH-000356,0.194529817581
ACH-000361,-0.104770080855
ACH-000362,0.10688048172900001
ACH-000363,0.106640587799
ACH-000364,0.105610147745
ACH-000365,0.14047314955
ACH-000366,0.0611730860085
ACH-000368,0.0156029838918
ACH-000374,0.0742896610473
ACH-000375,0.162626219889
ACH-000376,0.0214981581646
ACH-000381,0.0395164885925
ACH-000383,0.0014064710431700002
