,CRTC1 (23373)
ACH-000004,-0.0753679570099
ACH-000007,-0.15590153167
ACH-000009,-0.040178773983300005
ACH-000011,-0.12283192059499999
ACH-000012,-0.065882423431
ACH-000013,-0.20346798850900003
ACH-000014,0.0063644763796199995
ACH-000015,-0.139489875615
ACH-000017,-0.285319152288
ACH-000018,-0.0869016346002
ACH-000019,-0.525434754187
ACH-000021,-0.166590808025
ACH-000022,-0.281366155442
ACH-000025,-0.0656179186167
ACH-000028,-0.35945888041999996
ACH-000030,-0.201453856538
ACH-000035,-0.287662025755
ACH-000036,-0.29097970946
ACH-000037,-0.11996351712400001
ACH-000039,-0.100180962161
ACH-000040,-0.261833342413
ACH-000041,-0.304531972944
ACH-000042,-0.147086336388
ACH-000045,-0.34906058768200005
ACH-000047,-0.148513092951
ACH-000052,-0.360470345428
ACH-000053,-0.156588604681
ACH-000054,-0.22067185120000002
ACH-000055,-0.16007670285999998
ACH-000060,-0.182168781111
ACH-000067,-0.344325695433
ACH-000070,-0.217206213824
ACH-000075,-0.0462465432367
ACH-000078,-0.324147777988
ACH-000082,-0.04366415216419999
ACH-000085,-0.148567475289
ACH-000086,-0.294930548207
ACH-000087,-0.521086537534
ACH-000092,-0.169700548755
ACH-000095,-0.228810884768
ACH-000097,-0.105638968578
ACH-000098,-0.266243361759
ACH-000099,-0.148769686116
ACH-000108,-0.156009130144
ACH-000113,-0.16721255185699999
ACH-000115,-0.40924654583400005
ACH-000116,-0.250772867911
ACH-000118,-0.034191718559
ACH-000120,-0.0127263296967
ACH-000123,-0.18242473705099999
ACH-000127,-0.357605031793
ACH-000128,-0.412488903522
ACH-000132,-0.359639108012
ACH-000133,-0.10181971504000001
ACH-000137,-0.238732432069
ACH-000138,-0.105673646391
ACH-000142,-0.372006662961
ACH-000143,-0.273127405293
ACH-000146,-0.171596116034
ACH-000148,-0.07137949832769999
ACH-000150,-0.39114290143200003
ACH-000152,-0.13294044514599998
ACH-000153,-0.06673508045490001
ACH-000159,-0.137666205712
ACH-000160,0.138069158432
ACH-000163,0.0104635287574
ACH-000167,0.456166625352
ACH-000168,-0.0839470988497
ACH-000169,-0.315782883413
ACH-000178,-0.0852810471238
ACH-000182,-0.10956686555
ACH-000183,0.011361811809799999
ACH-000188,-0.36259702935099997
ACH-000189,0.183192703213
ACH-000190,0.388732450471
ACH-000198,-0.127054615969
ACH-000204,-0.178162839218
ACH-000206,-0.29276910613400003
ACH-000207,0.0640666775512
ACH-000211,-0.317965639857
ACH-000215,-0.122134614401
ACH-000221,-0.381722495277
ACH-000222,0.142254746222
ACH-000223,-0.164501978346
ACH-000226,0.111395030048
ACH-000227,-0.225629701641
ACH-000228,-0.274652171128
ACH-000231,-0.0342032386117
ACH-000232,-0.250377091462
ACH-000233,-0.25292694572200003
ACH-000234,-0.193043710435
ACH-000235,-0.0778983775323
ACH-000237,-0.167292426333
ACH-000238,-0.0968046333238
ACH-000243,-0.13697041026100001
ACH-000244,0.10795684170900001
ACH-000246,-0.14616151146
ACH-000248,-0.359939609607
ACH-000250,-0.128219713795
ACH-000251,-0.44020173711099997
ACH-000253,-0.128389457773
ACH-000255,-0.184442074164
ACH-000256,0.12019015556
ACH-000257,-0.08342380199560001
ACH-000258,-0.04992682538959999
ACH-000259,-0.128198846301
ACH-000260,-0.161154172923
ACH-000261,-0.18555492281599997
ACH-000262,0.0455393465097
ACH-000263,-0.45344272548799996
ACH-000264,-0.0678675219011
ACH-000265,-0.11471334191400001
ACH-000266,-0.0792241755029
ACH-000272,-0.053069330103
ACH-000273,-0.0383097418868
ACH-000274,-0.153184045976
ACH-000277,-0.04335369287430001
ACH-000278,-0.051092782980199994
ACH-000279,-0.133547411694
ACH-000280,-0.173553248781
ACH-000281,0.013500710692200001
ACH-000288,-0.0643365654215
ACH-000291,-0.243005745146
ACH-000293,-0.200618324597
ACH-000294,-0.18465363936700002
ACH-000295,-0.412442738866
ACH-000296,0.0742372612983
ACH-000302,-0.20552026605300003
ACH-000304,-0.0547880658972
ACH-000307,-0.00993212540858
ACH-000308,-0.0206572888566
ACH-000310,-0.25839593251
ACH-000311,-0.00015568501073
ACH-000312,-0.240380321917
ACH-000315,-0.430981964551
ACH-000316,-0.0413627313155
ACH-000317,-0.08241599942649999
ACH-000318,-0.393465013716
ACH-000319,-0.131852493653
ACH-000320,-0.12969197232000002
ACH-000322,0.0710631030122
ACH-000323,-0.318742865907
ACH-000324,-0.08602391512589999
ACH-000329,-0.0437322436413
ACH-000330,-0.0313583987635
ACH-000331,-0.133000316404
ACH-000332,-0.152997777559
ACH-000334,-0.526557829007
ACH-000335,0.17409463645799997
ACH-000336,0.0554582633834
ACH-000337,0.0340940275082
ACH-000339,-0.298843963419
ACH-000341,-0.178130355074
ACH-000348,-0.14430635677
ACH-000350,-0.00986151169934
ACH-000352,-0.340399269555
ACH-000356,-0.20912944742800002
ACH-000361,0.035339478584300005
ACH-000362,-0.242474059703
ACH-000363,-0.15476996864
ACH-000364,-0.0345802256094
ACH-000365,-0.09186147013769999
ACH-000366,-0.285732209692
ACH-000368,-0.10587086705399999
ACH-000374,-0.256426086829
ACH-000375,0.16557924896
ACH-000376,0.0491503648494
ACH-000381,0.0664172659299
ACH-000383,-0.129963237142
ACH-000387,-0.056852350008899995
ACH-000389,-0.213861758354
ACH-000390,-0.274671374509
ACH-000393,-0.404443745586
ACH-000395,-0.17398936963
ACH-000397,-0.0621487474029
ACH-000401,-0.27817074672
ACH-000402,-0.281310204487
ACH-000403,-0.226085282605
ACH-000404,-0.25267525109
ACH-000406,-0.10128420868799999
ACH-000407,-0.342307769023
ACH-000408,-0.227475476762
ACH-000410,-0.138027960896
ACH-000411,0.0114636932017
ACH-000414,0.09102628282439999
ACH-000415,-0.226260375288
ACH-000416,-0.147378268059
ACH-000420,-0.17251291897
ACH-000421,-0.0791429815757
ACH-000424,-0.232259535966
ACH-000425,-0.0592715390795
ACH-000426,-0.222675063715
ACH-000427,-0.37606980530699996
ACH-000433,-0.44383465112
ACH-000436,-0.0969425203962
ACH-000444,-0.228645026011
ACH-000445,-0.27394329235599996
ACH-000448,-0.101780517428
ACH-000450,-0.179748848311
ACH-000452,-0.12423106064200001
ACH-000454,-0.47240232996799997
ACH-000458,-0.199308011738
ACH-000459,-0.000302087834775
ACH-000460,-0.0972688465082
ACH-000461,-0.23534367436200002
ACH-000463,-0.19065344713399998
ACH-000464,-0.08691432698689999
ACH-000466,-0.317834181218
ACH-000467,-0.061794898428999996
ACH-000468,-0.07575616435160001
ACH-000469,-0.18575617877599998
ACH-000470,-0.10388607891599999
ACH-000471,-0.218522088875
ACH-000472,-0.207062559659
ACH-000473,-0.19372507424199997
ACH-000475,-0.30364267756200003
ACH-000476,-0.24666752220600002
ACH-000477,-0.326472850345
ACH-000480,-0.10466014391
ACH-000481,-0.242525998646
ACH-000483,-0.007504634741370001
ACH-000484,-0.064679560496
ACH-000485,-0.023636644018099996
ACH-000486,-0.136092866299
