,PANK3 (79646)
ACH-000004,0.0247451909252
ACH-000007,-0.240602429916
ACH-000009,-0.409543049705
ACH-000011,-0.539449347697
ACH-000012,-0.10660048823999999
ACH-000013,-0.194813803191
ACH-000014,-0.237107167331
ACH-000015,-0.283009594466
ACH-000017,-0.369671109028
ACH-000018,-0.29248483361
ACH-000019,-0.375619622418
ACH-000021,-0.33659375719000006
ACH-000022,-0.23281154781399999
ACH-000025,-0.198424588834
ACH-000028,-0.410419841088
ACH-000030,-0.265385220532
ACH-000035,-0.385675543215
ACH-000036,-0.310464167908
ACH-000037,-0.261664423618
ACH-000039,-0.158902337248
ACH-000040,-0.294698539517
ACH-000041,0.0232513646778
ACH-000042,-0.239888257029
ACH-000045,-0.12633152633199998
ACH-000047,-0.403139184893
ACH-000052,-0.38275324263000005
ACH-000053,-0.336005064207
ACH-000054,-0.309710942819
ACH-000055,-0.279656222434
ACH-000060,-0.293823837318
ACH-000067,-0.116600035891
ACH-000070,-0.165604733314
ACH-000075,-0.6363387323740001
ACH-000078,-0.44739814837700004
ACH-000082,-0.323384077053
ACH-000085,-0.09420656814200001
ACH-000086,-0.131285060281
ACH-000087,-0.355084578585
ACH-000092,-0.177446259227
ACH-000095,-0.27093176238
ACH-000097,-0.22916639495000002
ACH-000098,-0.317987331047
ACH-000099,-0.342021318084
ACH-000108,-0.43424161652500004
ACH-000113,-0.313941769468
ACH-000115,-0.22037550885899998
ACH-000116,-0.345061412334
ACH-000118,-0.332304040108
ACH-000120,-0.21101474287900002
ACH-000123,-0.368869271536
ACH-000127,-0.399538884053
ACH-000128,-0.320980634647
ACH-000132,-0.451620816526
ACH-000133,-0.29678616114
ACH-000137,-0.26613993352800003
ACH-000138,-0.403009167455
ACH-000142,-0.335118653066
ACH-000143,-0.134593043349
ACH-000146,-0.279579132492
ACH-000148,-0.34568255427699995
ACH-000150,-0.42250631668300004
ACH-000152,-0.224717496459
ACH-000153,-0.17951088612399999
ACH-000159,-0.173795598465
ACH-000160,-0.259571342786
ACH-000163,-0.27532332355
ACH-000167,-0.394231131848
ACH-000168,-0.08404349119830001
ACH-000169,-0.28480399966200004
ACH-000178,-0.170204941547
ACH-000182,-0.185397621743
ACH-000183,-0.13143423883
ACH-000188,-0.184007833788
ACH-000189,-0.430928593895
ACH-000190,-0.0739353043172
ACH-000198,-0.22257237959800003
ACH-000204,-0.100054453246
ACH-000206,0.009943472413040002
ACH-000207,-0.11743942002699999
ACH-000211,-0.371074216387
ACH-000215,-0.164263971916
ACH-000221,-0.0493641784222
ACH-000222,-0.128114256516
ACH-000223,-0.434901074309
ACH-000226,-0.24421327300299997
ACH-000227,-0.5928652856800001
ACH-000228,-0.169239584721
ACH-000231,-0.238678034946
ACH-000232,-0.436054978278
ACH-000233,-0.39034124426100003
ACH-000234,-0.282945464491
ACH-000235,-0.267007465345
ACH-000237,-0.343635240499
ACH-000238,-0.24795643745499998
ACH-000243,-0.21564207032299998
ACH-000244,-0.562167080485
ACH-000246,-0.43994894301200005
ACH-000248,-0.22974564032699998
ACH-000250,-0.144950647973
ACH-000251,-0.217303251668
ACH-000253,-0.40414139112400005
ACH-000255,-0.340174735732
ACH-000256,-0.410972290191
ACH-000257,-0.36968807807899995
ACH-000258,-0.202343924382
ACH-000259,-0.30391577607
ACH-000260,-0.354143819591
ACH-000261,-0.347829513698
ACH-000262,-0.250737002953
ACH-000263,-0.12928998738
ACH-000264,-0.406057313398
ACH-000265,-0.250579408721
ACH-000266,-0.337549294625
ACH-000272,-0.36712002126800003
ACH-000273,-0.38469398441
ACH-000274,-0.334895054209
ACH-000277,-0.291558331414
ACH-000278,-0.20531193652600002
ACH-000279,-0.273491059942
ACH-000280,-0.291239524184
ACH-000281,-0.20943521837200002
ACH-000288,-0.239581304774
ACH-000291,-0.205029817986
ACH-000293,-0.244801043578
ACH-000294,0.00738572197164
ACH-000295,-0.0646184941135
ACH-000296,-0.25222444191599996
ACH-000302,-0.192422744465
ACH-000304,-0.33704922097400003
ACH-000307,-0.297113200363
ACH-000308,-0.239275816488
ACH-000310,-0.687365081497
ACH-000311,-0.427895801558
ACH-000312,-0.30513518672400003
ACH-000315,-0.0466306097559
ACH-000316,-0.275605040698
ACH-000317,-0.35859635381099997
ACH-000318,-0.039704229533099995
ACH-000319,-0.334330234843
ACH-000320,-0.195039616172
ACH-000322,-0.556362773049
ACH-000323,-0.403928873441
ACH-000324,-0.396987504556
ACH-000329,-0.186583274573
ACH-000330,-0.0505968387328
ACH-000331,-0.413965542626
ACH-000332,-0.261215872982
ACH-000334,-0.289839819003
ACH-000335,-0.21672395962699997
ACH-000336,-0.351240312996
ACH-000337,-0.257376728234
ACH-000339,-0.299605216615
ACH-000341,-0.154117487518
ACH-000348,-0.21222097020599998
ACH-000350,-0.266873029076
ACH-000352,-0.24715946609
ACH-000356,-0.12591863474099999
ACH-000361,-0.26593170442499997
ACH-000362,-0.026385965340299997
ACH-000363,-0.14587413252599998
ACH-000364,-0.0902605035215
ACH-000365,-0.132604297901
ACH-000366,-0.240352965259
ACH-000368,-0.085945398051
ACH-000374,-0.274362637853
ACH-000375,-0.34895517904
ACH-000376,-0.298130390641
ACH-000381,-0.160561874942
ACH-000383,-0.27162953733
ACH-000387,-0.172702353023
ACH-000389,-0.273295171777
ACH-000390,-0.176426086389
ACH-000393,-0.546533711715
ACH-000395,-0.196666383971
ACH-000397,-0.373385223323
ACH-000401,-0.0165630035039
ACH-000402,-0.08770169190089999
ACH-000403,-0.485459787133
ACH-000404,-0.202601734787
ACH-000406,-0.275442784212
ACH-000407,-0.27503041863899996
ACH-000408,-0.0651580668246
ACH-000410,-0.333839119174
ACH-000411,-0.506077767509
ACH-000414,-0.523098859427
ACH-000415,-0.148802927052
ACH-000416,-0.347373942403
ACH-000420,-0.32741445156300003
ACH-000421,-0.176205143908
ACH-000424,-0.195587766396
ACH-000425,-0.25766246868299997
ACH-000426,0.055872763934199994
ACH-000427,-0.576803490276
ACH-000433,-0.27656293763
ACH-000436,-0.24962579460099998
ACH-000444,-0.41236046416
ACH-000445,-0.193552114399
ACH-000448,-0.124371893562
ACH-000450,-0.11121080346699999
ACH-000452,-0.138094743074
ACH-000454,-0.299663313357
ACH-000458,-0.21484777196
ACH-000459,-0.264511500339
ACH-000460,-0.374647252256
ACH-000461,-0.319675826883
ACH-000463,-0.372762000618
ACH-000464,-0.185709899851
ACH-000466,-0.18523805401000001
ACH-000467,-0.471416139106
ACH-000468,-0.234257047275
ACH-000469,-0.38460027846999995
ACH-000470,-0.240765374675
ACH-000471,-0.37948076781199996
ACH-000472,-0.260730234837
ACH-000473,-0.250652106075
ACH-000475,-0.338061447435
ACH-000476,-0.334159455083
ACH-000477,0.0812906737431
ACH-000480,-0.427503635657
ACH-000481,0.000137332631954
ACH-000483,-0.309051006375
ACH-000484,-0.35837118865900003
ACH-000485,-0.219490997927
ACH-000486,-0.280908100976
ACH-000487,-0.332897890609
ACH-000488,-0.286672470281
ACH-000490,-0.28460419316999996
ACH-000491,-0.25496172540199996
ACH-000495,-0.382327042589
ACH-000496,-0.158617352387
ACH-000499,-0.318300990221
ACH-000500,-0.0643852902491
ACH-000502,-0.28168007481999996
ACH-000503,-0.281188004729
ACH-000505,-0.271691617353
ACH-000507,-0.34651547758199996
ACH-000510,-0.289657235546
ACH-000511,-0.352812845201
ACH-000512,-0.234477713314
ACH-000516,-0.297948360585
ACH-000517,-0.307687744602
ACH-000518,-0.208593026153
ACH-000520,-0.14919884661399999
ACH-000521,-0.537784520778
ACH-000522,-0.136498925528
ACH-000524,-0.38695193960900004
ACH-000527,-0.379192898234
ACH-000528,-0.262544618573
ACH-000537,-0.385763517035
ACH-000541,-0.655774988538
ACH-000542,-0.394975925457
ACH-000544,-0.301545534143
ACH-000545,-0.18922524313499997
ACH-000547,-0.11376135274700001
ACH-000548,-0.26110437174199996
ACH-000549,-0.11693453583699999
ACH-000550,-0.406827745928
ACH-000552,-0.084869910506
ACH-000556,-0.286157040641
ACH-000557,-0.0178868885966
ACH-000570,-0.21689794993099998
ACH-000571,-0.39686224640100004
ACH-000573,-0.23171204566
ACH-000576,-0.23637996636
ACH-000580,-0.15617980511600002
ACH-000584,-0.203936999564
ACH-000585,-0.394648355734
ACH-000588,0.0322592153977
ACH-000589,-0.21880543589600002
ACH-000591,-0.46826102466200004
ACH-000593,-0.24220640233399998
ACH-000600,-0.276641450424
ACH-000601,-0.524739391121
ACH-000604,-0.114032551305
ACH-000605,-0.055766732085499995
ACH-000606,-0.21137124053
ACH-000608,-0.13174821749
ACH-000614,-0.304835750304
ACH-000616,-0.0333469455189
ACH-000618,-0.17680479935600002
ACH-000619,-0.294443926492
ACH-000620,-0.279354629419
ACH-000621,-0.285668125124
ACH-000622,-0.142821972642
ACH-000623,-0.194245557842
ACH-000624,-0.13376673697799998
ACH-000627,-0.446801778598
ACH-000630,-0.38293811097499997
ACH-000632,-0.220301549591
ACH-000633,-0.325258009971
ACH-000637,-0.130691013144
ACH-000638,-0.13244795835200002
ACH-000646,-0.393312380189
ACH-000647,-0.218858695598
ACH-000648,-0.550774563401
ACH-000649,-0.37276588229400004
ACH-000651,-0.135810172907
ACH-000652,-0.18861215542800003
ACH-000653,0.11038527521199999
ACH-000657,-0.33774612792400005
ACH-000658,-0.26036875206099996
ACH-000661,-0.26238934234
ACH-000662,-0.42881834935900004
ACH-000663,-0.0261647240005
ACH-000665,-0.298403564679
ACH-000671,-0.20638744690699998
ACH-000673,-0.198061997263
ACH-000676,-0.181970955006
ACH-000677,-0.21075263385600002
ACH-000681,-0.322048402833
ACH-000682,-0.306337814508
ACH-000683,-0.281003194269
ACH-000684,-0.28718487093
ACH-000688,-0.406636554489
ACH-000693,-0.23993174732900002
ACH-000694,-0.21396708840700002
ACH-000695,-0.532261956427
ACH-000696,-0.372220556795
ACH-000697,0.00957054240323
ACH-000699,-0.284760169919
ACH-000701,-0.442997770414
ACH-000706,-0.20273898225099998
ACH-000711,-0.310090135355
ACH-000713,-0.250843229934
ACH-000714,-0.246629588414
ACH-000718,-0.290742867633
ACH-000720,-0.270428305783
ACH-000721,-0.25111729680399997
ACH-000724,-0.10358546283
ACH-000725,-0.186147665444
ACH-000732,-0.214823148372
ACH-000734,-0.282408856117
ACH-000735,-0.26937532412
ACH-000736,-0.176221263736
ACH-000738,-0.29899906542800003
ACH-000746,-0.278636225052
ACH-000747,-0.0831935787549
ACH-000748,-0.216509281327
ACH-000753,-0.263607918461
ACH-000756,-0.17181256767499997
ACH-000757,0.0102037824359
ACH-000758,-0.22988837935800002
ACH-000760,-0.11889366037799999
ACH-000763,-0.20308894874000002
ACH-000764,-0.0671567107718
ACH-000765,-0.22282295858800003
ACH-000766,-0.162714613333
ACH-000767,-0.258162697201
ACH-000768,-0.296504864078
ACH-000769,-0.26079170700800003
ACH-000770,-0.257418462941
ACH-000771,-0.154798155308
ACH-000773,-0.349263578267
ACH-000776,-0.435886847986
ACH-000777,-0.219672915372
ACH-000778,-0.199802515174
ACH-000781,-0.16852295330400002
ACH-000782,-0.06410802452549999
ACH-000783,-0.379004982143
ACH-000784,-0.287691565013
ACH-000785,-0.200729369636
ACH-000787,-0.334076776496
ACH-000788,-0.215348856648
ACH-000791,-0.187259029192
ACH-000792,-0.387554297311
ACH-000794,-0.341620756397
ACH-000796,-0.486794825714
ACH-000799,-0.598976510005
ACH-000800,-0.06340160210450001
ACH-000802,-0.49787419601300004
ACH-000804,-0.299464433235
ACH-000805,-0.212489467078
ACH-000809,-0.41265478268
ACH-000810,-0.36074970174099996
ACH-000811,-0.221281938609
ACH-000817,-0.33955861920100006
ACH-000819,-0.14907969277
ACH-000820,-0.199606882947
ACH-000821,-0.240584603429
ACH-000822,-0.22857701956300003
ACH-000823,-0.137954984926
ACH-000824,-0.241929646208
ACH-000827,-0.207694980101
ACH-000829,-0.261099773594
ACH-000831,-0.15477932974000003
ACH-000832,-0.180139272223
ACH-000833,-0.022309172435
ACH-000834,-0.337303097926
ACH-000835,-0.281792138994
ACH-000836,-0.24642673292599998
ACH-000837,-0.45648045799099995
ACH-000838,-0.146136080346
ACH-000839,-0.19959525000199999
ACH-000840,-0.10558120640900001
ACH-000841,-0.200917830068
ACH-000843,-0.19737647180799997
ACH-000846,-0.0252445650911
ACH-000847,-0.289094460911
ACH-000848,-0.215165975391
ACH-000849,-0.49803025635399994
ACH-000851,-0.14700793356
ACH-000855,0.0321947473985
ACH-000856,-0.5336412181600001
ACH-000858,-0.151426858587
ACH-000859,-0.20425455451699998
ACH-000861,-0.45606960311399997
ACH-000862,-0.387593004044
ACH-000865,-0.456609601552
ACH-000866,-0.254591440246
ACH-000867,-0.120782662983
ACH-000869,-0.239576922083
ACH-000872,-0.271502126281
ACH-000873,-0.281233883402
ACH-000876,-0.119281268856
ACH-000878,-0.615051810347
ACH-000880,-0.5027536135490001
ACH-000881,-0.33685232700199996
ACH-000882,-0.204169350143
ACH-000884,-0.188017688487
ACH-000885,-0.39925210770400005
ACH-000887,-0.329806251673
ACH-000888,-0.398086881315
ACH-000889,-0.32928827544399997
ACH-000890,-0.31276850663
ACH-000896,-0.169318558481
ACH-000898,-0.199809738311
ACH-000900,-0.206787959755
ACH-000901,-0.339819447641
ACH-000905,-0.17829838172600002
ACH-000906,-0.36414029176
ACH-000907,-0.380566218701
ACH-000910,-0.320244242544
ACH-000911,-0.18428670500799998
ACH-000912,-0.244421475725
ACH-000913,-0.49319749542900004
ACH-000915,-0.213921706387
ACH-000916,-0.288878127523
ACH-000917,-0.211568818344
ACH-000921,-0.22326179784400002
ACH-000924,-0.393131172803
ACH-000926,-0.286165209732
ACH-000928,-0.438447678429
ACH-000929,-0.286999815427
ACH-000932,-0.140469546421
ACH-000935,-0.16316516240599999
ACH-000936,-0.287256040777
ACH-000937,-0.257031721456
ACH-000938,-0.170253544373
ACH-000939,-0.239791596848
ACH-000941,-0.165386074451
ACH-000943,-0.356237197763
ACH-000946,-0.391569785481
ACH-000947,-0.419135294871
ACH-000948,-0.334079247733
ACH-000950,-0.231438800366
ACH-000953,-0.022515207169999996
ACH-000957,-0.556821279823
ACH-000958,-0.0778323133479
ACH-000960,-0.11393734997300001
ACH-000963,-0.482398403864
ACH-000968,-0.158340297513
ACH-000969,-0.0873733127502
ACH-000973,-0.18579282115499998
ACH-000974,-0.33849255595399996
ACH-000975,-0.223632371715
ACH-000976,-0.453119685847
ACH-000978,-0.26525674835499996
ACH-000980,-0.343383503204
ACH-000984,-0.37655912375100004
ACH-000986,-0.219478408601
ACH-000988,-0.250356590069
ACH-000993,-0.563620037409
ACH-000994,-0.12262473020999999
ACH-000996,-0.298678955807
ACH-001001,-0.268668635228
ACH-001020,-0.308573552556
ACH-001028,-0.242869059628
ACH-001031,-0.44219623903800004
ACH-001038,-0.228150965511
ACH-001048,-0.297077115166
ACH-001050,-0.31253974323899997
ACH-001053,-0.20418094122400002
ACH-001054,-0.297080395574
ACH-001061,-0.167738708184
ACH-001067,-0.401505863054
ACH-001075,-0.397492233636
ACH-001096,-0.138231055525
ACH-001128,-0.45004262434799996
ACH-001134,-0.07197171357149999
ACH-001151,-0.297094865376
ACH-001163,-0.39986973822099997
ACH-001164,-0.08168987628310001
ACH-001173,-0.411684688674
ACH-001183,-0.261530491562
ACH-001184,-0.23734240210299998
ACH-001190,-0.336121128816
ACH-001192,-0.221380281915
ACH-001193,-0.241446232546
ACH-001196,-0.37423938185500005
ACH-001197,-0.0679055689319
ACH-001205,-0.277756460403
ACH-001211,-0.483172253121
ACH-001212,-0.136734659801
ACH-001228,-0.285872088418
ACH-001232,-0.261091464234
ACH-001239,-0.264155216117
ACH-001274,-0.432739968799
ACH-001275,-0.16856042353599998
ACH-001277,-0.278494762324
ACH-001278,-0.467800829727
ACH-001280,-0.44890119998899997
ACH-001283,-0.19185151298300002
ACH-001289,-0.234554261362
ACH-001295,-0.34337348857600003
ACH-001300,-0.276399133994
ACH-001301,-0.39720801433700004
ACH-001302,-0.45220085533200005
ACH-001303,-0.387630725405
ACH-001306,-0.20296166635200003
ACH-001318,-0.179232199076
ACH-001322,-0.250286073809
ACH-001328,-0.145269030563
ACH-001332,-0.18995101227000002
ACH-001333,-0.158062828087
ACH-001336,-0.29551729630999996
ACH-001340,-0.35958894355
ACH-001346,-0.249669995831
ACH-001353,-0.293812060944
ACH-001354,-0.14271982617
ACH-001367,-0.08829648007999999
ACH-001368,-0.179930418812
ACH-001374,-0.18240809698199997
ACH-001375,-0.369882900613
ACH-001377,-0.171562088044
ACH-001380,-0.291201876368
ACH-001391,-0.27284178347
ACH-001407,-0.105051875008
ACH-001408,-0.246698138978
ACH-001413,-0.338085057719
ACH-001430,-0.705156586403
ACH-001431,-0.349545210384
ACH-001450,-0.159142217005
ACH-001496,-0.23503880591999995
ACH-001500,-0.397195568033
ACH-001521,-0.186056100839
ACH-001523,-0.171924841503
ACH-001532,-0.400190533593
ACH-001536,-0.314956449826
ACH-001550,-0.284315097257
ACH-001552,-0.248795626709
ACH-001554,-0.308084874419
ACH-001645,-0.226018124998
ACH-001654,-0.25994463595199996
ACH-001715,-0.20205162248
ACH-001735,-0.07743776315939999
ACH-001736,-0.15210977677
ACH-001737,-0.233905222075
ACH-001740,-0.45692248165
ACH-001745,-0.208071638709
ACH-001750,-0.268260374299
ACH-001765,-0.311657177796
ACH-001956,-0.38955064879900003
ACH-001957,-0.35421199278800003
