,MRO (83876)
ACH-000004,-0.0701291262835
ACH-000007,0.11979593446100001
ACH-000009,-0.007571690406710001
ACH-000011,-0.035625328667
ACH-000012,0.0899778645097
ACH-000013,-0.0114466800905
ACH-000014,0.008803314433799999
ACH-000015,0.157558187766
ACH-000017,-0.06556145223609999
ACH-000018,-0.036929695490999996
ACH-000019,-0.00559744404773
ACH-000021,0.165870035774
ACH-000022,0.0325939892204
ACH-000025,-0.112606622305
ACH-000028,-0.0172347677847
ACH-000030,-0.0452871723119
ACH-000035,0.019686349299
ACH-000036,0.0471244288684
ACH-000037,-0.00760493680438
ACH-000039,-0.180407556596
ACH-000040,-0.0337589746693
ACH-000041,-0.159382060023
ACH-000042,-0.025560841664299998
ACH-000045,0.00609217433705
ACH-000047,0.009074929985780002
ACH-000052,0.0112239264059
ACH-000053,0.0071053817273
ACH-000054,-0.0534460399536
ACH-000055,-0.103440797009
ACH-000060,-0.16781991101500002
ACH-000067,0.140662175472
ACH-000070,-0.106517591925
ACH-000075,-0.182922708077
ACH-000078,0.129066811084
ACH-000082,0.0118399802448
ACH-000085,0.00369098436552
ACH-000086,0.12693351467
ACH-000087,0.17403318990400002
ACH-000092,0.0497661112852
ACH-000095,-0.0690647775667
ACH-000097,-0.00282184684158
ACH-000098,0.08560916840800001
ACH-000099,-0.11215692428099999
ACH-000108,0.08015217468569999
ACH-000113,-0.10119104677000001
ACH-000115,0.111769156425
ACH-000116,-0.131944744927
ACH-000118,0.08484806620650001
ACH-000120,-0.101861285346
ACH-000123,0.0437840498662
ACH-000127,-0.028623823963900005
ACH-000128,-0.13409906213
ACH-000132,-0.129637350088
ACH-000133,-0.05214382907119999
ACH-000137,-0.08867316783939999
ACH-000138,0.010830784678499999
ACH-000142,-0.04611677401980001
ACH-000143,-0.06001269888730001
ACH-000146,-0.113958306591
ACH-000148,-0.025405345683800002
ACH-000150,0.0477626150445
ACH-000152,-0.0510702735948
ACH-000153,-0.08965745045260001
ACH-000159,-0.10512074061000001
ACH-000160,-0.018633730975
ACH-000163,-0.0268954825483
ACH-000167,-0.029960705709199998
ACH-000168,0.00242778565675
ACH-000169,-0.0747788120491
ACH-000178,-0.0142851577379
ACH-000182,-0.0506097642961
ACH-000183,0.0349180398889
ACH-000188,0.0509823769155
ACH-000189,-0.130325450978
ACH-000190,-0.161367173618
ACH-000198,0.0181783739713
ACH-000204,-0.295174628998
ACH-000206,0.016435550071299997
ACH-000207,0.250729596063
ACH-000211,-0.179550640224
ACH-000215,-0.07601181820689999
ACH-000221,-0.007311667552960001
ACH-000222,0.06960467960649999
ACH-000223,-0.134448394257
ACH-000226,-0.00024283994799600002
ACH-000227,-0.039361822024
ACH-000228,-0.0806894249515
ACH-000231,-0.08171960721049999
ACH-000232,-0.220685647483
ACH-000233,0.0330982031409
ACH-000234,-0.0491572932455
ACH-000235,-0.014326972903499999
ACH-000237,-0.0731409011246
ACH-000238,-0.005844480022380001
ACH-000243,0.00501815097112
ACH-000244,-0.204940771028
ACH-000246,-0.161231347694
ACH-000248,0.0519471843757
ACH-000250,-0.0281138964369
ACH-000251,-0.109970316153
ACH-000253,-0.014986364757999998
ACH-000255,-0.00888110692552
ACH-000256,0.0810733683896
ACH-000257,-0.08122670473110001
ACH-000258,-0.0106817770071
ACH-000259,-0.00683130076296
ACH-000260,0.0333270791791
ACH-000261,-0.112352534143
ACH-000262,-0.0219593974022
ACH-000263,-0.0816882226811
ACH-000264,-0.055247206155699995
ACH-000265,0.10138551300000001
ACH-000266,-0.048029473246900004
ACH-000272,0.020129399131099998
ACH-000273,-0.181321314446
ACH-000274,-0.0629102980151
ACH-000277,-0.10837624691400001
ACH-000278,0.029879003383299997
ACH-000279,-0.024902441283
ACH-000280,0.0970197256425
ACH-000281,-0.107727757618
ACH-000288,0.0222454655692
ACH-000291,0.0637147498977
ACH-000293,-0.016744494741200003
ACH-000294,0.121563470292
ACH-000295,0.0866370143553
ACH-000296,-0.143631785652
ACH-000302,0.0602546265422
ACH-000304,0.00870299681993
ACH-000307,-0.13244213987
ACH-000308,0.0464033129328
