,P4HA3 (283208)
ACH-000004,-0.00470219741904
ACH-000007,0.0425905666391
ACH-000009,-0.07069250246810001
ACH-000011,-0.0271763271479
ACH-000012,-0.107715679097
ACH-000013,-0.129265751656
ACH-000014,0.136699370504
ACH-000015,-0.0921329719252
ACH-000017,-0.00765617701679
ACH-000018,-0.22364778304400001
ACH-000019,-0.337824400093
ACH-000021,-0.214009327773
ACH-000022,-0.140346198777
ACH-000025,-0.0531423285955
ACH-000028,-0.20690052870200001
ACH-000030,-0.176286757368
ACH-000035,-0.09593166585619999
ACH-000036,-0.0471811030271
ACH-000037,-0.173263556105
ACH-000039,-0.146540939549
ACH-000040,-0.122682303696
ACH-000041,-0.23779554452399998
ACH-000042,-0.219844494298
ACH-000045,-0.0005574651944530001
ACH-000047,-0.147171813933
ACH-000052,-0.134794159244
ACH-000053,-0.11276034279100002
ACH-000054,-0.0111987995691
ACH-000055,0.0276851357572
ACH-000060,-0.0467610575061
ACH-000067,0.164330230104
ACH-000070,-0.236782825541
ACH-000075,-0.29117061753
ACH-000078,-0.151753558344
ACH-000082,-0.168459136384
ACH-000085,-0.218114506419
ACH-000086,-0.192491656411
ACH-000087,-0.030972518058
ACH-000092,-0.08752297901889998
ACH-000095,-0.06898248417710001
ACH-000097,-0.191099489529
ACH-000098,0.054651685065599996
ACH-000099,-0.13633424075300002
ACH-000108,-0.0768994906382
ACH-000113,-0.23590657575399998
ACH-000115,-0.006046137228129999
ACH-000116,-0.204365282074
ACH-000118,-0.207262499504
ACH-000120,-0.153843039395
ACH-000123,-0.045410923929300004
ACH-000127,-0.0744222378689
ACH-000128,0.0604423410096
ACH-000132,-0.11115442314200001
ACH-000133,-0.029473586881499998
ACH-000137,-0.544529058213
ACH-000138,-0.156192863184
ACH-000142,-0.055595698426800004
ACH-000143,-0.056378913847
ACH-000146,-0.136841393508
ACH-000148,-0.145939680163
ACH-000150,-0.0740430996826
ACH-000152,-0.113155056931
ACH-000153,-0.377683874807
ACH-000159,-0.0199737728993
ACH-000160,0.16817635794
ACH-000163,0.07940994453030001
ACH-000167,0.282364139334
ACH-000168,-0.34536863927
ACH-000169,0.11033739173800002
ACH-000178,-0.134227645573
ACH-000182,0.0396462057092
ACH-000183,-0.195272764771
ACH-000188,-0.203185326922
ACH-000189,-0.174925214472
ACH-000190,0.211134516635
ACH-000198,-0.17102604662
ACH-000204,0.030810023971099998
ACH-000206,0.00233004795444
ACH-000207,-0.6881358863339999
ACH-000211,0.105310408488
ACH-000215,-0.0979958606075
ACH-000221,-0.19070543044399998
ACH-000222,-0.149863085059
ACH-000223,-0.072107285241
ACH-000226,-0.07154449421039999
ACH-000227,-0.073269898644
ACH-000228,-0.283117833774
ACH-000231,-0.0643929385422
ACH-000232,-0.0668414240315
ACH-000233,-0.0907473587233
ACH-000234,-0.0545762256475
ACH-000235,-0.117410514075
ACH-000237,-0.393551219331
ACH-000238,-0.271217352499
ACH-000243,-0.0560015383921
ACH-000244,-0.549541764195
ACH-000246,-0.07031387223119999
ACH-000248,0.136745226132
ACH-000250,-0.0407250732014
ACH-000251,-0.124029346614
ACH-000253,-0.159530763319
ACH-000255,-0.0319346599105
ACH-000256,-0.264777345529
ACH-000257,-0.000470846198115
ACH-000258,0.0493159466797
ACH-000259,-0.194173440486
ACH-000260,-0.136675110301
ACH-000261,-0.11811619935900002
ACH-000262,-0.0971566828336
ACH-000263,0.255901669875
ACH-000264,-0.0739475418798
ACH-000265,-0.124330071495
ACH-000266,-0.227602019516
ACH-000272,-0.039312800431900004
ACH-000273,-0.156617704352
ACH-000274,-0.659833075501
ACH-000277,-0.0879168475966
ACH-000278,-0.40532463802599994
ACH-000279,-0.086862256714
ACH-000280,-0.10031650461100002
ACH-000281,-0.318797499139
ACH-000288,-0.0679068483532
ACH-000291,-0.0625774444449
ACH-000293,-0.0962632347123
ACH-000294,-0.060732056156400004
ACH-000295,0.0419811185476
ACH-000296,-0.0156191460771
ACH-000302,-0.0320298133585
ACH-000304,-0.057996539393699996
ACH-000307,-0.049560200822300005
ACH-000308,-0.14170671541899998
ACH-000310,-0.17291845532800001
ACH-000311,-0.148044356527
ACH-000312,-0.297179321178
ACH-000315,-0.11265645734999999
ACH-000316,-0.154364675019
ACH-000317,-0.0184062430031
ACH-000318,-0.0509745267612
ACH-000319,-0.127904581728
ACH-000320,-0.31384764596500003
ACH-000322,-0.18536813666700003
ACH-000323,-0.030624579757400003
ACH-000324,-0.0321910658938
ACH-000329,-0.0838407431502
ACH-000330,-0.172175004892
ACH-000331,-0.0216515156396
ACH-000332,-0.294048612702
ACH-000334,-0.09201533493200001
ACH-000335,-0.237501215303
ACH-000336,-0.190442890411
ACH-000337,-0.17811373470199998
ACH-000339,-0.00899780441909
ACH-000341,-0.0435160938423
ACH-000348,-0.0679165924089
ACH-000350,-0.26918520187
ACH-000352,-0.04723899973
ACH-000356,-0.31731867694000004
ACH-000361,-0.165879358134
ACH-000362,-0.11690466610400001
ACH-000363,-0.198182322429
ACH-000364,-0.0737600645307
ACH-000365,-0.0016206101184300002
ACH-000366,-0.229663609725
ACH-000368,-0.264336185289
ACH-000374,-0.24546365061099998
ACH-000375,-0.191202884736
ACH-000376,-0.141218083648
ACH-000381,-0.259286259587
ACH-000383,-0.0611856482211
ACH-000387,-0.12151713350299999
ACH-000389,-0.06440378090440001
ACH-000390,-0.038948829695
ACH-000393,-0.08302339827539999
ACH-000395,-0.105926105685
ACH-000397,-0.21104507467099998
ACH-000401,0.050682155351
ACH-000402,-0.181076935425
ACH-000403,-0.18946547549400003
ACH-000404,-0.131403241567
ACH-000406,-0.131678126514
ACH-000407,-0.177251256356
ACH-000408,0.0720934791368
ACH-000410,0.0549163518183
ACH-000411,-0.10669010310699999
ACH-000414,-0.18524036423700002
ACH-000415,-0.290252340525
ACH-000416,-0.0601814031076
ACH-000420,-0.045995450487199996
ACH-000421,-0.0618085678008
ACH-000424,0.000372316769152
ACH-000425,-0.00038735721410900007
ACH-000426,-0.105078050782
ACH-000427,-0.0235704479343
ACH-000433,-0.0878869048295
ACH-000436,-0.0964844317521
ACH-000444,0.00456177723228
ACH-000445,-0.331060238685
ACH-000448,-0.166538440347
ACH-000450,0.12312087711
ACH-000452,-0.147344207432
ACH-000454,-0.021924474049999997
ACH-000458,-0.110855059752
ACH-000459,0.148681765246
ACH-000460,-0.00977377284859
ACH-000461,-0.441200734366
ACH-000463,-0.0781470515101
ACH-000464,-0.0522653337276
