,CWF19L2 (143884)
ACH-000004,-0.6020929350159999
ACH-000007,-0.768464940095
ACH-000009,-0.429687006566
ACH-000011,-0.9653082825220001
ACH-000012,-0.656579590864
ACH-000013,-0.8153306350820001
ACH-000014,-0.709097448678
ACH-000015,-0.660693354608
ACH-000017,-0.7129206178849999
ACH-000018,-0.807914465562
ACH-000019,-0.9184774716069999
ACH-000021,-0.67633105236
ACH-000022,-0.752081192626
ACH-000025,-0.665975140232
ACH-000028,-0.897822915137
ACH-000030,-0.5932576839399999
ACH-000035,-0.6936334442540001
ACH-000036,-1.0763049505700002
ACH-000037,-0.623291101519
ACH-000039,-0.8948140254200001
ACH-000040,-0.69215553558
ACH-000041,-0.7431999936120001
ACH-000042,-0.8932243966419999
ACH-000045,-0.934572771287
ACH-000047,-0.9171635270049999
ACH-000052,-0.930895485792
ACH-000053,-1.2396835200299998
ACH-000054,-0.625241056149
ACH-000055,-0.7619727932070001
ACH-000060,-0.673630053062
ACH-000067,-0.6565012472689999
ACH-000070,-0.9464706251289999
ACH-000075,-0.980380101312
ACH-000078,-0.834890590606
ACH-000082,-1.21825639257
ACH-000085,-0.555403314677
ACH-000086,-0.779649189015
ACH-000087,-0.9040193849600001
ACH-000092,-0.660407955228
ACH-000095,-0.659268736961
ACH-000097,-0.958043185795
ACH-000098,-0.477831024323
ACH-000099,-0.893967117254
ACH-000108,-0.882611217833
ACH-000113,-0.5832895468879999
ACH-000115,-0.331825753687
ACH-000116,-0.7570909892640001
ACH-000118,-1.10747940818
ACH-000120,-0.7716807376170001
ACH-000123,-0.844686106168
ACH-000127,-0.533043048346
ACH-000128,-0.907606242293
ACH-000132,-0.6930492405750001
ACH-000133,-0.808507801416
ACH-000137,-0.933278598122
ACH-000138,-0.67006254643
ACH-000142,-0.938896035657
ACH-000143,-0.842506657045
ACH-000146,-0.9750304839659999
ACH-000148,-0.7835937816390001
ACH-000150,-0.603533242308
ACH-000152,-0.85488480552
ACH-000153,-0.77694016848
ACH-000159,-0.7188229031669999
ACH-000160,-1.13123028875
ACH-000163,-0.589052969013
ACH-000167,-0.852923513218
ACH-000168,-0.712611212949
ACH-000169,-0.781647342031
ACH-000178,-0.7934309389759999
ACH-000182,-0.7396930894949999
ACH-000183,-0.803334134203
ACH-000188,-0.7773297311859999
ACH-000189,-0.7935694618029999
ACH-000190,-1.16163208595
ACH-000198,-0.713701230246
ACH-000204,-0.833578237946
ACH-000206,-0.811875685724
ACH-000207,-0.600903966813
ACH-000211,-0.7614395999629999
ACH-000215,-0.792684256276
ACH-000221,-0.628875014993
ACH-000222,-0.662095490439
ACH-000223,-0.7065659438330001
ACH-000226,-0.874541806556
ACH-000227,-0.647890776731
ACH-000228,-0.8157401725519999
ACH-000231,-0.598156422135
ACH-000232,-0.787327020123
ACH-000233,-1.16236508661
ACH-000234,-0.696349261629
ACH-000235,-0.583959598917
ACH-000237,-0.8532323290539999
ACH-000238,-0.6596054064360001
ACH-000243,-0.678271564878
ACH-000244,-1.18442073452
ACH-000246,-0.988608200232
ACH-000248,-0.552872953378
ACH-000250,-0.8797004073720001
ACH-000251,-0.7354358464540001
ACH-000253,-0.76078435846
ACH-000255,-0.962831483712
ACH-000256,-0.8914934505959999
ACH-000257,-0.60874665849
ACH-000258,-1.18069762273
ACH-000259,-0.796977415117
ACH-000260,-0.929729202015
ACH-000261,-0.47584809409100004
ACH-000262,-0.805952724561
ACH-000263,-0.482371024282
ACH-000264,-1.00978010302
ACH-000265,-0.81886510573
ACH-000266,-0.636860021899
ACH-000272,-0.639443569391
ACH-000273,-0.8594530514509999
ACH-000274,-0.808735694581
ACH-000277,-1.01068839266
ACH-000278,-1.02201481208
ACH-000279,-0.5639140524490001
ACH-000280,-0.791197826732
ACH-000281,-0.9571028800329999
ACH-000288,-0.933379398516
ACH-000291,-0.653731867491
ACH-000293,-0.856051897747
ACH-000294,-0.617367022589
ACH-000295,-0.44836364180200006
ACH-000296,-0.7267641780509999
ACH-000302,-0.656767103142
ACH-000304,-0.914954842306
ACH-000307,-0.7363911787890001
ACH-000308,-0.707596027289
ACH-000310,-0.9344656280320001
ACH-000311,-0.74270912686
ACH-000312,-0.903898210077
ACH-000315,-0.775184649375
ACH-000316,-0.854444642244
ACH-000317,-0.967383661217
ACH-000318,-0.780132561935
ACH-000319,-0.9903567604090001
ACH-000320,-0.892018014938
ACH-000322,-0.844325231852
ACH-000323,-0.7910934313339999
ACH-000324,-0.693359387145
ACH-000329,-0.688969601065
ACH-000330,-1.02711856524
ACH-000331,-0.760506670494
ACH-000332,-0.623201229994
ACH-000334,-0.45492715375799997
ACH-000335,-0.604081261639
ACH-000336,-0.7520256118430001
ACH-000337,-0.7944127882719999
ACH-000339,-0.782555936575
ACH-000341,-1.02910202589
ACH-000348,-0.6446866319300001
ACH-000350,-0.855094795865
ACH-000352,-0.835256429295
ACH-000356,-0.7444502925049999
ACH-000361,-0.9045032903899999
ACH-000362,-0.7000596057039999
ACH-000363,-0.593811309277
ACH-000364,-0.8080974609630001
ACH-000365,-0.7576847984139999
ACH-000366,-1.2091298157700001
ACH-000368,-0.8574063974160001
ACH-000374,-1.00022334125
ACH-000375,-0.710405104862
ACH-000376,-0.693199058169
ACH-000381,-0.41855958611
ACH-000383,-0.46136869728
ACH-000387,-0.888129974614
ACH-000389,-0.7232518061740001
ACH-000390,-0.587391332387
ACH-000393,-0.465886899806
ACH-000395,-0.670051548157
ACH-000397,-0.440513250428
ACH-000401,-0.957844267501
ACH-000402,-0.909953421139
ACH-000403,-0.7565872322139999
ACH-000404,-0.636267313374
ACH-000406,-0.84792741036
ACH-000407,-0.795548721396
ACH-000408,-0.664533087722
ACH-000410,-0.8798376404530001
ACH-000411,-1.24925019498
ACH-000414,-0.84067985148
ACH-000415,-1.06730205578
ACH-000416,-0.787516595388
ACH-000420,-0.837202544655
ACH-000421,-0.674477702603
ACH-000424,-0.698687382023
ACH-000425,-0.813111927192
ACH-000426,-0.798158534402
ACH-000427,-0.7204155078550001
ACH-000433,-0.769469277306
ACH-000436,-0.679006945237
ACH-000444,-1.0253912086399999
ACH-000445,-0.654242107429
ACH-000448,-0.811015605231
ACH-000450,-1.01530000128
ACH-000452,-1.1091632140799998
ACH-000454,-0.573385312802
ACH-000458,-0.965841240565
ACH-000459,-0.8741129238099999
ACH-000460,-0.8351192483140001
ACH-000461,-1.00656383135
ACH-000463,-0.862246594888
ACH-000464,-0.906160989058
ACH-000466,-0.539687073465
ACH-000467,-0.7701393074930001
ACH-000468,-0.560367839426
ACH-000469,-0.746531493432
ACH-000470,-0.884273860988
ACH-000471,-0.908038464919
ACH-000472,-0.528960015405
ACH-000473,-0.5394157441290001
ACH-000475,-0.487459049833
ACH-000476,-0.365599595879
ACH-000477,-0.607175964204
ACH-000480,-0.848076723591
ACH-000481,-0.590156231931
ACH-000483,-0.7737411393870001
ACH-000484,-0.859572170263
ACH-000485,-0.638632073598
ACH-000486,-0.8659381218109999
ACH-000487,-0.657612546439
ACH-000488,-0.881668061144
ACH-000490,-0.923600301312
ACH-000491,-0.844548893873
ACH-000495,-1.15188490524
ACH-000496,-0.8331741444859999
ACH-000499,-0.597458496251
ACH-000500,-0.290672465998
ACH-000502,-1.0305975075700002
ACH-000503,-0.847700559743
ACH-000505,-0.7491246310680001
ACH-000507,-0.589607481052
ACH-000510,-0.47584592651999996
ACH-000511,-0.720440018539
ACH-000512,-0.768734818293
ACH-000516,-0.9079588367739999
ACH-000517,-0.877653168424
ACH-000518,-0.661231341143
ACH-000520,-0.6375187635499999
ACH-000521,-0.5633793656139999
ACH-000522,-0.573943486097
ACH-000524,-0.7764389056990001
ACH-000527,-1.04734204904
ACH-000528,-0.58655359341
ACH-000537,-1.02962840261
ACH-000541,-1.0745601555500002
ACH-000542,-0.722149826375
ACH-000544,-0.817138067087
ACH-000545,-0.825790360047
ACH-000547,-0.679588083655
ACH-000548,-0.958543289331
ACH-000549,-0.729402288937
ACH-000550,-1.01559094949
ACH-000552,-0.58892838382
ACH-000556,-0.861711584773
ACH-000557,-0.443521719754
ACH-000570,-0.9316399824070001
ACH-000571,-0.599479741896
ACH-000573,-0.962548378378
ACH-000576,-0.704774071374
ACH-000580,-0.9695849970379999
ACH-000584,-0.7271985328749999
ACH-000585,-0.902617685354
ACH-000588,-0.588074254027
ACH-000589,-0.732470453875
ACH-000591,-0.8755072722730001
ACH-000593,-0.709860376585
ACH-000600,-0.749528914536
ACH-000601,-0.8933049162029999
ACH-000604,-0.308786013247
ACH-000605,-1.2455163559
ACH-000606,-1.08905136782
ACH-000608,-0.632320876475
ACH-000614,-0.8046495023010001
ACH-000616,-0.605401389257
ACH-000618,-1.24102644672
ACH-000619,-0.912350340975
ACH-000620,-0.555596727384
ACH-000621,-0.8861300831059999
ACH-000622,-0.770386024357
ACH-000623,-1.08427737232
ACH-000624,-0.646489761458
ACH-000627,-0.7197441468000001
ACH-000630,-0.985334302647
ACH-000632,-1.04575672756
ACH-000633,-0.606274120687
ACH-000637,-0.6037233348
ACH-000638,-0.7722782149940001
ACH-000646,-0.749058848642
ACH-000647,-0.744581618427
ACH-000648,-0.34898869551
ACH-000649,-0.71815547781
ACH-000651,-0.560869257527
ACH-000652,-0.9222686478000001
ACH-000653,-0.731930603528
ACH-000657,-0.703393091839
ACH-000658,-0.8053861428929999
ACH-000661,-0.927626003538
ACH-000662,-0.576225646319
ACH-000663,-1.09267476244
ACH-000665,-1.29812456533
ACH-000671,-0.8013228317100001
ACH-000673,-1.0369726188400001
ACH-000676,-0.7500576355159999
ACH-000677,-0.8199547408490001
ACH-000681,-0.866462291041
ACH-000682,-0.6508479697899999
ACH-000683,-0.859085554344
ACH-000684,-0.697108385986
ACH-000688,-0.296410797262
ACH-000693,-0.6723237429819999
ACH-000694,-0.96733783217
