,ITSN1 (6453)
ACH-000004,-0.026267486398400004
ACH-000007,0.155776410571
ACH-000009,0.120747760395
ACH-000011,-0.0144334205253
ACH-000012,0.054206448254000006
ACH-000013,0.041045077956300004
ACH-000014,0.5181935575209999
ACH-000015,0.012179890328600002
ACH-000017,0.143462287936
ACH-000018,-0.0927993153927
ACH-000019,-0.031808952722900005
ACH-000021,0.328336335352
ACH-000022,0.0483704452776
ACH-000025,0.20757527164
ACH-000028,0.0357384174926
ACH-000030,0.105837398745
ACH-000035,0.148141530736
ACH-000036,0.134344918348
ACH-000037,0.0770747349977
ACH-000039,0.0926818875448
ACH-000040,0.0553130408019
ACH-000041,0.0842611271682
ACH-000042,0.149626352224
ACH-000045,0.139491253589
ACH-000047,0.14973702265900002
ACH-000052,0.24511444847199998
ACH-000053,0.09957191815030002
ACH-000054,0.0423169212806
ACH-000055,0.0926528353917
ACH-000060,-0.00493925356354
ACH-000067,0.20872880233600002
ACH-000070,0.16568931569
ACH-000075,0.048545917016500004
ACH-000078,0.21953545544599998
ACH-000082,-0.00217183943144
ACH-000085,0.114400926873
ACH-000086,0.117323014225
ACH-000087,0.0827824283407
ACH-000092,0.00579474892136
ACH-000095,0.147679138668
ACH-000097,-0.006121093237899999
ACH-000098,-0.0431865688017
ACH-000099,0.24416373437199998
ACH-000108,0.139116752235
ACH-000113,0.10327573657299999
ACH-000115,0.0652494332057
ACH-000116,0.0381018076974
ACH-000118,0.201069355828
ACH-000120,0.0756257737182
ACH-000123,0.05363737919980001
ACH-000127,0.116906868055
ACH-000128,0.0692798721716
ACH-000132,0.097077150648
ACH-000133,0.0479487136093
ACH-000137,0.0311626138112
ACH-000138,0.13021040784000001
ACH-000142,0.0217090381538
ACH-000143,-0.10557739189
ACH-000146,0.013541191712799999
ACH-000148,0.0331173525802
ACH-000150,0.11961405020400001
ACH-000152,0.137731750545
ACH-000153,0.159960544358
ACH-000159,0.09481689830039998
ACH-000160,0.0831546831425
ACH-000163,0.17276416590500002
ACH-000167,-0.0565339056196
ACH-000168,0.16992247335299998
ACH-000169,0.18191726057500002
ACH-000178,0.0792379764512
ACH-000182,0.12211586994899999
ACH-000183,-0.005571888602409999
ACH-000188,-0.0856912508222
ACH-000189,-0.0822011077422
ACH-000190,0.310502269977
ACH-000198,0.060894805467400004
ACH-000204,0.163614806471
ACH-000206,0.397993733957
ACH-000207,0.135978390093
ACH-000211,-0.017922990647599998
ACH-000215,0.017185436449799998
ACH-000221,-0.029430467733999998
ACH-000222,0.17471612045499998
ACH-000223,0.0699562956814
ACH-000226,0.164846465814
ACH-000227,0.146572527125
ACH-000228,0.178401782834
ACH-000231,0.0485931294173
ACH-000232,0.16490737745
ACH-000233,0.10509537359400001
ACH-000234,-0.00941363813634
ACH-000235,0.10327438301000001
ACH-000237,0.105531841555
ACH-000238,-0.100066400409
ACH-000243,0.106343841764
ACH-000244,-0.117819396095
ACH-000246,-0.0714413867777
ACH-000248,0.245408269079
ACH-000250,0.061693004869499996
ACH-000251,0.298554583644
ACH-000253,-0.00172769966006
ACH-000255,0.162074488244
ACH-000256,0.139912518297
ACH-000257,0.054315577625099996
ACH-000258,-0.039200070619699996
ACH-000259,0.126931153588
ACH-000260,0.0950111197078
ACH-000261,0.104095410075
ACH-000262,0.167474510396
ACH-000263,0.053138607205
ACH-000264,0.0391428068923
ACH-000265,0.005919482248979999
ACH-000266,0.060300999864600004
ACH-000272,0.0328091550884
ACH-000273,0.17733300268399999
ACH-000274,0.0101302214646
ACH-000277,0.269678155115
ACH-000278,0.0454883059418
ACH-000279,0.060499467094900006
ACH-000280,0.136557899256
ACH-000281,0.364706034709
ACH-000288,0.0420411062082
ACH-000291,0.111575518442
ACH-000293,0.116944601686
ACH-000294,0.11062852323899999
ACH-000295,0.006526100704590001
ACH-000296,0.11468594176500001
ACH-000302,0.013174470865100001
ACH-000304,0.20801621491500003
ACH-000307,0.10841381072
ACH-000308,0.00769506574081
ACH-000310,0.10159263786900001
ACH-000311,0.21119782285100003
ACH-000312,0.278495621074
ACH-000315,0.035312374593599996
ACH-000316,0.12941678106899998
ACH-000317,0.193794012668
ACH-000318,0.054562424452
ACH-000319,0.131049821661
ACH-000320,0.107222493089
ACH-000322,0.10837807188899999
ACH-000323,0.17179890751899998
ACH-000324,0.15175667199999998
ACH-000329,0.000811898926895
ACH-000330,0.0328116783384
ACH-000331,0.11616095059
ACH-000332,0.0905751272817
ACH-000334,-0.0913175000595
ACH-000335,0.23350806238400001
ACH-000336,0.16706529238099999
ACH-000337,0.12709292224899998
ACH-000339,0.130464341284
ACH-000341,0.163585352366
ACH-000348,0.0688235033538
ACH-000350,0.0698215332608
ACH-000352,-0.0375849135387
ACH-000356,0.017401462427
ACH-000361,0.12676690362
ACH-000362,0.0374926149144
ACH-000363,0.0942144861531
ACH-000364,0.22354913857900002
ACH-000365,0.032275644137300004
ACH-000366,0.19432349422800002
ACH-000368,0.192060055887
ACH-000374,0.058981034592699995
ACH-000375,0.0134107206333
ACH-000376,0.016568663913200003
ACH-000381,0.0445668371792
ACH-000383,-0.09770499855720001
ACH-000387,0.047345023473899996
ACH-000389,0.028366656017999998
ACH-000390,0.0332572158702
ACH-000393,0.168110002894
ACH-000395,-0.021474199473200003
ACH-000397,0.110080537665
