,PTRH1 (138428)
ACH-000004,-0.26905437664299997
ACH-000007,-0.541092997608
ACH-000009,-0.15146104319700002
ACH-000011,-0.497145952287
ACH-000012,-0.352020070528
ACH-000013,-0.33487551895100004
ACH-000014,-0.0104656940479
ACH-000015,-0.306384269247
ACH-000017,-0.055835543441900004
ACH-000018,-0.273079415001
ACH-000019,-0.351556489699
ACH-000021,-0.28504523687399996
ACH-000022,-0.564088982099
ACH-000025,-0.246726657648
ACH-000028,-0.267821725906
ACH-000030,-0.23316184380600002
ACH-000035,-0.16606790034000002
ACH-000036,-0.340524089697
ACH-000037,-0.0728638070936
ACH-000039,-0.14804952247
ACH-000040,-0.29731310087499996
ACH-000041,-0.019999836085400003
ACH-000042,-0.37014015853
ACH-000045,-0.219249969429
ACH-000047,-0.365828416579
ACH-000052,-0.558447633057
ACH-000053,-0.136015598031
ACH-000054,-0.44976211409199995
ACH-000055,-0.295525899605
ACH-000060,-0.21679422787500002
ACH-000067,-0.20344171445700002
ACH-000070,-0.40702235231899997
ACH-000075,-0.399563282786
ACH-000078,-0.195070580656
ACH-000082,-0.213240415408
ACH-000085,-0.304328775491
ACH-000086,-0.16182964066
ACH-000087,-0.178700982447
ACH-000092,-0.213411822225
ACH-000095,-0.0594013160059
ACH-000097,-0.302423792236
ACH-000098,-0.208948390205
ACH-000099,-0.12130929662699999
ACH-000108,-0.258180330249
ACH-000113,-0.325477679903
ACH-000115,-0.39241599395599996
ACH-000116,-0.45487218066000007
ACH-000118,-0.321505052153
ACH-000120,-0.21054987367
ACH-000123,-0.18688437387899998
ACH-000127,-0.243532291292
ACH-000128,-0.377298376483
ACH-000132,-0.18030851151399999
ACH-000133,-0.330088411243
ACH-000137,-0.408520931642
ACH-000138,-0.22882238274
ACH-000142,-0.23744604322299998
ACH-000143,-0.210385285022
ACH-000146,-0.131493258555
ACH-000148,-0.379130136945
ACH-000150,-0.357371441778
ACH-000152,-0.276198724387
ACH-000153,0.0210482476444
ACH-000159,-0.20831718998399998
ACH-000160,-0.430509195114
ACH-000163,-0.256327034675
ACH-000167,-0.29521687845600003
ACH-000168,-0.25746444253
ACH-000169,-0.145377083443
ACH-000178,-0.602798730366
ACH-000182,-0.19220245775199998
ACH-000183,-0.183511619369
ACH-000188,-0.38888100132799996
ACH-000189,-0.303684697061
ACH-000190,-0.105784087303
ACH-000198,-0.283775256662
ACH-000204,-0.022704361767
ACH-000206,-0.505610342853
ACH-000207,-0.133467462397
ACH-000211,-0.186592868867
ACH-000215,-0.5226015908330001
ACH-000221,-0.391599486728
ACH-000222,-0.149887724057
ACH-000223,-0.362250907668
ACH-000226,-0.22373513434700001
ACH-000227,-0.021338247057900002
ACH-000228,-0.497849843349
ACH-000231,-0.465233162798
ACH-000232,-0.357617889688
ACH-000233,-0.25524745893
ACH-000234,-0.774077275994
ACH-000235,-0.37279621146999997
ACH-000237,-0.320209901731
ACH-000238,-0.314837226196
ACH-000243,-0.167949218257
ACH-000244,-0.779244491473
ACH-000246,-0.23741216672600002
ACH-000248,-0.436862411109
ACH-000250,-0.258061736941
ACH-000251,-0.150934308179
ACH-000253,-0.213701612324
ACH-000255,-0.373335404256
ACH-000256,-0.333525338963
ACH-000257,-0.327247141063
ACH-000258,-0.08993205897800001
ACH-000259,-0.24313194449099998
ACH-000260,-0.212791949865
ACH-000261,-0.466582245913
ACH-000262,-0.379064640157
ACH-000263,-0.38409128675
ACH-000264,-0.24710251414099998
ACH-000265,-0.139806121462
ACH-000266,-0.224258783722
ACH-000272,-0.233371675851
ACH-000273,-0.132223654056
ACH-000274,-0.38002534622699996
ACH-000277,-0.49453919809299995
ACH-000278,-0.125842510258
ACH-000279,-0.13051796969
ACH-000280,-0.49346193151199996
ACH-000281,-0.103990763146
ACH-000288,-0.20397558978
ACH-000291,-0.217192208578
ACH-000293,-0.41496289962
ACH-000294,-0.11929758494100001
ACH-000295,-0.320266330232
ACH-000296,-0.18529302976300002
ACH-000302,-0.19497535339000002
ACH-000304,-0.494016672989
ACH-000307,-0.365874620823
ACH-000308,-0.278447739149
ACH-000310,-0.348452088974
ACH-000311,-0.421646823768
ACH-000312,-0.36658374835100005
ACH-000315,-0.06554020014550001
ACH-000316,-0.32411841873799996
ACH-000317,-0.0945776323756
ACH-000318,-0.48380030187600004
ACH-000319,-0.17912453915100002
ACH-000320,-0.47900300646000005
ACH-000322,-0.262075621529
ACH-000323,-0.243391909879
ACH-000324,-0.356570176048
ACH-000329,-0.255696708387
ACH-000330,-0.470901116823
ACH-000331,-0.5252084881669999
ACH-000332,-0.377796955919
ACH-000334,0.0229358486773
ACH-000335,-0.361474935233
ACH-000336,0.00848618049888
ACH-000337,-0.48621368019199995
ACH-000339,-0.187832678827
ACH-000341,-0.27461633952500003
ACH-000348,-0.320542424997
ACH-000350,-0.139581260057
ACH-000352,-0.25174461638900003
ACH-000356,-0.13932738863
ACH-000361,-0.16331084467499998
ACH-000362,-0.24648445335400002
ACH-000363,-0.137181525588
ACH-000364,-0.023710286462599997
ACH-000365,-0.120886693257
ACH-000366,-0.329001107717
ACH-000368,-0.331093676231
ACH-000374,-0.08687097541649999
ACH-000375,-0.20488965134
ACH-000376,-0.164047218317
ACH-000381,-0.20117957015299998
ACH-000383,-0.349193469308
ACH-000387,-0.326855624219
ACH-000389,-0.432777545559
ACH-000390,-0.24655319075399998
ACH-000393,-0.127954165195
ACH-000395,-0.705916405465
ACH-000397,-0.22225706751
ACH-000401,-0.41875437547399996
ACH-000402,-0.327326681352
ACH-000403,-0.402524076109
ACH-000404,0.12055315256100001
ACH-000406,-0.144860889957
ACH-000407,-0.523565916097
ACH-000408,-0.271420511232
ACH-000410,-0.331343004305
ACH-000411,-0.480302925119
ACH-000414,-0.28119975703600003
ACH-000415,-0.199746439952
ACH-000416,-0.416837609534
ACH-000420,-0.36976243313
ACH-000421,-0.365231257897
ACH-000424,-0.39558321415299996
ACH-000425,-0.44674565806
ACH-000426,-0.19156652451099998
ACH-000427,-0.189814154624
ACH-000433,-0.191012278842
ACH-000436,-0.102459817084
ACH-000444,-0.24516838851599998
ACH-000445,-0.34398386603299996
ACH-000448,-0.262503572992
ACH-000450,-0.520101170827
ACH-000452,-0.0505742133834
ACH-000454,-0.269398857737
ACH-000458,-0.38038324270999996
ACH-000459,-0.139312429159
ACH-000460,-0.0761195756853
ACH-000461,-0.256777717574
ACH-000463,-0.204743714706
ACH-000464,-0.21540162664299997
ACH-000466,-0.109268423717
ACH-000467,-0.388084072852
ACH-000468,-0.09154859511160002
ACH-000469,-0.42215657031099996
ACH-000470,-0.502433205416
ACH-000471,0.370066053405
ACH-000472,-0.187583205276
ACH-000473,-0.330629944407
ACH-000475,-0.242188420904
ACH-000476,-0.202043283137
ACH-000477,-0.16509219881200002
ACH-000480,-0.327019937027
ACH-000481,-0.295416143854
ACH-000483,-0.5942339996670001
ACH-000484,-0.303825638296
ACH-000485,-0.412377337939
ACH-000486,-0.16787499825399999
ACH-000487,-0.235218751157
ACH-000488,-0.286416488659
ACH-000490,-0.39353189392899995
ACH-000491,-0.175300755559
ACH-000495,-0.271314812191
ACH-000496,-0.23302241788699998
ACH-000499,0.011922108326700001
ACH-000500,-0.704072482975
ACH-000502,-0.150139350057
ACH-000503,-0.487792516583
ACH-000505,-0.384066635037
ACH-000507,-0.20297715456300003
ACH-000510,-0.149026559916
ACH-000511,-0.356456347359
ACH-000512,-0.012078479447700002
ACH-000516,-0.32020018751999996
ACH-000517,-0.21476770456500002
ACH-000518,-0.22012296386
ACH-000520,-0.49299637264300006
ACH-000521,-0.451773900855
ACH-000522,-0.207912546279
ACH-000524,-0.33612682680600003
ACH-000527,-0.35391336801299994
ACH-000528,-0.190221256325
ACH-000537,-0.185542276688
ACH-000541,-0.11303548441099999
ACH-000542,-0.27875502062699997
ACH-000544,-0.323590309727
ACH-000545,-0.08482396191019999
ACH-000547,-0.408852724278
ACH-000548,-0.392883203407
ACH-000549,-0.266712019757
ACH-000550,-0.530086515083
ACH-000552,-0.305483759898
ACH-000556,-0.312136231398
ACH-000557,-0.070261823074
ACH-000570,-0.298152021323
ACH-000571,-0.178791322462
ACH-000573,-0.08145276644010001
ACH-000576,-0.19991538438099998
ACH-000580,-0.239350464769
ACH-000584,-0.302283998486
ACH-000585,-0.243348953195
ACH-000588,-0.0631887507532
ACH-000589,-0.25336535989799996
ACH-000591,-0.0879262764921
ACH-000593,-0.21748329555399998
ACH-000600,-0.339843268312
ACH-000601,-0.334073122983
ACH-000604,-0.0908330502882
ACH-000605,-0.47066172341799994
ACH-000606,-0.179270285538
ACH-000608,-0.217011309185
ACH-000614,-0.33043779813900004
ACH-000616,-0.319222162128
ACH-000618,-0.226033780733
ACH-000619,-0.235586951056
ACH-000620,-0.18018592910999998
ACH-000621,-0.246207156456
ACH-000622,-0.356443349557
ACH-000623,-0.344246127503
ACH-000624,-0.246005878805
ACH-000627,-0.155640151755
ACH-000630,-0.21622476851599998
ACH-000632,-0.222191496127
ACH-000633,-0.40130322447899996
ACH-000637,-0.432911522996
ACH-000638,-0.425404416052
ACH-000646,-0.41358421565
ACH-000647,-0.345321353393
ACH-000648,-0.46982371053599997
ACH-000649,-0.135792491136
ACH-000651,-0.367163498337
ACH-000652,-0.284441716518
ACH-000653,-0.397973531831
ACH-000657,-0.269290527471
ACH-000658,-0.311056759869
ACH-000661,-0.161961564959
ACH-000662,0.024605359136900002
ACH-000663,-0.0012544523401
ACH-000665,-0.321637174797
ACH-000671,-0.127879076447
ACH-000673,-0.19793499912700002
ACH-000676,-0.285206429084
ACH-000677,-0.205402592191
ACH-000681,-0.294583779041
ACH-000682,-0.21456408019099998
ACH-000683,-0.320220754127
ACH-000684,-0.12821396554700001
ACH-000688,-0.56425114518
ACH-000693,-0.23054698815900002
ACH-000694,-0.285588823461
ACH-000695,-0.11683085761600001
ACH-000696,-0.316343662002
ACH-000697,-0.00036387363040300006
ACH-000699,-0.121675645845
ACH-000701,-0.233953768815
ACH-000706,-0.111563923748
ACH-000711,-0.312567064462
ACH-000713,-0.284254144768
ACH-000714,-0.131513324243
ACH-000718,-0.567514880963
ACH-000720,-0.356910637451
ACH-000721,-0.44666936010700004
ACH-000724,-0.191192389843
ACH-000725,-0.0123928543084
ACH-000732,-0.416605745923
ACH-000734,-0.181347945171
ACH-000735,-0.332318137626
ACH-000736,-0.320792533391
ACH-000738,-0.343681726617
ACH-000746,-0.395535918144
ACH-000747,-0.148851095589
ACH-000748,-0.04070407447030001
ACH-000753,-0.19142530726799997
ACH-000756,-0.266247050134
ACH-000757,-0.455352185757
ACH-000758,-0.201020255871
ACH-000760,-0.288375780353
ACH-000763,-0.116966585725
ACH-000764,-0.12692046402899998
ACH-000765,-0.266656060679
ACH-000766,-0.124554944943
ACH-000767,-0.0258528089685
ACH-000768,-0.572274827611
ACH-000769,0.119719762877
ACH-000770,-0.162720804153
ACH-000771,-0.282442352253
ACH-000773,-0.0336838176959
ACH-000776,-0.364749980746
ACH-000777,-0.334748890601
ACH-000778,-0.385643858018
ACH-000781,-0.300837170029
ACH-000782,-0.442523122891
ACH-000783,-0.33252055018599996
ACH-000784,-0.25649233529599996
ACH-000785,-0.295515958409
ACH-000787,-0.236606223919
ACH-000788,-0.0781099261103
ACH-000791,-0.211498810236
ACH-000792,-0.0884777347494
ACH-000794,-0.34572836666999995
ACH-000796,-0.38100595590899994
ACH-000799,-0.352674446526
ACH-000800,-0.202767359491
ACH-000802,-0.25944590716
ACH-000804,-0.34950245581699996
ACH-000805,-0.410962921026
ACH-000809,-0.25959163455
ACH-000810,-0.53667953713
ACH-000811,-0.302451027695
ACH-000817,-0.029952702644700003
ACH-000819,-0.277317676294
ACH-000820,-0.08767266315580001
ACH-000821,0.075677525674
ACH-000822,-0.228856581707
ACH-000823,-0.259712685738
ACH-000824,-0.307873582576
ACH-000827,-0.43306498246299996
ACH-000829,-0.152985342764
ACH-000831,-0.17590679090599998
ACH-000832,-0.44913278545
ACH-000833,-0.207522213088
ACH-000834,-0.306317365064
ACH-000835,-0.302600162743
ACH-000836,-0.293772899918
ACH-000837,-0.37053615476499996
ACH-000838,-0.0305223418601
ACH-000839,-0.321804314302
ACH-000840,-0.5144243035589999
ACH-000841,-0.47500210880800003
ACH-000843,-0.10858874389499999
ACH-000846,-0.113701259898
ACH-000847,-0.181688533726
ACH-000848,-0.24184333816300002
ACH-000849,-0.322875705369
ACH-000851,-0.21508858794100003
ACH-000855,-0.18927508168200002
ACH-000856,-0.0574266026739
ACH-000858,-0.312844988989
ACH-000859,-0.214108721424
ACH-000861,-0.389662226284
ACH-000862,-0.323655965831
ACH-000865,-0.380395733799
ACH-000866,-0.41474294653399996
ACH-000867,-0.024543543584300002
ACH-000869,-0.14159790184
ACH-000872,-0.30849059684999997
ACH-000873,-0.242827071296
ACH-000876,-0.35827009185099995
ACH-000878,-0.22384581474399998
ACH-000880,-0.48049098326800005
ACH-000881,-0.299368026396
ACH-000882,-0.171619182737
ACH-000884,-0.2559443024
ACH-000885,-0.09346932822689999
ACH-000887,-0.316600180274
ACH-000888,-0.215903543282
ACH-000889,-0.187662083995
ACH-000890,-0.466477122204
ACH-000896,-0.136014145527
ACH-000898,-0.2011837005
ACH-000900,-0.31192999554
ACH-000901,-0.314312420655
ACH-000905,-0.370993926911
ACH-000906,-0.24314627222399998
ACH-000907,-0.083877143349
ACH-000910,-0.293014133308
ACH-000911,-0.317799661498
