,ERO1LB (56605)
ACH-000004,-0.141374903967
ACH-000007,0.300936143595
ACH-000009,0.0517279764284
ACH-000011,-0.14224485773700002
ACH-000012,-0.0012873362641700001
ACH-000013,-0.0026260936356199997
ACH-000014,-0.06859490929209999
ACH-000015,0.11438772905899999
ACH-000017,0.039460978069699996
ACH-000018,0.28401561813799997
ACH-000019,-0.0261227226785
ACH-000021,0.18043304320999998
ACH-000022,0.0128842066766
ACH-000025,0.00767724405603
ACH-000028,0.12478605271700001
ACH-000030,0.004009907181579999
ACH-000035,0.0458492252195
ACH-000036,-0.10597903373400001
ACH-000037,0.22164838467599998
ACH-000039,0.14768937036399998
ACH-000040,0.160700409616
ACH-000041,0.0392127367865
ACH-000042,-0.025710656030200004
ACH-000045,0.037164175070099996
ACH-000047,-0.0836230507019
ACH-000052,0.372498898949
ACH-000053,0.0314806386578
ACH-000054,-0.181298668141
ACH-000055,0.0713255621975
ACH-000060,0.0238322240495
ACH-000067,0.10273387464400001
ACH-000070,0.156267286533
ACH-000075,0.006860495002490001
ACH-000078,0.197178687995
ACH-000082,0.0748705363973
ACH-000085,0.222937502687
ACH-000086,-0.06792798950540001
ACH-000087,0.0821284111527
ACH-000092,0.10538880500299999
ACH-000095,0.0542323654989
ACH-000097,0.0768123003553
ACH-000098,0.0880662149733
ACH-000099,0.12289927888
ACH-000108,0.282275927108
ACH-000113,0.07330119448080001
ACH-000115,0.00010967952101000001
ACH-000116,0.0518591074006
ACH-000118,0.05002476980309999
ACH-000120,0.105021212436
ACH-000123,0.0458426839898
ACH-000127,-0.00193533857395
ACH-000128,0.0327188328377
ACH-000132,-0.0221477644919
ACH-000133,-0.00896821179788
ACH-000137,-0.042677473809
ACH-000138,0.075211657886
ACH-000142,-0.0935890214442
ACH-000143,0.215341190484
ACH-000146,0.023967485977699998
ACH-000148,-0.132256989693
ACH-000150,0.043350135112
ACH-000152,0.22840530257199998
ACH-000153,0.21404990124499998
ACH-000159,-0.0759971659212
ACH-000160,-0.29704303008
ACH-000163,0.049256188595400006
ACH-000167,-0.24788738209000002
ACH-000168,-0.195439640143
ACH-000169,0.113744255162
ACH-000178,0.152566042745
ACH-000182,0.152243649737
ACH-000183,0.00943713717349
ACH-000188,0.20795125840300002
ACH-000189,-0.0677530798503
ACH-000190,0.311454720169
ACH-000198,-0.0291901907828
ACH-000204,0.16577870614600002
ACH-000206,-0.127734362421
ACH-000207,0.305194009797
ACH-000211,-0.035144647243199996
ACH-000215,0.0680956176224
ACH-000221,0.166113660872
ACH-000222,0.10858399390000001
ACH-000223,0.00516420948405
ACH-000226,0.0179877950043
ACH-000227,-0.131771926054
ACH-000228,-0.0368370260569
ACH-000231,0.148245956343
ACH-000232,0.028479289432099996
ACH-000233,-0.137554701889
ACH-000234,0.0229769068429
ACH-000235,0.104524066243
ACH-000237,0.167482304208
ACH-000238,0.0018988327918900002
ACH-000243,0.0955105319842
ACH-000244,0.0344800081662
ACH-000246,0.10810170627
ACH-000248,0.149945568021
ACH-000250,0.160871243641
ACH-000251,0.431402279684
ACH-000253,0.194544820625
ACH-000255,0.11374090510500001
ACH-000256,0.193188691969
ACH-000257,0.132552414515
ACH-000258,-0.168170413677
ACH-000259,0.0125563197003
ACH-000260,0.106565410264
ACH-000261,0.0039805574487699995
ACH-000262,-0.151069305296
ACH-000263,-0.006710947241079999
ACH-000264,-0.020256922608900003
ACH-000265,0.229080017135
ACH-000266,0.08765040882929999
ACH-000272,0.07463079271310001
ACH-000273,0.0123405128461
ACH-000274,-0.00824026977732
ACH-000277,0.0638797471509
ACH-000278,-0.0621193351939
ACH-000279,0.102991846575
ACH-000280,0.103548301054
ACH-000281,0.34845543188699996
ACH-000288,0.0317366873072
ACH-000291,0.113748783762
ACH-000293,0.115069910994
ACH-000294,0.0321487240071
ACH-000295,0.107529311472
ACH-000296,0.38354723422799997
ACH-000302,0.031336894989999996
ACH-000304,-0.18490492889899998
ACH-000307,0.00854094415176
ACH-000308,0.029976323117400002
ACH-000310,0.026071829515
ACH-000311,0.102906969217
ACH-000312,0.14076012943
ACH-000315,0.109630146807
ACH-000316,0.108800675259
ACH-000317,0.197042619014
ACH-000318,0.00485824394501
ACH-000319,0.230393252181
ACH-000320,0.165331501408
ACH-000322,0.242710047791
ACH-000323,0.00518581931841
ACH-000324,-0.0674503985073
ACH-000329,0.039435137949099995
ACH-000330,0.149382893809
ACH-000331,-0.0427392257602
ACH-000332,0.08362734206849999
ACH-000334,0.272264475905
ACH-000335,-0.0758844928889
ACH-000336,-0.233480826012
ACH-000337,-0.20686486894699999
ACH-000339,0.147628639126
ACH-000341,0.119766160638
ACH-000348,0.00671419631444
ACH-000350,0.183051927621
ACH-000352,0.167618206095
ACH-000356,-0.00845720476796
ACH-000361,0.351313791968
ACH-000362,0.0671206406511
ACH-000363,0.178496308209
ACH-000364,0.09737242772230001
ACH-000365,-0.11390400829500001
ACH-000366,0.23238426234999998
ACH-000368,0.0839152018633
ACH-000374,0.17753314277100002
ACH-000375,0.0601402062085
ACH-000376,0.210332208264
ACH-000381,0.232048227856
ACH-000383,0.174493283461
ACH-000387,-0.0136183991964
ACH-000389,0.130358043962
ACH-000390,0.054329461133399995
ACH-000393,0.189306613024
ACH-000395,0.132911298049
ACH-000397,0.05761658403
ACH-000401,0.167454941553
ACH-000402,-0.271248730317
ACH-000403,0.0186411372501
ACH-000404,0.0789761842303
ACH-000406,0.025982113036000003
ACH-000407,-0.08229592707210001
ACH-000408,0.06756150717
ACH-000410,0.0059475141382799995
ACH-000411,0.0013678706794199998
ACH-000414,0.125778903538
ACH-000415,0.182804978645
ACH-000416,0.0011131382021
ACH-000420,0.355115108195
ACH-000421,0.0535132812642
ACH-000424,-0.27664199121800004
ACH-000425,0.158646681235
ACH-000426,0.107045321062
ACH-000427,0.0862867611906
ACH-000433,0.06071869568609999
ACH-000436,-0.032921380671099995
ACH-000444,-0.0039976262174999996
ACH-000445,0.015720157994799998
ACH-000448,0.146360258651
ACH-000450,0.158671129483
ACH-000452,0.06986428889889999
ACH-000454,-0.0696656380205
ACH-000458,0.138481662828
ACH-000459,0.12795209041
ACH-000460,-0.015130273901
ACH-000461,0.0574989100506
ACH-000463,0.111062781556
ACH-000464,0.025030356012
ACH-000466,0.0139865421508
ACH-000467,0.053869178964300005
