,SMDT1 (91689)
ACH-000004,0.08977282573519998
ACH-000007,-0.203792670752
ACH-000009,-0.07462015512910002
ACH-000011,0.000319224217733
ACH-000012,0.103332539405
ACH-000013,-0.142133534758
ACH-000014,-0.049532902127
ACH-000015,-0.0302035483085
ACH-000017,-0.16703367838199998
ACH-000018,0.252123650458
ACH-000019,-0.0675583553772
ACH-000021,0.0359476896666
ACH-000022,-0.127920453042
ACH-000025,-0.109262993536
ACH-000028,-0.022442431308200003
ACH-000030,-0.11742265999000001
ACH-000035,0.104707973118
ACH-000036,-0.0339802090086
ACH-000037,0.06903483090080001
ACH-000039,-0.334074842926
ACH-000040,-0.09381862871919999
ACH-000041,0.00443830336514
ACH-000042,-0.0204208512423
ACH-000045,0.045422947208000004
ACH-000047,0.041392612543900004
ACH-000052,-0.00302860506512
ACH-000053,-0.16224008581
ACH-000054,0.026751672435
ACH-000055,-0.336540824963
ACH-000060,0.0394614442007
ACH-000067,-0.0434399034918
ACH-000070,0.340282060726
ACH-000075,0.0399109541569
ACH-000078,0.0554727928531
ACH-000082,0.0194784924139
ACH-000085,0.108850874133
ACH-000086,0.036522385824800004
ACH-000087,0.027328139113
ACH-000092,0.08274280416119999
ACH-000095,-0.0573923199852
ACH-000097,-0.0346494354998
ACH-000098,-0.0978684839268
ACH-000099,-0.100570669398
ACH-000108,0.08915477804239999
ACH-000113,-0.0213659584528
ACH-000115,-0.163331212
ACH-000116,-0.13228245931399998
ACH-000118,-0.0756244678106
ACH-000120,-0.0281258624588
ACH-000123,0.106118706137
ACH-000127,-0.016923905588
ACH-000128,0.055565873893900004
ACH-000132,-0.134037999968
ACH-000133,0.07027054340969999
ACH-000137,-0.35821579969800005
ACH-000138,0.08036570602250001
ACH-000142,0.250674887164
ACH-000143,-0.089941548373
ACH-000146,-0.0204027905855
ACH-000148,0.0285787283177
ACH-000150,0.027331199391900002
ACH-000152,0.10620065491599999
ACH-000153,0.06858305891580001
ACH-000159,-0.04441576139830001
ACH-000160,-0.0778687204472
ACH-000163,-0.0327399403089
ACH-000167,-0.056547158971999995
ACH-000168,-0.029630227615799996
ACH-000169,0.189533036283
ACH-000178,0.0540669404972
ACH-000182,-0.030101702092300002
ACH-000183,-0.07342162648850001
ACH-000188,-0.08492296783530001
ACH-000189,0.23241013844
ACH-000190,-0.0749783562734
ACH-000198,-0.046813281003300004
ACH-000204,-0.0137816045517
ACH-000206,-0.044297412666800005
ACH-000207,0.0119022965565
ACH-000211,-0.030704164360700004
ACH-000215,0.047765686370400004
ACH-000221,0.0017417448117400002
ACH-000222,-0.356328712323
ACH-000223,0.07531912624510001
ACH-000226,0.0189392875969
ACH-000227,-0.116772414475
ACH-000228,-0.328420604197
ACH-000231,-0.25442696296399997
ACH-000232,-0.035874932447999996
ACH-000233,-0.10936657575400001
ACH-000234,0.011740872914899999
ACH-000235,-0.00803181277252
ACH-000237,-0.031082427045900002
ACH-000238,0.042928659157
ACH-000243,0.0806725789815
ACH-000244,0.09016332147119999
ACH-000246,0.175619399402
ACH-000248,-0.193476917446
ACH-000250,0.0661094604899
ACH-000251,0.0191601126504
ACH-000253,-0.124872859646
ACH-000255,0.057274155118699994
ACH-000256,-0.198649737978
ACH-000257,0.199738443993
ACH-000258,-0.0956519638328
ACH-000259,-0.0291161727936
ACH-000260,0.026232382853000002
ACH-000261,-0.040892184721199994
ACH-000262,-0.24726549952500002
ACH-000263,-0.029463168074199998
ACH-000264,-0.130377523159
ACH-000265,0.0379059745109
ACH-000266,-0.13422133635
ACH-000272,-0.09354026412789998
ACH-000273,0.0177933466625
ACH-000274,-0.0711027915551
ACH-000277,0.11567138385600001
ACH-000278,-0.15173576350600002
ACH-000279,-0.0433631066075
ACH-000280,0.155330716305
ACH-000281,-0.162291186609
ACH-000288,-0.0849427173511
ACH-000291,0.0447341733015
ACH-000293,0.17210126637899997
ACH-000294,0.0802003941445
ACH-000295,0.23147851110599998
ACH-000296,-0.012394448507299998
ACH-000302,-0.13812512190600001
ACH-000304,-0.0640620821141
ACH-000307,-0.019344769034599998
ACH-000308,0.04348741146980001
ACH-000310,-0.09127545209730001
ACH-000311,-0.11952147069800001
ACH-000312,0.0213309222726
ACH-000315,0.22388331792399999
ACH-000316,-0.157090669434
ACH-000317,0.2305158796
ACH-000318,0.0670371285403
ACH-000319,-0.0709030058652
ACH-000320,-0.0656684633886
ACH-000322,0.006693052250310001
ACH-000323,-0.0147071859149
ACH-000324,0.0074910137463900005
ACH-000329,0.008856318240099999
ACH-000330,0.0650360541732
ACH-000331,-0.00912292870036
ACH-000332,-0.0417380997904
ACH-000334,-0.08222676265610002
ACH-000335,-0.0539877922277
ACH-000336,0.154217203212
ACH-000337,-0.0100167186652
ACH-000339,-0.049117961779800004
ACH-000341,-0.0717292750229
ACH-000348,-0.0426916231642
ACH-000350,0.0601780310787
ACH-000352,0.0674287417351
ACH-000356,-0.0469670999168
ACH-000361,0.103030034991
ACH-000362,-0.177818778231
ACH-000363,0.010593973727599999
ACH-000364,-0.0791749523868
ACH-000365,0.128576377893
ACH-000366,0.04760797762519999
ACH-000368,0.0945677460705
ACH-000374,0.0383382905136
ACH-000375,-0.155404753667
ACH-000376,-0.148960290854
ACH-000381,-0.22491138563299998
ACH-000383,-0.0527772099334
ACH-000387,-0.07232339240060001
ACH-000389,-0.0775247696464
ACH-000390,-0.07605491108639999
ACH-000393,-0.09081105072489999
ACH-000395,0.217732025651
ACH-000397,-0.0588520526693
ACH-000401,0.053931209967599994
ACH-000402,-0.180693638706
ACH-000403,-0.0441723326682
ACH-000404,-0.0985383571866
ACH-000406,0.0017153039727899999
ACH-000407,0.07196679844460001
ACH-000408,0.05162385782580001
ACH-000410,-0.017398559097400002
ACH-000411,-0.0132059954792
ACH-000414,9.87240700069e-06
ACH-000415,0.0112139435931
ACH-000416,-0.0474708995867
ACH-000420,2.06901599183e-05
ACH-000421,-0.023009931595799997
ACH-000424,0.0530205433185
ACH-000425,-0.09052062963369999
ACH-000426,-0.14929085157
ACH-000427,0.025554315554800002
ACH-000433,0.107542134047
ACH-000436,-0.152514977158
ACH-000444,-0.0663454044061
ACH-000445,-0.0269432684068
ACH-000448,0.137000122074
ACH-000450,0.308076562798
ACH-000452,-0.048859941216099996
ACH-000454,0.00745783415788
ACH-000458,-0.246463203681
ACH-000459,0.000302386553034
ACH-000460,-0.0290697109529
ACH-000461,-0.0627293753552
ACH-000463,0.073160880593
ACH-000464,-0.0431360678641
ACH-000466,0.0540840889341
ACH-000467,0.08661844660839998
ACH-000468,-0.0766693945235
ACH-000469,-0.315166201512
ACH-000470,-0.295771658918
