,PTPRZ1 (5803)
ACH-000004,-0.0164411910392
ACH-000007,-0.17762358568300002
ACH-000009,-0.0939877006032
ACH-000011,-0.127051011188
ACH-000012,0.048966437343499994
ACH-000013,-0.0381957591964
ACH-000014,-0.47956998126
ACH-000015,-0.253154638867
ACH-000017,0.00127123859697
ACH-000018,-0.134950719172
ACH-000019,-0.31495965245499996
ACH-000021,-0.286469392829
ACH-000022,-0.00043262324153400003
ACH-000025,0.0397017200957
ACH-000028,-0.127198656379
ACH-000030,0.0167935692995
ACH-000035,-0.230509784176
ACH-000036,0.0593893338128
ACH-000037,-0.189655289617
ACH-000039,-0.31734320968699997
ACH-000040,0.117353844417
ACH-000041,-0.0193478657335
ACH-000042,-0.0414816611008
ACH-000045,0.110108415599
ACH-000047,-0.12533802173
ACH-000052,0.00258938271743
ACH-000053,-0.101339859528
ACH-000054,-0.20723108045299998
ACH-000055,-0.247905901832
ACH-000060,-0.180713152978
ACH-000067,-0.0843445937843
ACH-000070,-0.0645137091716
ACH-000075,-0.0671795500499
ACH-000078,0.0252933648532
ACH-000082,-0.42864036902900005
ACH-000085,-0.0273615265918
ACH-000086,-0.013618086169100001
ACH-000087,-0.344054279669
ACH-000092,-0.238533096667
ACH-000095,-0.0686679041282
ACH-000097,-0.162430035753
ACH-000098,-0.0624141396184
ACH-000099,-0.118689084785
ACH-000108,-0.270563390889
ACH-000113,-0.19136380803599998
ACH-000115,-0.127900936778
ACH-000116,-0.07144930211230001
ACH-000118,-0.004537721764189999
ACH-000120,-0.07307807704989999
ACH-000123,-0.26218183468600004
ACH-000127,-0.012864774498700002
ACH-000128,-0.141543571275
ACH-000132,0.131852180667
ACH-000133,-0.114973859172
ACH-000137,0.114369538119
ACH-000138,-0.17732958317699998
ACH-000142,-0.17064399821600001
ACH-000143,0.058516723954
ACH-000146,-0.148128470114
ACH-000148,-0.034667243842000005
ACH-000150,-0.0714022740313
ACH-000152,-0.32335032999499996
ACH-000153,-0.287405890663
ACH-000159,-0.14398941893699999
ACH-000160,-0.06398081559709999
ACH-000163,-0.203274430495
ACH-000167,-0.176623622815
ACH-000168,-0.012914778264299999
ACH-000169,0.000324721471543
ACH-000178,-0.213697700949
ACH-000182,-0.13736566175599998
