,CCNYL1 (151195)
ACH-000004,0.265983033096
ACH-000007,-0.005559318800060001
ACH-000009,-0.0303810463533
ACH-000011,0.174090953718
ACH-000012,-0.00262968575571
ACH-000013,0.00287516900871
ACH-000014,0.20423787298700002
ACH-000015,-0.042802480868300005
ACH-000017,0.167783056468
ACH-000018,0.210512081503
ACH-000019,0.171545709093
ACH-000021,0.0226930785634
ACH-000022,0.0707185818844
ACH-000025,0.21365486555799998
ACH-000028,0.0677545331304
ACH-000030,0.054882821248300004
ACH-000035,0.192894349646
ACH-000036,0.32843213801300003
ACH-000037,0.212921790409
ACH-000039,-0.321022543178
ACH-000040,0.220842902733
ACH-000041,0.189895757742
ACH-000042,-0.00107358610567
ACH-000045,0.0659515596832
ACH-000047,0.167662173673
ACH-000052,-0.10520368772600001
ACH-000053,-0.0710976170702
ACH-000054,0.125326486491
ACH-000055,0.0359630866055
ACH-000060,0.09643033547760001
ACH-000067,0.174482529741
ACH-000070,0.256155718976
ACH-000075,-0.0196102097966
ACH-000078,0.028721815320200003
ACH-000082,0.0465859116588
ACH-000085,0.11796671479399999
ACH-000086,0.0581014436427
ACH-000087,0.16994803165300001
ACH-000092,-0.0100342739798
ACH-000095,0.0430846789791
ACH-000097,0.0273210375838
ACH-000098,0.047522390478099995
ACH-000099,0.0609638197932
ACH-000108,-0.06683230409009999
ACH-000113,0.025344818443400002
ACH-000115,-0.0333850607992
ACH-000116,0.182571316206
ACH-000118,-0.0058910920588799995
ACH-000120,0.038808282617800005
ACH-000123,-0.0534201361584
ACH-000127,0.08655961017160001
ACH-000128,0.349535845124
ACH-000132,0.192958290618
ACH-000133,0.0762329709976
ACH-000137,0.183007402481
ACH-000138,0.0781929017225
ACH-000142,0.0670013512864
ACH-000143,0.106124708287
ACH-000146,-0.00896028113943
ACH-000148,0.190309610111
ACH-000150,0.23998232772
ACH-000152,-0.0194247261492
ACH-000153,-0.10420109840399999
ACH-000159,0.11529451932399999
ACH-000160,0.0677714789121
ACH-000163,0.22184826478100003
ACH-000167,-0.14866274466600002
ACH-000168,0.178711540576
ACH-000169,0.186120860681
ACH-000178,0.20386909495000002
ACH-000182,0.014997408131600002
ACH-000183,0.070433976384
ACH-000188,-0.0636895307051
ACH-000189,-0.0594376488329
ACH-000190,-0.00783423568745
ACH-000198,0.23252753500999998
ACH-000204,0.256301962169
ACH-000206,0.15870113877800002
ACH-000207,0.15805842794000002
ACH-000211,-0.04131926131719999
ACH-000215,0.257660260346
ACH-000221,0.171082243946
ACH-000222,-0.343031943964
ACH-000223,-0.037113603681
ACH-000226,-0.07402656883019999
ACH-000227,-0.018281540317799997
ACH-000228,0.10124222467800001
ACH-000231,-0.016690412491899998
ACH-000232,0.239670502971
ACH-000233,0.177868246058
ACH-000234,-0.307813062159
ACH-000235,0.13585047594900002
ACH-000237,0.00357681653078
ACH-000238,0.16596817748
ACH-000243,0.12219831054500001
ACH-000244,0.312001299857
ACH-000246,0.166656493786
ACH-000248,-0.0076433822438699995
ACH-000250,0.129034770118
ACH-000251,0.228985477358
ACH-000253,0.13894245882200001
ACH-000255,0.07713902571600001
ACH-000256,0.0638265387754
ACH-000257,-0.00581282882425
ACH-000258,0.150946999282
ACH-000259,0.146830708137
ACH-000260,0.011182865182700001
ACH-000261,-0.028436371603099996
ACH-000262,0.35823296899499996
ACH-000263,0.11459964531099999
ACH-000264,0.09178153976360001
ACH-000265,0.001025587657
ACH-000266,0.1183472907
ACH-000272,0.0542993699212
ACH-000273,0.228860099096
ACH-000274,0.0442394293245
ACH-000277,0.28728758747099997
ACH-000278,-0.00116990931702
ACH-000279,0.239661122869
ACH-000280,0.19824838920200002
ACH-000281,0.169095783495
ACH-000288,0.122353814851
ACH-000291,-0.00922145029535
ACH-000293,0.18904517902600002
ACH-000294,0.0412666026471
ACH-000295,0.0555952697645
ACH-000296,0.0138243133731
ACH-000302,0.229294414658
ACH-000304,0.655092884203
ACH-000307,0.022150293514099997
ACH-000308,0.0712238565328
ACH-000310,-0.07373376472189999
ACH-000311,-0.164859460153
ACH-000312,-0.040496252780400005
ACH-000315,0.0623969204354
