,NDUFAB1 (4706)
ACH-000004,-0.92417600379
ACH-000007,-1.0973368937799999
ACH-000009,-0.33378918865699997
ACH-000011,-0.912420155587
ACH-000012,-1.13000733142
ACH-000013,-0.992628396872
ACH-000014,-1.05517679203
ACH-000015,-0.975872331981
ACH-000017,-1.0606664345299999
ACH-000018,-0.8824538027399998
ACH-000019,-0.517345358806
ACH-000021,-0.556241192491
ACH-000022,-0.9625993964730001
ACH-000025,-0.999286631948
ACH-000028,-0.8274445012999999
ACH-000030,-0.643338898644
ACH-000035,-0.611609525089
ACH-000036,-0.400114022973
ACH-000037,-1.15269687208
ACH-000039,-0.567927726053
ACH-000040,-1.30113181367
ACH-000041,-0.8320579658570001
ACH-000042,-0.75146281327
ACH-000045,-1.04588552961
ACH-000047,-0.865614373992
ACH-000052,-0.732652199079
ACH-000053,-0.6027393943129999
ACH-000054,-0.7382810798010001
ACH-000055,-0.907877505785
ACH-000060,-0.562018665206
ACH-000067,-0.771477621217
ACH-000070,-0.993311733522
ACH-000075,-0.824816383671
ACH-000078,-1.0531106963299999
ACH-000082,-0.9768191859559999
ACH-000085,-1.19704001366
ACH-000086,-0.7237623603389999
ACH-000087,-0.8309971319580001
ACH-000092,-0.852914703032
ACH-000095,-0.870357670198
ACH-000097,-0.646394288536
ACH-000098,-0.952180002035
ACH-000099,-0.894090404215
ACH-000108,-0.60690852198
ACH-000113,-0.640271484181
ACH-000115,-0.6480924994489999
ACH-000116,-0.635200319323
ACH-000118,-0.508916672838
ACH-000120,-0.568777875406
ACH-000123,-0.604940487453
ACH-000127,-0.593951815646
ACH-000128,-1.02454823381
ACH-000132,-0.701273086705
ACH-000133,-0.603353001614
ACH-000137,-0.8447758809479999
ACH-000138,-0.965721101582
ACH-000142,-0.7889330619410001
ACH-000143,-0.732950522095
ACH-000146,-0.8385887425480001
ACH-000148,-1.18934548967
ACH-000150,-0.650771604741
ACH-000152,-0.748173253249
ACH-000153,-0.8237766045300001
ACH-000159,-0.47686365322999996
ACH-000160,-0.6471305151250001
ACH-000163,-1.04088428667
ACH-000167,-0.327643673194
ACH-000168,-0.464738986518
ACH-000169,-0.969962944669
ACH-000178,-0.854586280079
ACH-000182,-0.7318421666320001
ACH-000183,-1.06018945983
ACH-000188,-0.853543229843
ACH-000189,-0.8634229312909999
ACH-000190,-0.641220503534
ACH-000198,-0.713107146031
ACH-000204,-0.305132177333
ACH-000206,-0.9595703773700001
ACH-000207,-0.61443908049
ACH-000211,-1.1296251355700002
ACH-000215,-1.10812590374
ACH-000221,-0.9195378432860001
ACH-000222,-0.49919414382399996
ACH-000223,-0.78150253491
ACH-000226,-0.9825082210639999
ACH-000227,-0.617622986032
ACH-000228,-0.9649493748200001
ACH-000231,-0.5291001018720001
ACH-000232,-0.885360801857
ACH-000233,-0.892458777664
ACH-000234,-0.427860269162
ACH-000235,-0.746747147863
ACH-000237,-0.793861883249
ACH-000238,-0.6038845523659999
ACH-000243,-0.837386921215
ACH-000244,-0.720120978048
ACH-000246,-0.481708294574
ACH-000248,-0.960065046495
ACH-000250,-0.792383359115
ACH-000251,-0.782195684985
ACH-000253,-0.9595838503290001
ACH-000255,-0.636000783044
ACH-000256,-0.738104752381
ACH-000257,-0.896709071898
ACH-000258,-0.652554584907
ACH-000259,-0.992113192263
ACH-000260,-0.78629661799
ACH-000261,-0.676816027907
ACH-000262,-1.34961033311
ACH-000263,-0.80296284122
ACH-000264,-0.7363463596500001
ACH-000265,-1.0559788513200001
ACH-000266,-0.84151441146
ACH-000272,-0.9106193342100001
ACH-000273,-0.7819132590279999
ACH-000274,-0.7562375612510001
ACH-000277,-1.39854292667
ACH-000278,-0.932454899948
ACH-000279,-0.26108015065699997
ACH-000280,-0.731797955784
ACH-000281,-0.861594899076
ACH-000288,-1.18912022379
ACH-000291,-1.01461181795
ACH-000293,-0.655707291308
ACH-000294,-0.31608825738
ACH-000295,-0.7818993542530001
ACH-000296,-0.6770139303389999
ACH-000302,-0.719011938691
ACH-000304,-1.31867195046
ACH-000307,-1.07864084793
ACH-000308,-0.7439570734919999
ACH-000310,-0.7121399614499999
ACH-000311,-0.8424342613320001
ACH-000312,-0.58945814742
ACH-000315,-0.9312466596279999
ACH-000316,-0.702719222016
ACH-000317,-0.745932138944
ACH-000318,-0.500844794591
ACH-000319,-0.602245075176
ACH-000320,-0.848968200901
ACH-000322,-0.883501027324
ACH-000323,-0.980104288549
ACH-000324,-0.678001997033
ACH-000329,-0.777296727065
ACH-000330,-1.0417897605
ACH-000331,-0.49200529090000006
ACH-000332,-0.958691309945
ACH-000334,-0.907389456947
ACH-000335,-1.0161675050399999
ACH-000336,-0.642577407661
ACH-000337,-0.670087644136
ACH-000339,-0.9016235401389999
ACH-000341,-0.6167984632410001
ACH-000348,-1.14141994311
ACH-000350,-0.658246734405
ACH-000352,-1.00334545192
ACH-000356,-0.880238918741
ACH-000361,-0.869148025561
ACH-000362,-0.64313469355
ACH-000363,-0.756384090127
ACH-000364,-1.16105914009
ACH-000365,-0.5284864964239999
ACH-000366,-0.7916477591619999
ACH-000368,-1.3024275773799998
ACH-000374,-0.6457647394870001
ACH-000375,-0.972612022977
ACH-000376,-0.986531101091
ACH-000381,-0.626586893031
ACH-000383,-0.6438482925600001
ACH-000387,-0.9309767403749999
ACH-000389,-0.9820254084700001
ACH-000390,-0.602868400943
ACH-000393,-0.737489870388
ACH-000395,-0.972429217191
ACH-000397,-0.519090048763
ACH-000401,-0.509457047421
ACH-000402,-1.31608299157
ACH-000403,-0.839995792635
ACH-000404,-0.8628778215170001
ACH-000406,-0.827038784287
ACH-000407,-1.05105352909
ACH-000408,-1.1601779014700002
ACH-000410,-0.657996085484
ACH-000411,-0.8703877638230001
ACH-000414,-0.821728891565
ACH-000415,-0.95707006594
ACH-000416,-0.756536926772
ACH-000420,-1.22492364727
ACH-000421,-0.907699877657
ACH-000424,-0.9514452394480001
ACH-000425,-1.06019805891
ACH-000426,-1.1330124507100001
ACH-000427,-0.66219566052
ACH-000433,-1.0005015981999998
ACH-000436,-0.7664269034350001
ACH-000444,-1.1817723386399999
ACH-000445,-1.05196915216
ACH-000448,-0.700388804877
ACH-000450,-1.1406521801799998
ACH-000452,-0.975284694042
ACH-000454,-0.856299406346
ACH-000458,-0.583955777922
ACH-000459,-0.930156742591
ACH-000460,-0.600717241954
ACH-000461,-1.2162982468799999
ACH-000463,-0.9812411857009999
ACH-000464,-1.3100467893799999
ACH-000466,-0.846855065868
ACH-000467,-0.464217974075
ACH-000468,-0.5731713021779999
ACH-000469,-0.7932347891439999
ACH-000470,-0.659280925289
ACH-000471,-0.8877536347399999
ACH-000472,-0.44232748760799995
ACH-000473,-0.944940839293
ACH-000475,-0.976354053025
ACH-000476,-1.31548226443
ACH-000477,-0.777422926335
ACH-000480,-1.26226514459
ACH-000481,-0.35203551177500003
ACH-000483,-1.0018608461399998
ACH-000484,-0.556744084866
ACH-000485,-0.525162843754
ACH-000486,-0.571587430663
ACH-000487,-0.9626704545299999
ACH-000488,-0.9118742771420001
ACH-000490,-0.5045083847540001
ACH-000491,-0.670878505113
ACH-000495,-0.9037132128190001
ACH-000496,-0.772973750618
ACH-000499,-0.9768704262000001
ACH-000500,-0.9887641223170001
ACH-000502,-0.881023375596
ACH-000503,-1.08937208415
ACH-000505,-1.10822725294
ACH-000507,-0.7974672986779999
ACH-000510,-1.2505997215200002
ACH-000511,-0.827357139544
ACH-000512,-1.2359688237100002
ACH-000516,-1.0126221882700002
ACH-000517,-0.8380704159990001
ACH-000518,-0.845218739433
ACH-000520,-0.512408980335
ACH-000521,-0.787571345231
ACH-000522,-1.01760269909
ACH-000524,-0.318565588053
ACH-000527,-0.964015849869
ACH-000528,-0.912779128449
ACH-000537,-1.03158785035
ACH-000541,-0.7229556555300001
ACH-000542,-0.662829586838
ACH-000544,-0.9365331295370001
ACH-000545,-0.8400908453560001
ACH-000547,-0.706216432334
ACH-000548,-0.913592429498
ACH-000549,-1.06781588607
ACH-000550,-0.691644838442
ACH-000552,-0.82897963371
ACH-000556,-0.587939628356
ACH-000557,-0.5458831146450001
ACH-000570,-0.562259255429
ACH-000571,-0.501728011714
ACH-000573,-1.06251275175
ACH-000576,-1.0611323980299998
ACH-000580,-0.909417938504
ACH-000584,-0.803948848333
ACH-000585,-1.16892318681
ACH-000588,-0.964524786257
ACH-000589,-0.7677552452590001
ACH-000591,-1.1380279349200002
ACH-000593,-0.5663280389
ACH-000600,-1.01943205332
ACH-000601,-0.9247528640129999
ACH-000604,-1.07211291589
ACH-000605,-0.655913318727
ACH-000606,-0.905543894572
ACH-000608,-0.42175443235
ACH-000614,-1.2801916077600002
ACH-000616,-1.31624819035
ACH-000618,-0.522016495419
ACH-000619,-0.884298896453
ACH-000620,-1.06212253661
ACH-000621,-0.473319259548
ACH-000622,-0.676196902149
ACH-000623,-0.692305814911
ACH-000624,-1.1562784026700001
ACH-000627,-0.9605179818340001
ACH-000630,-0.699352557387
ACH-000632,-1.0889588977200002
ACH-000633,-0.268592599916
ACH-000637,-0.579530228316
ACH-000638,-1.1518327962100001
ACH-000646,-0.416844987685
ACH-000647,-0.531658311062
ACH-000648,-0.962242336972
ACH-000649,-0.888212840229
ACH-000651,-1.05883697434
ACH-000652,-0.723296501265
ACH-000653,-0.607951721816
ACH-000657,-0.815370668969
ACH-000658,-0.514577450367
ACH-000661,-1.16534255435
ACH-000662,-0.42388293357600004
ACH-000663,-0.7938301565870001
ACH-000665,-0.872770507739
ACH-000671,-0.7081364648139999
ACH-000673,-0.737950207047
ACH-000676,-0.8114983243899999
ACH-000677,-1.4128271801299999
ACH-000681,-0.876516316692
ACH-000682,-0.7571164723109999
ACH-000683,-0.8943724288339999
ACH-000684,-0.745738597476
ACH-000688,-0.949305414073
ACH-000693,-0.482458003581
ACH-000694,-0.449180342337
ACH-000695,-0.594793790988
ACH-000696,-0.942013934513
ACH-000697,-0.632247169263
ACH-000699,-0.773499209726
ACH-000701,-0.697919559444
