,DGKA (1606)
ACH-000366,-0.1765424328
ACH-000368,-0.436515027707
ACH-000374,-0.393520129714
ACH-000375,-0.368881253556
ACH-000376,-0.13003191766799999
ACH-000381,-0.204560943763
ACH-000383,-0.151040968138
ACH-000387,-0.138984439494
ACH-000389,-0.285423363082
ACH-000390,-0.09435443725539999
ACH-000393,-0.0161137523844
ACH-000395,-0.425649907199
ACH-000397,-0.21680926941999998
ACH-000401,-0.0981445834915
ACH-000402,-0.36477609368299996
ACH-000403,-0.18070365005800001
ACH-000404,-0.203807660095
ACH-000406,-0.293362162283
ACH-000407,-0.113368255274
ACH-000408,-0.430280631427
ACH-000410,-0.150552304555
ACH-000411,-0.147832016934
ACH-000414,-0.301564984487
ACH-000415,-0.21050427602000002
ACH-000416,-0.17303962367800002
ACH-000420,0.0400702212655
ACH-000421,-0.280584637429
ACH-000424,-0.11360617786499999
ACH-000425,-0.11389086604800001
ACH-000426,-0.29453114338799996
ACH-000427,-0.166077765795
ACH-000433,-0.5141107296190001
ACH-000436,-0.319665589265
ACH-000444,-0.391623840155
ACH-000445,-0.419481261364
ACH-000448,-0.176096336257
ACH-000450,-0.30970783617
ACH-000452,-0.223358073038
ACH-000454,-0.159018057695
ACH-000458,-0.105233574538
ACH-000459,-0.10806352045499999
ACH-000460,-0.267545809244
ACH-000461,-0.20872859733399998
ACH-000463,-0.25033754272
ACH-000464,-0.322493146594
ACH-000466,-0.383844137329
ACH-000467,-0.17776725967
ACH-000468,-0.460374299892
ACH-000469,0.0008764223095089999
ACH-000470,-0.18545662952300002
ACH-000471,-0.139917453956
ACH-000472,-0.27872508627799997
ACH-000473,0.0282485124402
ACH-000475,-0.179824350973
ACH-000476,-0.26624388563
ACH-000477,-0.5078790055719999
ACH-000480,-0.28890908611099997
ACH-000481,-0.17929526961599998
ACH-000483,-0.173366055301
ACH-000484,-0.10005854922
ACH-000485,-0.20552510608
ACH-000486,-0.36264155515100005
ACH-000487,-0.071009929759
ACH-000488,-0.179612771945
ACH-000490,-0.150443756136
ACH-000491,-0.279987094848
ACH-000495,-0.027561329693800003
ACH-000496,-0.0794770388131
ACH-000499,-0.42365882524400006
ACH-000500,0.36778439610200003
ACH-000502,-0.0803036636354
ACH-000503,-0.145293053255
ACH-000505,-0.0926307005848
ACH-000507,-0.262304562568
ACH-000510,-0.09106817200310001
ACH-000511,-0.29775397498000006
ACH-000512,-0.219977742034
ACH-000516,-0.443343296273
ACH-000517,-0.190522216203
ACH-000518,0.0115371640552
ACH-000520,-0.183377174725
ACH-000521,0.012107862389499999
ACH-000522,-0.0901723791762
ACH-000524,-0.274052951447
ACH-000527,-0.28563738934599997
ACH-000528,-0.266792691032
ACH-000537,-0.24395190104000003
ACH-000541,-0.442081085522
ACH-000542,-0.250392993158
ACH-000544,-0.270957373903
ACH-000545,-0.09165083221889998
ACH-000547,-0.124946716427
ACH-000548,-0.156014623817
ACH-000549,-0.104743571833
ACH-000550,-0.28647223118299997
ACH-000552,-0.18322506231199998
ACH-000556,-0.12166286049200001
ACH-000557,-0.0536600258782
ACH-000570,-0.136703515932
ACH-000571,-0.129541322676
ACH-000573,-0.113219289849
ACH-000576,-0.22736789848299999
ACH-000580,-0.366658269935
ACH-000584,-0.19292123098900002
ACH-000585,-0.24716146421500002
ACH-000588,-0.0908899649532
ACH-000589,-0.199570525797
ACH-000591,-0.146401745731
ACH-000593,-0.18798708421799998
ACH-000600,-0.10631750441
ACH-000601,-0.20962784005899998
ACH-000604,-0.33747579419699997
ACH-000605,-0.18896336568
ACH-000606,-0.170519416123
ACH-000608,-0.319942629429
ACH-000614,-0.41073529898
ACH-000616,-0.24378878829700001
ACH-000618,-0.220542029038
ACH-000619,-0.297122530542
ACH-000620,-0.33549608589499996
ACH-000621,-0.270144984096
ACH-000622,-0.0529726919015
ACH-000623,-0.321411431585
ACH-000624,-0.271656514835
ACH-000627,-0.187872832779
ACH-000630,-0.233692633028
ACH-000632,-0.259311832367
ACH-000633,-0.287282669278
ACH-000637,-0.0661776547295
ACH-000638,-0.444462320396
ACH-000646,-0.294805667175
ACH-000647,-0.238096695004
ACH-000648,-0.12759236482300002
ACH-000649,-0.28853940271699996
ACH-000651,-0.389058553452
ACH-000652,-0.24306484498599998
ACH-000653,-0.375188961192
ACH-000657,-0.174192221452
ACH-000658,-0.0878400333406
ACH-000661,-0.175294784127
ACH-000662,0.101770165638
ACH-000663,-0.24319063066799998
ACH-000665,-0.373624757991
ACH-000671,-0.193550033791
ACH-000673,-0.257917977343
ACH-000676,-0.32008988841200003
ACH-000677,-0.318970783086
ACH-000681,-0.11111494389900001
ACH-000682,-0.163109525118
ACH-000683,-0.127692338721
ACH-000684,-0.320821618356
ACH-000688,-0.291282335163
ACH-000693,-0.16574352105
ACH-000694,-0.17617462714999998
ACH-000695,-0.288790488711
ACH-000696,-0.350040434536
ACH-000697,0.0283670062977
ACH-000699,-0.305337962954
ACH-000701,-0.343888824752
ACH-000706,-0.125219799721
ACH-000711,-0.208478931778
ACH-000713,-0.221330385547
ACH-000714,-0.410520628204
ACH-000718,-0.156633624245
ACH-000720,-0.241853216215
ACH-000721,-0.025608399690400005
ACH-000724,0.05107966824580001
ACH-000725,0.0971079877593
ACH-000732,-0.12601806179000002
ACH-000734,-0.289385250258
ACH-000735,-0.315877613959
ACH-000736,-0.254401687614
ACH-000738,-0.304315983898
ACH-000746,-0.236144589505
ACH-000747,-0.37558005285499996
ACH-000748,-0.29703814212699997
ACH-000753,-0.273003059945
ACH-000756,-0.257617026387
ACH-000757,-0.346613194948
ACH-000758,-0.218435801605
ACH-000760,-0.07920948846669999
ACH-000763,-0.232155565855
ACH-000764,-0.15472522611099998
ACH-000765,-0.264185372436
ACH-000766,-0.244701272693
ACH-000767,-0.18793405129299998
ACH-000768,-0.248303863596
ACH-000769,-0.237201624069
ACH-000770,-0.116252538813
ACH-000771,-0.117187374351
ACH-000773,-0.10911377190400001
ACH-000776,-0.100843173837
ACH-000777,-0.193751376802
ACH-000778,0.08792416937139999
ACH-000781,-0.166712763676
ACH-000782,-0.10708252081399999
ACH-000783,-0.245935861171
ACH-000784,-0.161017604931
ACH-000785,-0.271119592523
ACH-000787,-0.301722968069
ACH-000788,-0.211980555343
ACH-000791,-0.110624188298
ACH-000792,-0.200102885927
ACH-000794,-0.160613524456
ACH-000796,-0.34429809211999995
ACH-000799,-0.429566944896
ACH-000800,-0.22102485739799999
ACH-000802,-0.161200044889
ACH-000804,-0.52068347091
ACH-000805,-0.208609302103
ACH-000809,-0.284795960418
ACH-000810,-0.243371169597
ACH-000811,-0.0813097527805
ACH-000817,-0.201643887065
ACH-000819,-0.28249036272
ACH-000820,0.0739511478752
ACH-000821,-0.205143850185
ACH-000822,-0.324672978226
ACH-000823,-0.344457656012
ACH-000824,-0.24114382403999998
ACH-000827,-0.226674556348
ACH-000829,-0.27237663192899997
ACH-000831,-0.244554212912
ACH-000832,-0.143837290349
ACH-000833,-0.367310865059
ACH-000834,-0.436506942735
ACH-000835,-0.11807707481799999
ACH-000836,-0.24266396567600002
ACH-000837,-0.12435846748500001
ACH-000838,-0.0953047515459
ACH-000839,-0.22094541818500002
ACH-000840,0.112150907792
ACH-000841,-0.17970397456
ACH-000843,0.006715145286300001
ACH-000846,-0.0973624937886
ACH-000847,0.036261311537000004
ACH-000848,-0.356844425104
ACH-000849,-0.173470133577
ACH-000851,-0.421113189444
ACH-000855,-0.0801089251045
ACH-000856,-0.259859627168
ACH-000858,-0.22816383596999998
ACH-000859,-0.07918510661770001
ACH-000861,-0.25343021108
ACH-000862,-0.27285503704999997
ACH-000865,-0.24653248310400003
ACH-000866,-0.227381378639
ACH-000867,-0.186412292086
ACH-000869,-0.133145102328
ACH-000872,-0.18436492012699998
ACH-000873,-0.33657971947400006
ACH-000876,-0.158390701408
ACH-000878,-0.412386201941
ACH-000880,-0.213705582292
ACH-000881,-0.142832043948
ACH-000882,-0.229839435663
ACH-000884,-0.105436159448
ACH-000885,-0.27748180355200003
ACH-000887,-0.261556994388
ACH-000888,-0.133650439229
ACH-000889,-0.260963347289
ACH-000890,-0.08073501182369999
ACH-000896,-0.211808845269
ACH-000898,-0.225753855283
ACH-000900,-0.40823264824199995
ACH-000901,-0.286704470372
ACH-000905,-0.125863950596
ACH-000906,-0.308145984252
ACH-000907,-0.12738651872600001
ACH-000910,-0.099633271648
ACH-000911,-0.246900852003
ACH-000912,-0.216494145673
ACH-000913,-0.184933265977
ACH-000915,-0.39183784135899996
ACH-000916,-0.09261149221540001
ACH-000917,-0.302791583849
ACH-000921,-0.441476968802
ACH-000924,-0.373338251708
ACH-000926,-0.166384507907
ACH-000928,-0.220155241789
ACH-000929,-0.0698967007293
ACH-000932,-0.19118160095199999
ACH-000935,-0.304897724488
ACH-000936,-0.260721996065
ACH-000937,-0.0320766169845
ACH-000938,-0.207518503408
ACH-000939,-0.147577886571
ACH-000941,-0.22969534575999997
ACH-000943,-0.32494831458900003
ACH-000946,-0.305363657881
ACH-000947,-0.275152462078
ACH-000948,-0.217410700718
ACH-000950,-0.298228616178
ACH-000953,-0.181309172613
ACH-000957,-0.402960595579
ACH-000958,-0.109903424724
ACH-000960,-0.0899947570556
ACH-000963,-0.185557371868
ACH-000968,-0.293920961229
ACH-000969,-0.288877864408
ACH-000973,-0.213318592214
ACH-000974,-0.25116504071400003
ACH-000975,-0.26545423851100003
ACH-000976,-0.302678710542
ACH-000978,-0.0691267416758
ACH-000980,-0.203664641554
ACH-000984,-0.37968154367
ACH-000986,-0.12227736046700001
ACH-000988,-0.0907672969208
ACH-000993,-0.033052635331599994
ACH-000994,-0.240039564639
ACH-000996,-0.257596343439
ACH-001001,-0.10994318494699999
ACH-001020,-0.16188009485899998
ACH-001028,-0.26380073175
ACH-001031,-0.161903219597
ACH-001038,-0.190574488824
ACH-001048,-0.15988350176
ACH-001050,-0.417692136462
ACH-001053,-0.289562417651
ACH-001054,-0.045506454798
ACH-001061,-0.269254361898
ACH-001067,-0.335241249944
ACH-001075,-0.40143247213600003
ACH-001096,-0.105428562574
ACH-001128,-0.20137780087
ACH-001134,-0.323619253196
ACH-001151,-0.349231403596
ACH-001163,-0.452816440752
ACH-001164,-0.0352995669479
ACH-001173,-0.316363109729
ACH-001183,-0.17181604485399998
ACH-001184,-0.0716310225943
ACH-001190,-0.185610366017
ACH-001192,0.10892309635099999
ACH-001193,-0.309403412135
ACH-001196,-0.194904321983
ACH-001197,-0.40306098172399996
ACH-001205,-0.123003096664
ACH-001211,-0.119889525217
ACH-001212,-0.165500917333
ACH-001228,-0.0854047663827
ACH-001232,-0.26026987572500004
ACH-001239,-0.173433114975
ACH-001274,-0.307557567746
ACH-001275,-0.0293925317546
ACH-001277,0.0356871986683
ACH-001278,0.149143735231
ACH-001280,-0.349940990254
ACH-001283,-0.416570400404
ACH-001289,-0.040284339451599996
ACH-001295,0.0599584064876
ACH-001300,-0.247922711347
ACH-001301,-0.164147026656
ACH-001302,-0.603084651696
ACH-001303,-0.233213933046
ACH-001306,-0.130222501732
ACH-001318,-0.315363009594
ACH-001322,-0.18215716719
ACH-001328,-0.142407677092
ACH-001332,-0.319048608921
ACH-001333,-0.231972685685
ACH-001336,-0.27675115878400003
ACH-001340,-0.09714898806660001
ACH-001346,-0.322494717157
ACH-001353,-0.031736997870099995
ACH-001354,0.23383282208700001
ACH-001367,-0.440694332772
ACH-001368,-0.198256613626
ACH-001374,-0.18088499447099998
ACH-001375,0.04246962334940001
ACH-001377,-0.309338883623
ACH-001380,-0.259500068747
ACH-001391,-0.607622361669
ACH-001407,-0.34174203468500003
ACH-001408,-0.041730998157
ACH-001413,-0.406810889103
ACH-001430,-0.175513593341
ACH-001431,-0.15387874619300002
ACH-001450,-0.0804967589534
ACH-001496,-0.232073508939
ACH-001500,-0.12795127719399998
ACH-001521,-0.00802735752287
ACH-001523,-0.284929496474
ACH-001532,-0.20030895320999997
ACH-001536,0.146752802024
ACH-001550,-0.268123407649
ACH-001552,-0.356895666342
ACH-001554,-0.21819518653900002
ACH-001645,-0.09357259255830001
ACH-001654,-0.45903081205300006
ACH-001715,-0.25355780823
ACH-001735,-0.0904162299185
ACH-001736,-0.20188375765500002
ACH-001737,-0.171785889873
ACH-001740,-0.407711424766
ACH-001745,-0.392973474063
ACH-001750,-0.226395379106
ACH-001765,-0.23034146241099998
ACH-001956,-0.213403472157
ACH-001957,-0.0941345283127
