,SPZ1 (84654)
ACH-000004,0.027181221721099998
ACH-000007,-0.24788484193500002
ACH-000009,0.025354354054299998
ACH-000011,-0.0542551795884
ACH-000012,-0.12103519816700001
ACH-000013,-0.07554556607419999
ACH-000014,-0.0964804270656
ACH-000015,-0.29159356408799997
ACH-000017,0.103089932497
ACH-000018,0.139063977832
ACH-000019,-0.120565905808
ACH-000021,-0.21381604908
ACH-000022,-0.115480756329
ACH-000025,-0.021852665370900002
ACH-000028,-0.177973172837
ACH-000030,-0.103805664883
ACH-000035,0.0857496915245
ACH-000036,0.09786872783569998
ACH-000037,-0.0036771534664299995
ACH-000039,-0.243660657144
ACH-000040,0.040043617693500004
ACH-000041,-0.0103782039564
ACH-000042,-0.052295734143400004
ACH-000045,0.0488682780392
ACH-000047,0.0048878242127
ACH-000052,-0.0820416211637
ACH-000053,-0.036561699592300004
ACH-000054,-0.042468369429199994
ACH-000055,0.11529656749299999
ACH-000060,-0.07590811834580001
ACH-000067,-0.0500819920094
ACH-000070,0.0076196440491
ACH-000075,-0.124385601636
ACH-000078,-0.0546636244881
ACH-000082,0.11097426894000001
ACH-000085,0.10095481784600001
ACH-000086,-0.106146615103
ACH-000087,-0.000330076931609
ACH-000092,-0.07335075310160001
ACH-000095,0.019086499198599997
ACH-000097,-0.191381803402
ACH-000098,-0.020305818591499998
ACH-000099,-3.77368751442e-05
ACH-000108,-0.08440492593969999
ACH-000113,-0.0525669316692
ACH-000115,0.155191363205
ACH-000116,-0.149811643887
ACH-000118,-0.140813214722
ACH-000120,-0.0356575280772
ACH-000123,-0.21663665493599998
ACH-000127,-0.0562055516185
ACH-000128,0.0303789603698
ACH-000132,-0.23970989424000003
ACH-000133,-0.0684478887868
ACH-000137,-0.13784129081
ACH-000138,-0.0478376380401
ACH-000142,0.107994415307
ACH-000143,-0.033159271167599993
ACH-000146,0.0365201561941
ACH-000148,-0.18605169916099998
ACH-000150,-0.0563658263126
ACH-000152,0.185898536799
ACH-000153,-0.262392601474
ACH-000159,-0.00791006469289
ACH-000160,-0.104706716739
ACH-000163,0.026690513914200003
ACH-000167,0.144726400217
ACH-000168,0.225983785373
ACH-000169,-0.017352798354
ACH-000178,0.0817123196494
ACH-000182,-0.26370935695500003
ACH-000183,-0.0371355965594
ACH-000188,-0.125102148536
ACH-000189,0.0725734412958
ACH-000190,-0.400118736627
ACH-000198,0.023129804534400004
ACH-000204,-0.21011962776
ACH-000206,0.101086473056
ACH-000207,-0.000277157466688
ACH-000211,-0.158909087961
ACH-000215,0.0333526389214
ACH-000221,-0.117395105698
ACH-000222,-0.239249331758
ACH-000223,0.00320341637177
ACH-000226,-0.0494673435296
ACH-000227,-0.0632409381651
ACH-000228,-0.20552905235
ACH-000231,-0.012742945047200001
ACH-000232,-0.012433430857299999
ACH-000233,7.5029782866e-05
ACH-000234,0.0203388939931
ACH-000235,-0.114981481549
ACH-000237,0.133345581917
ACH-000238,-0.010977768529900001
ACH-000243,-0.060003216407500004
ACH-000244,-0.296833671851
ACH-000246,-0.039935207710199996
ACH-000248,0.0850486849468
ACH-000250,0.026627681151299997
ACH-000251,0.1367729611
ACH-000253,0.0541237300782
ACH-000255,-0.193234753958
ACH-000256,-0.0900818243011
ACH-000257,-0.347231637962
ACH-000258,-0.12840546840999997
ACH-000259,-0.00443884773803
ACH-000260,-0.104304503147
ACH-000261,-0.121369687881
ACH-000262,-0.047785534824099994
ACH-000263,0.276709538514
ACH-000264,0.115224929854
ACH-000265,-0.0630136276551
ACH-000266,-0.05020280862430001
ACH-000272,0.024429771758500002
ACH-000273,0.0308000176272
ACH-000274,-0.10000002688100001
ACH-000277,0.111817193148
ACH-000278,-0.017348048414300002
ACH-000279,-0.045091735090500004
ACH-000280,-0.129657823664
ACH-000281,-0.18100039825599998
ACH-000288,0.0649703963366
ACH-000291,0.0068837431852
ACH-000293,-0.050269105848000005
ACH-000294,-0.10752694726199999
ACH-000295,-0.12224637818299999
ACH-000296,-0.258734505486
ACH-000302,-0.0688050893282
ACH-000304,0.119425806786
ACH-000307,0.11790639775
ACH-000308,-0.08257485335239999
ACH-000310,-0.255788811206
