,PREPL (9581)
ACH-000004,-0.11698197559399999
ACH-000007,-0.171170839129
ACH-000009,-0.0038796363903200004
ACH-000011,0.143270783267
ACH-000012,-0.0508917232211
ACH-000013,-0.124950418996
ACH-000014,-0.17606402338500002
ACH-000015,0.028928902971000002
ACH-000017,0.028937324244499997
ACH-000018,-0.157688972723
ACH-000019,-0.239647546785
ACH-000021,0.00372512163999
ACH-000022,-0.360267322703
ACH-000025,0.0157574157792
ACH-000028,-0.0770335153988
ACH-000030,-0.035711437683599995
ACH-000035,-0.211573833312
ACH-000036,-0.09228236909870001
ACH-000037,-0.268365284986
ACH-000039,0.03552981931330001
ACH-000040,-0.150181840724
ACH-000041,-0.0821877947129
ACH-000042,0.043429378604899996
ACH-000045,0.134515668203
ACH-000047,-0.0455694420431
ACH-000052,0.09334017552369998
ACH-000053,0.0845978814577
ACH-000054,0.006581581209990001
ACH-000055,0.156104361238
ACH-000060,0.0939124413181
ACH-000067,-0.0741273604569
ACH-000070,-0.27926966896899996
ACH-000075,-0.140626215847
ACH-000078,-0.0989760001905
ACH-000082,0.0232600306956
ACH-000085,0.291597282714
ACH-000086,-0.135829103247
ACH-000087,-0.0545909327607
ACH-000092,-0.183439266582
ACH-000095,-0.0254717218131
ACH-000097,-0.0758818005388
ACH-000098,-0.0916829029229
ACH-000099,-0.07373567740230001
ACH-000108,-0.034701618409400004
ACH-000113,-1.1549496990700001
ACH-000115,-0.0577505846194
ACH-000116,-0.10360916521400002
ACH-000118,0.0327967216607
ACH-000120,0.00755872128819
ACH-000123,-0.112359496904
ACH-000127,-0.0986772088962
ACH-000128,-0.00686766629863
ACH-000132,-0.23653848082899998
ACH-000133,0.0430454718429
ACH-000137,0.0211340134619
ACH-000138,0.0607023483902
ACH-000142,-0.170928431008
ACH-000143,-0.258979656793
ACH-000146,0.0155873441952
ACH-000148,-0.0877922218519
ACH-000150,0.110495623075
ACH-000152,0.0390756279442
ACH-000153,-0.12497267089299999
ACH-000159,0.00837647103397
ACH-000160,-0.136257076523
ACH-000163,0.28463252603
ACH-000167,-0.05071052947930001
ACH-000168,0.145797595477
ACH-000169,-0.0330773555755
ACH-000178,0.037060531832400004
ACH-000182,-0.0941214294802
ACH-000183,-0.098164592636
ACH-000188,0.0242402828963
ACH-000189,-0.188117781642
ACH-000190,-0.10913212454700001
