,FASLG (356)
ACH-000004,-0.0311889291568
ACH-000007,-0.0747077644288
ACH-000009,-0.244917859086
ACH-000011,-0.0876406161066
ACH-000012,-0.1407258802
ACH-000013,-0.150422564313
ACH-000014,-0.138752913857
ACH-000015,0.00740151074669
ACH-000017,-0.087894928735
ACH-000018,-0.182698878393
ACH-000019,-0.304372478524
ACH-000021,-0.0115849312362
ACH-000022,-0.08669696991689999
ACH-000025,-0.266696147556
ACH-000028,0.0416367104451
ACH-000030,-0.04676776906169999
ACH-000035,-0.127845991269
ACH-000036,-0.231492337335
ACH-000037,0.0148914104051
ACH-000039,-0.19838766383200002
ACH-000040,-0.239286390174
ACH-000041,-0.0567834278399
ACH-000042,0.0278903236711
ACH-000045,-0.0117855205911
ACH-000047,0.00883401129262
ACH-000052,-0.145784010924
ACH-000053,-0.04966826042380001
ACH-000054,-0.163573241663
ACH-000055,-0.0817023175009
ACH-000060,-0.0638110357315
ACH-000067,-0.00210689183915
ACH-000070,-0.157437549713
ACH-000075,-0.104869160191
ACH-000078,0.017840288351400002
ACH-000082,-0.24356342410700002
ACH-000085,0.032130967908400004
ACH-000086,-0.16257926973099998
ACH-000087,-0.24320952689
ACH-000092,-0.207748509412
ACH-000095,-0.0833505414713
ACH-000097,-0.142859609527
ACH-000098,-0.148734182882
ACH-000099,-0.153160815886
ACH-000108,-0.03934941675880001
ACH-000113,-0.19080044604000002
ACH-000115,-0.036879176759599994
ACH-000116,-0.157424316984
ACH-000118,-0.07236432770739999
ACH-000120,-0.227696041383
ACH-000123,-0.23703575018800002
ACH-000127,-0.0804728654598
ACH-000128,-0.10910830325200001
ACH-000132,-0.31057323668000003
ACH-000133,-0.0676073100138
ACH-000137,-0.17245166014899999
ACH-000138,-0.08262842185460001
ACH-000142,0.009709023333139999
ACH-000143,-0.36262395519900004
ACH-000146,0.0320798142253
ACH-000148,-0.23396095894699998
ACH-000150,-0.0456654655352
ACH-000152,-0.0394338470809
ACH-000153,0.045788302110400005
ACH-000159,-0.180526224138
ACH-000160,0.0907938172815
ACH-000163,-0.23893209785300001
ACH-000167,-0.277867984886
ACH-000168,-0.0984561282757
ACH-000169,-0.07490577111310001
ACH-000178,-0.0605969235277
ACH-000182,-0.0255855925872
ACH-000183,0.00608479036772
ACH-000188,-0.0487429531305
ACH-000189,-0.272265342144
ACH-000190,-0.032956671200799995
ACH-000198,-0.056877519562599996
ACH-000204,-0.29412474050500004
ACH-000206,-0.38149149141099997
ACH-000207,-0.0967826756241
ACH-000211,-0.201583988799
ACH-000215,-0.23371662964099998
ACH-000221,-0.040654771565099994
ACH-000222,-0.144337236332
ACH-000223,-0.23297347120700002
ACH-000226,-0.033884685966
ACH-000227,-0.39127423235799996
ACH-000228,-0.135743390928
ACH-000231,-0.238175643181
ACH-000232,-0.0732774630693
ACH-000233,-0.0646417027408
ACH-000234,-0.199987438655
ACH-000235,-0.0793119895498
ACH-000237,-0.040788526399
ACH-000238,-0.049214908519000004
ACH-000243,-0.0853897957942
ACH-000244,-0.232942140114
ACH-000246,-0.19793943045600002
ACH-000248,-0.0595446927606
ACH-000250,-0.19145287203400002
ACH-000251,0.09635275066019999
ACH-000253,-0.16970082985999999
ACH-000255,-0.253218486875
ACH-000256,-0.15442389677100002
ACH-000257,-0.10673806390799999
ACH-000258,0.09271369599689999
ACH-000259,-0.0861562434024
ACH-000260,-0.0745281381202
ACH-000261,-0.0950159285952
ACH-000262,-0.046442596015200004
ACH-000263,-0.351220556342
ACH-000264,-0.198895097838
ACH-000265,0.0693729467913
ACH-000266,-0.0647304176124
ACH-000272,-0.038365103116099995
ACH-000273,-0.415801700703
ACH-000274,-0.275278528828
ACH-000277,-0.209118104483
ACH-000278,0.118651989176
ACH-000279,-0.0909961451808
ACH-000280,-0.074143006533
ACH-000281,0.010595356294599999
ACH-000288,-0.11854847428
ACH-000291,-0.0928812244499
ACH-000293,0.17044505280799999
ACH-000294,-0.0633787412065
ACH-000295,-0.108849840318
ACH-000296,-0.195088711085
ACH-000302,-0.105800769463
ACH-000304,-0.09920431928639999
ACH-000307,-0.170113429232
ACH-000308,-0.119051866873
ACH-000310,-0.233586942138
ACH-000311,-0.145183436058
ACH-000312,-0.116753089897
ACH-000315,-0.236345461835
ACH-000316,-0.128665837767
ACH-000317,-0.284301787936
ACH-000318,-0.312456879179
ACH-000319,-0.0872741202045
ACH-000320,-0.145962720543
ACH-000322,-0.152795976493
ACH-000323,-0.0192758973788
ACH-000324,-0.0680680799124
ACH-000329,-0.145806153411
ACH-000330,-0.190035139916
ACH-000331,-0.174539291353
ACH-000332,-0.126287500872
ACH-000334,-0.0358746730895
ACH-000335,-0.18276618735
ACH-000336,0.0346584388551
ACH-000337,-0.039287660299100004
ACH-000339,-0.0199015172138
ACH-000341,-0.0222585068825
ACH-000348,-0.161666959784
ACH-000350,-0.197087176604
ACH-000352,-0.0695526677459
ACH-000356,-0.224752668399
ACH-000361,0.0755301865191
ACH-000362,-0.0982695880518
ACH-000363,-0.17364770309099997
ACH-000364,0.206476826417
ACH-000365,-0.145107259193
ACH-000366,-0.115124210767
ACH-000368,-0.0684890803669
ACH-000374,-0.0692078164299
ACH-000375,-0.17301335473299997
ACH-000376,-0.16147122716600001
ACH-000381,-0.313743486046
ACH-000383,-0.197147984855
ACH-000387,-0.140620201359
ACH-000389,0.0560185443351
ACH-000390,-0.106960577463
ACH-000393,-0.0411939952869
ACH-000395,-0.026313544934900002
ACH-000397,0.004354810200890001
ACH-000401,0.0552405496736
ACH-000402,-0.616198111568
ACH-000403,-0.06790427697700001
ACH-000404,-0.15463681102600002
ACH-000406,-0.113886993418
ACH-000407,-0.15984970095
ACH-000408,0.0683041444412
ACH-000410,-0.35284901828000004
ACH-000411,-0.07154543976819999
ACH-000414,-0.043100313148300005
ACH-000415,-0.141792320506
ACH-000416,-0.241073683653
ACH-000420,-0.221358525046
ACH-000421,-0.178597844038
