,TFAP2A (7020)
ACH-000004,0.111432982968
ACH-000007,0.212266455304
ACH-000009,0.247323947175
ACH-000011,-0.033557934019
ACH-000012,0.029640935053500003
ACH-000013,-0.004330072325
ACH-000014,0.0545725580646
ACH-000015,0.227648349308
ACH-000017,-0.364400237469
ACH-000018,0.014338430498799999
ACH-000019,-0.20772227620099998
ACH-000021,-0.127771442315
ACH-000022,0.0318931110181
ACH-000025,0.156625688821
ACH-000028,0.0597991614751
ACH-000030,-0.0584501401777
ACH-000035,0.165239950386
ACH-000036,0.162564098301
ACH-000037,0.137776953945
ACH-000039,0.0418219039135
ACH-000040,0.0959001669868
ACH-000041,0.00826655249094
ACH-000042,-0.032000753972700004
ACH-000045,0.11227762207999999
ACH-000047,-0.421282125534
ACH-000052,0.0531791618849
ACH-000053,0.111537573218
ACH-000054,0.249769537397
ACH-000055,-0.024485358753999997
ACH-000060,0.0449758016701
ACH-000067,0.260855614848
ACH-000070,0.0528610202049
ACH-000075,0.19005173346299997
ACH-000078,0.050787034440199996
ACH-000082,0.272176214639
ACH-000085,-0.097459161341
ACH-000086,0.131318677413
ACH-000087,0.381672374214
ACH-000092,-0.000316767581893
ACH-000095,0.005695490437520001
ACH-000097,0.0295041952771
ACH-000098,0.0733445410422
ACH-000099,0.19672894268399999
ACH-000108,0.0771071679337
ACH-000113,0.13630936287599998
ACH-000115,0.020349533391200002
ACH-000116,-0.019599356326
ACH-000118,0.0205832591711
ACH-000120,-0.337636018214
ACH-000123,0.161062142301
ACH-000127,0.11108329988
ACH-000128,0.0195468101958
ACH-000132,0.0473642684526
ACH-000133,0.18324006791499997
ACH-000137,0.085705306947
ACH-000138,0.0557952184238
ACH-000142,-0.104500822107
ACH-000143,0.0882820593516
ACH-000146,0.0210291068469
ACH-000148,0.191849752662
ACH-000150,-0.10993192457999999
ACH-000152,-0.0836201718536
ACH-000153,-0.155682030088
ACH-000159,0.0315608979816
ACH-000160,0.141364477838
ACH-000163,0.048085676424900005
ACH-000167,0.21243467068100003
ACH-000168,0.212657348631
ACH-000169,-0.11893600233400001
ACH-000178,0.112277104812
ACH-000182,0.0170212905637
ACH-000183,0.13848947874700002
ACH-000188,-0.0424151964922
ACH-000189,0.110373985544
ACH-000190,-0.0617423986931
ACH-000198,-0.0042045881152
ACH-000204,0.461346906518
ACH-000206,0.127952848813
ACH-000207,0.049485924578
ACH-000211,0.09773167974449999
ACH-000215,0.150489104045
ACH-000221,0.096476867694
ACH-000222,0.17703813415999997
ACH-000223,-0.262792244512
ACH-000226,-0.161268886882
ACH-000227,0.32867109433
ACH-000228,-0.0214408782101
ACH-000231,-0.0354559710299
ACH-000232,0.136472955797
ACH-000233,0.159366300928
ACH-000234,0.254208441607
ACH-000235,0.00888372851459
ACH-000237,-0.16915113120099998
ACH-000238,0.11118715758199998
ACH-000243,0.125105637662
ACH-000244,0.00038707772776
ACH-000246,0.143750180974
ACH-000248,0.004631343339239999
ACH-000250,0.08660544823010001
ACH-000251,-0.349577878513
ACH-000253,-0.09593782637779999
ACH-000255,0.058923197527300006
ACH-000256,0.264502944826
ACH-000257,0.167668087794
ACH-000258,0.335298106909
ACH-000259,0.09800418545350001
ACH-000260,0.159233951603
ACH-000261,0.048475739581199995
ACH-000262,0.13735228426899998
ACH-000263,0.25373234215
ACH-000264,0.15517271717199999
ACH-000265,-0.120476039691
ACH-000266,-0.0108268237488
ACH-000272,-0.029213079758799998
ACH-000273,0.13273907849199998
ACH-000274,-0.17553575233600002
ACH-000277,-1.03393842528
ACH-000278,-0.0175044084298
ACH-000279,0.175570743052
ACH-000280,-0.347306326508
ACH-000281,-0.00433977326854
ACH-000288,-0.21338868243099998
ACH-000291,0.0755771509595
ACH-000293,0.00705867436333
ACH-000294,0.190471147941
ACH-000295,0.113649027838
ACH-000296,-0.046958833264100004
