,RPL10A (4736)
ACH-000004,-1.314074854
ACH-000007,-1.7152575815900002
ACH-000009,-1.60609641583
ACH-000011,-1.87862036337
ACH-000012,-1.63085730368
ACH-000013,-1.65350972357
ACH-000014,-1.61067400114
ACH-000015,-1.39429485167
ACH-000017,-1.47870947747
ACH-000018,-1.4444354801
ACH-000019,-1.40816276396
ACH-000021,-1.40441533824
ACH-000022,-1.6859696761399998
ACH-000025,-1.3524086273700002
ACH-000028,-1.52710909957
ACH-000030,-1.7064064281600002
ACH-000035,-1.32801988113
ACH-000036,-1.80129050207
ACH-000037,-1.51040341098
ACH-000039,-1.64495993296
ACH-000040,-1.63689377334
ACH-000041,-1.7482682429400003
ACH-000042,-1.55578453475
ACH-000045,-1.6572144852000001
ACH-000047,-1.67175240644
ACH-000052,-1.5980260579199999
ACH-000053,-1.62084027618
ACH-000054,-1.7360707265200002
ACH-000055,-1.7321852099400001
ACH-000060,-1.59377764991
ACH-000067,-1.7077427140299999
ACH-000070,-1.80455855995
ACH-000075,-1.5628534671399998
ACH-000078,-1.6744970083000001
ACH-000082,-1.5975036133200002
ACH-000085,-1.8192691004400003
ACH-000086,-1.39044410619
ACH-000087,-1.22593961224
ACH-000092,-1.50076195872
ACH-000095,-1.7317762092900002
ACH-000097,-1.74306085007
ACH-000098,-1.70325812689
ACH-000099,-1.7348810756900002
ACH-000108,-1.68769191275
ACH-000113,-1.45693962466
ACH-000115,-1.92470661219
ACH-000116,-1.62220160074
ACH-000118,-1.5340572319299999
ACH-000120,-1.3814222932299998
ACH-000123,-1.9231985877200002
ACH-000127,-1.7115673517899999
ACH-000128,-1.64158430477
ACH-000132,-1.7821433370900002
ACH-000133,-1.67704798406
ACH-000137,-1.53505184674
ACH-000138,-1.7895650438599997
ACH-000142,-1.4856819571000002
ACH-000143,-1.2643928342
ACH-000146,-1.73236863107
ACH-000148,-1.66932082408
ACH-000150,-1.55197327933
ACH-000152,-1.46695127549
ACH-000153,-1.5723526749
ACH-000159,-1.66996079402
ACH-000160,-1.4607609718999999
ACH-000163,-1.69311123848
ACH-000167,-0.809085710264
ACH-000168,-1.7328183550999998
ACH-000169,-1.7411498109799999
ACH-000178,-1.6065007440299999
ACH-000182,-1.7994663410099998
ACH-000183,-1.7374231466900003
ACH-000188,-1.50500533411
ACH-000189,-1.5403724874200002
ACH-000190,-1.7533954505400002
ACH-000198,-1.6128001843700002
ACH-000204,-1.57882384097
ACH-000206,-1.7560381849700002
ACH-000207,-1.6180508347799998
ACH-000211,-1.49285990706
ACH-000215,-1.5983965068700001
ACH-000221,-1.69116675007
ACH-000222,-1.551977823
ACH-000223,-1.50409534293
ACH-000226,-1.4145739500799999
ACH-000227,-2.41807190465
ACH-000228,-1.5280584451199999
ACH-000231,-1.6748632590900001
ACH-000232,-1.6563914501399999
ACH-000233,-1.61397675184
ACH-000234,-2.10389501104
ACH-000235,-1.6095254911599999
ACH-000237,-1.5204136541600002
ACH-000238,-1.39364313541
ACH-000243,-1.46635046734
ACH-000244,-1.71333491696
ACH-000246,-1.7924075372
ACH-000248,-1.4941236119999999
ACH-000250,-1.81415726409
ACH-000251,-1.63984571666
ACH-000253,-1.92768954895
ACH-000255,-1.4749500590399998
ACH-000256,-1.9656663661400002
ACH-000257,-1.70486029022
ACH-000258,-1.4046453782799997
ACH-000259,-1.65311288123
ACH-000260,-1.61914552347
ACH-000261,-1.4494536650299998
ACH-000262,-1.37014274648
ACH-000263,-1.5733167632499998
ACH-000264,-1.46727672547
ACH-000265,-1.5954307974000002
ACH-000266,-1.5039244131600003
ACH-000272,-1.5184149099200002
ACH-000273,-1.6517528098299998
ACH-000274,-1.8194977635799998
ACH-000277,-1.5345309655200001
ACH-000278,-1.4190277555700002
ACH-000279,-1.35830997105
ACH-000280,-1.50423832266
ACH-000281,-1.47012040113
ACH-000288,-1.4318959067500001
ACH-000291,-1.74995031289
ACH-000293,-2.2993279357599996
ACH-000294,-1.8043679672599997
ACH-000295,-1.43267996595
ACH-000296,-1.33312560817
ACH-000302,-1.55679794211
ACH-000304,-2.03661700703
ACH-000307,-1.5799792950100002
ACH-000308,-1.6171482876899999
ACH-000310,-1.8320788290599999
ACH-000311,-1.38128105836
ACH-000312,-1.4879311643000002
ACH-000315,-1.6659617425
ACH-000316,-1.6026862539700002
ACH-000317,-1.4110464326899999
ACH-000318,-1.3036916089100001
ACH-000319,-1.5469297416999999
ACH-000320,-1.4430926349000002
ACH-000322,-1.6720669093
ACH-000323,-1.9334361261400002
ACH-000324,-1.67341230241
ACH-000329,-1.8608104019599998
ACH-000330,-1.12521343015
ACH-000331,-1.5062992894
ACH-000332,-1.7208587007099998
ACH-000334,-2.1546026739
ACH-000335,-1.3987677376899998
ACH-000336,-1.3926701813999998
ACH-000337,-1.26040113203
ACH-000339,-1.4694354764
ACH-000341,-2.48902968633
ACH-000348,-1.64552824347
ACH-000350,-1.8524394998299998
ACH-000352,-1.50172594679
ACH-000356,-1.45207887473
ACH-000361,-1.62838043183
ACH-000362,-1.5850483414899998
ACH-000363,-1.9240195130700002
ACH-000364,-1.48104880708
ACH-000365,-1.7162072112200002
ACH-000366,-1.7004917592700002
ACH-000368,-1.5946980564200002
ACH-000374,-1.3587531486700002
ACH-000375,-1.69574879274
ACH-000376,-1.64881939558
ACH-000381,-1.53444982442
ACH-000383,-1.72026855051
ACH-000387,-1.20015839142
ACH-000389,-1.5567151927899998
ACH-000390,-1.4390860649700001
ACH-000393,-1.68264069521
ACH-000395,-1.6727118856099998
ACH-000397,-1.53829735674
ACH-000401,-1.52665807437
ACH-000402,-1.25542233244
ACH-000403,-1.62966751725
ACH-000404,-1.62611382685
ACH-000406,-1.08668137151
ACH-000407,-1.5145598587600002
ACH-000408,-0.997626659262
ACH-000410,-1.4600176896500001
ACH-000411,-1.5304368048199999
ACH-000414,-1.8257396496400002
ACH-000415,-1.2945436358700002
ACH-000416,-1.40264061606
ACH-000420,-1.8675216495200002
ACH-000421,-1.6966946975400001
ACH-000424,-1.3386409915200002
ACH-000425,-1.5620713657700003
ACH-000426,-1.9185469163900002
ACH-000427,-1.77992047822
ACH-000433,-1.4661798953799998
ACH-000436,-1.7867675999900001
ACH-000444,-1.44475679184
ACH-000445,-1.38663935037
ACH-000448,-1.5685462494799998
ACH-000450,-1.819836948
ACH-000452,-1.66533771836
ACH-000454,-1.53727631349
ACH-000458,-1.68716470926
ACH-000459,-1.5990648844
ACH-000460,-1.44176351657
ACH-000461,-1.74425562347
ACH-000463,-1.6936530638999998
ACH-000464,-1.50286613129
ACH-000466,-1.7307659497499999
ACH-000467,-1.5611284963499998
ACH-000468,-1.67207315823
ACH-000469,-1.63271669439
ACH-000470,-1.61175214839
ACH-000471,-1.49146946317
ACH-000472,-1.51465054756
ACH-000473,-1.5972690461
ACH-000475,-1.7211394289900002
ACH-000476,-1.59818001899
ACH-000477,-2.47684942989
ACH-000480,-1.22137475063
ACH-000481,-1.57482508221
ACH-000483,-1.0766919794499998
ACH-000484,-1.7337380181400002
ACH-000485,-1.72191478715
ACH-000486,-1.52814299081
ACH-000487,-1.6053485729299999
ACH-000488,-1.46770372105
ACH-000490,-1.7046054999899998
ACH-000491,-1.57505926632
ACH-000495,-1.70923741041
ACH-000496,-1.5086378252200001
ACH-000499,-1.42343888023
ACH-000500,-0.852994528883
ACH-000502,-1.5774833485100002
ACH-000503,-1.59056043745
ACH-000505,-1.53807360102
ACH-000507,-1.6614363005700001
ACH-000510,-1.68223078996
ACH-000511,-1.5587515002399999
ACH-000512,-1.6721128349799999
ACH-000516,-1.92213515903
ACH-000517,-1.7472476703
ACH-000518,-1.7594481274200002
ACH-000520,-1.7044263351499997
ACH-000521,-0.937588229453
ACH-000522,-1.6538038630399998
ACH-000524,-1.69630926617
ACH-000527,-1.30378370964
ACH-000528,-1.4550081637299999
ACH-000537,-1.6749762023299999
ACH-000541,-1.6356434943
ACH-000542,-1.69743357262
ACH-000544,-1.4902720485799998
ACH-000545,-1.6320204616499998
ACH-000547,-0.8317557447030001
ACH-000548,-1.41179899485
ACH-000549,-1.36072510419
ACH-000550,-1.81152744009
ACH-000552,-1.5394194631600002
ACH-000556,-1.87453145882
ACH-000557,-1.9597043560599998
ACH-000570,-1.71666086203
ACH-000571,-2.18432892777
ACH-000573,-1.48225900087
ACH-000576,-1.8276422955
ACH-000580,-1.5089085216100002
ACH-000584,-1.54357493722
ACH-000585,-1.21902558689
ACH-000588,-1.51129018574
ACH-000589,-1.45807065413
ACH-000591,-1.5187578055200002
ACH-000593,-1.4179006489300001
ACH-000600,-1.87804555568
ACH-000601,-1.55101467757
ACH-000604,-1.4800821415099998
ACH-000605,-1.59430472213
ACH-000606,-1.4936705012
ACH-000608,-1.94788901006
ACH-000614,-1.51046146634
ACH-000616,-1.7574656100900001
ACH-000618,-1.55978459488
ACH-000619,-1.58985116016
ACH-000620,-1.3610629873700002
ACH-000621,-1.9375270124500001
ACH-000622,-2.11347606531
ACH-000623,-1.78638569437
ACH-000624,-1.49487294316
ACH-000627,-1.4539060318500001
ACH-000630,-1.61654240081
ACH-000632,-1.5117483271399998
ACH-000633,-1.58076900755
ACH-000637,-1.5336524033899999
ACH-000638,-1.3571438383
ACH-000646,-2.2226782182599996
ACH-000647,-1.5134534886000002
ACH-000648,-1.9707264114099998
ACH-000649,-1.6903569294299998
ACH-000651,-1.55182719498
ACH-000652,-1.54810291472
ACH-000653,-1.66561128796
ACH-000657,-1.63454177023
ACH-000658,-1.68079756231
ACH-000661,-1.91432583535
ACH-000662,-1.83518615095
ACH-000663,-1.6610175488999999
ACH-000665,-1.68485611988
ACH-000671,-1.58395255083
ACH-000673,-1.4988407817899998
ACH-000676,-1.4631029613
ACH-000677,-2.01742601272
ACH-000681,-1.8349437350599997
ACH-000682,-1.51946760367
ACH-000683,-1.46507635947
ACH-000684,-1.47189846988
ACH-000688,-0.8552846047179999
ACH-000693,-1.50242707694
ACH-000694,-1.3233220692799998
ACH-000695,-1.5552118295100001
ACH-000696,-1.4138105058500001
ACH-000697,-1.44474084931
ACH-000699,-1.5601585628499999
ACH-000701,-1.57023583485
ACH-000706,-1.7475780111400003
ACH-000711,-1.57742687022
ACH-000713,-1.37863697593
ACH-000714,-1.7883416550799998
ACH-000718,-1.7530791083200001
ACH-000720,-1.51248683357
ACH-000721,-1.6094784943399998
ACH-000724,-2.0396975648
ACH-000725,-1.79504776943
ACH-000732,-1.2200261075
ACH-000734,-1.82296211909
ACH-000735,-1.4717120158399999
ACH-000736,-1.54054730257
ACH-000738,-1.68509487817
ACH-000746,-1.1911475732999999
ACH-000747,-1.4144160426899999
ACH-000748,-1.51464864931
ACH-000753,-1.5033094134
ACH-000756,-1.72251160521
ACH-000757,-1.42150953424
ACH-000758,-1.4215625332
ACH-000760,-1.7356081253400002
ACH-000763,-2.1676627436700002
ACH-000764,-1.38697988942
ACH-000765,-1.60064256951
ACH-000766,-1.52025493771
ACH-000767,-1.91747038318
ACH-000768,-1.25280395116
ACH-000769,-1.7957123372
ACH-000770,-1.82029586997
