,VWA8 (23078)
ACH-000004,-0.228720378104
ACH-000007,-0.056750830054
ACH-000009,-0.0860424579273
ACH-000011,-0.21235297854899998
ACH-000012,-0.10007175149700001
ACH-000013,-0.14262540194700002
ACH-000014,-0.42974052575599997
ACH-000015,-0.25664584753499997
ACH-000017,-0.0882788156848
ACH-000018,-0.371010499817
ACH-000019,-0.22510905233000003
ACH-000021,-0.126661970759
ACH-000022,-0.136470423024
ACH-000025,-0.259765481638
ACH-000028,-0.21806645043
ACH-000030,-0.16024732886600002
ACH-000035,-0.164895281764
ACH-000036,-0.21364722444899997
ACH-000037,-0.471037155481
ACH-000039,-0.16584594283600002
ACH-000040,-0.539572298947
ACH-000041,-0.273474814689
ACH-000042,-0.268790365198
ACH-000045,-0.048723976342699996
ACH-000047,-0.156241251737
ACH-000052,-0.13874442888
ACH-000053,-0.175316324983
ACH-000054,-0.44340825563
ACH-000055,-0.115459612516
ACH-000060,-0.509768321369
ACH-000067,-0.246177524786
ACH-000070,-0.286609720171
ACH-000075,-0.26595588655
ACH-000078,-0.20108384954999997
ACH-000082,-0.333842842015
ACH-000085,-0.24025146018399998
ACH-000086,-0.413078941202
ACH-000087,-0.513054418005
ACH-000092,-0.285221969581
ACH-000095,-0.22916154998799998
ACH-000097,-0.15391367921399998
ACH-000098,-0.28494529359299997
ACH-000099,-0.057964203704500006
ACH-000108,-0.13476499677200002
ACH-000113,-0.441625361466
ACH-000115,-0.06295275406340001
ACH-000116,-0.334621252792
ACH-000118,-0.201437888821
ACH-000120,-0.008459967186379999
ACH-000123,-0.31519124003000004
ACH-000127,-0.23669545863000002
ACH-000128,-0.610301031587
ACH-000132,-0.304722244808
ACH-000133,-0.317501156552
ACH-000137,-0.383805146563
ACH-000138,-0.0499376910183
ACH-000142,-0.264731769232
ACH-000143,-0.205486599732
ACH-000146,-0.182506244847
ACH-000148,-0.336534939962
ACH-000150,-0.337108188285
ACH-000152,-0.317343106395
ACH-000153,-0.18163539722600003
ACH-000159,-0.36923357692500003
ACH-000160,-0.109774443399
ACH-000163,-0.166481636917
ACH-000167,-0.556831934823
ACH-000168,-0.373945974261
ACH-000169,-0.240598798033
ACH-000178,-0.11404279926300001
ACH-000182,-0.215625585776
ACH-000183,-0.175637699532
ACH-000188,-0.255206858775
ACH-000189,-0.490100546921
ACH-000190,-0.244940870779
ACH-000198,-0.289802880918
ACH-000204,-0.262680295828
ACH-000206,-0.420700130698
ACH-000207,-0.19259625066799999
ACH-000211,-0.257948504444
ACH-000215,-0.331393093872
ACH-000221,-0.301916600987
ACH-000222,0.11797021861500001
ACH-000223,-0.193637307458
ACH-000226,-0.312490266284
ACH-000227,-0.12179257269200001
ACH-000228,-0.17564630103599999
ACH-000231,-0.275994346497
ACH-000232,-0.269845625335
ACH-000233,-0.158175504045
ACH-000234,-0.239418703274
ACH-000235,-0.139844372918
ACH-000237,-0.326917343248
ACH-000238,-0.515876924358
ACH-000243,-0.146028737544
ACH-000244,-0.506118431029
ACH-000246,-0.305666698515
ACH-000248,-0.0182485349405
ACH-000250,-0.39772020121699997
ACH-000251,-0.567638027107
ACH-000253,-0.131961117717
ACH-000255,-0.17232646534899998
ACH-000256,-0.17633641452399998
ACH-000257,-0.301007024718
ACH-000258,-0.49110418124099997
ACH-000259,-0.277787665525
ACH-000260,-0.320171200815
ACH-000261,-0.235228822072
ACH-000262,-0.507795143355
ACH-000263,-0.071953706383
ACH-000264,-0.287574324594
ACH-000265,-0.245946079282
ACH-000266,-0.09281902609369999
ACH-000272,-0.13723330209100001
ACH-000273,-0.278052694172
ACH-000274,-0.291583699098
ACH-000277,-0.07060959365160001
ACH-000278,-0.319668588247
ACH-000279,-0.268447205982
ACH-000280,-0.0801919424712
ACH-000281,-0.0653929393809
ACH-000288,-0.22888282988800002
ACH-000291,-0.336126849899
ACH-000293,-0.367245748734
ACH-000294,0.0239968460869
ACH-000295,0.054852311905899995
ACH-000296,-0.275818827889
ACH-000302,-0.197161676265
ACH-000304,-0.158416284159
ACH-000307,-0.10040224408399999
ACH-000308,-0.26446639574299996
ACH-000310,-0.316481268138
ACH-000311,0.0744735241624
ACH-000312,-0.010011612414
ACH-000315,-0.046830749678300004
ACH-000316,-0.314849482979
ACH-000317,-0.252119544967
ACH-000318,-0.244229589339
ACH-000319,0.0949517842514
ACH-000320,0.04818418995209999
ACH-000322,0.0694330389723
ACH-000323,-0.340967635663
ACH-000324,-0.315128331654
ACH-000329,-0.28472192056400003
ACH-000330,-0.15867890534600002
ACH-000331,-0.528361895485
ACH-000332,-0.31898262716200004
ACH-000334,-0.0784703587099
ACH-000335,-0.269715934894
ACH-000336,-0.22918129664200002
ACH-000337,-0.23087418146699998
ACH-000339,-0.0888075966547
ACH-000341,-0.357056111885
ACH-000348,-0.35694689179899997
ACH-000350,0.0351149172592
ACH-000352,-0.234971346359
ACH-000356,-0.042985538500300007
ACH-000361,-0.37540471472
ACH-000362,-0.140363416117
ACH-000363,-0.113659578932
ACH-000364,-0.23171273479600002
ACH-000365,-0.190220042168
ACH-000366,-0.14641230643300002
ACH-000368,-0.373282504683
ACH-000374,-0.37079807141800003
ACH-000375,-0.24366566196800002
ACH-000376,-0.24013938165100002
ACH-000381,-0.28390041535599997
ACH-000383,-0.34578771256499996
ACH-000387,-0.208341038516
ACH-000389,-0.456108821394
ACH-000390,-0.0937175462708
ACH-000393,-0.320083721551
ACH-000395,-0.41080048818000003
ACH-000397,-0.220345035926
ACH-000401,-0.5858873783590001
ACH-000402,-0.300233612158
ACH-000403,-0.252841046791
ACH-000404,-0.453192406167
ACH-000406,-0.12867796463300002
ACH-000407,-0.0964994251396
ACH-000408,-0.0561742000985
ACH-000410,-0.37014163562200003
ACH-000411,-0.248453778783
ACH-000414,-0.211918771437
ACH-000415,-0.425459240717
ACH-000416,-0.271159438528
ACH-000420,-0.23352841975299998
ACH-000421,-0.130692737975
ACH-000424,-0.252743321601
ACH-000425,-0.305507950112
ACH-000426,-0.08876948414489999
ACH-000427,-0.303187531688
ACH-000433,-0.143935134838
ACH-000436,-0.0345060884688
ACH-000444,-0.432444203418
ACH-000445,-0.132025185534
ACH-000448,-0.27931645739300004
ACH-000450,-0.154543683897
ACH-000452,-0.29375553032900004
ACH-000454,-0.164057848908
ACH-000458,-0.20004624431499998
ACH-000459,-0.36717535162
ACH-000460,-0.12758789219799999
ACH-000461,-0.297731892657
ACH-000463,-0.105050260156
ACH-000464,-0.384442141326
ACH-000466,-0.203409984899
ACH-000467,-0.125582841353
ACH-000468,-0.310734188447
ACH-000469,-0.328736560877
ACH-000470,-0.492217316949
ACH-000471,-0.304039273921
ACH-000472,-0.191780041435
ACH-000473,-0.22124538045400002
ACH-000475,-0.2948068766
ACH-000476,-0.352569011926
ACH-000477,-0.515253547567
ACH-000480,-0.0804021297799
ACH-000481,-0.477853820992
ACH-000483,-0.529399280468
ACH-000484,0.031172043354500002
ACH-000485,-0.233857241557
ACH-000486,-0.201685006403
ACH-000487,-0.228162318679
ACH-000488,-0.142648802737
ACH-000490,-0.17725510754700002
ACH-000491,-0.34157571545500004
ACH-000495,-0.323024625409
ACH-000496,-0.15835638747000003
ACH-000499,-0.298968090922
ACH-000500,-0.09276314591229999
ACH-000502,-0.107942899789
ACH-000503,-0.185702434597
ACH-000505,-0.229633806021
ACH-000507,-0.284061580762
ACH-000510,-0.183625219397
ACH-000511,-0.305085024287
ACH-000512,-0.203246647229
ACH-000516,-0.267891068706
ACH-000517,-0.373034409543
ACH-000518,-0.270786710121
ACH-000520,-0.27369734468199997
ACH-000521,0.147870252915
ACH-000522,-0.178061260286
ACH-000524,-0.35848100234200003
ACH-000527,-0.277593214014
ACH-000528,-0.260888884934
ACH-000537,-0.520055683811
ACH-000541,-0.486060355339
ACH-000542,-0.298054328122
ACH-000544,-0.217486881936
ACH-000545,-0.183737026695
ACH-000547,-0.382044112614
ACH-000548,-0.0911851338866
ACH-000549,-0.135738277934
ACH-000550,-0.34046733647
ACH-000552,-0.012344574872700001
ACH-000556,-0.345918967147
ACH-000557,-0.0198140597794
ACH-000570,-0.29595538160100004
ACH-000571,-0.19307922325899998
ACH-000573,-0.34078615823799996
ACH-000576,-0.353534635835
ACH-000580,-0.175850953609
ACH-000584,-0.147182654638
ACH-000585,-0.201235006157
ACH-000588,-0.315193849315
ACH-000589,-0.0231685872181
ACH-000591,-0.139416278135
ACH-000593,-0.142441958284
ACH-000600,-0.31172157869600003
ACH-000601,-0.148396046015
ACH-000604,-0.10141586750399999
ACH-000605,-0.34115032095200004
ACH-000606,-0.260393274086
ACH-000608,-0.23317023192699998
ACH-000614,-0.251006726244
ACH-000616,-0.236446308754
ACH-000618,-0.006767126481210001
ACH-000619,-0.145813200075
ACH-000620,-0.291229422452
ACH-000621,-0.17166704486499998
ACH-000622,-0.0579155295914
ACH-000623,-0.331256970863
ACH-000624,-0.15891249023
ACH-000627,-0.530883058122
ACH-000630,-0.179733699388
ACH-000632,-0.266057109979
ACH-000633,-0.330439682433
ACH-000637,-0.17203769820999998
ACH-000638,-0.0355113459766
ACH-000646,-0.277712744708
ACH-000647,-0.196756470856
ACH-000648,-0.18541114442200002
ACH-000649,-0.0481012981604
ACH-000651,-0.27256799701900003
ACH-000652,-0.156468155907
ACH-000653,-0.227243885779
ACH-000657,-0.157481868915
ACH-000658,0.033291653162
ACH-000661,-0.614422536902
ACH-000662,-0.354376949648
ACH-000663,-0.21740474612799998
ACH-000665,-0.277607990335
ACH-000671,-0.245647147727
ACH-000673,-0.270107894383
ACH-000676,-0.33359235696600004
ACH-000677,-0.174310737579
ACH-000681,-0.193751926454
ACH-000682,-0.19896685952999998
ACH-000683,-0.22130471075199998
ACH-000684,-0.34675394824100003
ACH-000688,-0.458039218213
ACH-000693,-0.283637116323
ACH-000694,-0.07434983640449999
ACH-000695,-0.595575443466
ACH-000696,-0.40742434427199997
ACH-000697,-0.37539831417900005
ACH-000699,-0.143772711312
ACH-000701,-0.429208532174
ACH-000706,-0.20126528275
ACH-000711,-0.1549372038
ACH-000713,-0.22494047267700001
ACH-000714,-0.27473608715500003
ACH-000718,-0.09338630277200001
ACH-000720,-0.140787042015
ACH-000721,-0.061509719361699994
ACH-000724,-0.413074429426
ACH-000725,0.0374091147747
ACH-000732,-0.35600370147
ACH-000734,-0.115406065406
ACH-000735,-0.382480907442
ACH-000736,-0.29992638567200003
ACH-000738,-0.111165012597
ACH-000746,0.0532833746567
ACH-000747,-0.218669301208
ACH-000748,-0.368162857052
ACH-000753,-0.247029445067
ACH-000756,0.0386680102557
ACH-000757,0.130946822501
ACH-000758,-0.298875206304
ACH-000760,-0.22515021892200002
ACH-000763,-0.24195161314
ACH-000764,-0.39451738003200004
ACH-000765,-0.192966900016
ACH-000766,-0.14015975968699998
ACH-000767,-0.09380999684360002
ACH-000768,-0.174687516863
ACH-000769,-0.40765969799199997
ACH-000770,-0.261483283493
ACH-000771,-0.180769063478
ACH-000773,-0.201030993977
ACH-000776,-0.408054523133
ACH-000777,-0.20961641499400002
ACH-000778,-0.43333396029
ACH-000781,-0.173129600695
ACH-000782,-0.393399093728
ACH-000783,-0.129052704528
ACH-000784,-0.266097772085
ACH-000785,-0.287678948374
ACH-000787,-0.105849554396
ACH-000788,-0.209261020704
ACH-000791,-0.29452444164999997
ACH-000792,-0.0495111395055
ACH-000794,-0.135478842706
ACH-000796,-0.251354963208
ACH-000799,0.00577217149527
ACH-000800,-0.619445906421
ACH-000802,-0.31713520144
ACH-000804,0.0506726331934
ACH-000805,-0.25741089575
ACH-000809,-0.293474508426
ACH-000810,-0.27379346749600003
ACH-000811,-0.361529702469
ACH-000817,-0.227952555303
ACH-000819,-0.372467306469
ACH-000820,-0.517779255197
ACH-000821,-0.433392534101
ACH-000822,-0.214221028884
ACH-000823,-0.20630837225
ACH-000824,-0.218646015494
ACH-000827,-0.09347989585699999
ACH-000829,-0.254705580494
ACH-000831,-0.402712941361
ACH-000832,-0.40320749272399997
ACH-000833,-0.146495811342
ACH-000834,-0.0771119971304
ACH-000835,-0.162899469115
ACH-000836,-0.336321002255
ACH-000837,-0.08594632597999999
ACH-000838,-0.200298170911
ACH-000839,-0.330012642411
ACH-000840,-0.461229955722
ACH-000841,-0.167463323445
ACH-000843,-0.14947426277999998
ACH-000846,-0.022732338440200003
ACH-000847,-0.239825217077
ACH-000848,-0.14621696364700001
ACH-000849,-0.18942774732
ACH-000851,-0.214722706668
ACH-000855,-0.0210524595539
ACH-000856,-0.363284414395
ACH-000858,-0.143209768754
ACH-000859,-0.18774550764000003
ACH-000861,-0.294183553103
ACH-000862,-0.15415013749099998
ACH-000865,-0.318843773146
ACH-000866,-0.17018985793400002
ACH-000867,-0.23459551459000003
ACH-000869,-0.000286893749139
ACH-000872,-0.367908783517
ACH-000873,-0.175814688904
ACH-000876,-0.329264314098
ACH-000878,0.09367923520759999
ACH-000880,-0.493054046699
ACH-000881,-0.234858974109
ACH-000882,-0.037721228995900004
ACH-000884,-0.255068779197
ACH-000885,-0.219509418066
ACH-000887,-0.264919325951
ACH-000888,-0.31697630718
ACH-000889,-0.118559409752
ACH-000890,-0.27142059470400004
ACH-000896,-0.16233149337799999
ACH-000898,-0.257498163336
ACH-000900,0.114511614999
ACH-000901,-0.34031786497199995
ACH-000905,-0.43772706008199996
ACH-000906,-0.35383339686
ACH-000907,-0.34939495011200006
ACH-000910,-0.12642937199100002
ACH-000911,-0.256431392072
ACH-000912,-0.18704775443399999
