,UBE4B (10277)
ACH-000004,-0.19500750979400003
ACH-000007,-0.6533644368079999
ACH-000009,-0.417875638644
ACH-000011,-0.20668302638900002
ACH-000012,-0.517450594904
ACH-000013,-0.0921151204944
ACH-000014,-0.569899441327
ACH-000015,-0.42219332889899996
ACH-000017,-0.428800335924
ACH-000018,-0.276436482824
ACH-000019,-0.21722491707199998
ACH-000021,-0.454164716077
ACH-000022,-0.270138844188
ACH-000025,-0.528319917711
ACH-000028,-0.592856879241
ACH-000030,-0.247141564676
ACH-000035,-0.641908918702
ACH-000036,-0.320733126975
ACH-000037,-0.313795404353
ACH-000039,-0.700416990422
ACH-000040,-0.682884550432
ACH-000041,-0.141354063792
ACH-000042,-0.485062078216
ACH-000045,-0.322230597995
ACH-000047,-0.155771740264
ACH-000052,-0.5669576501129999
ACH-000053,-0.306711685201
ACH-000054,-0.44663226419
ACH-000055,-0.711076313301
ACH-000060,-0.39556262189900004
ACH-000067,-0.43298652149800004
ACH-000070,-0.509443194883
ACH-000075,-0.472983224255
ACH-000078,-0.135384884317
ACH-000082,-0.18182847521200002
ACH-000085,-0.0868400618906
ACH-000086,-0.775533465439
ACH-000087,-0.285545164351
ACH-000092,-0.511095765408
ACH-000095,-0.42355881430799996
ACH-000097,-0.189811929292
ACH-000098,-0.517944163051
ACH-000099,-0.332860264868
ACH-000108,-0.498386130929
ACH-000113,-0.44999538511500004
ACH-000115,-0.617346803826
ACH-000116,0.08864546243680001
ACH-000118,-0.45468163595100003
ACH-000120,-0.36219663482500003
ACH-000123,-0.818713508617
ACH-000127,-0.418964598447
ACH-000128,-0.8193483260609999
ACH-000132,-0.240191679548
ACH-000133,-0.335148850436
ACH-000137,-0.354656702927
ACH-000138,-0.555636063671
ACH-000142,-0.491632884089
ACH-000143,-0.37196370718000005
ACH-000146,-0.311446723317
ACH-000148,-0.622303044755
ACH-000150,-0.6534752188530001
ACH-000152,-0.38389861269599995
ACH-000153,-0.33404689214600003
ACH-000159,-0.37485568529799995
ACH-000160,-0.134956292416
ACH-000163,-0.183822639318
ACH-000167,-0.290803093356
ACH-000168,-0.669972642554
ACH-000169,-0.382692834692
ACH-000178,-0.515947547318
ACH-000182,-0.102457602947
ACH-000183,-0.592114688436
ACH-000188,-0.450060010722
ACH-000189,-0.420206877908
ACH-000190,-0.577305803962
ACH-000198,-0.596614607166
ACH-000204,-0.297868468033
ACH-000206,-0.355522730248
ACH-000207,-0.5111871464419999
ACH-000211,-0.455444481946
ACH-000215,-0.543996637447
ACH-000221,-0.514669114664
ACH-000222,-0.8247806912960001
ACH-000223,-0.382554898243
ACH-000226,-0.42202200782
ACH-000227,-0.337399920691
ACH-000228,-0.355820432345
ACH-000231,-0.484724742852
ACH-000232,-0.44773839613099997
ACH-000233,-0.8789628770460001
ACH-000234,-0.718710653169
ACH-000235,-0.435352315196
ACH-000237,-0.6986857460600001
ACH-000238,-0.543883887086
ACH-000243,-0.190336615777
ACH-000244,-0.113292764868
ACH-000246,-0.570388047619
