,C1QB (713)
ACH-000004,-0.0951229704741
ACH-000007,-0.08972131169739998
ACH-000009,-0.250709287783
ACH-000011,0.11714563160800001
ACH-000012,-0.20556695720100002
ACH-000013,-0.20421429890599999
ACH-000014,-0.148560040935
ACH-000015,-0.0383139259231
ACH-000017,-0.000883828308768
ACH-000018,-0.0473523850409
ACH-000019,0.0599412417919
ACH-000021,-0.06295770231980001
ACH-000022,0.0331324044978
ACH-000025,-0.288848403928
ACH-000028,-0.0760048522442
ACH-000030,-0.0174181045701
ACH-000035,-0.267803605978
ACH-000036,0.0700336598523
ACH-000037,-0.0635607834361
ACH-000039,-0.193133013725
ACH-000040,-0.259796829104
ACH-000041,-0.06860072006519999
ACH-000042,-0.04883309266869999
ACH-000045,-0.13591622361300001
ACH-000047,-0.222610545328
ACH-000052,0.022741995765
ACH-000053,-0.10749266376800001
ACH-000054,-0.0048659271550500005
ACH-000055,-0.168820231415
ACH-000060,0.044930443000699996
ACH-000067,-0.181368573689
ACH-000070,-0.039021346664
ACH-000075,-0.09131987013599999
ACH-000078,-0.09065706151620001
ACH-000082,-0.0691479991388
ACH-000085,-0.24239710650899998
ACH-000086,-0.213139697875
ACH-000087,-0.19037643234999999
ACH-000092,-0.148469391535
ACH-000095,0.022132437683099998
ACH-000097,-0.055667048809599995
ACH-000098,-0.043736343461800005
ACH-000099,-0.20315227267000002
ACH-000108,-0.11360165729699999
ACH-000113,-0.23626349446199998
ACH-000115,0.122927211885
ACH-000116,0.030217508719799998
ACH-000118,-0.139165736569
ACH-000120,-0.07989356879239999
ACH-000123,-0.0544602959011
ACH-000127,-0.0193080393317
ACH-000128,-0.17246024150400002
ACH-000132,0.0614859137495
ACH-000133,-0.09317994651239998
ACH-000137,-0.11013699110200001
ACH-000138,-0.163140584718
ACH-000142,-0.185222856935
ACH-000143,-1.09882200978e-05
ACH-000146,-0.046458941987699995
ACH-000148,-0.155171961309
ACH-000150,-0.19958947553599998
ACH-000152,-0.249934919178
ACH-000153,-0.351822453496
ACH-000159,-0.0999657457248
ACH-000160,-0.120529889487
ACH-000163,-0.00490113222507
ACH-000167,-0.0422272342239
ACH-000168,-0.127556102768
