,MKL1 (57591)
ACH-000004,-0.409061438875
ACH-000007,-0.428130732077
ACH-000009,-0.189346631305
ACH-000011,-0.163604581196
ACH-000012,-0.424586200268
ACH-000013,-0.396922094523
ACH-000014,-0.379876173564
ACH-000015,-0.37390742642999997
ACH-000017,-0.332793668166
ACH-000018,-0.457467474406
ACH-000019,-0.48029974990900004
ACH-000021,-0.294367215814
ACH-000022,-0.375416910295
ACH-000025,-0.43617689484800004
ACH-000028,-0.351142868231
ACH-000030,-0.272665940749
ACH-000035,-0.217147459915
ACH-000036,-0.263539239856
ACH-000037,-0.19667899785999998
ACH-000039,-0.09643701228019999
ACH-000040,-0.249210897436
ACH-000041,-0.299484022039
ACH-000042,-0.39999187876599995
ACH-000045,-0.502125233932
ACH-000047,-0.341094510775
ACH-000052,-0.355633490014
ACH-000053,-0.224397822414
ACH-000054,-0.460618502174
ACH-000055,0.014432071379799998
ACH-000060,-0.435955554751
ACH-000067,-0.28113393618099997
ACH-000070,-0.294432563087
ACH-000075,-0.22852695054400002
ACH-000078,-0.294896129849
ACH-000082,0.0830127137908
ACH-000085,-0.220748701472
ACH-000086,-0.06774097956330001
ACH-000087,-0.366414454988
ACH-000092,-0.290952443489
ACH-000095,-0.256944070425
ACH-000097,-0.248501590316
ACH-000098,-0.38173201170000004
ACH-000099,-0.37897277697
ACH-000108,-0.124319353695
ACH-000113,-0.291033441088
ACH-000115,-0.499632826806
ACH-000116,-0.11421533186499999
ACH-000118,-0.23867222465500001
ACH-000120,-0.37714736239600005
ACH-000123,-0.514254609899
ACH-000127,-0.25889363249499997
ACH-000128,-0.318888552556
ACH-000132,-0.213513226941
ACH-000133,-0.34139133905999997
ACH-000137,-0.30456595766600003
ACH-000138,-0.17801009691300002
ACH-000142,-0.269863173113
ACH-000143,-0.552456201214
ACH-000146,-0.21163880189399997
ACH-000148,0.0113813230189
ACH-000150,-0.0555939984153
ACH-000152,-0.159770050517
ACH-000153,-0.17388836522700002
ACH-000159,-0.231342569849
ACH-000160,0.17987822068599998
ACH-000163,-0.5059000742549999
ACH-000167,0.150009846398
ACH-000168,-0.44095795096
ACH-000169,-0.32895947072
ACH-000178,-0.22616505836999998
ACH-000182,-0.186178810406
ACH-000183,-0.197782099188
ACH-000188,-0.19292506349599997
ACH-000189,-0.12529381672599998
ACH-000190,0.14982749964000003
ACH-000198,-0.279355775733
ACH-000204,-0.469393111358
ACH-000206,-0.426026126075
ACH-000207,-0.0659437450554
ACH-000211,-0.22661664135
ACH-000215,-0.229782379857
ACH-000221,-0.282037757965
ACH-000222,-0.050938707798
ACH-000223,-0.266616496685
ACH-000226,-0.18136214320900002
ACH-000227,-0.18911155718699998
ACH-000228,-0.360853045102
ACH-000231,-0.453064975989
ACH-000232,-0.273626913543
ACH-000233,-0.30078452309099996
ACH-000234,-0.269907695735
ACH-000235,-0.156841098829
ACH-000237,-0.296319482181
ACH-000238,-0.0890062229314
ACH-000243,-0.24674533318599998
ACH-000244,-0.12393475947
ACH-000246,-0.12775845199400002
ACH-000248,-0.154059366108
ACH-000250,-0.21757750594900002
ACH-000251,-0.206473047045
ACH-000253,-0.370786514015
ACH-000255,-0.356342284033
ACH-000256,-0.623142151343
ACH-000257,-0.268040325596
ACH-000258,-0.36569814908500003
ACH-000259,-0.256362594559
ACH-000260,-0.243668557414
ACH-000261,-0.21598022095
ACH-000262,-0.38908990679899996
ACH-000263,-0.494909533684
ACH-000264,-0.442186573094
ACH-000265,-0.257253354579
ACH-000266,-0.3163271232
ACH-000272,-0.240891231188
ACH-000273,-0.26233230901099996
ACH-000274,-0.26840238468899996
ACH-000277,-0.236469195182
ACH-000278,-0.26291057436099996
ACH-000279,-0.434090873141
ACH-000280,-0.1966957728
ACH-000281,-0.26742498586999996
ACH-000288,-0.194458509943
ACH-000291,-0.376379849192
ACH-000293,-0.470794635467
ACH-000294,-0.381882968035
ACH-000295,-0.447510689964
ACH-000296,-0.216846116059
ACH-000302,-0.366885633061
ACH-000304,-0.239783881214
ACH-000307,-0.196891296279
ACH-000308,-0.231880932855
ACH-000310,-0.33666477928599997
ACH-000311,-0.07997003953
ACH-000312,-0.138382604085
ACH-000315,-0.345195321436
ACH-000316,-0.323160735657
ACH-000317,-0.108131029759
ACH-000318,-0.179927596316
ACH-000319,-0.475825943874
ACH-000320,-0.0195985482305
ACH-000322,-0.256485351618
ACH-000323,-0.336064759093
ACH-000324,-0.23924230878199998
ACH-000329,-0.143484495022
ACH-000330,-0.225682885933
ACH-000331,-0.0981696419213
ACH-000332,-0.243695369037
ACH-000334,-0.0696115262718
ACH-000335,-0.264360772014
ACH-000336,-0.277014529286
ACH-000337,-0.0649634158434
ACH-000339,-0.220942404368
ACH-000341,-0.0634828566005
ACH-000348,-0.439208154834
ACH-000350,-0.23965792719700002
ACH-000352,-0.296787341436
ACH-000356,-0.36289406566
ACH-000361,-0.5225620630969999
ACH-000362,-0.653845045428
ACH-000363,-0.0320299454757
ACH-000364,-0.32717512900400003
ACH-000365,-0.22267114390700002
ACH-000366,-0.15997666685200002
ACH-000368,-0.354593082464
ACH-000374,-0.0293722017776
ACH-000375,-0.274174462729
ACH-000376,-0.10137455424599999
ACH-000381,-0.15627722969799998
ACH-000383,-0.268184581884
ACH-000387,-0.53317598123
ACH-000389,-0.224246207313
ACH-000390,-0.451540914309
