,PDGFC (56034)
ACH-000004,0.252605092408
ACH-000007,0.32610323813000003
ACH-000009,-0.09569024456860001
ACH-000011,-0.07268080931780001
ACH-000012,0.143743442589
ACH-000013,0.025152323779099997
ACH-000014,0.07919644455310001
ACH-000015,-0.0356847747811
ACH-000017,-0.05343781542190001
ACH-000018,0.18506302035
ACH-000019,-0.0135440160673
ACH-000021,-0.0316956305789
ACH-000022,0.14864338172900002
ACH-000025,0.11311394890999998
ACH-000028,0.122140697551
ACH-000030,0.0865222128858
ACH-000035,-0.015432031322999999
ACH-000036,0.0660237689399
ACH-000037,0.23029793210299998
ACH-000039,-0.222096635067
ACH-000040,0.13354038965999998
ACH-000041,-0.245733107492
ACH-000042,-0.0647406840173
ACH-000045,-0.021093039037
ACH-000047,0.24706591180799997
ACH-000052,0.0260472794206
ACH-000053,-0.009487484789969998
ACH-000054,0.161724300908
ACH-000055,0.14976284983
ACH-000060,-0.0847171291946
ACH-000067,0.0260462985402
ACH-000070,-0.01244666997
ACH-000075,0.18028478549000002
ACH-000078,-0.142622923106
ACH-000082,0.0819537547873
ACH-000085,0.272594070396
ACH-000086,0.141876366479
ACH-000087,0.158141729048
ACH-000092,0.010567938915899999
ACH-000095,-0.0395848534815
ACH-000097,0.0189063548676
ACH-000098,0.103636937852
ACH-000099,0.114162784411
ACH-000108,0.06467888196690001
ACH-000113,0.09440560010309999
ACH-000115,-0.0669815824722
ACH-000116,-0.0220724705465
ACH-000118,0.00409843535299
ACH-000120,0.09203655222660001
ACH-000123,0.0183442233265
ACH-000127,0.140271333146
ACH-000128,0.183605129015
ACH-000132,0.16909342807
ACH-000133,-0.031129032607800002
ACH-000137,0.17713798056699998
ACH-000138,0.00858454308181
ACH-000142,-0.00622155384849
ACH-000143,0.23035575727899998
ACH-000146,-0.063400982308
ACH-000148,0.207710695629
ACH-000150,0.11038355908299999
ACH-000152,0.16935634747699999
ACH-000153,0.0601642955468
ACH-000159,0.0454167401735
ACH-000160,-0.045469879398800005
ACH-000163,0.00575252347452
ACH-000167,-0.012906781053
ACH-000168,0.0491946680722
ACH-000169,-0.0582897662211
ACH-000178,0.14337410278100002
ACH-000182,0.0679035490507
ACH-000183,0.161960491423
ACH-000188,0.0863607731249
ACH-000189,0.04365274125680001
ACH-000190,0.148265134395
ACH-000198,0.0885144326969
ACH-000204,0.137697535428
ACH-000206,0.0704980605163
ACH-000207,-0.046529485904199995
ACH-000211,0.14408084206900001
ACH-000215,0.11101102636700001
ACH-000221,0.09308278741800001
ACH-000222,-0.287012049856
ACH-000223,0.0626034618665
ACH-000226,-0.055609833544199995
ACH-000227,-0.060399158781
ACH-000228,0.021007195759799997
ACH-000231,0.057763148175699996
ACH-000232,0.0715731604778
ACH-000233,0.248990542958
ACH-000234,-0.20745803037000002
ACH-000235,-0.0814536241619
ACH-000237,0.0776270987573
ACH-000238,0.11949843377800001
ACH-000243,-0.11103662629899999
ACH-000244,0.32132857995
ACH-000246,-0.006475440282729999
ACH-000248,-0.080709136725
ACH-000250,0.0368774991264
ACH-000251,-0.177635978238
ACH-000253,0.00122970771344
ACH-000255,0.157995894354
ACH-000256,-0.0012627780229
ACH-000257,-0.0933695918722
ACH-000258,-0.278209249111
ACH-000259,-0.0203728439864
ACH-000260,0.0124511909599
ACH-000261,0.0583627757841
ACH-000262,0.177108387883
ACH-000263,0.109056470147
ACH-000264,0.126382092293
ACH-000265,-0.0612870727634
ACH-000266,-0.068102093548
ACH-000272,0.039326168432400006
ACH-000273,0.0237815492454
ACH-000274,0.12263881837099999
ACH-000277,0.18311170659899997
ACH-000278,0.0247903256186
ACH-000279,0.028061373530999998
ACH-000280,0.153136200024
ACH-000281,-0.227787525838
ACH-000288,0.013706178546500001
ACH-000291,0.0446393360042
ACH-000293,0.230953265726
ACH-000294,0.124799603414
ACH-000295,0.278679403057
ACH-000296,-0.264708242823
ACH-000302,0.147033667606
ACH-000304,-0.0292288688853
ACH-000307,0.0987816423635
ACH-000308,0.049142277949199994
ACH-000310,-0.46285279374300003
ACH-000311,-0.220502987093
ACH-000312,-0.041214908208
ACH-000315,0.47072586685199996
ACH-000316,0.0772492199526
ACH-000317,0.308898108158
ACH-000318,-0.0506379049938
ACH-000319,-0.027743478454999998
ACH-000320,-0.256683448873
ACH-000322,0.00155130683085
ACH-000323,-0.011383943877900001
ACH-000324,0.00456267062034
ACH-000329,-0.00252499671698
