,AKAP8L (26993)
ACH-000556,-0.214157044588
ACH-000557,-0.052685245007199996
ACH-000570,-0.285328608186
ACH-000571,-0.163987433933
ACH-000573,-0.0017158051246500001
ACH-000576,-0.233940231805
ACH-000580,-0.129998701382
ACH-000584,-0.020609609831400002
ACH-000585,-0.185865210073
ACH-000588,-0.011775223997299999
ACH-000589,-0.236387499228
ACH-000591,-0.289820226399
ACH-000593,-0.300775460133
ACH-000600,-0.145076245139
ACH-000601,-0.202309790447
ACH-000604,-0.0571703715002
ACH-000605,-0.10645341049200001
ACH-000606,-0.243524671948
ACH-000608,-0.115897670345
ACH-000614,0.131934312907
ACH-000616,-0.11210053874000002
ACH-000618,-0.138742572697
ACH-000619,-0.10855797582999999
ACH-000620,-0.203534293241
ACH-000621,-0.201161060381
ACH-000622,-0.0567492443575
ACH-000623,-0.149658178931
ACH-000624,-0.0414229606036
ACH-000627,-0.12437524972000001
ACH-000630,-0.07204108397539999
ACH-000632,-0.034829449556900004
ACH-000633,-0.10129395280400001
ACH-000637,-0.33561039925499997
ACH-000638,-0.456093070486
ACH-000646,-0.424289510497
ACH-000647,-0.107651631502
ACH-000648,0.102439443783
ACH-000649,-0.125039897745
ACH-000651,-0.0998085468874
ACH-000652,-0.15110532705600002
ACH-000653,-0.128518550727
ACH-000657,-0.22614528008600002
ACH-000658,-0.08834897181060002
ACH-000661,-0.130807997069
ACH-000662,-0.283831522691
ACH-000663,-0.26947353285
ACH-000665,-0.416359242646
ACH-000671,-0.144297496125
ACH-000673,-0.0930572291512
ACH-000676,-0.12027835111400001
ACH-000677,-0.0390168546336
ACH-000681,-0.160254900688
ACH-000682,-0.22714725069800001
ACH-000683,-0.280012234066
ACH-000684,-0.0522695526853
ACH-000688,-0.14745703499600002
ACH-000693,-0.200779409331
ACH-000694,-0.086631489024
ACH-000695,-0.121915316765
ACH-000696,-0.116632020745
ACH-000697,0.0815203051395
ACH-000699,-0.127214562012
ACH-000701,-0.124708044905
ACH-000706,-0.247439658067
ACH-000711,-0.109876417879
ACH-000713,-0.166160945138
ACH-000714,-0.364336593239
ACH-000718,-0.08191132189610001
ACH-000720,-0.167069084888
ACH-000721,-0.26194552379999997
ACH-000724,-0.42218973889899997
ACH-000725,-0.0797085390451
ACH-000732,-0.211729007164
ACH-000734,-0.206996382428
ACH-000735,-0.0339267166244
ACH-000736,-0.26352513358699997
ACH-000738,-0.28964642536999996
ACH-000746,-0.241662778014
ACH-000747,-0.208993985024
ACH-000748,-0.00886311405216
ACH-000753,-0.169436684575
ACH-000756,-0.258642786628
ACH-000757,-0.23326028674899998
ACH-000758,-0.159971180175
ACH-000760,-0.17511238168200002
ACH-000763,0.10821408469699999
ACH-000764,-0.303980535783
ACH-000765,-0.0228762202475
ACH-000766,-0.160305463546
ACH-000767,-0.20973720632800003
ACH-000768,-0.291463722537
ACH-000769,-0.156848668733
ACH-000770,-0.09604374925480001
ACH-000771,-0.137473406521
ACH-000773,0.005997079288069999
ACH-000776,-0.153715724282
ACH-000777,-0.286302567595
ACH-000778,-0.131414579319
ACH-000781,-0.217371991732
ACH-000782,-0.238736088165
ACH-000783,-0.11932455656400001
ACH-000784,-0.0735477610514
ACH-000785,-0.12996602203
ACH-000787,-0.0360772185629
ACH-000788,-0.196571651342
ACH-000791,-0.0376898187689
ACH-000792,-0.339870992822
ACH-000794,-0.232751246947
ACH-000796,-0.0333429422271
ACH-000799,-0.14362235913899998
ACH-000800,-0.0523846453202
ACH-000802,-0.16817063441799998
ACH-000804,-0.06439571643519999
ACH-000805,-0.22172799993700001
ACH-000809,-0.09978298808630001
ACH-000810,-0.0550714012622
ACH-000811,-0.198686906049
ACH-000817,-0.277624744482
ACH-000819,-0.305100698308
ACH-000820,-0.0127568408268
ACH-000821,0.0307239028005
ACH-000822,-0.197360097608
ACH-000823,-0.30050703833799997
ACH-000824,-0.143983564204
ACH-000827,-0.105256545315
ACH-000829,-0.10369253715700001
ACH-000831,-0.40307446197499996
ACH-000832,-0.37453488035
ACH-000833,-0.223477666171
ACH-000834,-0.116452264892
ACH-000835,-0.125952710503
ACH-000836,-0.12161572272
ACH-000837,-0.180521756266
ACH-000838,0.0641552801448
ACH-000839,-0.234054575315
ACH-000840,-0.10962218718399999
ACH-000841,-0.18617771405
ACH-000843,-0.334041192817
ACH-000846,-0.183089576989
ACH-000847,-0.15504899342
ACH-000848,-0.215982282375
ACH-000849,-0.10160822575999999
ACH-000851,-0.059501153783400006
ACH-000855,-0.25751379095
ACH-000856,0.0518732286022
ACH-000858,-0.159521033443
ACH-000859,0.00546361692227
ACH-000861,-0.16469655215
ACH-000862,-0.0485353975051
ACH-000865,-0.232315531822
ACH-000866,-0.104389015241
ACH-000867,-0.135889780596
ACH-000869,-0.21648514297200003
ACH-000872,-0.178997287778
ACH-000873,-0.45970916789899996
ACH-000876,-0.39761502206999993
ACH-000878,-0.271707996037
ACH-000880,0.0432416832013
ACH-000881,-0.189799512028
ACH-000882,-0.19828201542399998
ACH-000884,0.161016296447
ACH-000885,-0.14364144462200001
ACH-000887,-0.229999827918
ACH-000888,-0.113718043593
ACH-000889,-0.13660034218800002
ACH-000890,0.0102866636971
ACH-000896,-0.187403190819
ACH-000898,-0.0834645245351
ACH-000900,-0.14111602949899998
ACH-000901,0.0266456468567
ACH-000905,-0.160132866762
ACH-000906,-0.125874039909
ACH-000907,0.0561283636343
ACH-000910,-0.0193119195003
ACH-000911,-0.157524450813
ACH-000912,-0.08929288301239999
ACH-000913,0.0248388382347
ACH-000915,-0.13700426717
ACH-000916,-0.776508930857
ACH-000917,-0.084881944807
ACH-000921,-0.201168434214
ACH-000924,-0.07170077599439999
ACH-000926,-0.0355278292694
ACH-000928,0.004570059014810001
ACH-000929,-0.225812516598
ACH-000932,-0.12152521113399999
ACH-000935,0.142372826142
ACH-000936,-0.080754702542
ACH-000937,-0.118343125383
ACH-000938,-0.0205720483541
ACH-000939,-0.35069314694700005
ACH-000941,-0.282611181659
ACH-000943,-0.13156232026599998
ACH-000946,-0.194221142256
ACH-000947,-0.164450363066
ACH-000948,-0.197261305095
ACH-000950,-0.152343355109
ACH-000953,-0.23677559165999998
ACH-000957,0.0572093739956
ACH-000958,-0.140873624995
ACH-000960,-0.0598700595577
ACH-000963,0.015382835278700002
ACH-000968,-0.0911116782215
ACH-000969,-0.121623223091
ACH-000973,-0.0268024519414
ACH-000974,-0.181333767604
ACH-000975,-0.11216596277100001
ACH-000976,0.00491335452675
ACH-000978,-0.198791010861
ACH-000980,-0.247134849771
ACH-000984,-0.064546571262
ACH-000986,0.009241024290719999
ACH-000988,-0.136834089318
ACH-000993,-0.061729161929800005
ACH-000994,-0.301835719372
ACH-000996,0.101004607029
ACH-001001,-0.0653912661589
ACH-001020,-0.247757366966
ACH-001028,-0.340372263816
ACH-001031,-0.253990960625
ACH-001038,-0.175546920581
ACH-001048,-0.24602387193000003
ACH-001050,-0.107737558148
ACH-001053,-0.123002060931
ACH-001054,0.0200676749232
ACH-001061,-0.148057902729
ACH-001067,-0.139949211141
ACH-001075,-0.108223041138
ACH-001096,-0.365553538113
ACH-001128,0.341551532315
ACH-001134,-0.10343933877999999
ACH-001151,-0.127498871516
ACH-001163,0.0587601808215
ACH-001164,-0.285574838485
ACH-001173,-0.18234280120299998
ACH-001183,0.0551568093775
ACH-001184,-0.0621051320574
ACH-001190,-0.305794063942
ACH-001192,-0.19467309461500001
ACH-001193,-0.120222894659
ACH-001196,-0.299437461309
ACH-001197,-0.170636547637
ACH-001205,-0.0983308010787
ACH-001211,-0.43390116679499996
ACH-001212,-0.200940533767
ACH-001228,-0.147903783225
ACH-001232,-0.0164310136876
ACH-001239,-0.1612082434
ACH-001274,0.039165400999
ACH-001275,-0.252659777508
ACH-001277,-0.270782235454
ACH-001278,-0.21373810689300002
ACH-001280,-0.0615385526069
ACH-001283,-0.0431787383108
ACH-001289,-0.298117143396
ACH-001295,-0.177581504916
ACH-001300,-0.0986450622666
ACH-001301,-0.0836392534051
ACH-001302,0.220626708981
ACH-001303,-0.0392651749158
ACH-001306,-0.20011199524599999
ACH-001318,-0.296050754245
ACH-001322,-0.224610585403
ACH-001328,-0.146770942028
ACH-001332,-0.283888996209
ACH-001333,-0.20899381125500002
ACH-001336,-0.178092160066
ACH-001340,-0.470811452408
ACH-001346,-0.246879915375
ACH-001353,-0.313051222564
ACH-001354,-0.563144748133
ACH-001367,0.036856535150599994
ACH-001368,-0.229397722735
ACH-001374,-0.28705666367
ACH-001375,0.041399357984599996
ACH-001377,-0.256839826904
ACH-001380,-0.226288867388
ACH-001391,-0.07960871107360001
ACH-001407,-0.298646991483
ACH-001408,-0.20762872670200003
ACH-001413,-0.32025714213100004
ACH-001430,-0.0848873985246
ACH-001431,-0.102304197618
ACH-001450,0.0904502352186
ACH-001496,-0.21538213722199998
ACH-001500,-0.0224448334047
ACH-001521,-0.24628972518000003
ACH-001523,-0.329211680054
ACH-001532,-0.101312945589
ACH-001536,-0.193963680794
ACH-001550,-0.257046943219
ACH-001552,-0.188416392243
ACH-001554,-0.35944129884099996
ACH-001645,-0.0480314219444
ACH-001654,-0.193778643461
ACH-001715,-0.26396184255399996
ACH-001735,-0.124868816763
ACH-001736,-0.20080212164500003
ACH-001737,-0.41330574005000004
ACH-001740,-0.13424671681
ACH-001745,-0.17044841180700002
ACH-001750,-0.426993381214
ACH-001765,-0.160906067718
ACH-001956,-0.110865291096
ACH-001957,0.104334505331
