,EPRS (2058)
ACH-000331,-1.1622557411
ACH-000332,-1.18174000263
ACH-000334,-1.0507614490100001
ACH-000335,-0.9446364268240001
ACH-000336,-0.808944359125
ACH-000337,-1.1240041819
ACH-000339,-1.1619901648100002
ACH-000341,-1.80864115932
ACH-000348,-1.22289934115
ACH-000350,-1.07596024481
ACH-000352,-1.3292553655200001
ACH-000356,-1.4323971443599999
ACH-000361,-1.06406006638
ACH-000362,-1.12932674721
ACH-000363,-0.88491584002
ACH-000364,-0.990235245999
ACH-000365,-1.29475377232
ACH-000366,-1.28031685205
ACH-000368,-1.4138685354299998
ACH-000374,-0.9900216441700002
ACH-000375,-1.04411356749
ACH-000376,-1.3110498991500001
ACH-000381,-1.2257595888200001
ACH-000383,-1.2765573699700001
ACH-000387,-1.26084931277
ACH-000389,-1.10046449131
ACH-000390,-1.1189373562
ACH-000393,-1.3034791051299999
ACH-000395,-1.05332067198
ACH-000397,-1.00814736181
ACH-000401,-1.0259423291
ACH-000402,-1.37129040166
ACH-000403,-1.07423698017
ACH-000404,-0.9065179618510001
ACH-000406,-1.05384114301
ACH-000407,-1.24963826336
ACH-000408,-1.0363468152700002
ACH-000410,-1.3562931677399999
ACH-000411,-0.831637366956
ACH-000414,-0.998419705069
ACH-000415,-1.02247817558
ACH-000416,-1.1853119527200002
ACH-000420,-1.05600154956
ACH-000421,-0.966524472824
ACH-000424,-1.2976294649299998
ACH-000425,-1.10253701336
ACH-000426,-1.32133175387
ACH-000427,-1.3564882009299999
ACH-000433,-1.0124631953899998
ACH-000436,-1.1146311773200002
ACH-000444,-1.1724198963899999
ACH-000445,-1.16636593589
ACH-000448,-0.945518939889
ACH-000450,-0.961370470901
ACH-000452,-1.30470173376
ACH-000454,-0.9475534732940001
ACH-000458,-1.28122064315
ACH-000459,-0.465893937107
ACH-000460,-1.06782038999
ACH-000461,-1.2860329326100002
ACH-000463,-1.042462853
ACH-000464,-1.48011052079
ACH-000466,-1.3957523923800002
ACH-000467,-0.9672985378910001
ACH-000468,-1.3533883315900002
ACH-000469,-1.02014334134
ACH-000470,-1.2942957169299998
ACH-000471,-1.1412245056700001
ACH-000472,-1.20993742936
ACH-000473,-1.26768205485
ACH-000475,-1.1868921082100001
ACH-000476,-1.12694268665
ACH-000477,-1.1865005452200001
ACH-000480,-1.2097609402299998
ACH-000481,-1.3853021860499999
ACH-000483,-1.11428054309
ACH-000484,-1.6465761162600001
ACH-000485,-1.3308389972799999
ACH-000486,-1.23071042604
ACH-000487,-1.06583800551
ACH-000488,-1.05135113542
ACH-000490,-1.1402756797700002
ACH-000491,-1.3971548702399998
ACH-000495,-1.3690862287799999
ACH-000496,-1.07584962237
ACH-000499,-0.9778064294869999
ACH-000500,-1.26515639427
ACH-000502,-1.19310998004
ACH-000503,-1.06416200537
ACH-000505,-1.3924810570299997
ACH-000507,-1.29423176726
ACH-000510,-1.1686483636700002
ACH-000511,-1.10635184604
ACH-000512,-1.25190716186
ACH-000516,-1.35092053833
ACH-000517,-1.3117586752200001
ACH-000518,-1.23420445489
ACH-000520,-1.11468054976
ACH-000521,-0.9785843349240001
ACH-000522,-1.05732483229
ACH-000524,-1.08078667034
ACH-000527,-1.17040183675
ACH-000528,-0.894714368906
ACH-000537,-1.24267301579
ACH-000541,-0.850806489066
ACH-000542,-1.2451975230399999
ACH-000544,-0.904058239706
ACH-000545,-1.0548610995
ACH-000547,-1.2492563260299998
ACH-000548,-1.2582802445399999
ACH-000549,-1.27715324212
ACH-000550,-1.45803965235
ACH-000552,-1.00916878524
ACH-000556,-1.16312450775
ACH-000557,-1.22110559837
ACH-000570,-1.07340934369
ACH-000571,-1.34821952466
ACH-000573,-1.10684827208
ACH-000576,-0.7010355465800001
ACH-000580,-1.3396966531399999
ACH-000584,-1.24819480655
ACH-000585,-1.1085217692
ACH-000588,-1.51962035576
ACH-000589,-1.27997346502
ACH-000591,-1.1913334518799998
ACH-000593,-1.33145938782
ACH-000600,-1.59630463331
ACH-000601,-0.9817931135789999
ACH-000604,-1.15458811714
ACH-000605,-1.20197006868
ACH-000606,-1.15340311646
ACH-000608,-1.1174013768000002
ACH-000614,-1.43913106006
ACH-000616,-1.34430922027
ACH-000618,-1.04301194332
ACH-000619,-1.19960204677
ACH-000620,-1.2683271989
ACH-000621,-1.07512607368
ACH-000622,-1.07056029297
ACH-000623,-1.27939422366
ACH-000624,-0.978967053662
ACH-000627,-1.21549405067
ACH-000630,-1.17548220479
ACH-000632,-1.0920248593700002
ACH-000633,-1.17100827948
ACH-000637,-1.24835366468
ACH-000638,-1.18464817786
ACH-000646,-1.19349508892
ACH-000647,-1.1905163321799999
ACH-000648,-0.841529468976
ACH-000649,-1.21627366613
ACH-000651,-1.36304831658
ACH-000652,-1.2040238967399999
ACH-000653,-1.27430194901
ACH-000657,-1.0528399599200002
ACH-000658,-0.9906117791060001
ACH-000661,-1.17130609335
ACH-000662,-0.947016747385
ACH-000663,-1.11418884131
ACH-000665,-0.9527434884489999
ACH-000671,-1.1856751552200002
ACH-000673,-1.2383651520999999
ACH-000676,-1.33681690036
ACH-000677,-1.24261458732
ACH-000681,-1.25579828706
ACH-000682,-1.18076291712
ACH-000683,-1.25233952716
ACH-000684,-1.1531354989700002
ACH-000688,-1.23805354318
ACH-000693,-1.1758681659799999
ACH-000694,-1.1357730789700002
ACH-000695,-1.33952334819
ACH-000696,-1.16556300589
ACH-000697,-1.09840820391
ACH-000699,-1.02434110376
ACH-000701,-1.19739681985
ACH-000706,-1.08638514081
ACH-000711,-1.18350222051
ACH-000713,-1.29174694487
ACH-000714,-1.00804157307
ACH-000718,-1.26964882071
ACH-000720,-1.28629105325
ACH-000721,-1.1433348388
ACH-000724,-1.25530710268
ACH-000725,-0.845166908233
ACH-000732,-1.41933355444
ACH-000734,-1.2471553603799999
ACH-000735,-1.36972558137
ACH-000736,-0.9886280194470001
ACH-000738,-1.2601837226700001
ACH-000746,-1.3453481329799999
ACH-000747,-1.0213125714
ACH-000748,-1.31315770748
ACH-000753,-1.23723425487
ACH-000756,-1.1013023874099999
ACH-000757,-1.22924579089
ACH-000758,-1.06675906926
ACH-000760,-1.14138697109
ACH-000763,-0.821401975291
ACH-000764,-1.2433599392599999
ACH-000765,-1.3350572147600002
ACH-000766,-1.19232310896
ACH-000767,-1.52396971314
ACH-000768,-1.1919312868
ACH-000769,-1.2511726252600002
ACH-000770,-1.12854648229
ACH-000771,-1.3245621113
ACH-000773,-0.901676897507
ACH-000776,-0.976710417949
ACH-000777,-1.02932239318
ACH-000778,-1.1167663389799998
ACH-000781,-1.16599845445
ACH-000782,-1.27573320113
ACH-000783,-0.936007757733
ACH-000784,-1.3369341659
ACH-000785,-1.0318078587000001
ACH-000787,-1.5340890334900001
ACH-000788,-1.1393159933299999
ACH-000791,-1.25896321704
ACH-000792,-1.0390106131799999
ACH-000794,-0.9603361332700001
ACH-000796,-1.12043392669
ACH-000799,-1.23090438513
ACH-000800,-1.2971489167
ACH-000802,-1.01765951237
ACH-000804,-1.04007203448
ACH-000805,-1.15923755528
ACH-000809,-0.987622299577
ACH-000810,-0.8613077131200001
ACH-000811,-1.41917769572
ACH-000817,-1.0055554671200002
ACH-000819,-1.45740570254
ACH-000820,-1.27208843845
ACH-000821,-1.2185450344600002
ACH-000822,-1.6369009248500002
ACH-000823,-1.20600907216
ACH-000824,-1.10716694119
ACH-000827,-1.1487240698299999
ACH-000829,-1.30578217465
ACH-000831,-1.19850814373
ACH-000832,-1.23133696701
ACH-000833,-1.2733944614
ACH-000834,-1.08268426431
ACH-000835,-1.0072692323299999
ACH-000836,-1.2861056742499999
ACH-000837,-1.09685597275
ACH-000838,-1.39350319054
ACH-000839,-1.12919065931
ACH-000840,-1.4111849217399999
ACH-000841,-0.939439966728
ACH-000843,-1.1790104485500001
ACH-000846,-1.22214041141
ACH-000847,-1.0509178971700002
ACH-000848,-1.08479956693
ACH-000849,-1.1078763894900001
ACH-000851,-1.17398131641
ACH-000855,-0.717285948317
ACH-000856,-1.20131009052
ACH-000858,-1.14650496641
ACH-000859,-1.11390095447
ACH-000861,-1.37867652584
ACH-000862,-1.4803336647999998
ACH-000865,-1.36120920906
ACH-000866,-1.13872919671
ACH-000867,-1.44853779332
ACH-000869,-1.57736403654
ACH-000872,-1.00819544346
ACH-000873,-1.35715667871
ACH-000876,-0.875366591156
ACH-000878,-1.19764848904
ACH-000880,-1.11308566834
ACH-000881,-1.23935618216
ACH-000882,-1.06597253837
ACH-000884,-1.1546534038
ACH-000885,-1.25079665425
ACH-000887,-1.07015519393
ACH-000888,-1.1512758698
ACH-000889,-1.1757327968200002
ACH-000890,-1.47634821345
ACH-000896,-1.13405033986
ACH-000898,-1.21771972896
ACH-000900,-1.08608600002
ACH-000901,-1.164942352
ACH-000905,-1.05581148668
ACH-000906,-1.07429487558
ACH-000907,-0.9248319490620001
ACH-000910,-0.8452017848919999
ACH-000911,-1.09709127021
ACH-000912,-1.02046193706
ACH-000913,-1.05784659823
ACH-000915,-1.2600837144900001
ACH-000916,-1.03740557284
ACH-000917,-1.15390293244
ACH-000921,-1.26548928706
ACH-000924,-1.13452244381
ACH-000926,-1.4072664063
ACH-000928,-0.954215835659
ACH-000929,-1.3984062181099999
ACH-000932,-1.1388116956899998
ACH-000935,-0.771576509423
ACH-000936,-1.3690963027599998
ACH-000937,-1.2630510955299998
ACH-000938,-1.04690217048
ACH-000939,-1.11750114333
ACH-000941,-0.980092419914
ACH-000943,-1.07477154937
ACH-000946,-1.19086877567
ACH-000947,-0.8730863947849999
ACH-000948,-1.44141514731
ACH-000950,-1.51093396609
ACH-000953,-1.32021658462
ACH-000957,-0.945113010087
ACH-000958,-1.12137242826
ACH-000960,-1.19954291455
ACH-000963,-0.880445701401
ACH-000968,-1.18503965988
ACH-000969,-1.3105521467499999
ACH-000973,-1.3958815127700002
ACH-000974,-1.27015876325
ACH-000975,-1.4901163988100001
ACH-000976,-1.08880417134
ACH-000978,-1.18299231931
ACH-000980,-1.42786864475
ACH-000984,-1.29049786303
ACH-000986,-1.0929544464899998
ACH-000988,-1.36379560657
ACH-000993,-1.11893939063
ACH-000994,-1.19299466153
ACH-000996,-1.07393647172
ACH-001001,-1.26155121843
ACH-001020,-1.43939105372
ACH-001028,-1.14260870735
ACH-001031,-1.04036298987
ACH-001038,-1.0942820956000001
ACH-001048,-1.35466140944
ACH-001050,-1.40467648509
ACH-001053,-1.38877650835
ACH-001054,-0.9512317124609999
ACH-001061,-1.24886371804
ACH-001067,-1.24490570762
ACH-001075,-1.41632200462
ACH-001096,-1.26197544389
ACH-001128,-1.2776957199099999
ACH-001134,-1.22102056077
ACH-001151,-1.37072604072
ACH-001163,-1.0541151393000001
ACH-001164,-1.09245370031
ACH-001173,-1.14875920031
ACH-001183,-1.2547408836299998
ACH-001184,-1.0516435958900001
ACH-001190,-1.1791553955299998
ACH-001192,-1.4273271031099999
ACH-001193,-1.1786783439
ACH-001196,-1.36508621241
ACH-001197,-0.970414721916
ACH-001205,-1.08725957338
ACH-001211,-0.945238788357
ACH-001212,-1.19680252688
ACH-001228,-0.9332854910930001
ACH-001232,-1.11449899642
ACH-001239,-1.01927342825
ACH-001274,-0.943140747746
ACH-001275,-1.2593349705299999
ACH-001277,-1.11528266666
ACH-001278,-0.810803063379
ACH-001280,-1.08726496048
ACH-001283,-1.23073642902
ACH-001289,-1.16829793408
ACH-001295,-1.0778263527299998
ACH-001300,-1.5695329388100001
ACH-001301,-1.29114255647
ACH-001302,-1.5058350382700003
ACH-001303,-1.08133791939
ACH-001306,-1.3864285675799999
ACH-001318,-1.2748302496100001
ACH-001322,-1.2499746011200001
ACH-001328,-1.0358058199
ACH-001332,-1.14920188876
ACH-001333,-0.8639235915729999
ACH-001336,-1.14077162094
ACH-001340,-1.01971614737
ACH-001346,-1.25277775448
ACH-001353,-1.27132794508
ACH-001354,-1.04807954485
ACH-001367,-1.28481681656
ACH-001368,-1.07673960076
ACH-001374,-1.4929800384
ACH-001375,-1.1510259496700002
ACH-001377,-1.14363401993
ACH-001380,-1.1961782085
ACH-001391,-1.61636060109
ACH-001407,-1.28223595807
ACH-001408,-1.25533962483
ACH-001413,-1.1491527342799999
ACH-001430,-1.14227465498
ACH-001431,-1.33325807492
ACH-001450,-1.0224852485
ACH-001496,-1.21355894974
ACH-001500,-1.2193104958
ACH-001521,-1.22226224683
ACH-001523,-0.9280789317200001
ACH-001532,-1.26194960044
ACH-001536,-1.13818142471
ACH-001550,-1.44378152682
ACH-001552,-1.4436446275400001
ACH-001554,-1.06913711667
ACH-001645,-1.25918167081
ACH-001654,-1.26682026113
ACH-001715,-0.8788431187899999
ACH-001735,-1.3614424067
ACH-001736,-0.999456612158
ACH-001737,-1.2800229297
ACH-001740,-1.1905461024600001
ACH-001745,-1.16769223968
ACH-001750,-1.1860527355500001
ACH-001765,-1.3619569543099999
ACH-001956,-1.1087986176
ACH-001957,-1.17917755936
