,GP1BA (2811)
ACH-000383,-0.09590835209489999
ACH-000387,-0.17917226132300001
ACH-000389,-0.0183439251818
ACH-000390,-0.0776021883318
ACH-000393,-0.11166673684299999
ACH-000395,0.0198364900249
ACH-000397,-0.032700614314700005
ACH-000401,-0.023960173571599998
ACH-000402,-0.10520693516599999
ACH-000403,-0.0102270720859
ACH-000404,-0.215459424978
ACH-000406,-0.06888491941989999
ACH-000407,-0.23623827051
ACH-000408,-0.370808846676
ACH-000410,-0.18468188055100002
ACH-000411,0.022852463413200002
ACH-000414,-0.17962648967300002
ACH-000415,-0.14229133492
ACH-000416,-0.08263668571010001
ACH-000420,-0.0107941441232
ACH-000421,-0.0856928817852
ACH-000424,-0.0449129830864
ACH-000425,-0.025857038223999998
ACH-000426,0.0688006920256
ACH-000427,0.0341834891215
ACH-000433,-0.08630971867830001
ACH-000436,-0.09288250563539999
ACH-000444,0.025385893942499998
ACH-000445,0.05001709480330001
ACH-000448,-0.137840064883
ACH-000450,-0.0194788653738
ACH-000452,-0.05314451771869999
ACH-000454,-0.059146364031300004
ACH-000458,-0.189083953819
ACH-000459,-0.101463378792
ACH-000460,-0.065725634822
ACH-000461,-0.06888003268199999
ACH-000463,-0.10679950371099999
ACH-000464,0.0374128548756
ACH-000466,-0.09245361052480001
ACH-000467,0.015769656639100002
ACH-000468,-0.16568176769200002
ACH-000469,-0.0468697235415
ACH-000470,-0.019837386159700002
ACH-000471,0.0020678131493
ACH-000472,-0.07945959295689999
ACH-000473,-0.215285912561
ACH-000475,-0.07043912325780001
ACH-000476,-0.0926809088818
ACH-000477,-0.204424489997
ACH-000480,-0.10687836632400001
ACH-000481,-0.113999821567
ACH-000483,-0.178664601266
ACH-000484,0.0746460110143
ACH-000485,0.0140216005587
ACH-000486,-0.031069164917200003
ACH-000487,0.00351941607824
ACH-000488,-0.10672473030200001
ACH-000490,-0.052965406984
ACH-000491,-0.264463648471
ACH-000495,0.07455691885889999
ACH-000496,-0.1511395459
ACH-000499,-0.0867985778401
ACH-000500,0.340831733116
ACH-000502,-0.164078474524
ACH-000503,-0.04631503666259999
ACH-000505,-0.00864289023484
ACH-000507,0.0176683730693
ACH-000510,-0.029809773823500002
ACH-000511,-0.12170675268100001
ACH-000512,-0.0655087224427
ACH-000516,0.042953094686599996
ACH-000517,-0.13014484340500002
ACH-000518,-0.161764777371
ACH-000520,-0.0250329315678
ACH-000521,-0.103748238329
ACH-000522,-0.029682942014999998
ACH-000524,-0.144846499903
ACH-000527,-0.07878193897739999
ACH-000528,0.046260797530500004
ACH-000537,-0.0138697317292
ACH-000541,0.07079334822589999
ACH-000542,-0.12362749522500001
ACH-000544,-0.157974505026
ACH-000545,-0.175129377909
ACH-000547,0.279198133032
ACH-000548,-0.0509328734875
ACH-000549,0.15224492591299998
ACH-000550,-0.151704434631
ACH-000552,-0.014166171140000001
ACH-000556,-0.238758230301
ACH-000557,-0.12650068065
ACH-000570,-0.296800238175
ACH-000571,-0.054020102342600004
ACH-000573,0.09579915621169999
ACH-000576,-0.0437524858633
ACH-000580,-0.0738247304225
ACH-000584,-0.0866584108857
ACH-000585,-0.137190173135
ACH-000588,0.0238068990914
ACH-000589,0.0318729685559
ACH-000591,-0.139892123214
ACH-000593,-0.107931457139
ACH-000600,-0.05103790391480001
ACH-000601,-0.157733717991
ACH-000604,-0.196948800161
ACH-000605,-0.0178146154752
ACH-000606,0.048545018996800006
ACH-000608,-0.07578921688330001
ACH-000614,-0.0319822282721
ACH-000616,-0.15608839732000002
ACH-000618,-0.0410105996375
ACH-000619,-0.19942932746199998
ACH-000620,-0.133888207071
ACH-000621,-0.22855659745999998
ACH-000622,0.018729313337299998
ACH-000623,-0.130104456096
ACH-000624,-0.18381024869399998
ACH-000627,-0.0325636346955
ACH-000630,-0.0277618086955
ACH-000632,-0.170254943344
ACH-000633,-0.24167959120000002
ACH-000637,-0.085236187291
ACH-000638,-0.0455958802635
ACH-000646,-0.127000690036
ACH-000647,-0.08093202045060001
ACH-000648,0.052235007226599996
ACH-000649,0.022802965980500002
ACH-000651,-0.120193308816
ACH-000652,-0.25908548968199996
ACH-000653,-0.0780876427622
ACH-000657,-0.151682186745
ACH-000658,-0.0740191605418
ACH-000661,0.162861118851
ACH-000662,-0.202574306072
ACH-000663,0.0262536978389
ACH-000665,-0.0956216216377
ACH-000671,-0.132394394783
ACH-000673,-0.0965252108413
ACH-000676,-0.052987231699800005
ACH-000677,-0.108096782749
ACH-000681,-0.22605718575800002
ACH-000682,-0.145531839442
ACH-000683,0.0602401163451
ACH-000684,0.07868733144369999
ACH-000688,-0.07900168945739999
ACH-000693,-0.00880367330017
ACH-000694,0.0451430288706
ACH-000695,-0.245834364124
ACH-000696,-0.0268041226811
ACH-000697,0.0900306762947
ACH-000699,0.0354201569223
ACH-000701,0.0725014076838
ACH-000706,-0.0564410802063
ACH-000711,-0.13914712826099998
ACH-000713,-0.137819662047
ACH-000714,-0.129174192817
ACH-000718,-0.08156118388519999
ACH-000720,-0.192519751023
ACH-000721,-0.183413995106
ACH-000724,-0.18286613271299998
ACH-000725,-0.100084930703
ACH-000732,-0.101741960012
ACH-000734,0.047338811256800006
ACH-000735,-0.113164934267
ACH-000736,-0.0293126592441
ACH-000738,-0.17343179013
ACH-000746,0.0562457021583
ACH-000747,0.0590557583999
ACH-000748,0.009239554510219999
ACH-000753,-0.0793839804807
ACH-000756,0.0103570678488
ACH-000757,-0.261383561814
ACH-000758,-0.0810112564012
ACH-000760,-0.113584390683
ACH-000763,-0.055449117821199996
ACH-000764,-0.0578544221495
ACH-000765,0.22149655358399997
ACH-000766,0.0711554491148
ACH-000767,-0.10849774335000001
ACH-000768,-0.0370329401207
ACH-000769,-0.0255398197738
ACH-000770,0.049693108176600005
ACH-000771,-0.033953866578500004
ACH-000773,-0.15928606498
ACH-000776,0.00909169794795
ACH-000777,-0.09995796651630001
ACH-000778,-0.0661041059438
ACH-000781,-0.125913799916
ACH-000782,-0.23183725110700001
ACH-000783,-0.053671288739999996
ACH-000784,0.0451507027257
ACH-000785,-0.105950318279
ACH-000787,-0.255768398755
ACH-000788,-0.13420412768200002
ACH-000791,-0.17137944916499998
ACH-000792,-0.008836921416799998
ACH-000794,-0.0637516890767
ACH-000796,-0.11468295540300001
ACH-000799,-0.106056045294
ACH-000800,-0.0077820639036700005
ACH-000802,-0.169359046318
ACH-000804,-0.053820263379
ACH-000805,-0.0746152638283
ACH-000809,-0.222210395812
ACH-000810,-0.04341421630009999
ACH-000811,-0.182325508915
ACH-000817,-0.11284907507400001
ACH-000819,0.0747974778596
ACH-000820,0.022404769161900002
ACH-000821,0.126815308443
ACH-000822,-0.0226645892231
ACH-000823,0.00255779527143
ACH-000824,-0.0533994050908
ACH-000827,-0.0576225688973
ACH-000829,-0.0807901718395
ACH-000831,0.190101191421
ACH-000832,-0.00250395597445
ACH-000833,-0.0318218182715
ACH-000834,-0.173686402706
ACH-000835,-0.122786714716
ACH-000836,-0.045671313480599995
ACH-000837,-0.114973309762
ACH-000838,-0.23146427395799998
ACH-000839,0.0644196677517
ACH-000840,0.019239528931
ACH-000841,-0.056005287456599995
ACH-000843,-0.1499135136
ACH-000846,-0.0362545342863
ACH-000847,-0.0596575272855
ACH-000848,0.0035740957259899997
ACH-000849,-0.0621225928305
ACH-000851,0.09965078481360001
ACH-000855,0.0693130719417
ACH-000856,-0.21121194012699998
ACH-000858,-0.0566937530856
ACH-000859,-0.128701875885
ACH-000861,-0.0896466331513
ACH-000862,-0.107069828238
ACH-000865,0.0198837725084
ACH-000866,-0.031051512689
ACH-000867,-0.126698734964
ACH-000869,-0.029973273120499997
ACH-000872,-0.177333933299
ACH-000873,-0.05190892873340001
ACH-000876,-0.012478625822299999
ACH-000878,-0.0545928918329
ACH-000880,-0.0291896249353
ACH-000881,-0.00605838470157
ACH-000882,0.0775056070236
ACH-000884,-0.0645657729667
ACH-000885,-0.13882132195900002
ACH-000887,-0.017905581751599998
ACH-000888,-0.000775598782738
ACH-000889,-0.0235172083057
ACH-000890,-0.19784365755199998
ACH-000896,0.06948937361560001
ACH-000898,0.0739949107953
ACH-000900,-0.0242090537365
ACH-000901,-0.102280108943
ACH-000905,-0.226693284044
ACH-000906,-0.177792412277
ACH-000907,-0.106187682573
ACH-000910,-0.047023747807099996
ACH-000911,-0.11029406493300001
ACH-000912,-0.0658479132875
ACH-000913,-0.027135655831800002
ACH-000915,-0.0279805097056
ACH-000916,-0.318170277688
ACH-000917,-0.050467143930400006
ACH-000921,-0.0725660376838
ACH-000924,-0.0816394513527
ACH-000926,-0.30149883499499996
ACH-000928,-0.248565966602
ACH-000929,-0.0783321101528
ACH-000932,-0.0494945988535
ACH-000935,0.11680291060499999
ACH-000936,0.133321392255
ACH-000937,-0.0852647711125
ACH-000938,-0.0656849605068
ACH-000939,-0.40119954378399997
ACH-000941,0.007911683254229999
ACH-000943,-0.143088494313
ACH-000946,0.06369304774180001
ACH-000947,0.00448936767575
ACH-000948,-0.0230903634109
ACH-000950,-0.047252565901100003
ACH-000953,0.0238278246759
ACH-000957,-0.0535837640613
ACH-000958,-0.015016388288200002
ACH-000960,0.025259393728
ACH-000963,-0.268209839746
ACH-000968,-0.0393995400754
ACH-000969,-0.144292017868
ACH-000973,-0.0264890552949
ACH-000974,-0.053627927801
ACH-000975,-0.00020956666637
ACH-000976,-0.00301471996632
ACH-000978,-0.0585735472072
ACH-000980,-0.101758556906
ACH-000984,-0.0926406219472
ACH-000986,-0.270066884219
ACH-000988,-0.31971855735800003
ACH-000993,-0.07951679788169999
ACH-000994,-0.0647022783072
ACH-000996,-0.08872392532960001
ACH-001001,-0.0192890370683
ACH-001020,-0.184603006358
ACH-001028,-0.055457977053
ACH-001031,-0.276032762276
ACH-001038,-0.07279705273960001
ACH-001048,-0.137612161988
ACH-001050,-0.074513798255
ACH-001053,-0.12916678165200002
ACH-001054,-0.07337674519910001
ACH-001061,-0.0261735285494
ACH-001067,-0.18351204960200002
ACH-001075,-0.000687790831055
ACH-001096,-0.10134031009099999
ACH-001128,-0.127722746952
ACH-001134,-0.08464441598580001
ACH-001151,-0.176273761791
ACH-001163,-0.07835478622169999
ACH-001164,0.29368144318399997
ACH-001173,-0.017485194028
ACH-001183,0.024862345721
ACH-001184,0.0168449372498
ACH-001190,-0.319759475182
ACH-001192,-0.191810311763
ACH-001193,-0.350927954098
ACH-001196,-0.205232618335
ACH-001197,-0.0333882887443
ACH-001205,0.11025025934
ACH-001211,-0.12279180320800001
ACH-001212,-0.0421291592421
ACH-001228,0.00964550674902
ACH-001232,-0.149371553951
ACH-001239,0.0196378403634
ACH-001274,-0.041907202538300006
ACH-001275,-0.241133253754
ACH-001277,-0.060796273603300005
ACH-001278,-0.10740785436599999
ACH-001280,-0.242106563059
ACH-001283,-0.10470167922
ACH-001289,0.12279118814000001
ACH-001295,-0.0941569350124
ACH-001300,-0.26866479334800003
ACH-001301,0.149673403483
ACH-001302,0.412437972883
ACH-001303,-0.00142874890374
ACH-001306,-0.07629642005630001
ACH-001318,-0.18756119255999998
ACH-001322,-0.101276652674
ACH-001328,-0.215707226205
ACH-001332,-0.43907568056199997
ACH-001333,0.135579985805
ACH-001336,-0.036019295523000004
ACH-001340,-0.138153580473
ACH-001346,-0.018329043174099998
ACH-001353,-0.08597698394850001
ACH-001354,0.0400504426661
ACH-001367,-0.163349963013
ACH-001368,-0.0563798948315
ACH-001374,-0.0948769371234
ACH-001375,-0.240252618107
ACH-001377,-0.0458988835205
ACH-001380,-0.0791887882361
ACH-001391,-0.08222848649619999
ACH-001407,-0.0626174407631
ACH-001408,-0.127472026351
ACH-001413,-0.140896819453
ACH-001430,0.0890757308577
ACH-001431,-0.112090112388
ACH-001450,-0.195441595433
ACH-001496,-0.0225582509962
ACH-001500,-0.17731127686
ACH-001521,0.0719694423235
ACH-001523,-0.014952243611899998
ACH-001532,-0.139122203089
ACH-001536,-0.138811931238
ACH-001550,0.024851108272500002
ACH-001552,0.196961194806
ACH-001554,-0.0478248182366
ACH-001645,-0.112195763926
ACH-001654,-0.14201232149700002
ACH-001715,-0.5050231670840001
ACH-001735,-0.0956823580559
ACH-001736,-0.11604509113500001
ACH-001737,-0.302772325036
ACH-001740,-0.111985956446
ACH-001745,-0.04499728141480001
ACH-001750,-0.08474513465669999
ACH-001765,-0.148748841834
ACH-001956,-0.0330316249203
ACH-001957,-0.0372215127813
