,BTBD17 (388419)
ACH-000004,-0.371942344027
ACH-000007,-0.266996195041
ACH-000009,-0.3660939618
ACH-000011,-0.46731393304499996
ACH-000012,-0.58097402848
ACH-000013,-0.259089010376
ACH-000014,-0.221120606172
ACH-000015,-0.21233032855599998
ACH-000017,-0.363069611141
ACH-000018,-0.00991661352636
ACH-000019,-0.1496258247
ACH-000021,-0.283481794637
ACH-000022,-0.511261095147
ACH-000025,-0.232742845502
ACH-000028,-0.34332101856200004
ACH-000030,-0.338990802378
ACH-000035,-0.246782413061
ACH-000036,-0.44990867759099995
ACH-000037,-0.437314142091
ACH-000039,-0.254295801485
ACH-000040,-0.274015244632
ACH-000041,-0.33427389875999997
ACH-000042,-0.522976718693
ACH-000045,-0.278073066773
ACH-000047,-0.284631958569
ACH-000052,-0.635605522513
ACH-000053,-0.422309143667
ACH-000054,-0.325984392347
ACH-000055,-0.340148708247
ACH-000060,-0.345963117887
ACH-000067,-0.294272835008
ACH-000070,-0.312133342913
ACH-000075,-0.006282164556739999
ACH-000078,-0.309984308653
ACH-000082,-0.310517789808
ACH-000085,-0.414841183749
ACH-000086,-0.390917412993
ACH-000087,-0.367470693837
ACH-000092,-0.289087594047
ACH-000095,-0.34103585803
ACH-000097,-0.323401116048
ACH-000098,-0.284869733101
ACH-000099,-0.45890004312700006
ACH-000108,-0.209104858799
ACH-000113,-0.427345690022
ACH-000115,-0.443652956691
ACH-000116,-0.457435862002
ACH-000118,-0.229667497377
ACH-000120,-0.520929063741
ACH-000123,-0.299749598761
ACH-000127,-0.438739174304
ACH-000128,-0.362539204081
ACH-000132,-0.32660124523
ACH-000133,-0.313312026949
ACH-000137,-0.393313962233
ACH-000138,-0.25645266812600004
ACH-000142,-0.610078250057
ACH-000143,-0.463360310704
ACH-000146,-0.257461777095
ACH-000148,-0.261249215863
ACH-000150,-0.539912750139
ACH-000152,-0.6740852237199999
ACH-000153,-0.384573214348
ACH-000159,-0.360293901427
ACH-000160,-0.222414365057
ACH-000163,-0.405129204466
ACH-000167,-0.322305568816
ACH-000168,-0.468725342218
ACH-000169,-0.177171936413
ACH-000178,-0.380914824697
ACH-000182,-0.22189074860599997
ACH-000183,-0.343561853636
ACH-000188,-0.41891388837300003
ACH-000189,-0.14345978367599999
ACH-000190,-0.09098046787249998
ACH-000198,-0.491598403031
ACH-000204,-0.194412236054
ACH-000206,-0.16452353261299998
ACH-000207,-0.525783510348
ACH-000211,-0.365477705489
ACH-000215,-0.46535041416999995
ACH-000221,-0.47839562683700004
ACH-000222,-0.167749900608
ACH-000223,-0.18413806427499999
ACH-000226,-0.457635029072
ACH-000227,-0.432836200285
ACH-000228,-0.343872498722
ACH-000231,-0.525394544842
ACH-000232,-0.275799497421
ACH-000233,-0.6094708732249999
ACH-000234,-0.379623670788
ACH-000235,-0.306958398888
ACH-000237,-0.0370801633054
ACH-000238,-0.535141049735
ACH-000243,-0.314392920485
ACH-000244,-0.659081125303
ACH-000246,-0.40926772097499997
ACH-000248,-0.646079328927
