,GPRIN2 (9721)
ACH-000004,-0.202981160588
ACH-000007,-0.382311754165
ACH-000009,-0.288932377173
ACH-000011,-0.169715568895
ACH-000012,-0.24442893025100002
ACH-000013,-0.31842526972
ACH-000014,-0.232666997014
ACH-000015,-0.378264158011
ACH-000017,-0.30046799010999997
ACH-000018,-0.353525442412
ACH-000019,0.0290943563636
ACH-000021,-0.160101509855
ACH-000022,-0.103004845475
ACH-000025,-0.42299869000600004
ACH-000028,-0.277678310839
ACH-000030,-0.625234998814
ACH-000035,-0.251722088724
ACH-000036,-0.313236765286
ACH-000037,0.047776675951699994
ACH-000039,-0.17731128285300002
ACH-000040,-0.184848270971
ACH-000041,-0.29648560491
ACH-000042,-0.42410246779
ACH-000045,-0.516178015289
ACH-000047,-0.09790629225400001
ACH-000052,-0.296318443874
ACH-000053,-0.399943349027
ACH-000054,-0.179250710124
ACH-000055,-0.127821149757
ACH-000060,-0.0649891356501
ACH-000067,-0.42759436201800005
ACH-000070,-0.220067325762
ACH-000075,-0.10339492383
ACH-000078,-0.539073268556
ACH-000082,-0.231551918367
ACH-000085,-0.18909132322900002
ACH-000086,-0.330392048179
ACH-000087,-0.21214985088100002
ACH-000092,-0.273517466018
ACH-000095,-0.276323991218
ACH-000097,-0.257882133216
ACH-000098,-0.32403327315
ACH-000099,-0.386154565985
ACH-000108,-0.31275272941
ACH-000113,-0.562571141267
ACH-000115,-0.286213296287
ACH-000116,-0.192725929441
ACH-000118,-0.18869859626200003
ACH-000120,-0.09026247309049999
ACH-000123,-0.312333653309
ACH-000127,-0.237736708324
ACH-000128,-0.164459750367
ACH-000132,-0.163006331335
ACH-000133,-0.0243069748202
ACH-000137,-0.192710985702
ACH-000138,-0.319389109785
ACH-000142,-0.248946875352
ACH-000143,-0.187687997799
ACH-000146,-0.22055712645
ACH-000148,-0.49562583148500006
ACH-000150,-0.279755776405
ACH-000152,-0.160951130868
ACH-000153,-0.048067218965099995
ACH-000159,-0.21895810891800002
ACH-000160,-0.41534136079899997
ACH-000163,-0.32764234566
ACH-000167,-0.40740240552100004
ACH-000168,-0.301991619176
ACH-000169,-0.273941559939
ACH-000178,-0.281831106145
ACH-000182,-0.36266061518799997
ACH-000183,-0.102506212663
ACH-000188,-0.43841521805100003
ACH-000189,-0.39332708913099995
ACH-000190,-0.46617037688999996
ACH-000198,-0.269830266488
ACH-000204,-0.410136900202
ACH-000206,-0.0210833007438
ACH-000207,-0.654631788428
ACH-000211,-0.39560670048
ACH-000215,-0.183956002439
ACH-000221,-0.389754232801
ACH-000222,-0.218792135234
ACH-000223,-0.169311167306
ACH-000226,-0.370178655199
ACH-000227,-0.0690157995746
ACH-000228,-0.43471963128700003
ACH-000231,-0.389856915579
ACH-000232,-0.21971883580899998
ACH-000233,-0.470343710245
ACH-000234,-0.156183313564
ACH-000235,-0.275580354942
ACH-000237,-0.314929556637
ACH-000238,-0.0163028251305
ACH-000243,-0.436057805016
ACH-000244,-0.26756209650199997
ACH-000246,-0.199542500726
ACH-000248,-0.318838518086
ACH-000250,-0.31868692927
ACH-000251,-0.461576090278
ACH-000253,-0.31196491855999997
ACH-000255,-0.586413700722
ACH-000256,-0.17928250714000002
ACH-000257,-0.41311704798
ACH-000258,-0.9273903071040001
ACH-000259,-0.276275575667
ACH-000260,-0.292148369386
ACH-000261,-0.329861288167
ACH-000262,-0.47323254556
ACH-000263,-0.070126983455
ACH-000264,-0.24583403358699998
ACH-000265,-0.4643161775
ACH-000266,-0.14065720129200002
ACH-000272,-0.279730461549
ACH-000273,-0.364383259651
ACH-000274,-0.17999213819
ACH-000277,-0.09392062717869999
ACH-000278,-0.0108249603281
ACH-000279,-0.164043174749
ACH-000280,-0.619031314311
ACH-000281,-0.335651258656
ACH-000288,-0.148368375428
ACH-000291,-0.103801350789
ACH-000293,-0.253075817052
ACH-000294,-1.038382457
ACH-000295,-0.49296773205899996
ACH-000296,-0.442360661461
ACH-000302,-0.240591982678
ACH-000304,0.0293950096315
ACH-000307,-0.355846254538
ACH-000308,-0.0608140698756
ACH-000310,-0.48624767180600004
ACH-000311,-0.229560895092
ACH-000312,-0.31167783612
ACH-000315,-0.30834048541700004
ACH-000316,-0.204962848999
ACH-000317,-0.247099370385
ACH-000318,-0.497932168393
ACH-000319,-0.07989473400449999
ACH-000320,-0.132627469015
ACH-000322,0.021398493669699998
ACH-000323,-0.408743273363
ACH-000324,-0.515962046352
ACH-000329,-0.28978738246
ACH-000330,-0.161619961854
ACH-000331,-0.318676076598
ACH-000332,-0.267537516386
ACH-000334,-1.13982915999
ACH-000335,-0.175994023446
ACH-000336,-0.575482381725
ACH-000337,-0.0835544507848
ACH-000339,-0.468996629617
ACH-000341,-0.30833070760299996
ACH-000348,-0.268505338474
ACH-000350,-0.53517652439
ACH-000352,-0.161855852991
ACH-000356,-0.24819193578499998
ACH-000361,-0.440923564577
ACH-000362,-0.608758529161
ACH-000363,-0.180738339812
ACH-000364,-0.453858696128
ACH-000365,-0.37802427108900005
ACH-000366,-0.325424392445
ACH-000368,-0.209829094243
ACH-000374,-0.357195803582
ACH-000375,-0.177337321455
ACH-000376,-0.323101122043
ACH-000381,-0.23941840320500002
ACH-000383,-0.127522103853
ACH-000387,-0.221775622101
ACH-000389,-0.275720228591
ACH-000390,-0.504339876709
ACH-000393,-0.0190176458266
ACH-000395,0.00507873144903
ACH-000397,-0.191067594564
ACH-000401,-0.188754700352
ACH-000402,-0.11409972935799999
ACH-000403,-0.298549166565
ACH-000404,0.0203676580906
ACH-000406,-0.544576937949
ACH-000407,-0.33743644068800005
ACH-000408,-0.733290958628
ACH-000410,-0.154282140312
ACH-000411,-0.13703480821900002
ACH-000414,-0.43301615471
ACH-000415,-0.7950006292890001
ACH-000416,-0.0943462831648
ACH-000420,-0.310730581583
ACH-000421,-0.293603137266
ACH-000424,-0.15579068742399999
ACH-000425,-0.298092509673
ACH-000426,-0.48444349025
ACH-000427,-0.301350338908
ACH-000433,0.11063934513399999
ACH-000436,-0.20554947980399998
ACH-000444,-0.487433524061
ACH-000445,-0.374708186404
