,XRN1 (54464)
ACH-000004,-0.667609639851
ACH-000007,-0.596005597578
ACH-000009,-0.662462622032
ACH-000011,-0.287466237578
ACH-000012,-0.427430124529
ACH-000013,-0.36853857829899994
ACH-000014,-1.1151034845399999
ACH-000015,-0.604221260024
ACH-000017,-0.540337520422
ACH-000018,-0.76788410302
ACH-000019,-0.0342056891707
ACH-000021,-0.820639671446
ACH-000022,-0.5101088400980001
ACH-000025,-0.377080161183
ACH-000028,-0.392001923524
ACH-000030,-0.11246575942399999
ACH-000035,-1.21844459605
ACH-000036,-0.662463275301
ACH-000037,-0.19597429070099998
ACH-000039,-1.01387805204
ACH-000040,-0.0961965416259
ACH-000041,-0.692193214977
ACH-000042,-0.795076923762
ACH-000045,-0.23495899280000002
ACH-000047,-0.0242772050574
ACH-000052,-0.527634393729
ACH-000053,-0.942479648011
ACH-000054,-0.202458279115
ACH-000055,-0.917366131776
ACH-000060,-0.781115574374
ACH-000067,-0.591185120898
ACH-000070,-0.892534303723
ACH-000075,-0.489591374057
ACH-000078,-0.57846926047
ACH-000082,-0.68573030638
ACH-000085,-0.559133845279
ACH-000086,-0.366419736818
ACH-000087,-0.513074875011
ACH-000092,-1.05172033362
ACH-000095,-0.927935829432
ACH-000097,-0.39770486607699995
ACH-000098,-0.0849058065041
ACH-000099,-0.923121152207
ACH-000108,-0.043650038460800004
ACH-000113,-0.149963921896
ACH-000115,0.0671993631864
ACH-000116,-0.533887015148
ACH-000118,-0.920241152969
ACH-000120,-0.707311046419
ACH-000123,-0.554734744133
ACH-000127,-1.20959036468
ACH-000128,-1.0721726603
ACH-000132,-0.133386192949
ACH-000133,-0.761425842112
ACH-000137,-0.779673803591
ACH-000138,-1.02122625011
ACH-000142,-0.661308504129
ACH-000143,-0.9246610638320001
ACH-000146,-0.47737932738999994
ACH-000148,-0.635910499073
ACH-000150,-0.42614495686
ACH-000152,-0.400910302635
ACH-000153,-1.62432559085
ACH-000159,-0.235224224943
ACH-000160,-0.5187422523040001
ACH-000163,-0.45545416585799997
ACH-000167,-0.11456481549799999
ACH-000168,-0.147517530482
ACH-000169,-0.7625297058409999
ACH-000178,-0.830588462151
ACH-000182,-0.166056002743
ACH-000183,-0.8268292929019999
ACH-000188,-0.6811079004359999
ACH-000189,-0.649665027963
ACH-000190,-1.1471254282899999
ACH-000198,-0.6894436755600001
ACH-000204,-0.8298133802359999
ACH-000206,-0.67287670388
ACH-000207,-1.31237098769
ACH-000211,-0.604247082767
ACH-000215,-0.333544290139
ACH-000221,-0.730354871585
ACH-000222,-0.9635778308570001
ACH-000223,-1.17109231864
ACH-000226,-0.452179782875
ACH-000227,-0.849127723062
ACH-000228,-0.515854613849
ACH-000231,-1.14923554802
ACH-000232,-0.676185746712
ACH-000233,-1.06460852435
ACH-000234,-0.320566940654
ACH-000235,-0.36030419376100004
ACH-000237,-0.959995334317
ACH-000238,-0.654613950483
ACH-000243,-0.9092590148690001
ACH-000244,-0.382185249346
ACH-000246,-0.35910301629600005
ACH-000248,-0.476829272509
ACH-000250,-0.7407295267640001
ACH-000251,-0.66402585631
ACH-000253,-0.847908035953
ACH-000255,-0.487046106915
ACH-000256,-0.984601031479
ACH-000257,-0.604195987195
ACH-000258,-0.47160403800300005
ACH-000259,-0.8070729420839999
ACH-000260,-0.52311407495
ACH-000261,-0.342369818151
ACH-000262,-0.286683030171
ACH-000263,-0.775703876164
ACH-000264,-0.657198157466
ACH-000265,-0.508507921352
ACH-000266,-0.537084206956
ACH-000272,-0.668164033886
ACH-000273,-0.998134701517
ACH-000274,-1.06065838444
ACH-000277,-0.162547723669
ACH-000278,-0.394200065652
ACH-000279,-0.9370090806360001
ACH-000280,-0.12566995668
ACH-000281,-0.760356070177
ACH-000288,-0.49287622257799996
ACH-000291,-0.409150745877
ACH-000293,-0.73012278058
ACH-000294,-1.14143561552
ACH-000295,-1.15307576922
ACH-000296,-0.674043051469
ACH-000302,-0.606443261891
ACH-000304,-0.311430049729
ACH-000307,-0.8995934901010001
ACH-000308,-0.719431733365
ACH-000310,-0.633896627096
ACH-000311,-0.686869280098
ACH-000312,-1.03837540953
ACH-000315,-1.2866623772299999
ACH-000316,-0.200402732491
ACH-000317,-0.76108353503
ACH-000318,-0.611362295775
ACH-000319,-0.589310897856
ACH-000320,-0.924902450491
ACH-000322,-0.600215878956
ACH-000323,-0.805506469533
ACH-000324,-0.495801352844
ACH-000329,-0.158404352342
ACH-000330,-0.0363795811016
ACH-000331,-0.766815786212
ACH-000332,-0.711163068428
ACH-000334,-0.581147893793
ACH-000335,-0.746802023597
ACH-000336,-0.463867025031
ACH-000337,-0.636966078287
ACH-000339,-0.325101333328
ACH-000341,-1.32292185089
ACH-000348,-0.7997738710660001
ACH-000350,0.311519065711
ACH-000352,-0.449587533483
