,SEMA6B (10501)
ACH-000004,-0.29527240094
ACH-000007,-0.38485796504500003
ACH-000009,-0.19560864695500002
ACH-000011,-0.146358290944
ACH-000012,-0.43993859615500003
ACH-000013,-0.323810989639
ACH-000014,-0.40447289935099995
ACH-000015,-0.472402999292
ACH-000017,-0.269141044408
ACH-000018,-0.318080709054
ACH-000019,-0.148950308472
ACH-000021,-0.38110522390100005
ACH-000022,-0.285680417836
ACH-000025,-0.40536601179
ACH-000028,-0.312124788449
ACH-000030,-0.277345263291
ACH-000035,-0.408854335423
ACH-000036,-0.26244055304200004
ACH-000037,-0.180332936699
ACH-000039,-0.22691738331500003
ACH-000040,-0.43263403048999993
ACH-000041,-0.30375749034
ACH-000042,-0.290295063237
ACH-000045,-0.33353921011300003
ACH-000047,-0.432708367865
ACH-000052,-0.19355147043999998
ACH-000053,-0.27826883181400003
ACH-000054,-0.224206777902
ACH-000055,-0.22879613534200002
ACH-000060,-0.134189706812
ACH-000067,-0.34070324067900004
ACH-000070,-0.22114440078699998
ACH-000075,-0.306377379975
ACH-000078,-0.24447891224399998
ACH-000082,-0.31307680798099996
ACH-000085,-0.266385616552
ACH-000086,-0.39694131705499996
ACH-000087,-0.230683861746
ACH-000092,-0.2909479138
ACH-000095,-0.45677417550099997
ACH-000097,-0.21087272232999998
ACH-000098,-0.40328470193099997
ACH-000099,-0.406854383873
ACH-000108,-0.360680578369
ACH-000113,-0.35959654656900003
ACH-000115,-0.645941020285
ACH-000116,-0.123919064685
ACH-000118,-0.293437647027
ACH-000120,-0.376912126574
ACH-000123,-0.33667118783100003
ACH-000127,-0.433683326656
ACH-000128,-0.415624429653
ACH-000132,-0.225390731818
ACH-000133,-0.21991159513500003
ACH-000137,-0.471922153632
ACH-000138,-0.530627025406
ACH-000142,-0.404497626866
ACH-000143,-0.188903832665
ACH-000146,-0.33108923549
ACH-000148,-0.30609176547899997
ACH-000150,-0.36259272333000003
ACH-000152,-0.28918861994399997
ACH-000153,-0.408657822012
ACH-000159,-0.338099738882
ACH-000160,-0.14744510467
ACH-000163,-0.220077359426
ACH-000167,-0.353637106673
ACH-000168,-0.41727528524199997
ACH-000169,-0.20439219127500002
ACH-000178,-0.14521803548
ACH-000182,-0.350144840355
ACH-000183,-0.611052651611
ACH-000188,-0.507668779981
ACH-000189,-0.224972890418
ACH-000190,-0.29090689528999997
ACH-000198,-0.35236167456999995
ACH-000204,-0.36814255847099997
ACH-000206,-0.08428788679169999
ACH-000207,-0.315019585532
ACH-000211,-0.277592957624
ACH-000215,-0.268347165686
ACH-000221,-0.392011985449
ACH-000222,-0.346031247901
ACH-000223,-0.18183158866799998
ACH-000226,-0.308400045746
ACH-000227,0.007695499199699999
ACH-000228,-0.12806223602800001
ACH-000231,-0.214635136837
ACH-000232,-0.247966959579
ACH-000233,-0.377462351347
ACH-000234,-0.307170746388
ACH-000235,-0.344147509186
ACH-000237,-0.345753276171
ACH-000238,-0.251578257703
ACH-000243,-0.40192041643799997
ACH-000244,-0.545460397388
ACH-000246,-0.363890169922
ACH-000248,-0.498203375767
ACH-000250,-0.26179843318
ACH-000251,-0.104840336129
ACH-000253,-0.30507400668
ACH-000255,-0.17566167897799997
ACH-000256,-0.109194382534
ACH-000257,-0.22321697279199998
ACH-000258,-0.150812587687
ACH-000259,-0.293576283919
ACH-000260,-0.487102320286
ACH-000261,-0.278649171924
ACH-000262,-0.199621874531
ACH-000263,-0.355138881235
ACH-000264,-0.162221755744
ACH-000265,-0.239263290401
ACH-000266,-0.335613975078
ACH-000272,-0.354652138753
ACH-000273,-0.230699766598
ACH-000274,-0.366814511999
ACH-000277,-0.251209942551
ACH-000278,-0.25146954048500003
ACH-000279,-0.291251504916
ACH-000280,-0.40027085219
ACH-000281,-0.395291417493
ACH-000288,-0.119667755581
ACH-000291,-0.37872124424599996
ACH-000293,-0.294232014957
ACH-000294,-0.479110023162
ACH-000295,-0.259753064309
ACH-000296,-0.354315556124
ACH-000302,-0.4633215012
ACH-000304,-0.40657520226300004
ACH-000307,-0.26671584268000004
