,FARSB (10056)
ACH-000677,-1.6686650861399999
ACH-000681,-2.10914474363
ACH-000682,-1.66290889776
ACH-000683,-2.03305662789
ACH-000684,-1.88596781056
ACH-000688,-1.5556608364700002
ACH-000693,-1.89727525113
ACH-000694,-1.4476891939899998
ACH-000695,-1.9158706353200001
ACH-000696,-1.81969645963
ACH-000697,-1.5945808216400001
ACH-000699,-1.7410575954400003
ACH-000701,-2.04939059942
ACH-000706,-1.88885053301
ACH-000711,-1.83028394572
ACH-000713,-1.7398678821
ACH-000714,-1.7898720759400002
ACH-000718,-1.9014906061400003
ACH-000720,-1.9024658792900002
ACH-000721,-1.86641620664
ACH-000724,-2.4604027034700002
ACH-000725,-1.5455181271
ACH-000732,-1.8157709141299998
ACH-000734,-2.01176133514
ACH-000735,-1.6891102681999999
ACH-000736,-1.78653059335
ACH-000738,-1.92113565217
ACH-000746,-2.0835070710799997
ACH-000747,-1.7480283044099998
ACH-000748,-1.75991485965
ACH-000753,-1.7790229235900004
ACH-000756,-1.76828232684
ACH-000757,-2.02282696842
ACH-000758,-1.8323853890200001
ACH-000760,-1.8527508438999998
ACH-000763,-1.8471949114900001
ACH-000764,-1.4365806831299999
ACH-000765,-1.99521001755
ACH-000766,-1.9209568847799998
ACH-000767,-1.68170881847
ACH-000768,-1.83164783065
ACH-000769,-1.9358588820200002
ACH-000770,-1.9220791823299999
ACH-000771,-1.8998688352400002
ACH-000773,-1.8317780846
ACH-000776,-1.9362418004900002
ACH-000777,-1.86485824502
ACH-000778,-2.1490552038099997
ACH-000781,-1.9431416774799999
ACH-000782,-1.95267483848
ACH-000783,-2.00995685682
ACH-000784,-2.02260425751
ACH-000785,-1.5394369300600002
ACH-000787,-1.84211245247
ACH-000788,-1.86011655091
ACH-000791,-1.95546993963
ACH-000792,-1.96280612276
ACH-000794,-1.79450891604
ACH-000796,-1.96437640847
ACH-000799,-1.6894037812
ACH-000800,-1.9751934311200001
ACH-000802,-1.91557739007
ACH-000804,-2.0951785380200003
ACH-000805,-1.80246383197
ACH-000809,-1.78881707469
ACH-000810,-2.0867691614900004
ACH-000811,-2.12094557406
ACH-000817,-1.93250999528
ACH-000819,-1.9243246541099999
ACH-000820,-1.97768714762
ACH-000821,-2.25920622214
ACH-000822,-1.65727494905
ACH-000823,-1.90949514343
ACH-000824,-1.96798997754
ACH-000827,-1.97401782396
ACH-000829,-1.89917188816
ACH-000831,-1.9299241970099998
ACH-000832,-1.64549603915
ACH-000833,-2.4083921474900003
ACH-000834,-1.9519707354700002
ACH-000835,-1.7740396767200002
ACH-000836,-1.85306462343
ACH-000837,-1.9418916532
ACH-000838,-2.01371572998
ACH-000839,-1.62552597463
ACH-000840,-1.8902391108
ACH-000841,-1.9312911242400002
ACH-000843,-1.9784322601700002
ACH-000846,-1.8627112271200001
ACH-000847,-1.8736611511599999
ACH-000848,-1.9809088784400002
ACH-000849,-1.86208230805
ACH-000851,-1.68415449812
ACH-000855,-1.80154984325
ACH-000856,-1.97136949479
ACH-000858,-1.79460977099
ACH-000859,-1.9543960842299999
ACH-000861,-1.9775456148900001
ACH-000862,-2.01381193428
ACH-000865,-1.89996435575
ACH-000866,-1.9655529078799998
ACH-000867,-1.7800082338999998
ACH-000869,-1.687240786
ACH-000872,-1.98408762482
ACH-000873,-1.8550537929
ACH-000876,-1.7540614159
ACH-000878,-1.9312212115
ACH-000880,-1.94514754441
ACH-000881,-2.10425263585
ACH-000882,-1.7787070515
ACH-000884,-1.79427358156
ACH-000885,-1.8510441480000002
ACH-000887,-1.7212895095400003
ACH-000888,-1.62713327584
ACH-000889,-1.8306585683400003
ACH-000890,-1.87522246123
ACH-000896,-2.25557006765
ACH-000898,-1.9187294586400003
ACH-000900,-1.75514509596
ACH-000901,-1.99330677927
ACH-000905,-1.7302372851499999
ACH-000906,-1.99411279117
ACH-000907,-1.93366932854
ACH-000910,-1.9804271338400001
ACH-000911,-1.7737308319099998
ACH-000912,-1.69691874257
ACH-000913,-1.6655965175
ACH-000915,-1.57104207014
ACH-000916,-1.5507365451100001
ACH-000917,-1.8505785261200003
ACH-000921,-1.54182587238
ACH-000924,-1.79356891017
ACH-000926,-2.00572128307
ACH-000928,-1.9141649828999998
ACH-000929,-2.1079359321
ACH-000932,-1.76098252672
ACH-000935,-1.8697367322
ACH-000936,-1.9693041334499999
ACH-000937,-2.0403236047
ACH-000938,-2.06301948899
ACH-000939,-1.87027673333
ACH-000941,-2.3490539958000003
ACH-000943,-1.9959366382900003
ACH-000946,-1.9195745978299998
ACH-000947,-2.10509383555
ACH-000948,-1.6083122695200003
ACH-000950,-1.82644719408
ACH-000953,-2.16749569648
ACH-000957,-1.9823607606599998
ACH-000958,-1.87327569074
ACH-000960,-2.1728731200499998
ACH-000963,-1.35368544813
ACH-000968,-1.9383835077
ACH-000969,-1.9183733577200002
ACH-000973,-1.7437768924500001
ACH-000974,-2.05033487903
ACH-000975,-1.8416509321099999
ACH-000976,-1.65207047172
ACH-000978,-1.96697449008
ACH-000980,-1.8130734961099997
ACH-000984,-1.9071482821799999
ACH-000986,-1.7171821431999998
ACH-000988,-2.1530059063299998
ACH-000993,-2.0889816967
ACH-000994,-2.06005297144
ACH-000996,-1.7135671723700001
ACH-001001,-1.78575402347
ACH-001020,-2.2774537980700003
ACH-001028,-1.8683522791799998
ACH-001031,-1.7743240957599997
ACH-001038,-2.04003746171
ACH-001048,-1.8904629055900002
ACH-001050,-1.8490600129599997
ACH-001053,-1.75874738192
ACH-001054,-1.9061102559099998
ACH-001061,-1.7359827904700003
ACH-001067,-1.73343118569
ACH-001075,-1.33821493385
ACH-001096,-1.9225015794599998
ACH-001128,-1.3787311665600002
ACH-001134,-1.90364739449
ACH-001151,-1.9064553406
ACH-001163,-1.6854513867299998
ACH-001164,-2.20953310286
ACH-001173,-1.7263785647999998
ACH-001183,-1.7423253517
ACH-001184,-2.0590661102200003
ACH-001190,-1.62050204385
ACH-001192,-1.76396296897
ACH-001193,-2.0316016398400003
ACH-001196,-1.9571668737
ACH-001197,-2.0080749318
ACH-001205,-1.8478449381400002
ACH-001211,-1.90310723638
ACH-001212,-1.41814811264
ACH-001228,-2.29763942624
ACH-001232,-1.7485430591599997
ACH-001239,-2.0904566991299998
ACH-001274,-1.7979384543
ACH-001275,-1.8368738165
ACH-001277,-1.8896120495900002
ACH-001278,-1.7214269007099998
ACH-001280,-1.62073466613
ACH-001283,-2.0113420845900003
ACH-001289,-1.93197551617
ACH-001295,-1.95412098497
ACH-001300,-1.90368117721
ACH-001301,-1.72479719572
ACH-001302,-1.84677764277
ACH-001303,-1.9988854579700002
ACH-001306,-1.7895790118400001
ACH-001318,-2.0247396649900002
ACH-001322,-1.79952879461
ACH-001328,-1.75613786474
ACH-001332,-1.62310093657
ACH-001333,-1.8397001826800001
ACH-001336,-1.8149921771000002
ACH-001340,-1.8932724888299999
ACH-001346,-1.7479393797999998
ACH-001353,-1.8637740062900001
ACH-001354,-1.92500067556
ACH-001367,-1.68290186791
ACH-001368,-1.89336977116
ACH-001374,-1.6359779700600001
ACH-001375,-1.5759623941
ACH-001377,-1.8477795506599999
ACH-001380,-1.8627058248099997
ACH-001391,-2.0603244599400004
ACH-001407,-1.7351003629599997
ACH-001408,-2.01305261593
ACH-001413,-1.79320534498
ACH-001430,-1.93237421996
ACH-001431,-1.9619603314099998
ACH-001450,-1.9290675032599998
ACH-001496,-1.97409727205
ACH-001500,-1.71343094488
ACH-001521,-2.12390432102
ACH-001523,-2.0585606148099997
ACH-001532,-1.8416906665000001
ACH-001536,-2.0193265494799997
ACH-001550,-1.84751388558
ACH-001552,-1.87607676227
ACH-001554,-2.04957304746
ACH-001645,-1.9344367468700001
ACH-001654,-2.0614145314099996
ACH-001715,-1.9874976901099999
ACH-001735,-2.1061945435900005
ACH-001736,-2.0257321183099997
ACH-001737,-1.8845319697099998
ACH-001740,-1.9064717076700002
ACH-001745,-2.0576169732799996
ACH-001750,-1.9632812379900002
ACH-001765,-1.89348762055
ACH-001956,-1.6644749371899998
ACH-001957,-1.87584672463
