,TBC1D22A (25771)
ACH-000004,0.263877928294
ACH-000007,0.010144832121100001
ACH-000009,-0.08375755492310001
ACH-000011,-0.196807683998
ACH-000012,0.0172734908686
ACH-000013,0.008934460031759999
ACH-000014,-0.053001382735099994
ACH-000015,-0.100596626777
ACH-000017,0.00554139148302
ACH-000018,0.0451422952556
ACH-000019,0.209969967571
ACH-000021,0.09650783832939999
ACH-000022,-0.183619033049
ACH-000025,-0.0763668292263
ACH-000028,-0.21164726825599997
ACH-000030,-0.0429373894796
ACH-000035,0.299997570463
ACH-000036,-0.21613783334699999
ACH-000037,0.09453458112950001
ACH-000039,0.123512460393
ACH-000040,0.0910525245218
ACH-000041,0.0668122741277
ACH-000042,-0.00104375225731
ACH-000045,0.09801272890019999
ACH-000047,-0.05647481024
ACH-000052,-0.06522805025100001
ACH-000053,0.153480977671
ACH-000054,-0.013782044066399999
ACH-000055,0.17434372130999998
ACH-000060,-0.047693305653800006
ACH-000067,-0.114998005636
ACH-000070,-0.17617725765999998
ACH-000075,-0.228982890779
ACH-000078,0.123558453271
ACH-000082,0.0227421673227
ACH-000085,0.12010522545499999
ACH-000086,0.09099542555120001
ACH-000087,-0.030521542435900002
ACH-000092,-0.167786125619
ACH-000095,-0.136382071342
ACH-000097,0.0288512929896
ACH-000098,-0.12731845078
ACH-000099,-0.0934886174742
ACH-000108,-0.0007918306029580001
ACH-000113,-0.0141738546989
ACH-000115,0.32607143064599997
ACH-000116,-0.0427074395642
ACH-000118,0.19932968671
ACH-000120,-0.202143891672
ACH-000123,-0.15388491532600002
ACH-000127,0.045446502663500005
ACH-000128,-0.06281200656290001
ACH-000132,-0.042063652989600006
ACH-000133,-0.181294430916
ACH-000137,0.30403826405
ACH-000138,0.034348052823
ACH-000142,0.195603117637
ACH-000143,-0.0094771171494
ACH-000146,-0.00637128439755
ACH-000148,-0.110150244069
ACH-000150,0.19085056526500002
ACH-000152,-0.250179275732
ACH-000153,-0.19715585715999998
ACH-000159,-0.048813123150899994
ACH-000160,-0.146701932105
ACH-000163,-0.141796310692
ACH-000167,0.12055557830199999
ACH-000168,-0.09602080222249999
ACH-000169,-0.07448830036660001
ACH-000178,-0.039302729032
ACH-000182,0.052430673345800004
ACH-000183,0.07350731278020001
ACH-000188,0.14241608893899999
ACH-000189,0.07029076877689999
ACH-000190,0.0895993549964
ACH-000198,-0.0385140952292
ACH-000204,-0.213363514178
ACH-000206,0.19094871145300002
