,MATN3 (4148)
ACH-000004,-0.0799341278078
ACH-000007,-0.401142198731
ACH-000009,-0.233767270505
ACH-000011,-0.265218744717
ACH-000012,-0.045801176102999996
ACH-000013,-0.0953041321751
ACH-000014,-0.218727380927
ACH-000015,-0.11937962488399999
ACH-000017,-0.202580959067
ACH-000018,0.0694456864037
ACH-000019,0.103054704331
ACH-000021,-0.16148976087300002
ACH-000022,-0.161662613213
ACH-000025,-0.089685617823
ACH-000028,-0.00797301947439
ACH-000030,-0.144779804166
ACH-000035,-0.07369956867060001
ACH-000036,-0.149157709922
ACH-000037,0.008892969554260001
ACH-000039,0.0689147780249
ACH-000040,-0.273504275474
ACH-000041,-0.24561352224
ACH-000042,-0.227604291027
ACH-000045,-0.0663575253685
ACH-000047,-0.183295617621
ACH-000052,-0.154440043108
ACH-000053,-0.087557934893
ACH-000054,-0.060006225706699994
ACH-000055,0.0179633625393
ACH-000060,-0.149302535574
ACH-000067,-0.20153859886199998
ACH-000070,0.055203075379999994
ACH-000075,-0.073708143815
ACH-000078,0.025122689563099997
ACH-000082,-0.0566672149521
ACH-000085,-0.0722114908246
ACH-000086,0.11702565997000001
ACH-000087,-0.0935529537517
ACH-000092,-0.312145525935
ACH-000095,-0.169870608578
ACH-000097,-0.110787799386
ACH-000098,-0.202981048994
ACH-000099,-0.048107344071199994
ACH-000108,-0.005770596552350001
ACH-000113,-0.171812178044
ACH-000115,0.017455687690400002
ACH-000116,-0.18229102178399997
ACH-000118,-0.11165214063
ACH-000120,-0.136487996336
ACH-000123,-0.11140413627399999
ACH-000127,-0.0725525469448
ACH-000128,-0.123111618037
ACH-000132,0.0630062578501
ACH-000133,-0.207911848996
ACH-000137,-0.07641474812889999
ACH-000138,0.041407504234800004
ACH-000142,-0.0802146302813
ACH-000143,-0.238058032124
ACH-000146,-0.07792683558960001
ACH-000148,-0.15024585201
ACH-000150,-0.0163212671545
ACH-000152,-0.102990415539
ACH-000153,-0.33722071444300006
ACH-000159,-0.12924726156
ACH-000160,-0.11331538603800001
ACH-000163,-0.113890058514
ACH-000167,-0.0741922563007
ACH-000168,-0.24066645334399997
ACH-000169,-0.11926804983799999
ACH-000178,-0.132654465881
ACH-000182,-0.21323752478500002
ACH-000183,-0.172498095625
ACH-000188,-0.111467445625
ACH-000189,-0.192833867009
ACH-000190,0.0433007663801
ACH-000198,-0.12307127201
ACH-000204,-0.31608172898200004
ACH-000206,-0.427743112849
ACH-000207,-0.267069940059
ACH-000211,-0.00170958790752
ACH-000215,-0.228198738677
ACH-000221,-0.0604277285967
ACH-000222,-0.21107565777600001
ACH-000223,-0.11553619272099999
ACH-000226,-0.11355828148600002
ACH-000227,-0.436218661382
ACH-000228,-0.11693374767100001
ACH-000231,-0.157397931154
ACH-000232,-0.0850449655347
ACH-000233,-0.213904228874
ACH-000234,0.0398728093846
ACH-000235,-0.11424989599199999
ACH-000237,-0.00676459294736
ACH-000238,-0.21391787600099998
ACH-000243,-0.13787938301799998
ACH-000244,-0.5318979943
ACH-000246,-0.149428414697
ACH-000248,-0.251962677526
ACH-000250,-0.210332329859
ACH-000251,-0.0263327630043
ACH-000253,-0.180270342529
ACH-000255,-0.119381861667
ACH-000256,-0.231128182945
ACH-000257,0.10810326054700001
ACH-000258,-0.198043207459
ACH-000259,-0.23217585126600002
ACH-000260,-0.153364539425
ACH-000261,-0.10808788449000001
ACH-000262,0.0171560347515
ACH-000263,0.038207027554199996
ACH-000264,-0.14921488491499998
ACH-000265,-0.0543036516629
ACH-000266,-0.0600447461002
ACH-000272,-0.147969284905
ACH-000273,-0.34529500684500003
ACH-000274,-0.12862680882000002
ACH-000277,-0.19973729734499998
ACH-000278,0.156478104787
ACH-000279,0.00877366410572
ACH-000280,-0.0645915773826
ACH-000281,-0.111041044136
ACH-000288,-0.115054306237
ACH-000291,-0.0334559132966
ACH-000293,-0.00783024498838
ACH-000294,0.011158878171000001
ACH-000295,-0.352898348593
ACH-000296,0.166255934304
ACH-000302,-0.103719639309
ACH-000304,0.112685692106
ACH-000307,-0.0341404677926
ACH-000308,-0.18381376084399997
ACH-000310,0.360767893736
ACH-000311,-0.0116043185924
ACH-000312,-0.195308580514
ACH-000315,-0.0601992511181
ACH-000316,-0.10640525436899999
ACH-000317,-0.48846139752400003
ACH-000318,-0.011375576065700001
