,HIST1H2BB (3018)
ACH-000004,-0.568105037774
ACH-000007,-0.644832047551
ACH-000009,-0.38843715952200003
ACH-000011,-0.636568215027
ACH-000012,-0.48988844033
ACH-000013,-0.47782864454999996
ACH-000014,-0.6130528932370001
ACH-000015,-0.304992346605
ACH-000017,-0.536140299218
ACH-000018,-0.350939454041
ACH-000019,-0.491124440757
ACH-000021,-0.397668081647
ACH-000022,-0.35891472896399995
ACH-000025,-0.43530276582500005
ACH-000028,-0.399048090974
ACH-000030,-0.45756174455
ACH-000035,-0.5713182873839999
ACH-000036,-0.470658279806
ACH-000037,-0.399132630471
ACH-000039,-0.525470495682
ACH-000040,-0.409359564048
ACH-000041,-0.6334149151030001
ACH-000042,-0.620197801915
ACH-000045,-0.629751504238
ACH-000047,-0.498344193684
ACH-000052,-0.602702206862
ACH-000053,-0.547428093518
ACH-000054,-0.532111817553
ACH-000055,-0.6051012228239999
ACH-000060,-0.522071366694
ACH-000067,-0.33844235479699997
ACH-000070,-0.698529927599
ACH-000075,-0.676841555003
ACH-000078,-0.7895224339300001
ACH-000082,-0.635625307793
ACH-000085,-0.44456538718599997
ACH-000086,-0.575515363658
ACH-000087,-0.5358493505290001
ACH-000092,-0.586033554139
ACH-000095,-0.791093548167
ACH-000097,-0.505100040105
ACH-000098,-0.47625775641999996
ACH-000099,-0.46288737785800005
ACH-000108,-0.34931795996799997
ACH-000113,-0.489968965162
ACH-000115,-0.9888676975700001
ACH-000116,-0.5329774696440001
ACH-000118,-0.6288734970100001
ACH-000120,-0.44304573954
ACH-000123,-0.517472645527
ACH-000127,-0.406575539546
ACH-000128,-0.475182383921
ACH-000132,-0.421109424033
ACH-000133,-0.382703559214
ACH-000137,-0.317883274349
ACH-000138,-0.5487820676199999
ACH-000142,-0.565431647495
ACH-000143,-0.5114218889859999
ACH-000146,-0.5474249484629999
ACH-000148,-0.348607509385
ACH-000150,-0.39302102321800003
ACH-000152,-0.37460437659
ACH-000153,-0.778593682668
ACH-000159,-0.416339769068
ACH-000160,-0.225186446988
ACH-000163,-0.39171561345
ACH-000167,-0.266247615011
ACH-000168,-0.8387508422130001
ACH-000169,-0.764580411417
ACH-000178,-0.336618546636
ACH-000182,-0.5622966566309999
ACH-000183,-0.6120577558129999
ACH-000188,-0.562111599931
ACH-000189,-0.288630835352
ACH-000190,-0.108970910633
ACH-000198,-0.674686253299
ACH-000204,-0.0419270822376
ACH-000206,-1.2855072702399999
ACH-000207,-0.587809024776
ACH-000211,-0.40480360815099997
ACH-000215,-0.5702867850550001
ACH-000221,-0.38525442002800003
ACH-000222,-0.555882816221
ACH-000223,-0.630377407896
ACH-000226,-0.427796703833
ACH-000227,-0.489405524425
ACH-000228,-0.529177005028
ACH-000231,-0.593261194476
ACH-000232,-0.435350929141
ACH-000233,-0.8055645707469999
ACH-000234,-0.791282685617
ACH-000235,-0.488669456535
ACH-000237,-0.516381131954
ACH-000238,-0.450432122149
ACH-000243,-0.363722279256
ACH-000244,-0.6848273797159999
ACH-000246,-0.558903107047
ACH-000248,-0.267425245592
ACH-000250,-0.426855634673
ACH-000251,-0.944725046518
ACH-000253,-0.515458943417
ACH-000255,-0.46365717446500004
ACH-000256,-0.653260061966
ACH-000257,-0.568939245189
ACH-000258,-0.459700795321
ACH-000259,-0.529855084418
ACH-000260,-0.643581178672
ACH-000261,-0.444812474733
ACH-000262,-0.47450314052299997
ACH-000263,-0.0303573244687
ACH-000264,-0.336523940624
ACH-000265,-0.393657731981
ACH-000266,-0.425241437491
ACH-000272,-0.386763774096
ACH-000273,-0.6242182849310001
ACH-000274,-0.46824326210100004
ACH-000277,-0.614824553797
ACH-000278,-0.632235631163
ACH-000279,-0.562126876763
ACH-000280,-0.479442171982
ACH-000281,-0.605432275205
ACH-000288,-0.656523592781
ACH-000291,-0.473076012582
ACH-000293,-0.61477185428
ACH-000294,-0.353771969014
ACH-000295,-0.526914834321
ACH-000296,-0.565480114704
ACH-000302,-0.371844258363
ACH-000304,-0.8420708780689999
ACH-000307,-0.508105366755
ACH-000308,-0.486079290146
ACH-000310,-0.7209858609540001
ACH-000311,-0.38433520022600004
ACH-000312,-0.320645002778
ACH-000315,-0.34606570665799996
ACH-000316,-0.6344151041570001
ACH-000317,-0.714503578923
ACH-000318,-0.278388159836
ACH-000319,-0.502197738037
ACH-000320,-0.563024111611
ACH-000322,-0.643526671166
ACH-000323,-0.6223671539819999
ACH-000324,-0.511811953328
ACH-000329,-0.5421124385
ACH-000330,-0.688828115305
ACH-000331,-0.429084938936
ACH-000332,-0.461340531901
ACH-000334,-0.696805951793
ACH-000335,-0.408448274015
ACH-000336,-0.664524539963
ACH-000337,-0.326816789142
ACH-000339,-0.459538810424
ACH-000341,-0.594185545319
ACH-000348,-0.276490614357
ACH-000350,-0.580263653735
ACH-000352,-0.582950367369
ACH-000356,-0.450176369589
ACH-000361,-0.75237488013
ACH-000362,-0.526505181663
ACH-000363,-0.645912112637
ACH-000364,-0.306458439548
ACH-000365,-0.410830278373
ACH-000366,-0.387266201748
ACH-000368,-0.38100277317500003
ACH-000374,-0.5609259217270001
ACH-000375,-0.138704673825
ACH-000376,-0.583725670879
ACH-000381,-0.41555070424
ACH-000383,-0.570948891478
ACH-000387,-0.6165504456840001
ACH-000389,-0.09006936799789998
ACH-000390,-0.428281373909
ACH-000393,-0.6109997079389999
ACH-000395,-0.422404506221
ACH-000397,-0.45436669919699996
ACH-000401,-0.5046799603909999
ACH-000402,-0.063166206778
ACH-000403,-0.42579829604599995
ACH-000404,-0.6986677363670001
ACH-000406,-0.582987861687
ACH-000407,-0.513983934568
ACH-000408,-0.37332858113399997
ACH-000410,-0.398322766453
ACH-000411,-0.454466346358
ACH-000414,-0.694469293955
ACH-000415,-0.512074423558
ACH-000416,-0.458649934759
ACH-000420,-0.412835445597
ACH-000421,-0.221394555111
ACH-000424,-0.08150494494369999
ACH-000425,-0.311005288537
ACH-000426,-0.466580637761
ACH-000427,-0.734691885509
ACH-000433,-0.446126686776
ACH-000436,-0.636276957092
ACH-000444,-0.615328646674
ACH-000445,-0.37491521221199997
ACH-000448,-0.695117985218
ACH-000450,-0.789753210923
ACH-000452,-0.6597934406139999
ACH-000454,-0.710878606516
ACH-000458,-0.5256687583690001
ACH-000459,-0.497619629291
ACH-000460,-0.603744307106
ACH-000461,-0.447849970538
ACH-000463,-0.434397346384
ACH-000464,-0.607651984442
ACH-000466,-0.6688473784319999
ACH-000467,-0.525806448676
ACH-000468,-0.509700441105
ACH-000469,-0.55850130282
ACH-000470,-0.578977121872
ACH-000471,-0.409609907976
ACH-000472,-0.39366218664499997
ACH-000473,-0.579378198462
ACH-000475,-0.397246079377
ACH-000476,-0.518304304804
ACH-000477,-0.576674096947
ACH-000480,-0.623942598295
ACH-000481,-0.319052514778
ACH-000483,-0.397510253251
ACH-000484,-0.34689470220799995
ACH-000485,-0.6825854844529999
ACH-000486,-0.676730207835
ACH-000487,-0.768411736782
ACH-000488,-0.493186160265
ACH-000490,-0.39066260958300003
ACH-000491,-0.584569538037
ACH-000495,-0.541384896157
ACH-000496,-0.397915231241
ACH-000499,-0.575331990463
ACH-000500,-0.744686636086
ACH-000502,-0.43239623039399994
ACH-000503,-0.466090611966
ACH-000505,-0.311953433681
ACH-000507,-0.354868938578
ACH-000510,-0.08951061567560001
ACH-000511,-0.470035690665
ACH-000512,-0.46571630395400004
ACH-000516,-0.557045289153
ACH-000517,-0.725782649826
ACH-000518,-0.629357025417
ACH-000520,-0.547175282984
ACH-000521,-0.516406446233
ACH-000522,-0.588564458468
ACH-000524,-0.886822765662
ACH-000527,-0.37136159145000003
ACH-000528,-0.31259909466499997
ACH-000537,-0.507377617815
ACH-000541,-0.47257521018700005
ACH-000542,-0.467602751215
ACH-000544,-0.648595468594
ACH-000545,-0.46233861826399997
ACH-000547,-0.352356908681
ACH-000548,-0.41313897499499996
ACH-000549,-0.396238984857
ACH-000550,-0.476093530255
ACH-000552,-0.472289383574
ACH-000556,-0.571060317204
ACH-000557,-0.7912239962190001
ACH-000570,-0.441572444395
ACH-000571,-0.557597392783
ACH-000573,-0.427110160471
ACH-000576,-0.426462991543
ACH-000580,-0.42973154596999996
ACH-000584,-0.539619103428
ACH-000585,-0.6205999807729999
ACH-000588,-0.277059900301
ACH-000589,-0.270326919779
ACH-000591,-0.354730140666
ACH-000593,-0.24141977249699997
ACH-000600,-0.607922391337
ACH-000601,-0.680926170818
ACH-000604,-0.6846617340629999
ACH-000605,-0.536463321584
ACH-000606,-0.665060072636
ACH-000608,-0.44411484462399997
ACH-000614,-0.449219686978
ACH-000616,-0.369965043606
ACH-000618,-0.577878209271
ACH-000619,-0.806088266205
ACH-000620,-0.334434863904
ACH-000621,-0.517692389163
ACH-000622,-0.656719372331
ACH-000623,-0.47127116203100006
ACH-000624,-0.367952089164
ACH-000627,-0.219220679165
ACH-000630,-0.540938834728
ACH-000632,-0.46888272870399994
ACH-000633,-0.27890605079999997
ACH-000637,-0.746446495138
ACH-000638,-0.536745405325
ACH-000646,-0.689902312168
ACH-000647,-0.43927667022100003
ACH-000648,-0.396534840994
ACH-000649,-0.401238466658
ACH-000651,-0.370122524197
ACH-000652,-0.407255246013
ACH-000653,-0.113448633977
ACH-000657,-0.528864679485
ACH-000658,-0.919702932507
ACH-000661,-0.62306281149
ACH-000662,-1.0172287277299998
ACH-000663,-0.559853357606
ACH-000665,-0.654658600025
ACH-000671,-0.51740162811
ACH-000673,-0.635472533915
ACH-000676,-0.447410729311
ACH-000677,-0.162368196264
ACH-000681,-0.33578782993100004
ACH-000682,-0.46476968622299997
ACH-000683,-0.49091833390699996
ACH-000684,-0.658111265532
ACH-000688,-0.560807462475
ACH-000693,-0.379016657037
ACH-000694,-0.400295503196
ACH-000695,-0.78040428712
ACH-000696,-0.43955615333899994
ACH-000697,-0.5219767823
ACH-000699,-0.547310685872
ACH-000701,-0.658834539618
ACH-000706,-0.349314118191
ACH-000711,-0.5465806167180001
ACH-000713,-0.48794243152500005
ACH-000714,-0.732740167941
ACH-000718,-0.408686805779
ACH-000720,-0.598210111159
ACH-000721,-0.6737856943780001
ACH-000724,-0.636800143106
ACH-000725,-0.299387144589
ACH-000732,-0.251093224637
ACH-000734,-0.700184068741
ACH-000735,-0.259846568026
ACH-000736,-0.640674842117
ACH-000738,-0.42436258645900005
ACH-000746,-0.40934411637699997
ACH-000747,-0.262094884824
ACH-000748,-0.509548583771
ACH-000753,-0.36553294041199996
ACH-000756,-0.5575670655
ACH-000757,-0.505073256196
ACH-000758,-0.426828000183
ACH-000760,-0.339102875199
ACH-000763,-0.9155877709899999
ACH-000764,-0.6063803291309999
ACH-000765,-0.496869454479
ACH-000766,-0.32333342955
ACH-000767,-0.542076961648
ACH-000768,-0.503899298782
ACH-000769,-0.405373288664
ACH-000770,-0.405449416628
ACH-000771,-0.663087297939
ACH-000773,-0.425584750034
ACH-000776,-0.40256785728600003
ACH-000777,-0.543016604675
ACH-000778,-0.516501905367
ACH-000781,-0.577251371123
ACH-000782,-0.42030847815399996
ACH-000783,-0.636934150314
ACH-000784,-0.37392517335299996
ACH-000785,-0.426536025567
ACH-000787,-0.331019524904
ACH-000788,-0.485546483891
ACH-000791,-0.561341209252
ACH-000792,-0.452814246373
ACH-000794,-0.6711306983640001
ACH-000796,-0.658334288664
ACH-000799,-0.338146897244
ACH-000800,-0.344484349185
ACH-000802,-0.566214847499
ACH-000804,-0.27858132946499997
ACH-000805,-0.593657156961
ACH-000809,-0.590110729974
ACH-000810,-0.440044196733
ACH-000811,-0.46680403756399996
ACH-000817,-0.427654847087
ACH-000819,-0.43622797872900004
ACH-000820,-0.318362683455
ACH-000821,-0.6298857722519999
ACH-000822,-0.377467397865
ACH-000823,-0.468031554536
ACH-000824,-0.769320388207
ACH-000827,-0.497251341729
ACH-000829,-0.36463491872599996
ACH-000831,-0.488666245915
ACH-000832,-0.298760677538
ACH-000833,-0.428850443499
ACH-000834,-0.48156032033299995
ACH-000835,-0.463082604704
ACH-000836,-0.147688317862
ACH-000837,-0.17059578163400002
ACH-000838,-0.510908974126
ACH-000839,-0.505428471778
ACH-000840,-0.0969836753867
ACH-000841,-0.542466189991
ACH-000843,-0.5053496009080001
ACH-000846,-0.46963070092200004
ACH-000847,-0.36781513341899996
ACH-000848,-0.57911948855
ACH-000849,-0.374692087482
ACH-000851,-0.327519659098
ACH-000855,-0.292192261936
ACH-000856,-0.44298925935
ACH-000858,-0.5615222836399999
ACH-000859,-0.029001830545799998
ACH-000861,-0.132182878611
ACH-000862,-0.457776867154
ACH-000865,-0.449455013262
ACH-000866,-0.5919720378710001
ACH-000867,-0.567403970742
ACH-000869,-0.447801826364
ACH-000872,-0.155408918003
ACH-000873,-0.570539402641
ACH-000876,-0.545789706884
ACH-000878,-0.504138808931
ACH-000880,-0.6798128221199999
ACH-000881,-0.6422278640219999
ACH-000882,-0.43749620916299997
ACH-000884,-0.372142952571
ACH-000885,-0.472078172342
ACH-000887,-0.311808336885
ACH-000888,-0.546330825655
ACH-000889,-0.862357307755
ACH-000890,-0.467396822004
ACH-000896,-0.357052037063
ACH-000898,-0.396742465917
ACH-000900,-0.488149139387
ACH-000901,-0.39686398248300003
ACH-000905,-0.7962554795829999
ACH-000906,-0.372951652096
ACH-000907,-0.6359231015219999
ACH-000910,-0.407765438857
ACH-000911,-0.474366966928
ACH-000912,-0.453756588346
ACH-000913,-0.544057643824
ACH-000915,-0.635718746422
ACH-000916,-0.35150377218199996
ACH-000917,-0.238432994704
ACH-000921,-0.624623366966
ACH-000924,-0.271219379957
ACH-000926,-0.421397826707
ACH-000928,-0.25109011278
ACH-000929,-0.721255699611
ACH-000932,-0.60585240198
ACH-000935,-0.586070835489
ACH-000936,-0.451794228033
ACH-000937,-0.6892153158140001
ACH-000938,-0.7118817488249999
ACH-000939,0.043011898468899995
ACH-000941,-0.495109876013
ACH-000943,-0.423833365013
ACH-000946,-0.37088590742
ACH-000947,-0.570560180128
ACH-000948,-0.56155925394
ACH-000950,-0.32208960863200004
ACH-000953,-0.749702922737
ACH-000957,-0.453749270615
ACH-000958,-0.19651594538199998
ACH-000960,-0.7510111847200001
ACH-000963,-0.290388456313
ACH-000968,-0.620499537337
ACH-000969,-0.67802113272
ACH-000973,-0.554179593991
ACH-000974,-0.41683516024899997
ACH-000975,-0.403179099192
ACH-000976,-0.476208369201
ACH-000978,-0.0738515582775
ACH-000980,-0.44415995633
ACH-000984,-0.500358648101
ACH-000986,-0.6973200364200001
ACH-000988,-0.460641731843
ACH-000993,-0.366376053043
ACH-000994,-0.527134232304
ACH-000996,-0.576199483082
ACH-001001,-0.41633605089299996
ACH-001020,-0.211179719291
ACH-001028,-0.640499020977
ACH-001031,0.305992994522
ACH-001038,-0.482410985063
ACH-001048,-0.471706240009
ACH-001050,-0.46329770933700004
ACH-001053,-0.462692532448
ACH-001054,-0.334952386233
ACH-001061,-0.469752743302
ACH-001067,-0.362064793474
ACH-001075,-0.382496319365
ACH-001096,-0.326175194208
ACH-001128,0.462765599426
ACH-001134,-0.38460837743299997
ACH-001151,-0.48274583753
ACH-001163,-0.34887249865000003
ACH-001164,-0.20438072159
ACH-001173,-0.36129668676700005
ACH-001183,-0.453734429969
ACH-001184,-0.357451747506
ACH-001190,-0.521322349403
ACH-001192,-0.679676357752
ACH-001193,-0.460570916206
ACH-001196,-0.312188831199
ACH-001197,-0.757322003063
ACH-001205,-0.722749898574
ACH-001211,-0.545997264187
ACH-001212,-0.6016332299880001
ACH-001228,-0.652414031072
ACH-001232,-0.505887693439
ACH-001239,-0.61645678224
ACH-001274,-0.755950876069
ACH-001275,-0.43240508347400003
ACH-001277,-0.27634801726
ACH-001278,-0.436908388379
ACH-001280,-0.678150454288
ACH-001283,-0.43298688986999995
ACH-001289,-0.0998554181548
ACH-001295,-0.628718071226
ACH-001300,-0.9006626128659999
ACH-001301,-0.702497892953
ACH-001302,-0.35768322564000005
ACH-001303,-0.6090358088310001
ACH-001306,-0.400993554075
ACH-001318,-0.400665911213
ACH-001322,-0.171264842701
ACH-001328,-0.713074755225
ACH-001332,-0.43421483516599996
ACH-001333,-0.435952658679
ACH-001336,-0.5958570762709999
ACH-001340,-0.562300850285
ACH-001346,-0.355612834203
ACH-001353,-0.619385406293
ACH-001354,-0.495752874237
ACH-001367,-0.39494577883599996
ACH-001368,-0.40502487531099995
ACH-001374,-0.20325090658199998
ACH-001375,-0.473575209779
ACH-001377,-0.588221366522
ACH-001380,-0.548915871539
ACH-001391,-0.466359637103
ACH-001407,-0.309480528549
ACH-001408,-0.7373647079510001
ACH-001413,-0.345405578305
ACH-001430,-0.197598997386
ACH-001431,-0.32265876873599997
ACH-001450,-0.47588365846600006
ACH-001496,-0.401643621272
ACH-001500,-0.265322985567
ACH-001521,-0.684956821279
ACH-001523,-0.39167559295800003
ACH-001532,-0.668150162951
ACH-001536,-0.331146785936
ACH-001550,-0.09194267552589999
ACH-001552,-0.580287311206
ACH-001554,-0.513411275758
ACH-001645,-0.390426823279
ACH-001654,-0.595789421206
ACH-001715,-0.595160808976
ACH-001735,-0.346005550673
ACH-001736,-0.594509173916
ACH-001737,-1.4321877666299998
ACH-001740,-0.502808812421
ACH-001745,-0.113734972918
ACH-001750,-0.511736335335
ACH-001765,-0.562456215777
ACH-001956,-0.507118095106
ACH-001957,-0.317736707779
