,PPIAL4G (644591)
ACH-000168,-0.461283139424
ACH-000169,-0.320144470287
ACH-000178,-0.32591843052499997
ACH-000182,-0.263797702364
ACH-000183,-0.44855036170100004
ACH-000188,-0.0430730414446
ACH-000189,0.23151580518399997
ACH-000190,-0.06331884532269999
ACH-000198,-0.388700059364
ACH-000204,-0.28881624100000003
ACH-000206,-0.190124277408
ACH-000207,-0.557298484067
ACH-000211,-0.29169247465799997
ACH-000215,-0.553843964379
ACH-000221,-0.408844259864
ACH-000222,-0.366186934617
ACH-000223,-0.309019764247
ACH-000226,-0.30425497357500003
ACH-000227,-0.6225310963930001
ACH-000228,-0.46203323229599996
ACH-000231,-0.575451064035
ACH-000232,-0.44406330417900003
ACH-000233,-0.45005081683
ACH-000234,-0.20647928780699998
ACH-000235,-0.34361576039700004
ACH-000237,-0.0724875157852
ACH-000238,-0.256434519363
ACH-000243,-0.348681588467
ACH-000244,-0.441167005956
ACH-000246,-0.24889737162099998
ACH-000248,-0.20283975448600003
ACH-000250,-0.37394679877899994
ACH-000251,-0.254860517942
ACH-000253,-0.40594566550300004
ACH-000255,-0.22643279948000003
ACH-000256,-0.307213548032
ACH-000257,0.17691442273
ACH-000258,-0.596910795699
ACH-000259,-0.47894651214100004
ACH-000260,-0.21940873164500002
ACH-000261,-0.245255144627
ACH-000262,-0.313277558264
ACH-000263,-0.630011192941
ACH-000264,-0.29698400716999995
ACH-000265,-0.273669317471
ACH-000266,-0.23865949425900002
ACH-000272,-0.578932629585
ACH-000273,-0.318272317002
ACH-000274,-0.485045689886
ACH-000277,-0.36788424079000004
ACH-000278,-0.0172053008105
ACH-000279,-0.527843163972
ACH-000280,-0.44734985052599996
ACH-000281,-0.08937885767489999
ACH-000288,-0.407408972779
ACH-000291,-0.15767011691299998
ACH-000293,-0.282095513895
ACH-000294,-0.694525589181
ACH-000295,-0.354749954532
ACH-000296,0.028700315470699997
ACH-000302,-0.291725106651
ACH-000304,0.09377927731319999
ACH-000307,-0.224715904789
ACH-000308,-0.535135264576
ACH-000310,-0.501710845489
ACH-000311,-0.433094555375
ACH-000312,-0.22287820886999998
ACH-000315,-0.20225226665100002
ACH-000316,-0.21972195323199997
ACH-000317,-0.537753360855
ACH-000318,-0.372464886519
ACH-000319,-0.35722798094499997
ACH-000320,-0.47529846809299997
ACH-000322,0.0043464047427
ACH-000323,-0.0423558742909
ACH-000324,-0.282985076271
ACH-000329,-0.423802853825
ACH-000330,-0.224557068204
ACH-000331,-0.148075923977
ACH-000332,-0.334411420287
ACH-000334,-0.7157509475
ACH-000335,-0.0299547843955
ACH-000336,-0.564690785282
ACH-000337,-0.214709774337
ACH-000339,-0.31496547612
ACH-000341,-0.8820572262090001
ACH-000348,-0.25854316756900003
ACH-000350,-0.617508689648
ACH-000352,-0.219645339081
ACH-000356,-0.47886750052500004
ACH-000361,-0.09736567761789999
ACH-000362,-0.555270023481
ACH-000363,-0.283512109819
ACH-000364,-0.127650521047
ACH-000365,-0.46483032316699996
ACH-000366,-0.348740687268
ACH-000368,-0.320999996351
ACH-000374,-0.419505486025
ACH-000375,-0.2256147098
ACH-000376,-0.138957700143
ACH-000381,-0.259247531794
ACH-000383,-0.606268535239
ACH-000387,-0.455412504667
ACH-000389,-0.103876495777
ACH-000390,-0.573447122303
ACH-000393,-0.214329025546
ACH-000395,-0.1778636125
ACH-000397,-0.19181444695
ACH-000401,-0.195369779037
ACH-000402,-0.278036345952
ACH-000403,-0.197081829186
ACH-000404,-0.37295635748800005
ACH-000406,-0.42068994497199996
ACH-000407,-0.132932986084
ACH-000408,-0.294457611753
ACH-000410,-0.22874223717599998
ACH-000411,-0.272767205812
ACH-000414,-0.536322531388
ACH-000415,-0.44304248399499996
ACH-000416,-0.188693738778
ACH-000420,-0.335478423644
ACH-000421,-0.19702670113899998
ACH-000424,-0.55035564032
ACH-000425,-0.455383370144
ACH-000426,-0.746790205694
ACH-000427,-0.444228660847
ACH-000433,-0.026789516560900003
ACH-000436,-0.421181383145
ACH-000444,-0.12057525961200001
ACH-000445,-0.383008126954
ACH-000448,-0.243514287069
ACH-000450,0.302435353454
ACH-000452,-0.53937749028
ACH-000454,-0.41144361281499997
ACH-000458,-0.219696276413
ACH-000459,0.130586870191
ACH-000460,-0.311854105784
ACH-000461,-0.599873728281
ACH-000463,-0.175735166002
ACH-000464,-0.147521859807
ACH-000466,-0.33232490875
ACH-000467,-0.0260767368789
ACH-000468,-0.5122635346209999
ACH-000469,-0.307427259747
ACH-000470,-0.24070989275600002
ACH-000471,-0.411768139915
ACH-000472,-0.601455104086
ACH-000473,-0.275871647708
ACH-000475,-0.601224223377
ACH-000476,-0.28511727079300003
ACH-000477,-0.5348795557280001
ACH-000480,-0.209568636237
ACH-000481,-0.5423668050079999
ACH-000483,-0.351700632765
ACH-000484,-0.40490309508199995
ACH-000485,-0.264066752856
ACH-000486,-0.27208815346299997
ACH-000487,-0.521178451896
ACH-000488,-0.326901144477
ACH-000490,-0.20408921319
ACH-000491,-0.22179733125300002
ACH-000495,-0.35627068334299994
ACH-000496,-0.380832265729
ACH-000499,-0.487115666174
ACH-000500,-0.629219704297
ACH-000502,-0.327979821417
ACH-000503,-0.00400967982838
ACH-000505,-0.43189934758500004
ACH-000507,-0.248052342638
ACH-000510,-0.36834325471199997
ACH-000511,-0.18176700278900002
ACH-000512,0.0988335434842
ACH-000516,-0.113754237537
ACH-000517,-0.298089459264
ACH-000518,-0.17885262912500002
ACH-000520,-0.270359153798
ACH-000521,-0.141915318999
ACH-000522,-0.430491351769
ACH-000524,-0.29739384333
ACH-000527,-0.299458459919
ACH-000528,-0.291118127407
ACH-000537,-0.303774004624
ACH-000541,-0.284865922762
ACH-000542,-0.234893739741
ACH-000544,-0.11347495213400001
ACH-000545,-0.245222659915
ACH-000547,-0.17981393717500002
ACH-000548,-0.32000414224
ACH-000549,-0.296772908431
ACH-000550,-0.038305549616300005
ACH-000552,-0.18198868009100003
ACH-000556,-0.298169713489
ACH-000557,-0.811216591097
ACH-000570,-0.15911010302200002
ACH-000571,-0.592909761924
ACH-000573,-0.315806336244
ACH-000576,-0.42442699036700005
ACH-000580,-0.13812901971799998
ACH-000584,-0.41134907400700005
ACH-000585,-0.49027744174800003
ACH-000588,-0.0228671223638
ACH-000589,-0.248398522254
ACH-000591,0.024173314582700004
ACH-000593,-0.41539974573700006
ACH-000600,-0.234573606442
ACH-000601,-0.36633471962700004
ACH-000604,-0.741955625636
ACH-000605,-0.445870986417
ACH-000606,-0.202042418297
ACH-000608,-0.6751280274250001
ACH-000614,-0.365055536896
ACH-000616,-0.225786575841
ACH-000618,-0.26906501888
ACH-000619,-0.250324204025
ACH-000620,-0.5156261512610001
ACH-000621,-0.5498934299889999
ACH-000622,-0.44082972698
ACH-000623,-0.26525088951299997
ACH-000624,-0.27884542272199997
ACH-000627,-0.25459610785799996
ACH-000630,-0.200141066344
ACH-000632,-0.48838821122000003
ACH-000633,-0.32221191585700004
ACH-000637,-0.243512468006
ACH-000638,-0.38092236972599997
ACH-000646,-0.315314637959
ACH-000647,-0.405139838925
ACH-000648,-0.325814925631
ACH-000649,-0.36248147846999995
ACH-000651,-0.29469203905
ACH-000652,-0.177635940985
ACH-000653,-0.108106216156
ACH-000657,-0.48883850199199996
ACH-000658,-0.622763577837
ACH-000661,-0.292331640494
ACH-000662,-0.3166791599
ACH-000663,-0.29495003953000004
ACH-000665,-0.333286439045
ACH-000671,-0.393252413113
ACH-000673,-0.254583713149
ACH-000676,-0.299413234822
ACH-000677,-0.32783014269099997
ACH-000681,-0.347103740718
ACH-000682,-0.352475553656
ACH-000683,-0.47641544355800003
ACH-000684,-0.294577847218
ACH-000688,-0.10646475455700001
ACH-000693,-0.215834893157
ACH-000694,-0.301362469699
ACH-000695,-0.277139557936
ACH-000696,-0.21528937825
ACH-000697,-0.014081571835700002
ACH-000699,-0.318105206373
ACH-000701,-0.26431944073
ACH-000706,-0.377565086522
ACH-000711,-0.371134634512
ACH-000713,-0.373553256038
ACH-000714,-0.5154400134170001
ACH-000718,-0.28101746089699997
ACH-000720,-0.497752092474
ACH-000721,-0.358576053426
ACH-000724,-0.551829781362
ACH-000725,-0.499821071157
ACH-000732,-0.113476845663
ACH-000734,-0.35818870135700004
ACH-000735,-0.35746717828
ACH-000736,-0.326660475457
ACH-000738,-0.203164208573
ACH-000746,-0.512350142512
ACH-000747,-0.24392172128800002
ACH-000748,-0.21588505549000003
ACH-000753,-0.47189827029
ACH-000756,-0.383353493509
ACH-000757,-0.246459221109
ACH-000758,-0.294326616955
ACH-000760,-0.493072200982
ACH-000763,-0.533637408026
ACH-000764,-0.21665998421
ACH-000765,-0.220531716692
ACH-000766,-0.20198699095400002
ACH-000767,-0.8043682109870001
ACH-000768,-0.128870913716
ACH-000769,-0.321189548765
ACH-000770,-0.522302626572
ACH-000771,-0.359062181089
ACH-000773,-0.16242524022399998
ACH-000776,-0.48350016203400004
ACH-000777,-0.410032314013
ACH-000778,-0.667187833272
ACH-000781,-0.442542720153
ACH-000782,-0.374759067655
ACH-000783,-0.347172207856
ACH-000784,-0.477752586439
ACH-000785,-0.591872200875
ACH-000787,-0.437510384226
ACH-000788,-0.420734403209
ACH-000791,-0.32535837581300003
ACH-000792,-0.24805780679
ACH-000794,-0.400977542844
ACH-000796,-0.38632651942100005
ACH-000799,-0.13816150916300002
ACH-000800,-0.44617317781800003
ACH-000802,-0.35244956015600004
ACH-000804,-0.17055685914299998
ACH-000805,-0.150365031817
ACH-000809,-0.387599460472
ACH-000810,0.18637236896499998
ACH-000811,-0.206591841015
ACH-000817,-0.246887487939
ACH-000819,-0.16933411079100003
ACH-000820,-0.299848859151
ACH-000821,-0.473532092698
ACH-000822,-0.210183916858
ACH-000823,-0.231262987261
ACH-000824,-0.44659428914399996
ACH-000827,-0.23550655137600002
ACH-000829,-0.254063389489
ACH-000831,-0.114961425423
ACH-000832,-0.34350916008599996
ACH-000833,-0.188101556561
ACH-000834,-0.21384294711
ACH-000835,-0.203474212963
ACH-000836,-0.48083386991300003
ACH-000837,-0.192652117948
ACH-000838,-0.741789359953
ACH-000839,-0.157428911582
ACH-000840,-0.265725512799
ACH-000841,-0.285968471849
ACH-000843,-0.361422492042
ACH-000846,-0.148447425473
ACH-000847,-0.36952940838799997
ACH-000848,-0.28675455286699997
ACH-000849,-0.296316028796
ACH-000851,-0.362382712453
ACH-000855,-0.16179212732999998
ACH-000856,-0.378423423393
ACH-000858,-0.24940913225000003
ACH-000859,-0.26555873165
ACH-000861,-0.09655042526560001
ACH-000862,-0.223183320387
ACH-000865,-0.225721316734
ACH-000866,-0.46010880103600005
ACH-000867,-0.498878994424
ACH-000869,-0.825630923862
ACH-000872,-0.140406546439
ACH-000873,-0.36933607181199996
ACH-000876,-0.267086861334
ACH-000878,-0.539231414316
ACH-000880,-0.46622927677599996
ACH-000881,-0.44200898622699997
ACH-000882,-0.37296187905
ACH-000884,-0.272146800167
ACH-000885,-0.10227475119200001
ACH-000887,-0.389986291778
ACH-000888,-0.179068361159
ACH-000889,-0.734002343061
ACH-000890,-0.32963182737700003
ACH-000896,-0.333290775414
ACH-000898,-0.40833794009499996
ACH-000900,-0.322963651818
ACH-000901,-0.30496081805999997
ACH-000905,-0.33579110647
ACH-000906,-0.27210978820099996
ACH-000907,0.00800875621789
ACH-000910,-0.394977219742
ACH-000911,-0.301852504874
ACH-000912,-0.22448776952500002
ACH-000913,-0.22938171206799998
ACH-000915,-0.327437916811
ACH-000916,0.41664452023500004
ACH-000917,-0.24323915957699999
ACH-000921,-0.34716670186899995
ACH-000924,-0.20753623118
ACH-000926,-0.150776033189
ACH-000928,-0.0954802814963
ACH-000929,-0.217903125394
ACH-000932,-0.328942868744
ACH-000935,-0.198215822845
ACH-000936,-0.22487774988499998
ACH-000937,-0.526917956547
ACH-000938,-0.33627624012699997
ACH-000939,-0.306210908108
ACH-000941,-0.377731734014
ACH-000943,-0.376507678066
ACH-000946,-0.105355134648
ACH-000947,-0.36781884897399997
ACH-000948,-0.144030331622
ACH-000950,-0.333285584038
ACH-000953,-0.420197592193
ACH-000957,0.059141459224899995
ACH-000958,-0.0397575071739
ACH-000960,-0.23122939656
ACH-000963,-0.212479433327
ACH-000968,-0.262270078685
ACH-000969,-0.0955909770905
ACH-000973,-0.344317958048
ACH-000974,-0.346372725198
ACH-000975,-0.374631094708
ACH-000976,-0.312126922167
ACH-000978,-0.343572449574
ACH-000980,-0.21588408884
ACH-000984,-0.390684871728
ACH-000986,-0.308536370221
ACH-000988,-0.318575237317
ACH-000993,-0.2020419765
ACH-000994,-0.304525181492
ACH-000996,-0.10173776866
ACH-001001,-0.444414768635
ACH-001020,-0.290366428655
ACH-001028,-0.44339619895099996
ACH-001031,-0.505018166931
ACH-001038,-0.469167232717
ACH-001048,-0.36964606144
ACH-001050,-0.413877781091
ACH-001053,-0.22768505970199998
ACH-001054,-0.19047278489799999
ACH-001061,-0.10390795239
ACH-001067,-0.261417012676
ACH-001075,-0.40293966018700006
ACH-001096,-0.391881216586
ACH-001128,-0.0292965833681
ACH-001134,-0.272552188893
ACH-001151,-0.30157353417800004
ACH-001163,-0.351844400502
ACH-001164,-0.372518907395
ACH-001173,-0.32100528904
ACH-001183,-0.252884079346
ACH-001184,-0.36920319853699995
ACH-001190,-0.37744525921300004
ACH-001192,-0.44874499111500005
ACH-001193,-0.41482601006399994
ACH-001196,-0.59516380405
ACH-001197,-0.38511690518200004
ACH-001205,-0.558422098877
ACH-001211,-0.42601712226899996
ACH-001212,-0.30173840288000003
ACH-001228,-0.203740938407
ACH-001232,-0.36532042290100003
ACH-001239,-0.18299356680599999
ACH-001274,-0.246585130773
ACH-001275,-0.220072384144
ACH-001277,-0.234837281422
ACH-001278,-0.49628194770499995
ACH-001280,-0.5280834795830001
ACH-001283,-0.25605654813900003
ACH-001289,-0.31721309034899997
ACH-001295,-0.43434694136299995
ACH-001300,-0.512697046545
ACH-001301,-0.364720908997
ACH-001302,0.0837188820306
ACH-001303,-0.331936306847
ACH-001306,-0.4226414324
ACH-001318,-0.544063333173
ACH-001322,-0.374510356207
ACH-001328,-0.301885792467
ACH-001332,-0.16486558710000002
ACH-001333,-0.305648099051
ACH-001336,-0.169301063259
ACH-001340,-0.2352763528
ACH-001346,-0.40056126024300004
ACH-001353,-0.165182152591
ACH-001354,-0.549086402806
ACH-001367,-0.03974382894319999
ACH-001368,-0.484161276525
ACH-001374,-0.258440400056
ACH-001375,-0.132795798629
ACH-001377,-0.309888907432
ACH-001380,-0.308347201668
ACH-001391,-0.353459244476
ACH-001407,-0.296644413675
ACH-001408,-0.159468306409
ACH-001413,-0.08071141090549999
ACH-001430,-0.594257468853
ACH-001431,-0.28008384210000004
ACH-001450,-0.270225980838
ACH-001496,-0.403696894651
ACH-001500,-0.30187033104
ACH-001521,-0.75190258099
ACH-001523,-0.29084080379
ACH-001532,-0.46509811460699996
ACH-001536,-0.102651538969
ACH-001550,-0.356368798817
ACH-001552,-0.41729125177599996
ACH-001554,-0.404450285714
ACH-001645,-0.20225780823
ACH-001654,-0.406991169709
ACH-001715,-0.411098011189
ACH-001735,-0.25066134759799996
ACH-001736,-0.292890752706
ACH-001737,-0.472394327973
ACH-001740,-0.271363517417
ACH-001745,-0.53056840581
ACH-001750,-0.185594100766
ACH-001765,-0.362090275589
ACH-001956,-0.332812314432
ACH-001957,-0.339698830668
