,ORAOV1 (220064)
ACH-000420,-1.8211477524000002
ACH-000421,-1.6021275679499998
ACH-000424,-1.4697940278600001
ACH-000425,-1.83533960367
ACH-000426,-1.88275389814
ACH-000427,-1.55705252965
ACH-000433,-1.4833507097
ACH-000436,-0.834160845301
ACH-000444,-1.6151840774500001
ACH-000445,-1.37844814313
ACH-000448,-1.33184459019
ACH-000450,-1.68685395516
ACH-000452,-1.4657435408200001
ACH-000454,-1.31266296859
ACH-000458,-1.1553795657700001
ACH-000459,-2.08105339135
ACH-000460,-1.46033651151
ACH-000461,-1.43115735222
ACH-000463,-1.68944796755
ACH-000464,-1.4005584631299999
ACH-000466,-1.89658368977
ACH-000467,-1.34463958861
ACH-000468,-1.62967281881
ACH-000469,-1.44146861872
ACH-000470,-1.80157825271
ACH-000471,-1.20162387581
ACH-000472,-1.76037404623
ACH-000473,-1.4780010184399999
ACH-000475,-1.50270156259
ACH-000476,-1.28973973616
ACH-000477,-1.76989490281
ACH-000480,-1.5988060897299998
ACH-000481,-1.5448228535600002
ACH-000483,-1.35453375488
ACH-000484,-1.9067220444
ACH-000485,-1.6198206766499998
ACH-000486,-0.8291854121259999
ACH-000487,-1.58322887135
ACH-000488,-1.24480429604
ACH-000490,-1.60659457639
ACH-000491,-1.35287395215
ACH-000495,-1.37315662128
ACH-000496,-1.82049415595
ACH-000499,-1.8455765911200002
ACH-000500,-0.8965601971100001
ACH-000502,-1.49693050304
ACH-000503,-1.57988701115
ACH-000505,-1.4524890807100002
ACH-000507,-1.47769635609
ACH-000510,-1.7741904106
ACH-000511,-1.67678512573
ACH-000512,-1.6877272305000002
ACH-000516,-1.86860445279
ACH-000517,-1.34623112038
ACH-000518,-1.4807083368399998
ACH-000520,-1.49874514635
ACH-000521,-1.81172809791
ACH-000522,-1.25330746802
ACH-000524,-1.9308632229900002
ACH-000527,-1.5828477961200003
ACH-000528,-1.26796318341
ACH-000537,-0.889664174624
ACH-000541,-2.3879536360499998
ACH-000542,-1.5606700722100002
ACH-000544,-1.15388579609
ACH-000545,-1.56357130122
ACH-000547,-1.5677211459
ACH-000548,-1.15004002514
ACH-000549,-1.3865016588899999
ACH-000550,-1.6742240285799999
ACH-000552,-1.4430045840799999
ACH-000556,-1.69702188658
ACH-000557,-2.1341471642400003
ACH-000570,-1.54754517739
ACH-000571,-1.92701266433
ACH-000573,-1.7286284566499999
ACH-000576,-1.39258902682
ACH-000580,-1.5573840930899998
ACH-000584,-1.5553903285799997
ACH-000585,-0.927490899068
ACH-000588,-1.59654523477
ACH-000589,-1.6692045706099998
ACH-000591,-1.6490719588799998
ACH-000593,-1.8199554024200002
ACH-000600,-1.9389398798099997
ACH-000601,-1.61658382571
ACH-000604,-1.02038966444
ACH-000605,-1.08775676185
ACH-000606,-1.3750786132700001
ACH-000608,-1.7301544024700002
ACH-000614,-1.5225438480000002
ACH-000616,-1.30256233402
ACH-000618,-0.9770112396080001
ACH-000619,-1.2188543791500002
ACH-000620,-1.4692893716100002
ACH-000621,-1.6480554675299999
ACH-000622,-1.61946559262
ACH-000623,-1.8615094890200001
ACH-000624,-1.56243812312
ACH-000627,-1.4481822062799998
ACH-000630,-1.54307113435
ACH-000632,-1.7460713229299998
ACH-000633,-1.95603161646
ACH-000637,-1.12635571776
ACH-000638,-1.14792489496
ACH-000646,-1.7556472881599998
ACH-000647,-1.3299245739299999
ACH-000648,-2.02593566236
ACH-000649,-1.76382370455
ACH-000651,-1.37935051018
ACH-000652,-1.6525378756600002
ACH-000653,-1.69697383474
ACH-000657,-1.72436789414
ACH-000658,-1.8929526982099998
ACH-000661,-1.6811745450100002
ACH-000662,-1.1980603953
ACH-000663,-1.9902728389400002
ACH-000665,-1.5810257605200002
ACH-000671,-1.61342967315
ACH-000673,-1.34070571931
ACH-000676,-1.67549065851
ACH-000677,-1.84868994917
ACH-000681,-1.4650888292299997
ACH-000682,-1.4979959712
ACH-000683,-1.7322947004599998
ACH-000684,-1.3853331596899998
ACH-000688,-1.8815305344
ACH-000693,-1.44494079519
ACH-000694,-1.1212365451700002
ACH-000695,-1.6139116814399999
ACH-000696,-1.49262846305
ACH-000697,-1.6505259778499999
ACH-000699,-1.54494328192
ACH-000701,-1.15432385354
ACH-000706,-1.30066908368
ACH-000711,-1.55522232091
ACH-000713,-1.63734214359
ACH-000714,-1.46981980837
ACH-000718,-1.9843052423700003
ACH-000720,-1.8012506736000002
ACH-000721,-1.4533177184600001
ACH-000724,-2.0077352218
ACH-000725,-1.6120007562399998
ACH-000732,-1.24505418381
ACH-000734,-1.7186213886700001
ACH-000735,-1.51617513854
ACH-000736,-1.6199882276
ACH-000738,-1.5222560091100001
ACH-000746,-1.30550344791
ACH-000747,-1.4159134217200002
ACH-000748,-1.29652797881
ACH-000753,-1.8269584625
ACH-000756,-1.5799722143500001
ACH-000757,-1.4463029249000001
ACH-000758,-1.6503918869999998
ACH-000760,-1.16665619249
ACH-000763,-1.4515676657700003
ACH-000764,-1.55716469346
ACH-000765,-1.8197429842500001
ACH-000766,-1.6690824668900002
ACH-000767,-1.3928008884999998
ACH-000768,-1.41645759426
ACH-000769,-1.63036051692
ACH-000770,-1.6408834667899999
ACH-000771,-1.27136471737
ACH-000773,-1.68243229866
ACH-000776,-1.64954346766
ACH-000777,-1.43732935613
ACH-000778,-1.94400969719
ACH-000781,-1.65284275523
ACH-000782,-1.87976576783
ACH-000783,-1.3048135524200002
ACH-000784,-1.6607377974200002
ACH-000785,-1.2573367520299998
ACH-000787,-1.26069635899
ACH-000788,-1.6287329907499999
ACH-000791,-1.34864504329
ACH-000792,-1.37836803075
ACH-000794,-1.11295612877
ACH-000796,-1.6249107580500002
ACH-000799,-1.4632959732100002
ACH-000800,-1.5234630019799997
ACH-000802,-1.5800480872799998
ACH-000804,-1.8825666390400002
ACH-000805,-1.67185513435
ACH-000809,-1.1122680294399998
ACH-000810,-1.1605089857200002
ACH-000811,-1.7125524650600001
ACH-000817,-1.7513234089400003
ACH-000819,-1.34673585854
ACH-000820,-1.86999728003
ACH-000821,-2.42458707576
ACH-000822,-2.1445626905400004
ACH-000823,-1.30051458509
ACH-000824,-1.20322564755
ACH-000827,-1.43456172224
ACH-000829,-1.56737100789
ACH-000831,-1.47242827845
ACH-000832,-1.50027584929
ACH-000833,-1.76437758866
ACH-000834,-1.7237511241999999
ACH-000835,-1.63819196813
ACH-000836,-1.6559625355899998
ACH-000837,-1.4044486960299998
ACH-000838,-1.5255558942700003
ACH-000839,-1.42019411621
ACH-000840,-1.61080876271
ACH-000841,-1.55385974247
ACH-000843,-1.3711205234900001
ACH-000846,-0.7801169498080001
ACH-000847,-1.28729326274
ACH-000848,-1.40341598777
ACH-000849,-1.7207619229599997
ACH-000851,-1.38659717554
ACH-000855,-1.14685650461
ACH-000856,-1.8407154236099996
ACH-000858,-1.62333431196
ACH-000859,-1.3743542032799998
ACH-000861,-1.38643991382
ACH-000862,-1.62606208961
ACH-000865,-1.63234370141
ACH-000866,-1.4782610474000002
ACH-000867,-1.24578862641
ACH-000869,-1.6919671140299999
ACH-000872,-1.14037662598
ACH-000873,-1.44623428424
ACH-000876,-0.844326939595
ACH-000878,-1.4454663479899998
ACH-000880,-1.36626016645
ACH-000881,-1.56640357116
ACH-000882,-1.5643122377
ACH-000884,-1.52652722771
ACH-000885,-1.6041420108000002
ACH-000887,-1.4181585933399998
ACH-000888,-1.7625374154599998
ACH-000889,-1.6160261959399997
ACH-000890,-1.55934171803
ACH-000896,-1.45884150985
ACH-000898,-1.4911207015999999
ACH-000900,-1.3018646856899998
ACH-000901,-1.42643430014
ACH-000905,-1.49276740521
ACH-000906,-1.0276455441399999
ACH-000907,-1.8592754651099999
ACH-000910,-2.06250057052
ACH-000911,-1.25670119316
ACH-000912,-1.52212959571
ACH-000913,-1.52302584734
ACH-000915,-1.66264184271
ACH-000916,-1.6639107189200002
ACH-000917,-1.12166418398
ACH-000921,-1.50716960417
ACH-000924,-1.64074402231
ACH-000926,-1.67290907365
ACH-000928,-1.68108481558
ACH-000929,-1.23946709607
ACH-000932,-1.2374117250299999
ACH-000935,-1.4997015743000002
ACH-000936,-1.6551719655300001
ACH-000937,-1.7858657591299998
ACH-000938,-1.4852153616600001
ACH-000939,-1.65912490521
ACH-000941,-1.64713311204
ACH-000943,-1.32258335689
ACH-000946,-1.41524264739
ACH-000947,-1.66338479021
ACH-000948,-1.49618397405
ACH-000950,-1.72123218045
ACH-000953,-1.79530712257
ACH-000957,-1.30272799266
ACH-000958,-1.49077084486
ACH-000960,-1.8714057111900002
ACH-000963,-0.921506397477
ACH-000968,-1.5256595088999998
ACH-000969,-1.3239898168100002
ACH-000973,-1.62103571997
ACH-000974,-1.57754742416
ACH-000975,-1.34152574036
ACH-000976,-1.31320350136
ACH-000978,-1.3506102539700002
ACH-000980,-1.64448072581
ACH-000984,-1.6293940952000001
ACH-000986,-1.2812845918
ACH-000988,-1.4831512084600003
ACH-000993,-1.41258946444
ACH-000994,-1.12631873137
ACH-000996,-1.74437576845
ACH-001001,-1.27507117901
ACH-001020,-1.4952006367700001
ACH-001028,-1.66924784303
ACH-001031,-1.55758341697
ACH-001038,-1.43729403597
ACH-001048,-1.710125724
ACH-001050,-1.38540948286
ACH-001053,-1.0311657214499999
ACH-001054,-1.68187225431
ACH-001061,-1.4219341840000002
ACH-001067,-1.6291712620200003
ACH-001075,-1.3027921581200002
ACH-001096,-1.67152899839
ACH-001128,-2.1111384878
ACH-001134,-1.40729661016
ACH-001151,-1.5922605046899998
ACH-001163,-1.82672457507
ACH-001164,-1.5956273907799998
ACH-001173,-1.6775602970899999
ACH-001183,-1.3583846707700002
ACH-001184,-1.62117500044
ACH-001190,-1.1107677983
ACH-001192,-1.7722802632099999
ACH-001193,-1.8003012877000002
ACH-001196,-1.49711886428
ACH-001197,-1.95758225933
ACH-001205,-1.57447692241
ACH-001211,-1.29001050748
ACH-001212,-1.7357790675599998
ACH-001228,-1.8931512135
ACH-001232,-1.6218921679700002
ACH-001239,-1.8066277987700001
ACH-001274,-1.52409545924
ACH-001275,-1.49162093887
ACH-001277,-1.88843457344
ACH-001278,-1.69268504448
ACH-001280,-1.34906827655
ACH-001283,-1.50299725659
ACH-001289,-1.5251048669299998
ACH-001295,-1.7229521752099999
ACH-001300,-1.8224195345900003
ACH-001301,-1.51238785805
ACH-001302,-1.85897276823
ACH-001303,-1.4761680927599998
ACH-001306,-1.76833609869
ACH-001318,-1.62808764273
ACH-001322,-1.4151731142299997
ACH-001328,-1.30055929827
ACH-001332,-1.19373299355
ACH-001333,-1.6416504854299998
ACH-001336,-1.5548491696000002
ACH-001340,-1.49689533977
ACH-001346,-1.3673757427899997
ACH-001353,-1.59413355277
ACH-001354,-1.9250652788099998
ACH-001367,-1.65307334854
ACH-001368,-1.45772634922
ACH-001374,-1.6405454486500002
ACH-001375,-2.00244514578
ACH-001377,-1.32966584605
ACH-001380,-1.4945272893900001
ACH-001391,-1.57305400349
ACH-001407,-1.7673086213299998
ACH-001408,-1.4343305143399998
ACH-001413,-0.9559397472910001
ACH-001430,-1.9162984109299999
ACH-001431,-1.54892330122
ACH-001450,-1.70945182526
ACH-001496,-1.7505042015
ACH-001500,-1.82739385551
ACH-001521,-1.68529180259
ACH-001523,-1.56309665623
ACH-001532,-1.3135007581799998
ACH-001536,-1.49479835087
ACH-001550,-1.9663762783099996
ACH-001552,-1.48847259018
ACH-001554,-1.48171843467
ACH-001645,-1.43504714271
ACH-001654,-1.76979559276
ACH-001715,-1.5065410626700002
ACH-001735,-1.8054077003599998
ACH-001736,-2.07121739972
ACH-001737,-1.54700192757
ACH-001740,-1.4569375098500001
ACH-001745,-1.56565699009
ACH-001750,-1.19153637698
ACH-001765,-1.50626787493
ACH-001956,-1.4157849905500002
ACH-001957,-1.5507282701499998
