,CGRRF1 (10668)
ACH-000004,-0.0677868779078
ACH-000007,-0.051833819428400006
ACH-000009,-0.17681484386100002
ACH-000011,0.0504452141141
ACH-000012,-0.00810184391381
ACH-000013,-0.0633925745996
ACH-000014,-0.0262498669111
ACH-000015,-0.09092454409669999
ACH-000017,0.059757751042400005
ACH-000018,-0.0992886444833
ACH-000019,-0.0730476335688
ACH-000021,-0.017656116617799998
ACH-000022,-0.028496801159700002
ACH-000025,-0.102306539636
ACH-000028,-0.0448011796026
ACH-000030,-0.173078674195
ACH-000035,-0.010658164985
ACH-000036,-0.0512409064515
ACH-000037,0.05509729890890001
ACH-000039,-0.0640313585329
ACH-000040,-0.048980125868600004
ACH-000041,-0.073600317719
ACH-000042,0.0174380235966
ACH-000045,-0.126040075309
ACH-000047,-0.215622697803
ACH-000052,0.115365304219
ACH-000053,-0.0649683305797
ACH-000054,-0.00890260642217
ACH-000055,0.217786695858
ACH-000060,-0.157325317532
ACH-000067,0.19033705800700002
ACH-000070,-0.126416635345
ACH-000075,-0.224920116531
ACH-000078,-0.169742562777
ACH-000082,-0.18144267753499999
ACH-000085,-0.014114978181799999
ACH-000086,-0.060135177416
ACH-000087,0.378624452222
ACH-000092,-0.148146384008
ACH-000095,-0.156203236237
ACH-000097,-0.15344251633
ACH-000098,-0.0238317124222
ACH-000099,-0.0298092941318
ACH-000108,-0.0976800757698
ACH-000113,-0.114025774544
ACH-000115,-0.155954028621
ACH-000116,0.09359567988539999
ACH-000118,-0.14553796466900001
ACH-000120,0.036806952067400006
ACH-000123,-0.206173644807
ACH-000127,-0.0411135191206
ACH-000128,-0.09806564466399999
ACH-000132,0.0742045552151
ACH-000133,-0.0972654089597
ACH-000137,0.00971643795213
ACH-000138,-0.17289931588399998
ACH-000142,0.101700099163
ACH-000143,-0.31047316330200003
ACH-000146,-0.146622907292
ACH-000148,-0.025723718908
ACH-000150,-0.00616331401656
ACH-000152,-0.132075978139
ACH-000153,-0.11286235100400001
ACH-000159,-0.048962566562
ACH-000160,-0.14537973126599998
ACH-000163,-0.0812135166498
ACH-000167,-0.316543739686
ACH-000168,-0.119834875695
ACH-000169,-0.0313636368499
ACH-000178,0.08182231454210001
ACH-000182,0.048860424215900006
ACH-000183,-0.0516824830195
ACH-000188,-0.0307306980724
ACH-000189,0.11633638188100001
ACH-000190,0.17393228766199997
ACH-000198,-0.164481757077
ACH-000204,-0.189926036738
ACH-000206,-0.18904395843199998
ACH-000207,-0.236729465262
ACH-000211,-0.257288954057
ACH-000215,-0.00405822840837
ACH-000221,-0.06269485647669999
ACH-000222,-0.0990259132031
ACH-000223,-0.235569959024
ACH-000226,-0.115630801544
ACH-000227,-0.0465264915178
ACH-000228,-0.019195689829500002
ACH-000231,0.0103318591837
ACH-000232,-0.16497341369100002
ACH-000233,0.015179089998999999
ACH-000234,0.101538214642
ACH-000235,-0.0427595221454
ACH-000237,0.12081877609899999
ACH-000238,-0.33641133112599997
ACH-000243,-0.19279309134300002
ACH-000244,-0.149271768607
ACH-000246,-0.137585352705
ACH-000248,-0.034690612475699996
ACH-000250,-0.0342086256656
ACH-000251,-0.010421942209399999
ACH-000253,0.009775139472889998
ACH-000255,-0.08194262810160001
ACH-000256,-0.147268620181
ACH-000257,-0.26731056101100004
ACH-000258,-0.05720286776869999
ACH-000259,-0.037229158412900004
ACH-000260,-0.0976789850598
ACH-000261,-0.206536706825
ACH-000262,-0.0758698213992
ACH-000263,0.264249902814
ACH-000264,-0.00792924884163
ACH-000265,0.017256727811700002
ACH-000266,-0.0864346823482
ACH-000272,-0.0042048136275199995
ACH-000273,-0.0686767932154
ACH-000274,-0.024295783489099998
ACH-000277,-0.133946238925
ACH-000278,-0.037637672264400006
ACH-000279,-0.18575470367600003
ACH-000280,-0.0034388427463400003
ACH-000281,0.088371973734
ACH-000288,-0.0563011648946
ACH-000291,0.049891653657200004
ACH-000293,-0.20812484666099998
ACH-000294,-0.146405093972
ACH-000295,0.053129770715500006
ACH-000296,-0.0639751157271
ACH-000302,0.0696315256846
ACH-000304,-0.15465625661
ACH-000307,0.016156341985200003
ACH-000308,-0.043878005237
ACH-000310,-0.351456882839
ACH-000311,-0.0046503229260600005
ACH-000312,-0.0289578171396
ACH-000315,-0.309563440806
ACH-000316,-0.005088916409239999
ACH-000317,-0.163129506436
ACH-000318,0.00165219128725
ACH-000319,-0.121165660185
ACH-000320,-0.0657041256786
ACH-000322,-0.118581336859
ACH-000323,-0.0401960216244
ACH-000324,-0.0845030613038
ACH-000329,-0.10219364739600001
ACH-000330,0.043256374920499996
ACH-000331,0.0962677267018
ACH-000332,-0.07973325142110001
ACH-000334,-0.32540688382800004
ACH-000335,0.169697274157
ACH-000336,-0.103952091305
ACH-000337,-0.206245101283
ACH-000339,-0.220027189337
ACH-000341,-0.204180763713
ACH-000348,-0.143539338313
ACH-000350,-0.13859880454
ACH-000352,-0.075656700014
ACH-000356,-0.09574077250299999
ACH-000361,-0.00536468867979
ACH-000362,-0.109373225424
ACH-000363,0.0673183601978
ACH-000364,-0.09817199245300001
ACH-000365,-0.0581809891121
ACH-000366,-0.0584266695957
ACH-000368,-0.098294320962
ACH-000374,-0.0408558466575
ACH-000375,-0.00165895804584
ACH-000376,-0.20142983922600002
ACH-000381,0.12317203982000001
ACH-000383,-0.0715987066792
ACH-000387,0.107292675911
ACH-000389,-0.15929282359400002
ACH-000390,-0.0175658588866
ACH-000393,-0.142666922186
ACH-000395,-0.147390035916
ACH-000397,0.0265264414809
ACH-000401,-0.0228368229814
ACH-000402,-0.20384714557999997
ACH-000403,-0.087714338925
ACH-000404,0.0103497833543
ACH-000406,-0.111054356739
ACH-000407,0.0288660104116
ACH-000408,-0.0321167702867
ACH-000410,-0.020688162048400002
ACH-000411,-0.114805368191
ACH-000414,0.0101831494624
ACH-000415,-0.037136072083199995
ACH-000416,-0.021696531211099997
ACH-000420,0.21733369325100002
ACH-000421,-0.0205573464366
ACH-000424,0.08435718071939999
ACH-000425,-0.0690040617229
ACH-000426,0.0826253954144
ACH-000427,-0.11874790595200001
ACH-000433,0.00926299468217
ACH-000436,-0.0158971885705
ACH-000444,0.070139186439
ACH-000445,-0.270341616924
ACH-000448,-0.103219751631
ACH-000450,-0.284873693895
ACH-000452,-0.0105303728723
ACH-000454,-0.0500069417201
ACH-000458,-0.194190019853
ACH-000459,0.00354531941357
ACH-000460,-0.152938951548
ACH-000461,-0.0327524253888
ACH-000463,-0.06820958630419999
ACH-000464,0.00978273307076
ACH-000466,-0.0784992766346
ACH-000467,-0.186083084582
ACH-000468,-0.110214544449
ACH-000469,-0.000934678895274
ACH-000470,-0.186594245743
ACH-000471,0.073971086241
ACH-000472,-0.134141869453
ACH-000473,0.139501607944
ACH-000475,-0.145990952712
ACH-000476,-0.149408729214
ACH-000477,-0.35797457002300004
ACH-000480,-0.0205248084195
ACH-000481,-0.38949975107100004
ACH-000483,-0.12856142210899998
ACH-000484,-0.16958182438799999
ACH-000485,-0.040384500506599995
ACH-000486,-0.0857125190917
ACH-000487,0.15470394881400001
ACH-000488,-0.086437359805
ACH-000490,-0.09964535030260001
ACH-000491,-0.084628113895
ACH-000495,-0.23044990284699998
ACH-000496,0.0960671438081
ACH-000499,-0.07345841276760001
ACH-000500,0.12004868854800001
ACH-000502,0.011209825044799998
ACH-000503,-0.18006964438
ACH-000505,-0.203498239808
ACH-000507,-0.39142546395499994
ACH-000510,-0.0007407597444469999
ACH-000511,-0.05698552135919999
ACH-000512,0.207410725835
ACH-000516,-0.184328854727
ACH-000517,-0.025532727233899998
ACH-000518,-0.08045147323860001
ACH-000520,-0.09694334439249999
ACH-000521,0.0172172814735
ACH-000522,-0.0888380187518
ACH-000524,-0.0809606951277
ACH-000527,-0.015159206025100002
ACH-000528,-0.045959664614300004
ACH-000537,-0.0018338611815599999
ACH-000541,0.179786575097
ACH-000542,-0.0474068532399
ACH-000544,-0.0872900144502
ACH-000545,-0.143425010377
ACH-000547,-0.0667579205439
ACH-000548,-0.209076812713
ACH-000549,-0.2501291217
ACH-000550,-0.0429745643195
ACH-000552,0.18770037614399998
ACH-000556,-0.110206253213
ACH-000557,-0.06921667064730001
ACH-000570,-0.112877597797
ACH-000571,-0.17280464930599998
ACH-000573,-0.0460404569398
ACH-000576,-0.0781025108295
ACH-000580,0.09120399681189999
ACH-000584,0.021470330654700002
ACH-000585,-0.09011618280760002
ACH-000588,0.0812934139922
ACH-000589,0.0364090555097
ACH-000591,-0.16774691825899998
ACH-000593,0.0640786574621
ACH-000600,-0.20700826125799998
ACH-000601,-0.0615728679123
ACH-000604,0.24573586077799997
ACH-000605,-0.0346356788643
ACH-000606,-0.0935283514387
ACH-000608,-0.153311811513
ACH-000614,0.0316656622507
ACH-000616,-0.113875239824
ACH-000618,-0.084814079125
ACH-000619,-0.17029470291700002
ACH-000620,-0.0700749456529
ACH-000621,0.027477500342200003
ACH-000622,-0.0821656347386
ACH-000623,-0.11677871589000001
ACH-000624,-0.06404950413980001
ACH-000627,-0.127252932964
ACH-000630,0.028408756228400004
ACH-000632,-0.08790716590530001
ACH-000633,-0.108935742006
ACH-000637,0.109321560801
ACH-000638,0.14120536219000002
ACH-000646,-0.10758893228599999
ACH-000647,-0.0185677084998
ACH-000648,0.0119863082996
ACH-000649,-0.0967481861689
ACH-000651,-0.00952957679807
ACH-000652,0.0177041553128
ACH-000653,-0.0955409008429
ACH-000657,0.0099236268879
ACH-000658,-0.0848242208702
ACH-000661,0.007522593635090001
ACH-000662,-0.300168535843
ACH-000663,0.14368100733300002
ACH-000665,0.0281455997717
ACH-000671,-0.171266956287
ACH-000673,-0.0606492931582
ACH-000676,-0.05252109147509999
ACH-000677,-0.0257526059772
ACH-000681,-0.09360478853639999
ACH-000682,0.0505742277511
