,LMO3 (55885)
ACH-000004,0.174061810534
ACH-000007,-0.107226578429
ACH-000009,0.169913559401
ACH-000011,0.0946868061606
ACH-000012,0.21022349604200002
ACH-000013,0.09148503630280001
ACH-000014,0.060274711394300004
ACH-000015,0.0185172954142
ACH-000017,0.0752439627426
ACH-000018,-0.0129992851495
ACH-000019,-0.026336862669099997
ACH-000021,0.0895634897725
ACH-000022,0.049157579451199994
ACH-000025,0.148541999486
ACH-000028,0.17504507618
ACH-000030,0.047027376147800004
ACH-000035,0.219558510058
ACH-000036,0.0854244632821
ACH-000037,-0.045031526837099996
ACH-000039,0.194902593187
ACH-000040,0.17318774038600002
ACH-000041,0.0288334758955
ACH-000042,0.104194954334
ACH-000045,0.11014778781500001
ACH-000047,0.14501388684699998
ACH-000052,0.117020632761
ACH-000053,0.109967440944
ACH-000054,0.231552698539
ACH-000055,-0.22148215226999998
ACH-000060,0.0679317541177
ACH-000067,0.121199657206
ACH-000070,0.0235763065391
ACH-000075,0.311388847226
ACH-000078,0.15177744923
ACH-000082,0.0609887043394
ACH-000085,0.221063712784
ACH-000086,0.0425428102341
ACH-000087,-0.0325390035555
ACH-000092,0.10184890546599999
ACH-000095,-0.25370665224800004
ACH-000097,0.0843528229194
ACH-000098,0.09270490299900001
ACH-000099,0.109440222753
ACH-000108,0.22276986543299998
ACH-000113,0.00953979029965
ACH-000115,0.16789265892400002
ACH-000116,0.136746180362
ACH-000118,0.052816262246300004
ACH-000120,0.314119366569
ACH-000123,0.0381064879471
ACH-000127,0.08089641600150001
ACH-000128,0.128913604241
ACH-000132,0.17790888824099998
ACH-000133,-0.0253678378125
ACH-000137,-0.000546332817168
ACH-000138,0.0565701944
ACH-000142,0.0109397297191
ACH-000143,0.10878244529799999
ACH-000146,0.190269596772
ACH-000148,0.0015064015954699998
ACH-000150,0.056207182652000004
ACH-000152,0.07750290313620001
ACH-000153,0.121370896767
ACH-000159,0.196928996311
ACH-000160,0.0710215791556
ACH-000163,-0.0607562881552
ACH-000167,-0.04254570211019999
ACH-000168,0.267476788373
ACH-000169,-0.0125920460497
ACH-000178,0.0521748743201
ACH-000182,-0.0633486679481
ACH-000183,0.10702164075899999
ACH-000188,0.168061304666
ACH-000189,0.21449391825
ACH-000190,0.0394901315825
ACH-000198,0.043723989304999995
ACH-000204,0.282040441728
ACH-000206,0.147349954639
ACH-000207,0.061072553283400006
ACH-000211,0.10824504284900001
ACH-000215,0.033089227285500004
ACH-000221,0.126145488002
ACH-000222,-0.0875108576189
ACH-000223,0.028204271486900002
ACH-000226,0.0406801698701
ACH-000227,-0.115270733542
ACH-000228,0.0121641166411
ACH-000231,0.0824474905102
ACH-000232,-0.0012167458252100001
ACH-000233,0.133300338858
ACH-000234,0.0839351104126
ACH-000235,0.0521715795785
ACH-000237,0.0866769125645
ACH-000238,0.166366735977
ACH-000243,0.115170512171
ACH-000244,0.227135488831
ACH-000246,-0.011405261766899998
ACH-000248,0.030967692881900002
ACH-000250,0.0650449266219
ACH-000251,0.272522861395
ACH-000253,0.0349370886985
ACH-000255,-0.09708666305819999
ACH-000256,-0.0273515133329
ACH-000257,0.08575572680299999
ACH-000258,-0.058910850987999995
ACH-000259,0.12159179508
ACH-000260,0.151050055099
ACH-000261,0.033953541698500005
ACH-000262,0.191288384087
ACH-000263,0.164601497783
ACH-000264,0.056733834505900006
ACH-000265,0.162003220137
ACH-000266,0.09088405611950001
ACH-000272,-0.00742877721562
ACH-000273,0.0636732650177
ACH-000274,0.07928892184330001
ACH-000277,0.00454033645694
ACH-000278,0.197032987975
ACH-000279,-0.00710900228275
ACH-000280,0.226253952319
ACH-000281,-0.11238331919399999
ACH-000288,0.0356687563646
ACH-000291,-0.08001194892689999
ACH-000293,0.258302450437
ACH-000294,0.03652103532169999
ACH-000295,0.10694484292199999
ACH-000296,0.167253762858
ACH-000302,0.10684857613700001
ACH-000304,0.08422269564099999
ACH-000307,0.053557540338599996
ACH-000308,0.090526347332
ACH-000310,-0.0951640883571
ACH-000311,0.264597368856
ACH-000312,0.186042927613
ACH-000315,-0.0610425835086
ACH-000316,0.13395036314300002
ACH-000317,0.109252252539
ACH-000318,0.205661518263
ACH-000319,0.0565835986834
ACH-000320,0.150451532591
ACH-000322,0.0930667614233
ACH-000323,-0.007162108603279999
ACH-000324,-0.037408309887199995
ACH-000329,0.254706577808
ACH-000330,-0.108142878645
ACH-000331,0.144504849724
ACH-000332,0.109461247552
ACH-000334,-0.188143418406
ACH-000335,-0.156262524671
ACH-000336,0.044124453482999995
ACH-000337,0.310809748849
ACH-000339,0.0216217760205
ACH-000341,0.24323498686099998
ACH-000348,0.0626078960607
ACH-000350,0.129707623417
ACH-000352,0.0830913099484
ACH-000356,-0.0292895108838
ACH-000361,0.05337473488030001
ACH-000362,0.104327130569
ACH-000363,0.102275326068
ACH-000364,0.0865874980391
ACH-000365,0.13906922851700002
ACH-000366,0.012568891064899999
ACH-000368,0.05456606430930001
ACH-000374,0.101674304009
ACH-000375,0.09481334019160001
ACH-000376,0.0867488930631
ACH-000381,0.07293941005360001
ACH-000383,0.0946184376147
ACH-000387,0.0432966440629
ACH-000389,-0.0123958583014
ACH-000390,0.08654028959629999
ACH-000393,0.0483790126588
ACH-000395,0.0945820580906
ACH-000397,0.0383952423535
ACH-000401,0.116310465659
ACH-000402,0.364597936761
ACH-000403,0.0954993585372
ACH-000404,0.20457008598700002
ACH-000406,0.09992882830489999
ACH-000407,0.17534854416700002
ACH-000408,-0.0505187402747
ACH-000410,-0.00717174319462
ACH-000411,0.0391457461495
ACH-000414,0.07092449049819999
ACH-000415,0.225612342185
ACH-000416,0.143944509553
ACH-000420,0.0745325461315
ACH-000421,0.0376285798215
ACH-000424,-0.239445673882
ACH-000425,0.130580403521
ACH-000426,0.176625004556
ACH-000427,-0.065125687399
ACH-000433,0.00370866643378
ACH-000436,0.190882510049
ACH-000444,0.0906603891981
ACH-000445,0.09659506492900001
ACH-000448,0.0131452052094
ACH-000450,0.16668901926100002
ACH-000452,0.0577075572609
ACH-000454,0.234974689872
ACH-000458,0.131278981411
ACH-000459,-0.0239712512223
ACH-000460,0.17621959410100002
ACH-000461,0.219145528012
ACH-000463,0.0782870986946
ACH-000464,0.24429915959100001
ACH-000466,0.13994835866
ACH-000467,0.18193918597300002
ACH-000468,0.021838415783599997
ACH-000469,0.07414322208980001
ACH-000470,-0.19035624786699998
ACH-000471,0.0100247362041
ACH-000472,0.125032497894
ACH-000473,0.249424950037
ACH-000475,0.11835527986500001
ACH-000476,0.10694579029300001
ACH-000477,0.0474503155322
ACH-000480,0.0558503463662
ACH-000481,0.053862684027300003
ACH-000483,0.265260364553
ACH-000484,0.14764123562
ACH-000485,0.048559627873800006
ACH-000486,0.122195201468
ACH-000487,0.08392724638589999
ACH-000488,0.09162857141110001
ACH-000490,0.04668693218830001
ACH-000491,0.0674566705131
ACH-000495,0.100595544325
ACH-000496,0.127593206204
ACH-000499,-0.09630182927999999
ACH-000500,0.0713085810925
ACH-000502,0.179563109316
