,RABGEF1 (27342)
ACH-000004,0.004399398582600001
ACH-000007,0.207947502253
ACH-000009,0.290919896053
ACH-000011,-0.16528434771199998
ACH-000012,-0.151129968393
ACH-000013,-0.0695431461613
ACH-000014,0.0156474819991
ACH-000015,0.173533378152
ACH-000017,0.292765145203
ACH-000018,-0.48162816265600006
ACH-000019,0.0182914111731
ACH-000021,-0.381220146223
ACH-000022,0.150703151039
ACH-000025,-0.277991584616
ACH-000028,0.0643326969433
ACH-000030,0.0916238254064
ACH-000035,-0.0391081601168
ACH-000036,-0.101730417326
ACH-000037,-0.173452925046
ACH-000039,-0.0576645148967
ACH-000040,-0.117798456425
ACH-000041,0.173141322953
ACH-000042,0.0615779731325
ACH-000045,-0.37793060044200005
ACH-000047,0.0328850663104
ACH-000052,-0.266941244906
ACH-000053,-0.0509886616641
ACH-000054,-0.219706802442
ACH-000055,-0.256396077894
ACH-000060,0.09064129821210001
ACH-000067,-0.27087571397
ACH-000070,-0.244859817745
ACH-000075,0.00457592628355
ACH-000078,-0.130647789815
ACH-000082,0.121331966473
ACH-000085,-0.264198431693
ACH-000086,-0.0610015819194
ACH-000087,-0.131221589659
ACH-000092,-0.010664913780399998
ACH-000095,-0.23697540674000003
ACH-000097,-0.049220691325
ACH-000098,-0.0898143947067
ACH-000099,0.208000673523
ACH-000108,-0.274090121436
ACH-000113,-0.172277338979
ACH-000115,0.0644224499653
ACH-000116,-0.194355369241
ACH-000118,0.047788030875699994
ACH-000120,-0.0951286295453
ACH-000123,-0.218490134558
ACH-000127,-0.100805547802
ACH-000128,-0.07615551597339999
ACH-000132,0.11761733659700001
ACH-000133,-0.443589281158
ACH-000137,-0.126538372875
ACH-000138,0.166625339496
ACH-000142,-0.289965580158
ACH-000143,-0.0846038898821
ACH-000146,-0.347335065419
ACH-000148,-0.142560778518
ACH-000150,-0.187468077432
ACH-000152,-0.177300046908
ACH-000153,-0.42213564170699996
ACH-000159,0.0395917798248
ACH-000160,-0.00904694034449
ACH-000163,0.0701803790032
ACH-000167,-0.233694203661
ACH-000168,-0.182983513483
ACH-000169,-0.313780482879
ACH-000178,-0.0301467478224
ACH-000182,-0.0669983985853
ACH-000183,0.09815610022110001
ACH-000188,-0.526881983395
ACH-000189,-0.5312367480960001
ACH-000190,-0.214677557831
ACH-000198,-0.31736316113699997
ACH-000204,-0.0638501351958
ACH-000206,-0.38118001035300003
ACH-000207,-0.45409994940700005
ACH-000211,-0.145485032114
ACH-000215,-0.143086023609
ACH-000221,-0.242331019316
ACH-000222,-0.299159280484
ACH-000223,-0.157128439671
ACH-000226,-0.203545328577
ACH-000227,0.0680368231167
ACH-000228,-0.0462287788987
ACH-000231,-0.0358012615201
ACH-000232,-0.10311595600500001
ACH-000233,-0.166873991579
ACH-000234,0.176547900788
ACH-000235,-0.0430060330265
ACH-000237,-0.206764302531
ACH-000238,-0.071350476245
ACH-000243,0.08975066974210001
ACH-000244,-0.138772650383
ACH-000246,0.042865211491
ACH-000248,0.458076429004
ACH-000250,0.14288030325200002
ACH-000251,-0.06890049902039999
ACH-000253,-0.10352387291099999
ACH-000255,0.047072927801900005
ACH-000256,-0.0380740753189
ACH-000257,0.10373331937899999
ACH-000258,0.006617358618580001
ACH-000259,-0.04582277496230001
ACH-000260,-0.13776442041099998
ACH-000261,-0.11856102996500001
ACH-000262,-0.248254379835
ACH-000263,-0.731918090204
ACH-000264,-0.301607795464
ACH-000265,0.17051222335900001
ACH-000266,0.0408507748712
ACH-000272,-0.0316974921261
ACH-000273,-0.07515243919369999
ACH-000274,0.304669597377
ACH-000277,-0.17998850854100001
ACH-000278,-0.07095346906010001
ACH-000279,-0.106089791659
ACH-000280,-0.196134541686
ACH-000281,0.0018493957664
ACH-000288,-0.35073897181999997
ACH-000291,0.142957394884
ACH-000293,-0.285034040944
ACH-000294,-0.120428721645
ACH-000295,-0.182936249446
ACH-000296,-0.24200548456
ACH-000302,-0.0516452981084
ACH-000304,-0.0125554458163
ACH-000307,-0.232980281118
ACH-000308,-0.143406558946
ACH-000310,0.19718780053399998
ACH-000311,-0.20124458406100001
ACH-000312,0.124803833705
ACH-000315,-0.162669172913
ACH-000316,-0.161481608879
ACH-000317,-0.121587782658
ACH-000318,-0.502758189287
ACH-000319,-0.15185539989
ACH-000320,-0.015439307175
ACH-000322,0.0435917972178
ACH-000323,-0.01083329643
ACH-000324,-0.12733511703400002
ACH-000329,0.140677018574
ACH-000330,0.059717621102200004
ACH-000331,0.0850712087813
ACH-000332,0.0803136317137
ACH-000334,-0.13139090728
ACH-000335,-0.051756779029299996
ACH-000336,-0.248173982125
ACH-000337,-0.210536091649
ACH-000339,-0.0218056149817
ACH-000341,0.163347679522
ACH-000348,-0.111650458388
ACH-000350,0.210508875651
ACH-000352,0.117573667589
ACH-000356,-0.0536413303713
ACH-000361,-0.4935343836399999
ACH-000362,-0.569707849328
ACH-000363,0.044617991364099996
ACH-000364,-0.036891453533900005
ACH-000365,-0.215186939694
ACH-000366,-0.17114081603300002
ACH-000368,-0.280656401051
ACH-000374,-0.621700215861
ACH-000375,-0.118850508034
ACH-000376,0.00389870450724
ACH-000381,-0.0744705576691
ACH-000383,-0.181666480927
ACH-000387,-0.244476532756
ACH-000389,-0.116990945907
ACH-000390,-0.11268521864099999
ACH-000393,-0.127271688322
ACH-000395,-0.283468596449
ACH-000397,-0.368233466011
ACH-000401,-0.432921889884
ACH-000402,-0.0306084781146
ACH-000403,0.0328033139036
ACH-000404,-0.366459566743
ACH-000406,-0.0315688431617
ACH-000407,0.10934402250900001
ACH-000408,0.0434054225792
ACH-000410,-0.0390546692135
ACH-000411,-0.018988262631299997
ACH-000414,-0.206008192315
ACH-000415,-0.544702769944
ACH-000416,0.020362140483
ACH-000420,-0.24655352538199998
ACH-000421,0.00306384764312
ACH-000424,0.0874154660073
ACH-000425,-0.0784541538922
ACH-000426,0.0185021436707
ACH-000427,0.162296052251
ACH-000433,-0.463117618133
ACH-000436,-0.0491182642105
ACH-000444,0.0518165638819
ACH-000445,0.0607417072441
ACH-000448,-0.0934244979984
ACH-000450,0.339016737273
ACH-000452,-0.315801222623
ACH-000454,0.05070574258769999
ACH-000458,-0.322062015656
ACH-000459,-0.436400806426
ACH-000460,0.12637251893100002
ACH-000461,0.05332428596180001
ACH-000463,0.0312912193857
ACH-000464,-0.108112927816
ACH-000466,-0.1629928403
ACH-000467,0.0931242708404
ACH-000468,-0.22020212832400002
ACH-000469,-0.179873481296
ACH-000470,-0.303186386601
ACH-000471,0.429892039931
ACH-000472,-0.0912924707519
ACH-000473,-0.0546202243597
ACH-000475,0.144512563802
ACH-000476,-0.324698636837
ACH-000477,0.00868721618572
ACH-000480,-0.44705152946099996
ACH-000481,-0.053305744931500004
ACH-000483,0.0585233818944
ACH-000484,0.184571096825
ACH-000485,0.029853641954200004
ACH-000486,-0.07616179039389999
ACH-000487,0.0944203344699
ACH-000488,-0.11567110566700001
ACH-000490,-0.184645707046
ACH-000491,-0.042998161141300006
ACH-000495,-0.321354540395
ACH-000496,-0.030510006048599998
ACH-000499,0.0013264907339900001
ACH-000500,0.5880925879519999
ACH-000502,0.0613640129358
ACH-000503,-0.394115749793
ACH-000505,-0.047559224547
ACH-000507,0.0328425774222
ACH-000510,-0.19567248286299999
ACH-000511,-0.132063780827
ACH-000512,-0.546347612144
ACH-000516,-0.0343844149879
ACH-000517,0.150156446133
ACH-000518,-0.208809578277
