,PI4KB (5298)
ACH-000206,-0.600983993375
ACH-000207,-0.149967028966
ACH-000211,-0.305057313361
ACH-000215,-0.322799082806
ACH-000221,-0.303141738116
ACH-000222,-0.178410373099
ACH-000223,-0.37040926473200003
ACH-000226,-0.130794220159
ACH-000227,0.180527511198
ACH-000228,-0.5230118448619999
ACH-000231,-0.365497482636
ACH-000232,-0.501253975997
ACH-000233,-0.592174421766
ACH-000234,-0.416872349973
ACH-000235,-0.24771805091899998
ACH-000237,-0.40649733685
ACH-000238,-0.151235965388
ACH-000243,-0.25662241708
ACH-000244,-0.860561654691
ACH-000246,-0.054719524214000004
ACH-000248,-0.795959799708
ACH-000250,-0.391865373464
ACH-000251,-0.176740251696
ACH-000253,-0.37239370767200003
ACH-000255,-0.6503310570090001
ACH-000256,-0.572885403386
ACH-000257,-1.16663724724
ACH-000258,-0.509556543059
ACH-000259,0.39632183127
ACH-000260,-0.198501289324
ACH-000261,-0.17557215965300002
ACH-000262,-0.7267633766920001
ACH-000263,-0.595919616535
ACH-000264,-0.5086269173899999
ACH-000265,-0.0680580057393
ACH-000266,-0.0705962668698
ACH-000272,-0.464830527249
ACH-000273,-0.804587255433
ACH-000274,-0.09734227939470001
ACH-000277,-0.173182241197
ACH-000278,-0.44113901766400004
ACH-000279,-0.0941170422036
ACH-000280,-0.37889959075499996
ACH-000281,-0.426099000956
ACH-000288,-0.648954157904
ACH-000291,-0.535375631885
ACH-000293,-0.371942827515
ACH-000294,-1.13347141287
ACH-000295,-0.5779566312259999
ACH-000296,-1.04050527957
ACH-000302,-0.269479915279
ACH-000304,-0.428948618622
ACH-000307,-0.337199578706
ACH-000308,-0.127923086752
ACH-000310,-0.20434850967999998
ACH-000311,-0.05985143756130001
ACH-000312,-0.00843753034487
ACH-000315,-0.95338224672
ACH-000316,-0.454467262073
ACH-000317,-0.330352787461
ACH-000318,-0.663709701608
ACH-000319,-0.585568889362
ACH-000320,-0.221820238963
ACH-000322,-0.27528015543699996
ACH-000323,-0.192697899921
ACH-000324,-0.340265610841
ACH-000329,-0.413566404462
ACH-000330,-0.429363607012
ACH-000331,-0.837627017168
ACH-000332,-0.28011091329
ACH-000334,-0.258974643537
ACH-000335,-0.283236835658
ACH-000336,-0.539620897222
ACH-000337,-0.409649265519
ACH-000339,-0.444637425188
ACH-000341,-0.269052498438
ACH-000348,-0.724695594026
ACH-000350,-0.07517740074649999
ACH-000352,-0.445629730387
ACH-000356,-0.316859720003
ACH-000361,-0.25865597144499997
ACH-000362,-0.7956938153059999
ACH-000363,-0.8138165171449999
ACH-000364,-0.610815160226
ACH-000365,-0.813221687677
ACH-000366,-0.08102171878860001
ACH-000368,-0.413141451051
ACH-000374,0.0727881447471
ACH-000375,-0.466778945451
ACH-000376,-0.40413521277099995
ACH-000381,-0.321375627166
ACH-000383,-0.585241401658
ACH-000387,-0.417764171257
ACH-000389,-0.283702926692
ACH-000390,-0.201291498757
ACH-000393,-0.329805796787
ACH-000395,-0.857898954499
ACH-000397,-0.17122002571199998
ACH-000401,-0.295674887897
ACH-000402,-0.575429470327
ACH-000403,-0.381049927543
ACH-000404,-0.277749090501
ACH-000406,-0.48049743877499995
ACH-000407,-0.46734359850100005
ACH-000408,-0.35983159903899997
ACH-000410,-0.114310695432
ACH-000411,-0.6968604022759999
ACH-000414,-0.120859968086
ACH-000415,-0.291983030261
ACH-000416,-0.36048727901999994
ACH-000420,-0.752867623029
ACH-000421,-0.0958715276604
ACH-000424,-0.860486707124
ACH-000425,-0.26258812272599996
ACH-000426,-0.460718310678
ACH-000427,-0.17594355994000002
ACH-000433,-0.353344918175
ACH-000436,-0.617619948403
ACH-000444,-0.53859568931
ACH-000445,-0.645439784001
ACH-000448,-0.406316557574
ACH-000450,-0.408202540515
ACH-000452,-0.28606796339400004
ACH-000454,-0.9598788816150001
ACH-000458,-0.32170036765500004
ACH-000459,-0.09063729057810001
ACH-000460,-0.14148089143
ACH-000461,-0.5502208028059999
ACH-000463,-0.0869489262854
ACH-000464,-0.6247578957850001
ACH-000466,-0.36507665244000004
ACH-000467,-0.519077793684
ACH-000468,-0.557829569989
ACH-000469,-0.851604182204
ACH-000470,-0.311836065925
ACH-000471,-0.8794542731370001
ACH-000472,-0.24556662579100003
ACH-000473,-0.27168662087400003
ACH-000475,-0.37560676827399997
ACH-000476,-0.164451024705
ACH-000477,-0.543428459067
ACH-000480,-0.701401142723
ACH-000481,-0.302592597031
ACH-000483,-0.464513261447
ACH-000484,-0.439717778167
ACH-000485,-0.615298448754
ACH-000486,-0.295030304987
ACH-000487,-0.435890861418
ACH-000488,-0.291815866886
ACH-000490,-0.33192518410300004
ACH-000491,-0.47370985375299995
ACH-000495,-0.24505182173099999
ACH-000496,-0.16937166154
ACH-000499,-0.617487078881
ACH-000500,-0.330754947909
ACH-000502,-0.0660346669735
ACH-000503,-0.6780314689110001
ACH-000505,-0.465102438247
ACH-000507,-0.242682787511
ACH-000510,-0.350150594863
ACH-000511,-0.562961075131
ACH-000512,-0.513162501133
ACH-000516,-0.718251303569
ACH-000517,-0.6613473573390001
ACH-000518,-0.163401403639
ACH-000520,-0.731534955387
ACH-000521,-0.629235899206
ACH-000522,-0.9195726470829999
ACH-000524,-0.597983764319
ACH-000527,-0.428120450185
ACH-000528,-0.265517530973
ACH-000537,-0.278026518358
ACH-000541,-0.7641555342540001
ACH-000542,-0.48714978811099996
ACH-000544,-0.5862037396850001
ACH-000545,-0.330851656145
ACH-000547,-0.6106928830030001
ACH-000548,-0.6560328903429999
ACH-000549,-0.468120664807
ACH-000550,-0.666607508187
ACH-000552,-0.160082743466
ACH-000556,-0.773898643822
ACH-000557,-1.3893382301
ACH-000570,-0.47479463284900003
ACH-000571,-1.0096896806
ACH-000573,-0.22169883523000003
ACH-000576,-0.51814901031
ACH-000580,-0.261320844947
ACH-000584,-0.61655471062
ACH-000585,-0.0996553551876
ACH-000588,-0.734674353194
ACH-000589,-0.0818136070567
ACH-000591,-0.27757267269200003
ACH-000593,-0.9086097813230001
ACH-000600,-0.593530701252
ACH-000601,-0.121595601961
ACH-000604,-0.217605158695
ACH-000605,-0.28001746846500003
ACH-000606,-0.13626804879100002
ACH-000608,-0.860497305096
ACH-000614,-0.013813342985200002
ACH-000616,-0.549728899103
ACH-000618,-0.282326185479
ACH-000619,-0.5587802707980001
ACH-000620,-0.5470949311869999
ACH-000621,-0.313593724274
ACH-000622,-0.542173126488
ACH-000623,-0.437259112712
ACH-000624,-0.391455911376
ACH-000627,-0.7301513626989999
ACH-000630,-0.31522743380199997
ACH-000632,-0.259500254017
ACH-000633,-0.6767104915819999
ACH-000637,-0.31047073929200003
ACH-000638,-0.0650730186863
ACH-000646,-0.21705963465999997
ACH-000647,-0.12340110971200001
ACH-000648,-0.0221743051503
ACH-000649,-0.607431015163
ACH-000651,-0.326284561461
ACH-000652,-0.5763242079909999
ACH-000653,-0.7178428585719999
ACH-000657,-0.190515379164
ACH-000658,-0.942799037138
ACH-000661,-0.18831549309300002
ACH-000662,-0.6872167991879999
ACH-000663,-0.7356293497249999
ACH-000665,-0.18803388229899998
ACH-000671,-0.918900551667
ACH-000673,-0.837172555566
ACH-000676,-0.126458792289
ACH-000677,-0.42379044228
ACH-000681,-0.34923443891
ACH-000682,-0.139031263611
ACH-000683,-0.155693316783
ACH-000684,-0.68421996672
ACH-000688,-0.6893800989810001
ACH-000693,-0.288643565708
ACH-000694,-0.130029986583
ACH-000695,-0.689440669342
ACH-000696,-0.45260548176000004
ACH-000697,-0.60052494052
ACH-000699,-0.418979462156
ACH-000701,-0.364218671084
ACH-000706,-0.163892597261
ACH-000711,-0.912261992936
ACH-000713,-0.886790257863
ACH-000714,-0.32685943868
ACH-000718,0.12616436088400002
ACH-000720,-0.33498184906899997
ACH-000721,-0.18623558008000002
ACH-000724,-0.337978674656
ACH-000725,-0.641495267236
ACH-000732,-0.269561876903
ACH-000734,-0.477176033002
ACH-000735,-0.648323537227
ACH-000736,-0.0477229470498
ACH-000738,-0.45870450346999997
ACH-000746,-0.432652570705
ACH-000747,-0.22060802399999999
ACH-000748,-0.229607832105
ACH-000753,-0.172585270817
ACH-000756,-0.455196964899
ACH-000757,-0.408168960391
ACH-000758,-0.235527132266
ACH-000760,-0.428129641567
ACH-000763,-0.522209818742
ACH-000764,-0.722224651374
ACH-000765,-0.39243950163
ACH-000766,-0.52028301051
ACH-000767,-0.611301832841
ACH-000768,-0.566611345712
ACH-000769,-0.709626186182
ACH-000770,-0.656601717809
ACH-000771,-0.651115493244
ACH-000773,-0.581110019077
ACH-000776,-0.302408610519
ACH-000777,0.10377755738700001
ACH-000778,-0.25535646448399996
ACH-000781,-0.192683883163
ACH-000782,-0.561275658215
ACH-000783,-0.0546445886618
ACH-000784,-0.17276180944400002
ACH-000785,-0.6246529145
ACH-000787,-0.679171586146
ACH-000788,-0.261232106384
ACH-000791,-0.224388460714
ACH-000792,-0.730630201756
ACH-000794,-0.655452837077
ACH-000796,-0.640455049196
ACH-000799,-0.184600093844
ACH-000800,-0.552522186346
ACH-000802,-0.206971255568
ACH-000804,-0.310083710054
ACH-000805,-0.08747633653930001
ACH-000809,-0.5588832693460001
ACH-000810,0.113917328255
ACH-000811,-0.5664911189840001
ACH-000817,-0.33289355512200003
ACH-000819,-0.37292503560900003
ACH-000820,-0.81725102662
ACH-000821,-0.778214570119
ACH-000822,-0.513251996165
ACH-000823,-0.8435581180570001
ACH-000824,-0.147088919898
ACH-000827,-0.33801959537299997
ACH-000829,-0.744794723344
ACH-000831,-0.191050089467
ACH-000832,-0.454381223822
ACH-000833,-0.5998654518159999
ACH-000834,-0.250833357374
ACH-000835,-0.41116826247
ACH-000836,-0.799894559436
ACH-000837,-0.216063964654
ACH-000838,-0.552985509212
ACH-000839,-0.38312303511600004
ACH-000840,-0.585614288907
ACH-000841,-0.199341388179
ACH-000843,-0.60544219633
ACH-000846,-0.517494988762
ACH-000847,-0.27214017966
ACH-000848,-0.39151993648199995
ACH-000849,-0.455223637434
ACH-000851,-0.775402947933
ACH-000855,-0.521553749661
ACH-000856,-0.327143709446
ACH-000858,-0.291877691345
ACH-000859,-0.651920136589
ACH-000861,-0.569628836319
ACH-000862,0.0929583243307
ACH-000865,-0.331123193094
ACH-000866,-0.37775502190099997
ACH-000867,-0.45161671782799995
ACH-000869,-0.44230914416199996
ACH-000872,-0.251966987803
ACH-000873,-0.308041839157
ACH-000876,-0.154272448157
ACH-000878,-0.336631704701
ACH-000880,-0.251842966781
ACH-000881,-0.282074564324
ACH-000882,-0.653274015619
ACH-000884,-0.620399680157
ACH-000885,-0.181389713119
ACH-000887,-0.22954251673099998
ACH-000888,-0.406861601493
ACH-000889,-0.49726790609800003
ACH-000890,-0.477152242981
ACH-000896,-0.193855264138
ACH-000898,-0.303352845695
ACH-000900,-0.259008926357
ACH-000901,-0.131687825264
ACH-000905,-0.526710376007
ACH-000906,-0.0453047966299
ACH-000907,-0.536447648791
ACH-000910,-0.6671635590030001
ACH-000911,-0.256400251724
ACH-000912,-0.41235414291100003
ACH-000913,-0.585568877866
ACH-000915,-0.438706006341
ACH-000916,-0.43416898790200004
ACH-000917,-0.00302823708971
ACH-000921,-0.119287782287
ACH-000924,-0.52475181641
ACH-000926,-0.5626008446140001
ACH-000928,-0.50391923408
ACH-000929,-0.518622363264
ACH-000932,-0.467071015146
ACH-000935,-0.893592501901
ACH-000936,-0.257507962616
ACH-000937,-0.8164960610609999
ACH-000938,-0.716209519497
ACH-000939,-0.301219756093
ACH-000941,-0.74433372139
ACH-000943,-0.300720826844
ACH-000946,-0.359922353565
ACH-000947,-0.0682712682434
ACH-000948,-0.378024686828
ACH-000950,0.0320130745618
ACH-000953,-0.587410415295
ACH-000957,0.0376067697285
ACH-000958,-0.21008108595400002
ACH-000960,-0.553238266675
ACH-000963,-0.333509224351
ACH-000968,-0.55838970954
ACH-000969,-0.374350765349
ACH-000973,-0.592382324153
ACH-000974,-0.281274065219
ACH-000975,-0.216338293777
ACH-000976,-0.51887936189
ACH-000978,-0.251918838405
ACH-000980,-0.0799737904
ACH-000984,-0.227816131113
ACH-000986,-0.32170775926999995
ACH-000988,-0.829096121113
ACH-000993,-0.275419036114
ACH-000994,-0.039687200653800006
ACH-000996,-0.429145835802
ACH-001001,-0.30545296222199997
ACH-001020,-0.376947649374
ACH-001028,-0.145079413938
ACH-001031,-0.155027565014
ACH-001038,-0.989632049748
ACH-001048,-0.750635646069
ACH-001050,-0.61934016468
ACH-001053,-0.910064407377
ACH-001054,-0.635978435661
ACH-001061,-0.010894215999200001
ACH-001067,-0.589654847659
ACH-001075,0.127483818018
ACH-001096,-0.315631427995
ACH-001128,-0.352388683759
ACH-001134,-0.8250466881290001
ACH-001151,-0.175281640949
ACH-001163,-0.671052354129
ACH-001164,-0.8035336396520001
ACH-001173,-0.159554784394
ACH-001183,-0.128390539528
ACH-001184,-0.21697060961999998
ACH-001190,-0.20907305743299998
ACH-001192,-0.9599143395020001
ACH-001193,-0.33195810496100003
ACH-001196,-0.249655404483
ACH-001197,-0.7491325463249999
ACH-001205,-0.43329236230400003
ACH-001211,-0.353543392724
ACH-001212,-0.42274776153899996
ACH-001228,-0.335705748532
ACH-001232,-1.01485308183
ACH-001239,-0.5796529142600001
ACH-001274,-0.717496332539
ACH-001275,-0.298781273535
ACH-001277,-0.399038183231
ACH-001278,-0.42173718394500004
ACH-001280,-0.16442719147600002
ACH-001283,-0.604182076024
ACH-001289,-0.21118648294
ACH-001295,-0.440167196447
ACH-001300,-0.785746146721
ACH-001301,-0.302861701389
ACH-001302,-0.15810796474400002
ACH-001303,-0.339748741753
ACH-001306,-0.554788723094
ACH-001318,-0.763598546798
ACH-001322,-0.330269469239
ACH-001328,-0.41628744748400004
ACH-001332,-0.6833314100740001
ACH-001333,-0.28484081354400004
ACH-001336,-0.241404953685
ACH-001340,-0.335296716344
ACH-001346,-0.119637759465
ACH-001353,-0.553111496492
ACH-001354,-0.36467736669399997
ACH-001367,-0.24727888727400002
ACH-001368,-0.210637313034
ACH-001374,-0.719727506399
ACH-001375,-0.38973201344999997
ACH-001377,-0.283644995134
ACH-001380,-0.35972812839400004
ACH-001391,-0.7525028806280001
ACH-001407,-0.16200333464299999
ACH-001408,-0.5148333895
ACH-001413,-0.23055337949299998
ACH-001430,-0.474636057281
ACH-001431,-0.273905548053
ACH-001450,-0.158276539459
ACH-001496,-0.414026034305
ACH-001500,-0.5454960961559999
ACH-001521,-0.290293489296
ACH-001523,-0.358932909231
ACH-001532,0.0936675469362
ACH-001536,-0.525072265224
ACH-001550,-0.15678228161399999
ACH-001552,-0.348437615594
ACH-001554,-0.26700446461599997
ACH-001645,-0.131170035565
ACH-001654,-0.19271701781
ACH-001715,-0.0244241986949
ACH-001735,-0.930415898535
ACH-001736,-0.868095286825
ACH-001737,-0.38927236533200005
ACH-001740,-0.293864089425
ACH-001745,-0.5051120857029999
ACH-001750,-0.49232939998400005
ACH-001765,-0.46019591233999996
ACH-001956,-0.299052828564
ACH-001957,-0.07427699595329999
