,CCR10 (2826)
ACH-000004,-0.18265006774300002
ACH-000007,0.233272723112
ACH-000009,-0.00551893689407
ACH-000011,-0.24255866330200002
ACH-000012,-0.243150752494
ACH-000013,-0.189000338711
ACH-000014,-0.141264093535
ACH-000015,0.0262744751932
ACH-000017,-0.267810002963
ACH-000018,-0.511675665217
ACH-000019,-0.11546102424900001
ACH-000021,0.020348930094400003
ACH-000022,-0.353608141383
ACH-000025,-0.212405654955
ACH-000028,0.145393579207
ACH-000030,-0.0695857004612
ACH-000035,-0.446771916083
ACH-000036,-0.10731662590600001
ACH-000037,-0.200545575671
ACH-000039,0.299018322904
ACH-000040,-0.07811414533430001
ACH-000041,-0.281228044907
ACH-000042,-0.0730303051106
ACH-000045,-0.305901652696
ACH-000047,-0.15036548085100002
ACH-000052,0.0913946242212
ACH-000053,-0.07598450507730001
ACH-000054,-0.109895426888
ACH-000055,-0.333534287522
ACH-000060,-0.228360493118
ACH-000067,-0.20983718863200002
ACH-000070,-0.29590995929999997
ACH-000075,-0.12043943976299999
ACH-000078,0.126838042127
ACH-000082,-0.155330504704
ACH-000085,0.114970357459
ACH-000086,-0.22085108116500002
ACH-000087,0.018069926195200002
ACH-000092,-0.296755420905
ACH-000095,-0.152755363968
ACH-000097,-0.185792225688
ACH-000098,-0.300248549623
ACH-000099,-0.0772534781845
ACH-000108,0.128919355808
ACH-000113,-0.118911281668
ACH-000115,-0.209332534119
ACH-000116,-0.125509485608
ACH-000118,-0.0453813439049
ACH-000120,-0.0924567315258
ACH-000123,-0.166057729933
ACH-000127,-0.07137174981580001
ACH-000128,-0.450895407376
ACH-000132,-0.0432069458873
ACH-000133,-0.227158012601
ACH-000137,-0.24236906331900002
ACH-000138,-0.131518177214
ACH-000142,-0.38870980350900003
ACH-000143,-0.305182309617
ACH-000146,-0.166807800618
ACH-000148,-0.126672481197
ACH-000150,-0.23614596283599998
ACH-000152,-0.183857606401
ACH-000153,-0.22596453701699998
ACH-000159,-0.0539357265546
ACH-000160,-0.15379492854000001
ACH-000163,-0.303001506427
ACH-000167,-0.276890517276
ACH-000168,-0.06882782554339999
ACH-000169,-0.25455140888300004
ACH-000178,-0.109988186733
ACH-000182,-0.21327072818700002
ACH-000183,-0.305214685016
ACH-000188,-0.382469805217
ACH-000189,-0.402477156254
ACH-000190,0.226955790556
ACH-000198,-0.105959237707
ACH-000204,-0.176003948408
ACH-000206,0.00962216761899
ACH-000207,-0.215023819452
ACH-000211,-0.21055015079
ACH-000215,-0.156810759775
ACH-000221,-0.280027918389
ACH-000222,-0.203846592117
ACH-000223,-0.152262509616
ACH-000226,-0.109598751379
ACH-000227,-0.197667155418
ACH-000228,-0.304836896584
ACH-000231,-0.172384498583
ACH-000232,-0.18122449829700002
ACH-000233,-0.219778798878
ACH-000234,-0.264362898221
ACH-000235,-0.178562662216
ACH-000237,0.0191240150772
ACH-000238,-0.39702233351899996
ACH-000243,-0.260535299862
ACH-000244,-0.39717200175800005
ACH-000246,-0.00270183546644
ACH-000248,-0.266772669005
ACH-000250,-0.140181853499
ACH-000251,-0.36904038643700005
ACH-000253,-0.16586736811
ACH-000255,-0.238660563873
ACH-000256,-0.247923688305
ACH-000257,-0.12022971309399999
ACH-000258,-0.11843045958699999
ACH-000259,-0.225549462069
ACH-000260,-0.0116231658437
ACH-000261,-0.0585812601112
ACH-000262,-0.014946973178399998
ACH-000263,-0.111493001016
ACH-000264,-0.417566500598
ACH-000265,-0.13499447523
ACH-000266,-0.128630183506
ACH-000272,-0.0870953958141
ACH-000273,-0.19755805315299999
ACH-000274,-0.42707954626500005
ACH-000277,-0.029651912440900003
ACH-000278,-0.148547802339
ACH-000279,-0.07544296663780001
ACH-000280,-0.17360174197
ACH-000281,0.11845212691500001
ACH-000288,-0.23816928086999997
ACH-000291,-0.0819965941324
ACH-000293,0.00519455432819
ACH-000294,-0.16105381860600002
ACH-000295,-0.325780317248
ACH-000296,-0.272822036096
ACH-000302,-0.193457302669
ACH-000304,-0.023747925625999998
ACH-000307,-0.0398080008256
ACH-000308,-0.371963557001
ACH-000310,-0.348109202038
ACH-000311,-0.022570991019799997
ACH-000312,-0.16615901207800002
ACH-000315,-0.242611452845
ACH-000316,-0.19129622217099998
ACH-000317,-0.234355480302
ACH-000318,-0.12727836257
ACH-000319,-0.0989706962153
ACH-000320,0.0664925367135
ACH-000322,-0.279785951784
ACH-000323,-0.360401185178
ACH-000324,-0.23013706686000002
ACH-000329,-0.357587913237
ACH-000330,-0.0291691055307
ACH-000331,-0.0807900481355
ACH-000332,-0.07627692456230001
ACH-000334,-0.304024201148
ACH-000335,-0.149545694615
ACH-000336,-0.499611442438
ACH-000337,-0.0180645848799
ACH-000339,-0.11905712858300001
ACH-000341,-0.0785922364767
ACH-000348,-0.120628298268
ACH-000350,-0.261345114815
ACH-000352,-0.07300719888019999
ACH-000356,-0.295891148803
ACH-000361,-0.039421458803
ACH-000362,-0.125946259234
ACH-000363,-0.18386242727899998
ACH-000364,-0.269507374353
ACH-000365,-0.142414992762
ACH-000366,-0.216892613392
ACH-000368,-0.20594378658
ACH-000374,-0.128064060146
ACH-000375,0.014467126891100001
ACH-000376,-0.0188596204547
ACH-000381,-0.0851211625262
ACH-000383,-0.11172702499500001
ACH-000387,0.0161236040472
ACH-000389,-0.164116743946
ACH-000390,-0.109944320746
ACH-000393,-0.20963038339600001
ACH-000395,-0.320743956165
ACH-000397,-0.135751497221
ACH-000401,-0.07498164408010001
ACH-000402,0.0568405273111
ACH-000403,-0.126460128299
ACH-000404,-0.128773006039
ACH-000406,-0.0311836070523
ACH-000407,0.037172525498800006
ACH-000408,-0.373035849262
ACH-000410,-0.184741108947
ACH-000411,-0.11546275609000001
ACH-000414,0.0126787754067
ACH-000415,-0.26572476368299996
ACH-000416,-0.170723371409
ACH-000420,-0.25783039778
ACH-000421,-0.111336455656
ACH-000424,-0.212649153403
ACH-000425,-0.0439724109717
ACH-000426,-0.43348314993299997
ACH-000427,-0.340159981373
ACH-000433,-0.341894323665
ACH-000436,-0.390382627624
ACH-000444,-0.0178779243318
ACH-000445,0.0757010000562
ACH-000448,-0.11049796906199999
ACH-000450,-0.37707727327699997
ACH-000452,-0.277887374606
ACH-000454,-0.146695995635
ACH-000458,-0.25236752720100003
ACH-000459,-0.051801137989400003
ACH-000460,-0.104206876074
ACH-000461,-0.366445014076
ACH-000463,-0.0610254071129
ACH-000464,-0.34467841272
ACH-000466,-0.146808850163
ACH-000467,-0.22730644511300002
ACH-000468,-0.10138033312000001
ACH-000469,0.00461527430468
ACH-000470,0.08900665092849999
ACH-000471,-0.215819342661
ACH-000472,-0.11731768201
ACH-000473,-0.265171975068
ACH-000475,-0.226000890152
ACH-000476,-0.17744336203299999
ACH-000477,-0.22156968627300003
ACH-000480,-0.032051681837900005
ACH-000481,-0.266756873482
ACH-000483,0.000700726980259
ACH-000484,0.106391687496
ACH-000485,-0.133565169539
ACH-000486,-0.126605187786
ACH-000487,-0.108945762336
ACH-000488,-0.199196637115
ACH-000490,-0.07716321707510002
ACH-000491,-0.112475379292
ACH-000495,-0.00040301746098100004
ACH-000496,-0.265910768525
ACH-000499,-0.10008498290899999
ACH-000500,0.135959649688
ACH-000502,-0.0675689958269
ACH-000503,-0.405409154227
ACH-000505,-0.0895699748459
ACH-000507,-0.176467209461
ACH-000510,-0.150336836081
ACH-000511,-0.179307895509
ACH-000512,-0.48786503498899997
ACH-000516,-0.152401021064
ACH-000517,-0.132819039709
ACH-000518,-0.0037238020844399997
ACH-000520,-0.16609733208900002
ACH-000521,-0.4342901477100001
ACH-000522,-0.29055619968
ACH-000524,-0.108054992017
ACH-000527,-0.258608395998
ACH-000528,-0.0861333049467
ACH-000537,-0.248134800062
ACH-000541,-0.22375786115
ACH-000542,-0.0734630507752
ACH-000544,-0.154674172233
ACH-000545,-0.144147501852
ACH-000547,-0.35233971286399995
ACH-000548,-0.211989229383
ACH-000549,-0.11568939642899999
ACH-000550,-0.07855075393489999
ACH-000552,-0.190828289528
ACH-000556,-0.23168430356
ACH-000557,-0.18575031638199999
ACH-000570,-0.0905447269922
ACH-000571,-0.0746436367365
ACH-000573,-0.055658073466
ACH-000576,-0.14995587515
ACH-000580,-0.0987884321987
ACH-000584,-0.288056436546
ACH-000585,-0.066753204613
ACH-000588,-0.287538102174
ACH-000589,-0.06453580292899999
ACH-000591,-0.33661092844400003
ACH-000593,-0.321328538314
ACH-000600,-0.0563191418116
ACH-000601,-0.14167468698799998
ACH-000604,-0.08214523456810001
ACH-000605,-0.0556569551779
ACH-000606,-0.166077365552
ACH-000608,-0.19346085989599998
ACH-000614,-0.16013984372099999
ACH-000616,-0.136838921823
ACH-000618,-0.26947516283399997
ACH-000619,-0.480830454864
ACH-000620,-0.161559306545
ACH-000621,-0.20904012535900002
ACH-000622,-0.134136862109
ACH-000623,-0.42135209698700005
ACH-000624,-0.0647815806615
ACH-000627,-0.199001109747
ACH-000630,-0.190270574617
ACH-000632,-0.274154237987
ACH-000633,-0.344102132287
ACH-000637,-0.185561247737
ACH-000638,-0.202329171985
ACH-000646,-0.07358719096199999
ACH-000647,-0.21515611360300002
ACH-000648,-0.120970442207
ACH-000649,-0.158400007148
ACH-000651,-0.0387726132699
ACH-000652,-0.0835367812104
ACH-000653,-0.07176541404739999
ACH-000657,-0.142735623984
ACH-000658,-0.0438943484815
ACH-000661,-0.202503594545
ACH-000662,0.15388933728
ACH-000663,-0.302187469655
ACH-000665,-0.159488780694
ACH-000671,-0.26614109691599996
ACH-000673,-0.250796017558
ACH-000676,-0.0932517845905
ACH-000677,-0.09101071743660001
ACH-000681,-0.230570604437
ACH-000682,-0.0183983730384
ACH-000683,-0.0982539655078
ACH-000684,0.0388793491726
ACH-000688,-0.325873827218
ACH-000693,-0.12675594436100002
ACH-000694,-0.15510637305400002
ACH-000695,-0.199115320603
ACH-000696,-0.19855088864700002
ACH-000697,-0.164172034051
ACH-000699,0.00528176580053
ACH-000701,-0.421120931632
ACH-000706,-0.16178173283299999
ACH-000711,-0.0962599856988
ACH-000713,-0.10903484408099999
ACH-000714,-0.14069332420999997
ACH-000718,-0.24392808636100002
ACH-000720,-0.39670873948299995
ACH-000721,-0.263814576744
ACH-000724,-0.433151879472
ACH-000725,-0.130230154569
ACH-000732,-0.15876341535
ACH-000734,0.0280088343493
ACH-000735,-0.20878729421
ACH-000736,-0.11821241695800001
ACH-000738,-0.10652136360600001
ACH-000746,-0.322216152172
ACH-000747,-0.248341846915
ACH-000748,-0.07443993291710001
ACH-000753,-0.114548159065
ACH-000756,-0.192268064633
ACH-000757,0.26410820470699997
ACH-000758,-0.523526789334
ACH-000760,-0.10794261279799999
ACH-000763,0.0045582534704300005
ACH-000764,0.0370285527189
ACH-000765,-0.1096646018
ACH-000766,-0.23242859493299997
ACH-000767,-0.220559967104
ACH-000768,-0.297946884756
ACH-000769,-0.0566560416781
ACH-000770,-0.10229272043700001
ACH-000771,-0.0212900778477
ACH-000773,-0.08124426980510001
ACH-000776,-0.349986835425
ACH-000777,-0.102280647345
ACH-000778,-0.168847508186
ACH-000781,-0.166435406683
ACH-000782,-0.100396285986
ACH-000783,-0.20360866310400003
ACH-000784,-0.205162763314
ACH-000785,-0.33298207364300003
ACH-000787,-0.113767573544
ACH-000788,-0.189393550112
ACH-000791,-0.11887430378200001
ACH-000792,-0.247951754601
ACH-000794,-0.171467399586
ACH-000796,-0.0028422373449
ACH-000799,-0.0612330702299
ACH-000800,-0.0935120534323
ACH-000802,-0.136470952866
ACH-000804,-0.0661952574836
ACH-000805,-0.346895126559
ACH-000809,-0.100924438498
ACH-000810,-0.152338637217
ACH-000811,-0.354862443662
ACH-000817,-0.212260347995
ACH-000819,0.0191674190286
ACH-000820,-0.08884414688239999
ACH-000821,-0.185584967
ACH-000822,-0.24679124179200002
ACH-000823,-0.13164624502699998
ACH-000824,-0.103714934955
ACH-000827,0.008741956468
ACH-000829,-0.36737359080700005
ACH-000831,-0.0240308171892
ACH-000832,-0.309104772932
ACH-000833,-0.12058152609799999
ACH-000834,-0.167522325337
ACH-000835,-0.18823323391
ACH-000836,-0.217461068362
ACH-000837,-0.14573767694700002
ACH-000838,-0.131451398668
ACH-000839,-0.458731421399
ACH-000840,-0.368721185114
ACH-000841,-0.333010731376
ACH-000843,-0.21629438138700002
ACH-000846,-0.20555360134599998
ACH-000847,-0.41061724969499996
ACH-000848,-0.0974217907037
ACH-000849,-0.330420846823
ACH-000851,0.0732258483132
ACH-000855,-0.0688242129602
ACH-000856,-0.242938580157
ACH-000858,-0.409807316399
ACH-000859,-0.307630690681
ACH-000861,0.11139331850199999
ACH-000862,-0.27699365828600003
ACH-000865,-0.0676436513932
ACH-000866,-0.125076566809
ACH-000867,-0.256944196184
ACH-000869,-0.18418336841
ACH-000872,-0.00162669878209
ACH-000873,-0.048128556411300004
ACH-000876,-0.06081207693659999
