,PET117 (100303755)
ACH-000004,-0.509054971621
ACH-000007,-1.1230498811
ACH-000009,-0.449736385092
ACH-000011,-0.123039434679
ACH-000012,-0.51829553563
ACH-000013,-0.636349678044
ACH-000014,-0.8489761444149999
ACH-000015,-0.649230494971
ACH-000017,-0.787256618975
ACH-000018,-0.413245387325
ACH-000019,-0.461653223864
ACH-000021,-0.503209571179
ACH-000022,-0.628869126525
ACH-000025,-0.642311461473
ACH-000028,-1.00993148466
ACH-000030,-0.568891690084
ACH-000035,-0.801450439002
ACH-000036,-0.0112955287664
ACH-000037,-0.615406073393
ACH-000039,-0.195958907819
ACH-000040,-0.399921206034
ACH-000041,-0.5646929360840001
ACH-000042,-0.504931942439
ACH-000045,-0.6821591355519999
ACH-000047,-0.956207481503
ACH-000052,-0.5401542447500001
ACH-000053,-0.436819014459
ACH-000054,-0.423773805056
ACH-000055,-0.585119995721
ACH-000060,-0.620621137399
ACH-000067,-0.560207760793
ACH-000070,-1.08679047228
ACH-000075,-0.5927316041189999
ACH-000078,-0.266735267269
ACH-000082,-0.44547788935000004
ACH-000085,-0.422020516865
ACH-000086,-0.5691669882989999
ACH-000087,-0.7389534820199999
ACH-000092,-0.46429076691200005
ACH-000095,-0.22737323484400002
ACH-000097,-0.46389111135
ACH-000098,-0.400212733469
ACH-000099,-0.6116766450500001
ACH-000108,-0.41317718682
ACH-000113,-1.0022596696600001
ACH-000115,-0.383569729401
ACH-000116,-0.587101911025
ACH-000118,-0.95458333888
ACH-000120,-0.366353158487
ACH-000123,-0.626293953911
ACH-000127,-0.5590078558389999
ACH-000128,-0.551414586178
ACH-000132,-0.515817167747
ACH-000133,-0.334860802869
ACH-000137,-0.485864564384
ACH-000138,-0.7823655268340001
ACH-000142,-0.271282222902
ACH-000143,-0.550740372869
ACH-000146,-1.1806730002399999
ACH-000148,-0.778366901886
ACH-000150,-0.6588694791659999
ACH-000152,-0.693471064106
ACH-000153,-0.841563109618
ACH-000159,-0.533614866679
ACH-000160,-0.9458280877940001
ACH-000163,-0.46344699756200003
ACH-000167,-0.249584000095
ACH-000168,-0.15688733906400001
ACH-000169,-0.500399420653
ACH-000178,-0.22050440699999999
ACH-000182,-1.30401985176
ACH-000183,-0.9112457695980001
ACH-000188,-0.28042474550200003
ACH-000189,-0.734414820686
ACH-000190,-0.801379089375
ACH-000198,-1.02082047142
ACH-000204,-0.161107315176
ACH-000206,-0.820406763017
ACH-000207,-0.7816898951919999
ACH-000211,-0.48057415421300004
ACH-000215,-0.617427908874
ACH-000221,-0.650691850604
ACH-000222,-0.675250622878
ACH-000223,-0.610873470859
ACH-000226,-0.37788162575
ACH-000227,-0.518877123484
ACH-000228,-0.325697851115
ACH-000231,-0.364073196439
ACH-000232,-0.517050237562
ACH-000233,-0.9034976145739999
ACH-000234,-0.30150439133
ACH-000235,-0.49599713768799997
ACH-000237,-0.359442795934
ACH-000238,-0.626104983163
ACH-000243,-0.710992065189
ACH-000244,-0.567563175966
ACH-000246,-0.9326068097490001
ACH-000248,-0.495449452829
ACH-000250,-0.0457299250661
ACH-000251,-0.5578114289989999
ACH-000253,-0.288792475925
ACH-000255,-0.554195156542
ACH-000256,-0.6632280730160001
ACH-000257,-0.436322317791
ACH-000258,-0.8017751002150001
ACH-000259,-0.524459811857
ACH-000260,-0.328359231521
ACH-000261,-0.6737754153290001
ACH-000262,-0.542388954389
ACH-000263,-0.527552436621
ACH-000264,-0.596790487935
ACH-000265,-1.1954230749099999
ACH-000266,-0.566673874623
ACH-000272,-0.5608079864850001
ACH-000273,-0.535172827278
ACH-000274,-0.478208793436
ACH-000277,-0.9974628016310001
ACH-000278,-0.657220054436
ACH-000279,-0.9706805008600001
ACH-000280,-0.263080820885
ACH-000281,-0.833093439196
ACH-000288,-0.8262195157209999
ACH-000291,-0.661463160563
ACH-000293,-0.339994377944
ACH-000294,-0.838455944197
ACH-000295,-0.6657108204869999
ACH-000296,-0.29900137320500003
ACH-000302,-0.438741347966
ACH-000304,-0.782581941887
ACH-000307,-0.5929312260949999
ACH-000308,-0.506670909425
ACH-000310,-0.055155877370999994
ACH-000311,-0.560555927382
ACH-000312,-0.9757661561550001
ACH-000315,-0.552965562388
ACH-000316,-0.473921494509
ACH-000317,-1.3494348477000002
ACH-000318,-0.504609458441
ACH-000319,-0.336764865547
ACH-000320,-0.716052124636
ACH-000322,-0.772301921534
ACH-000323,-0.406562703043
ACH-000324,-0.202333389575
ACH-000329,-1.02551463652
ACH-000330,-0.8865874308130001
ACH-000331,-0.537986330189
ACH-000332,-0.280788049157
ACH-000334,-0.760347625783
ACH-000335,-0.7761576953139999
ACH-000336,-1.00287367214
ACH-000337,-0.5148980842750001
ACH-000339,-0.8706325291320001
ACH-000341,-0.419579273952
ACH-000348,-0.571877221461
ACH-000350,-0.830504561335
ACH-000352,-0.8595147409489999
ACH-000356,-0.586136014706
ACH-000361,-0.609129130689
ACH-000362,-0.7502861700010001
ACH-000363,-1.0468026887100002
ACH-000364,-0.713490957993
ACH-000365,-0.843201044648
ACH-000366,-0.409617953323
ACH-000368,-0.513752951113
ACH-000374,-0.96678059332
ACH-000375,-0.57545959247
ACH-000376,-0.869951783888
ACH-000381,-0.609367162373
ACH-000383,-0.6963965627490001
ACH-000387,-0.601577795663
ACH-000389,-0.389183651329
ACH-000390,-0.6694317619210001
ACH-000393,-0.41968942280999993
ACH-000395,-0.476218074422
ACH-000397,-0.440001464616
ACH-000401,-0.665056076359
ACH-000402,-0.9305931419
ACH-000403,-0.625254649901
ACH-000404,-0.682995712931
ACH-000406,-0.641705538908
ACH-000407,-0.585488896215
ACH-000408,-0.9069702537540001
ACH-000410,-0.584547218499
ACH-000411,-0.256593538939
ACH-000414,-0.729363009448
ACH-000415,-0.593256795149
ACH-000416,-0.370041042715
ACH-000420,-0.481802320946
ACH-000421,-0.520697929918
ACH-000424,-0.7146843221770001
ACH-000425,-0.308243658939
ACH-000426,-0.402206007373
ACH-000427,-0.896057306622
ACH-000433,-0.5969783564819999
ACH-000436,-0.376232416174
ACH-000444,-0.661905761626
ACH-000445,-0.15388103628799998
ACH-000448,-0.47454006438100005
ACH-000450,-1.19177370961
ACH-000452,-0.47568694165799996
ACH-000454,-0.997087367489
ACH-000458,-0.415317269697
ACH-000459,-1.7037109286399998
ACH-000460,-0.575020408281
ACH-000461,-0.782232053386
ACH-000463,-0.35395672387500005
ACH-000464,-0.406015191087
ACH-000466,-0.722648348521
ACH-000467,-1.01295307232
ACH-000468,-0.335366394734
ACH-000469,-0.920984520045
ACH-000470,-0.311076649075
ACH-000471,-0.374649297058
ACH-000472,-0.745944411427
ACH-000473,-0.6285292088669999
ACH-000475,-0.5924033285939999
ACH-000476,-0.7309286478910001
ACH-000477,-0.49191770046800004
ACH-000480,-0.678311439383
ACH-000481,-0.681205705557
ACH-000483,-0.42861585948299996
ACH-000484,-0.634436826673
ACH-000485,-0.698033293082
ACH-000486,-0.680147040734
ACH-000487,-1.12791058797
ACH-000488,-1.20931916101
ACH-000490,-0.42793381552000004
ACH-000491,-0.913459419409
ACH-000495,-0.330736279599
ACH-000496,-0.62077224678
ACH-000499,-0.9816446122779999
ACH-000500,-0.8484196360420001
