,IL18BP (10068)
ACH-000004,0.07999814933260001
ACH-000007,-0.12090130148700001
ACH-000009,-0.29420640120200003
ACH-000011,-0.117874242946
ACH-000012,-0.021780470992999998
ACH-000013,-0.100060662662
ACH-000014,0.264254378492
ACH-000015,0.14415180486600002
ACH-000017,0.0423575765665
ACH-000018,-0.15037259619
ACH-000019,-0.19142074039999998
ACH-000021,-0.055058602199
ACH-000022,-0.06247666117049999
ACH-000025,0.0165281047349
ACH-000028,-0.262323610497
ACH-000030,-0.110271576722
ACH-000035,0.05755387401190001
ACH-000036,-0.0773817097662
ACH-000037,0.014877083075299998
ACH-000039,0.24948709686
ACH-000040,-0.114711522382
ACH-000041,-0.19194446658
ACH-000042,-0.21199657985
ACH-000045,-0.0661437493186
ACH-000047,-0.15944263326400002
ACH-000052,0.00613245493501
ACH-000053,-0.14239877090999997
ACH-000054,-0.11073723476
ACH-000055,-0.0343358775346
ACH-000060,0.20339155394000002
ACH-000067,-0.06371809394719999
ACH-000070,-0.177464899631
ACH-000075,-0.333421302817
ACH-000078,-0.17345825188
ACH-000082,-0.150028153781
ACH-000085,-0.08433155689300001
ACH-000086,-0.30178992914999997
ACH-000087,0.292656704246
ACH-000092,-0.0393294128873
ACH-000095,-0.111250826196
ACH-000097,-0.20465904823800002
ACH-000098,-0.0297804571881
ACH-000099,-0.131164223081
ACH-000108,-0.0619641919483
ACH-000113,0.00427188898283
ACH-000115,-0.111516528949
ACH-000116,-0.215376118942
ACH-000118,-0.157914376361
ACH-000120,-0.15773608351399998
ACH-000123,-0.0743362351493
ACH-000127,-0.023276698048400005
ACH-000128,-0.25574576098
ACH-000132,-0.09812126371200001
ACH-000133,-0.192395559952
ACH-000137,-0.0746839742188
ACH-000138,-0.190019724328
ACH-000142,-0.00140917895477
ACH-000143,-0.204747444439
ACH-000146,-0.111458343483
ACH-000148,0.0127635303354
ACH-000150,-0.0982551406164
ACH-000152,-0.112406379773
ACH-000153,-0.219361768485
ACH-000159,-0.124257182837
ACH-000160,-0.399592496149
ACH-000163,-0.166710465346
ACH-000167,-0.0635586919812
ACH-000168,0.018514129148099998
ACH-000169,-0.110717879859
ACH-000178,0.00707736314414
ACH-000182,-0.39292109151
ACH-000183,-0.125940386185
ACH-000188,-0.251867133083
ACH-000189,0.160062300479
ACH-000190,0.00485445580668
ACH-000198,-0.0633671502296
ACH-000204,-0.422686763614
ACH-000206,-0.09296236490229999
ACH-000207,-0.582030218743
ACH-000211,-0.0778757087127
ACH-000215,-0.0999714706169
ACH-000221,0.0300472903908
ACH-000222,-0.0530750717813
ACH-000223,-0.132491405034
ACH-000226,-0.145872370365
ACH-000227,-0.305145082762
ACH-000228,-0.435664122242
ACH-000231,-0.17116105511
ACH-000232,-0.152698597942
ACH-000233,-0.0309804815395
ACH-000234,-0.0711209953145
ACH-000235,-0.11979483734999999
ACH-000237,-0.149270963194
ACH-000238,-0.0121827439641
ACH-000243,-0.00455190585834
ACH-000244,-0.0330454582122
ACH-000246,-0.044978930219
ACH-000248,-0.105809964824
ACH-000250,-0.112073964168
ACH-000251,0.00162767666645
ACH-000253,-0.34853783391099996
ACH-000255,-0.123466085522
ACH-000256,-0.414130051223
ACH-000257,-0.0337870575393
ACH-000258,0.18670697589899998
ACH-000259,-0.11500058479
ACH-000260,-0.147555404953
ACH-000261,-0.296785558147
ACH-000262,-0.213500215451
ACH-000263,-0.0134078596468
ACH-000264,-0.10503706957999999
ACH-000265,-0.129315150592
ACH-000266,-0.12806390429099998
ACH-000272,0.07374575394560001
ACH-000273,-0.0501786200973
ACH-000274,0.05868636201230001
ACH-000277,-0.111867877485
ACH-000278,-0.46754008935099994
ACH-000279,-0.0672362624911
ACH-000280,0.004646219926119999
ACH-000281,-0.042384048347
ACH-000288,-0.0701835887456
ACH-000291,0.020944131463
ACH-000293,-0.0491851725256
ACH-000294,-0.148413345969
ACH-000295,-0.330155783755
ACH-000296,-0.11086083078
ACH-000302,-0.13567274955999997
ACH-000304,-0.12062624803099999
ACH-000307,0.0797908754037
ACH-000308,-0.23387390950999998
ACH-000310,-0.14815067362
ACH-000311,0.027467488600400002
ACH-000312,-0.280747221096
ACH-000315,-0.21489040259
ACH-000316,-0.20123892999200002
ACH-000317,0.038522642458900004
ACH-000318,-0.556827923863
ACH-000319,-0.163507801772
ACH-000320,-0.0369632885586
ACH-000322,-0.19557645226700002
ACH-000323,-0.0681992035452
ACH-000324,0.0678616335347
ACH-000329,0.025990356253
ACH-000330,-0.142196952977
ACH-000331,-0.0994730656384
ACH-000332,-0.23442425312800003
ACH-000334,-0.278187863468
ACH-000335,-0.40066703274899995
ACH-000336,-0.355124706614
ACH-000337,-0.2151165768
ACH-000339,-0.150633255404
ACH-000341,0.10418971462099999
ACH-000348,-0.08656012551629999
ACH-000350,0.021688528352299997
ACH-000352,-0.00648951648304
ACH-000356,-0.217268275354
ACH-000361,-0.0737062884458
ACH-000362,-0.0530806307376
ACH-000363,0.0199333158044
ACH-000364,-0.117542526693
ACH-000365,-0.0885154298672
ACH-000366,-0.35470350991
ACH-000368,0.15016917007000002
ACH-000374,-0.238386083275
ACH-000375,-0.0784173678079
ACH-000376,-0.13580405263599998
ACH-000381,-0.043106692197
ACH-000383,-0.0969402287874
ACH-000387,-0.0349372390327
ACH-000389,-0.019178575272200002
ACH-000390,-0.020737571433
ACH-000393,-0.11299096117999999
ACH-000395,0.081089412346
ACH-000397,-0.14734376135900001
ACH-000401,-0.19001110209199998
ACH-000402,-0.243702832934
ACH-000403,-0.04908131478490001
ACH-000404,-0.218292040231
ACH-000406,-0.173093512872
ACH-000407,-0.25776636515
ACH-000408,-0.146054150498
ACH-000410,-0.104682476981
ACH-000411,-0.28514043054099997
ACH-000414,-0.0110317770285
ACH-000415,-0.221436088547
ACH-000416,-0.00306268269108
ACH-000420,-0.08147811718510001
ACH-000421,-0.005283061436010001
ACH-000424,0.192928056401
ACH-000425,-0.110990791465
ACH-000426,0.277612673013
ACH-000427,-0.0860575177472
ACH-000433,-0.297345610053
ACH-000436,-0.123699270624
ACH-000444,-0.0829058838775
ACH-000445,-0.167244146096
ACH-000448,-0.0280578422385
ACH-000450,-0.0395332669985
ACH-000452,-0.11779519817399998
ACH-000454,0.029183740263900002
ACH-000458,-0.126331986036
ACH-000459,0.10621236021
ACH-000460,-0.280399945005
ACH-000461,-0.462221475629
ACH-000463,-0.07582762505269999
ACH-000464,-0.12019238629699999
ACH-000466,-0.0261104735756
ACH-000467,-0.020270466717199998
ACH-000468,0.0326925741961
ACH-000469,-0.252950528956
ACH-000470,0.061578247548
ACH-000471,-0.041902642315
ACH-000472,-0.0460384021805
ACH-000473,-0.0249589748673
ACH-000475,-0.00800784637097
ACH-000476,-0.0364963614814
ACH-000477,-0.0918723475563
ACH-000480,0.109464785759
ACH-000481,-0.29364281911999995
ACH-000483,-0.0425623376397
ACH-000484,0.00971317483318
ACH-000485,-0.169645651398
ACH-000486,-0.153824375211
ACH-000487,-0.0182330406664
ACH-000488,-0.0213784484247
ACH-000490,-0.0777263536757
ACH-000491,0.0863839650606
ACH-000495,-0.0839371244313
ACH-000496,-0.00520638553626
ACH-000499,0.094443952324
ACH-000500,-0.530711902268
ACH-000502,-0.131293018989
ACH-000503,0.06328582433180001
ACH-000505,-0.0632856423366
ACH-000507,-0.15332144543
ACH-000510,-0.023524679809699998
ACH-000511,-0.176529284508
ACH-000512,-0.287707269147
ACH-000516,-0.145797974969
ACH-000517,-0.07999126838330001
ACH-000518,0.00242496763704
ACH-000520,-0.166118931596
ACH-000521,0.0967283092141
ACH-000522,-0.041781356324400006
ACH-000524,-0.135706260986
ACH-000527,-0.20439188920899998
ACH-000528,-0.115386574902
ACH-000537,-0.20975724652199998
ACH-000541,-0.109510244322
ACH-000542,-0.134824850165
ACH-000544,-0.111634690558
ACH-000545,-0.220265531212
ACH-000547,-0.0994966664439
ACH-000548,-0.234031700878
ACH-000549,-0.133697157179
ACH-000550,-0.00035961835851999995
ACH-000552,-0.0294364681848
ACH-000556,-0.0121721763522
ACH-000557,-0.07726497215210001
ACH-000570,-0.12409094805299999
ACH-000571,-0.140153073808
ACH-000573,-0.033009668198799996
ACH-000576,-0.12306396829600001
ACH-000580,-0.07343033748780001
ACH-000584,-0.10624877759299999
ACH-000585,-0.23251303566
ACH-000588,-0.22621143823399997
ACH-000589,-0.0983303645633
