,FOXD4 (2298)
ACH-000004,-1.25484198939
ACH-000007,-1.40953436871
ACH-000009,-1.46093431482
ACH-000011,-1.5265865314700002
ACH-000012,-1.1942156342299999
ACH-000013,-1.23190060373
ACH-000014,-1.33156106922
ACH-000015,-1.2370874129
ACH-000017,-1.3109281025200001
ACH-000018,-1.4986224044299998
ACH-000019,-1.4387361706
ACH-000021,-1.3331015393
ACH-000022,-1.3549445049700002
ACH-000025,-0.969321606394
ACH-000028,-1.32663225736
ACH-000030,-1.33573695429
ACH-000035,-1.24100265926
ACH-000036,-1.2855410401799998
ACH-000037,-1.79753541665
ACH-000039,-1.2967516456000001
ACH-000040,-1.199503054
ACH-000041,-1.27097823213
ACH-000042,-1.21938474082
ACH-000045,-1.20960030607
ACH-000047,-1.306643683
ACH-000052,-1.02430432145
ACH-000053,-1.2876971641
ACH-000054,-1.2818920468500001
ACH-000055,-1.12664271109
ACH-000060,-1.00715286903
ACH-000067,-1.2147965664799998
ACH-000070,-1.45653476413
ACH-000075,-1.42563515241
ACH-000078,-1.3788853637099998
ACH-000082,-1.4394773609
ACH-000085,-1.26711617324
ACH-000086,-1.44431299912
ACH-000087,-1.224078813
ACH-000092,-1.3606588281799998
ACH-000095,-1.35460103333
ACH-000097,-1.39252688263
ACH-000098,-1.43387705365
ACH-000099,-1.373448117
ACH-000108,-1.2667541774200002
ACH-000113,-1.39682355329
ACH-000115,-1.5037365887600003
ACH-000116,-1.18738188331
ACH-000118,-1.143192411
ACH-000120,-1.15364525129
ACH-000123,-1.0756235326899999
ACH-000127,-1.25308509344
ACH-000128,-1.13380139963
ACH-000132,-1.48406385468
ACH-000133,-1.30208643182
ACH-000137,-0.959948225911
ACH-000138,-1.29242249731
ACH-000142,-1.1517101058700001
ACH-000143,-1.29678201391
ACH-000146,-1.69183661739
ACH-000148,-1.41890113552
ACH-000150,-0.781469821089
ACH-000152,-1.2492931870200001
ACH-000153,-1.08219743698
ACH-000159,-1.17429816261
ACH-000160,-1.6056270032100002
ACH-000163,-1.38335577709
ACH-000167,-1.6214533238100002
ACH-000168,-1.41377818838
ACH-000169,-1.3788738238100002
ACH-000178,-1.3137948975799998
ACH-000182,-1.45243105249
ACH-000183,-1.2414454975700002
ACH-000188,-1.2999322608700001
ACH-000189,-1.21773354954
ACH-000190,-1.19444650426
ACH-000198,-1.1949680381
ACH-000204,-0.9824917919509999
ACH-000206,-1.11128587479
ACH-000207,-1.17911481874
ACH-000211,-1.27722387055
ACH-000215,-1.48394971006
ACH-000221,-1.6260650578600002
ACH-000222,-1.00653113284
ACH-000223,-1.3029847188299999
ACH-000226,-1.2306179644
ACH-000227,-1.52722232114
ACH-000228,-1.35818958051
ACH-000231,-1.3932416347999999
ACH-000232,-1.4220517197799998
ACH-000233,-1.0667132739799998
ACH-000234,-1.30981130847
ACH-000235,-1.21155626466
ACH-000237,-1.47216484588
ACH-000238,-1.57930328155
ACH-000243,-1.32299356875
ACH-000244,-1.33180289222
ACH-000246,-1.26037770762
ACH-000248,-1.0779479855299998
ACH-000250,-1.20026082938
ACH-000251,-1.2377299718299999
ACH-000253,-1.45060303618
ACH-000255,-1.1074855434
ACH-000256,-1.06120838383
ACH-000257,-1.42725953493
ACH-000258,-1.07969999535
ACH-000259,-1.14627397771
ACH-000260,-1.16107795549
ACH-000261,-1.34227988951
ACH-000262,-1.3916638048199999
ACH-000263,-1.8550633733500002
ACH-000264,-1.3811987270500001
ACH-000265,-0.857938635134
ACH-000266,-1.43205765216
ACH-000272,-1.2159814446700001
ACH-000273,-1.1573551582700001
ACH-000274,-1.71073099693
ACH-000277,-1.5306133161200002
ACH-000278,-1.32529895219
ACH-000279,-1.4406552716699998
ACH-000280,-1.4390621967500001
ACH-000281,-1.1397914200100001
ACH-000288,-1.2288269035400001
ACH-000291,-1.08115845874
ACH-000293,-1.3616791935499999
ACH-000294,-1.5651196073
ACH-000295,-1.60407037318
ACH-000296,-1.32957144342
ACH-000302,-1.33620699901
ACH-000304,-1.42276893875
ACH-000307,-1.11280530944
ACH-000308,-1.55682786874
ACH-000310,-1.5169065744699999
ACH-000311,-1.25144390498
ACH-000312,-1.2298184269299999
ACH-000315,-1.2672181622499998
ACH-000316,-1.18801249514
ACH-000317,-1.09888931471
ACH-000318,-1.1473698361799998
ACH-000319,-0.979429700201
ACH-000320,-1.1815278390700001
ACH-000322,-1.1375033444299998
ACH-000323,-1.36849838166
ACH-000324,-1.45053303331
ACH-000329,-1.39360822252
ACH-000330,-1.03553431515
ACH-000331,-1.30795939885
ACH-000332,-1.3053608828299998
ACH-000334,-2.33010683072
ACH-000335,-1.09321494166
ACH-000336,-1.66168557086
ACH-000337,-0.845447769638
ACH-000339,-1.34991300398
ACH-000341,-1.18455743187
ACH-000348,-1.19556906268
ACH-000350,-1.53833059965
ACH-000352,-1.35450863122
ACH-000356,-1.1197853977299999
ACH-000361,-1.22273433343
ACH-000362,-1.72818216259
ACH-000363,-1.4441357988999999
ACH-000364,-1.29313136131
ACH-000365,-1.37818709512
ACH-000366,-1.38984868619
ACH-000368,-1.2055917623299999
ACH-000374,-1.4373149517500001
