,NTMT1 (28989)
ACH-000004,-0.030520727863
ACH-000007,-0.047401191142
ACH-000009,-0.265425370261
ACH-000011,-0.24395318799199997
ACH-000012,-0.115463938483
ACH-000013,-0.289900687696
ACH-000014,-0.103726160847
ACH-000015,-0.20551295784600002
ACH-000017,0.100654543179
ACH-000018,-0.0563420232383
ACH-000019,-0.224847351952
ACH-000021,-0.20659258112599999
ACH-000022,-0.0372251681177
ACH-000025,-0.195494941921
ACH-000028,-0.0608073262315
ACH-000030,0.0235401355635
ACH-000035,-0.112779460873
ACH-000036,-0.24534821341899998
ACH-000037,-0.24411342325
ACH-000039,-0.09622098190980001
ACH-000040,-0.08727611252329999
ACH-000041,-0.107686646603
ACH-000042,-0.225101759389
ACH-000045,-0.09973223851530001
ACH-000047,-0.152226241146
ACH-000052,-0.265172375176
ACH-000053,0.012892610094299999
ACH-000054,-0.141634605329
ACH-000055,-0.126820942841
ACH-000060,-0.215304608697
ACH-000067,-0.162008767488
ACH-000070,-0.0510703778142
ACH-000075,-0.124781590958
ACH-000078,-0.22971515230599998
ACH-000082,-0.118004935517
ACH-000085,-0.081618664646
ACH-000086,-0.17013429929999999
ACH-000087,-0.24929586432700002
ACH-000092,-0.017517088182299998
ACH-000095,0.060727038717099995
ACH-000097,-0.0611450849644
ACH-000098,-0.03890350164880001
ACH-000099,-0.442671041373
ACH-000108,-0.25716705130999995
ACH-000113,-0.16986375975200002
ACH-000115,0.0358735887436
ACH-000116,-0.103432834527
ACH-000118,-0.277243113397
ACH-000120,-0.131407581104
ACH-000123,0.0542543410568
ACH-000127,-0.10530793404899999
ACH-000128,-0.013362360036799999
ACH-000132,-0.270420207874
ACH-000133,-0.148749009701
ACH-000137,-0.0110124420168
ACH-000138,-0.145489898366
ACH-000142,-0.187148821916
ACH-000143,-0.228984356905
ACH-000146,-0.0424631559527
ACH-000148,-0.16932693935100002
ACH-000150,-0.221543918768
ACH-000152,-0.294877765096
ACH-000153,0.268607550911
ACH-000159,-0.009121398238690001
ACH-000160,-0.327602787557
ACH-000163,-0.123264167741
ACH-000167,-0.15297860102299998
ACH-000168,-0.320158884059
ACH-000169,-0.146854249881
ACH-000178,-0.17256806043099998
ACH-000182,-0.0797289136505
ACH-000183,-0.0503866308467
ACH-000188,-0.190166109726
ACH-000189,0.0170375452885
ACH-000190,-0.10222626986500001
ACH-000198,-0.134546644704
ACH-000204,-0.233860880302
ACH-000206,0.0401683724812
ACH-000207,-0.182302150099
ACH-000211,-0.0315024445995
ACH-000215,-0.192105424116
ACH-000221,-0.132657770511
ACH-000222,-0.126218714323
ACH-000223,-0.09752141910939999
ACH-000226,-0.0226017320836
ACH-000227,-0.039562605354199996
ACH-000228,-0.228776371921
ACH-000231,-0.09677225114980001
ACH-000232,-0.06658134864040001
ACH-000233,-0.112576657741
ACH-000234,-0.225497943342
ACH-000235,-0.11463301602199999
ACH-000237,-0.18180791710900002
ACH-000238,-0.154809985196
ACH-000243,-0.103510872786
ACH-000244,-0.21839442409899998
ACH-000246,-0.178997257748
ACH-000248,-0.145026622623
ACH-000250,-0.139147929758
ACH-000251,0.16889762862399998
ACH-000253,-0.0601624022279
ACH-000255,-0.238988297579
ACH-000256,-0.264750084577
ACH-000257,0.09995955884919999
ACH-000258,0.147573229765
ACH-000259,-0.24801404058200002
ACH-000260,-0.10142058978700001
ACH-000261,-0.0907570815789
ACH-000262,-0.185152354312
ACH-000263,-0.0165227334924
ACH-000264,-0.106420837354
ACH-000265,-0.17394890358800003
ACH-000266,-0.131565555453
ACH-000272,-0.109190361821
ACH-000273,-0.242681258084
ACH-000274,-0.12156813930600001
ACH-000277,-0.365770822002
ACH-000278,-0.0580722868924
ACH-000279,-0.0627722082328
ACH-000280,-0.106995342957
ACH-000281,0.0225222507028
