,OR4P4 (81300)
ACH-000004,-0.043379060423800006
ACH-000007,0.100333457248
ACH-000009,-0.0055385146926499994
ACH-000011,0.0526132199603
ACH-000012,0.020294750411
ACH-000013,0.0137433323355
ACH-000014,0.0996417333563
ACH-000015,0.14066627355
ACH-000017,-0.0248524230409
ACH-000018,0.226993566446
ACH-000019,0.00660328079611
ACH-000021,-0.143884972859
ACH-000022,0.0656636592946
ACH-000025,0.082787921273
ACH-000028,-0.22484545341499998
ACH-000030,0.08544803245650001
ACH-000035,-0.135702575443
ACH-000036,-0.0173821880587
ACH-000037,0.00476944440129
ACH-000039,0.16439541668299998
ACH-000040,-0.0113995950979
ACH-000041,0.048249761698
ACH-000042,0.018733585888
ACH-000045,0.0734271776255
ACH-000047,0.246185884954
ACH-000052,-0.193370262597
ACH-000053,-0.0502625629141
ACH-000054,0.0800657688637
ACH-000055,0.24038100609000002
ACH-000060,0.149503675606
ACH-000067,0.338940140146
ACH-000070,0.10669018042600001
ACH-000075,-0.12944884078
ACH-000078,0.0998143433808
ACH-000082,0.04264791056580001
ACH-000085,0.310489373915
ACH-000086,-0.0981512883145
ACH-000087,0.0730244670555
ACH-000092,0.125813494631
ACH-000095,0.052794152525000006
ACH-000097,-0.06902925677569999
ACH-000098,0.04430819978540001
ACH-000099,-0.0755573190571
ACH-000108,-0.21550353319499999
ACH-000113,-0.269670856265
ACH-000115,0.20720918276500003
ACH-000116,-0.11645704033299999
ACH-000118,-0.126301400465
ACH-000120,0.0691703585839
ACH-000123,0.060060563879199995
ACH-000127,0.119120108998
ACH-000128,0.07495599731060001
ACH-000132,-0.0506087489021
ACH-000133,-0.0692721042981
ACH-000137,0.0291167055573
ACH-000138,-0.0320008180042
ACH-000142,-0.0204874590881
ACH-000143,0.238764616855
ACH-000146,0.006025675224239999
ACH-000148,-0.040134714514000004
ACH-000150,-0.170092262473
ACH-000152,0.152446947625
ACH-000153,0.09699102224719999
ACH-000159,-0.110865867489
ACH-000160,-0.17302467675799998
ACH-000163,0.0166999622526
ACH-000167,-0.20678784877599998
ACH-000168,0.054645849561800006
ACH-000169,-0.118709205193
ACH-000178,-0.0406259072941
ACH-000182,0.113715171652
ACH-000183,0.11546713177899999
ACH-000188,-0.0260171211373
ACH-000189,0.214614667795
ACH-000190,-0.150529197271
ACH-000198,0.0748406632623
ACH-000204,-0.147667977614
ACH-000206,-0.0571784673354
ACH-000207,0.113688656917
ACH-000211,-0.135810113012
ACH-000215,0.027090168794999998
ACH-000221,0.031039681579299996
ACH-000222,-0.024913914452599998
ACH-000223,-0.17038353102899997
ACH-000226,-0.00286770969905
ACH-000227,-0.103873431262
ACH-000228,-0.29303547306999994
ACH-000231,-0.0686803752809
ACH-000232,0.232268854384
ACH-000233,0.019142029319099998
ACH-000234,-0.029376507215900002
ACH-000235,-0.0493808945448
ACH-000237,0.056988894344899996
ACH-000238,0.123507223769
ACH-000243,-0.061704497363900004
ACH-000244,-0.010458852742600002
ACH-000246,0.0577490421133
ACH-000248,0.052007846533199995
ACH-000250,-0.148893007735
ACH-000251,-0.131526745114
ACH-000253,-0.00486275845984
ACH-000255,0.36396027662
ACH-000256,-0.180731225121
ACH-000257,0.029859413785200004
ACH-000258,-0.0218950948882
ACH-000259,-0.0632278543695
ACH-000260,0.00181797809872
ACH-000261,-0.218351099192
ACH-000262,0.13290856001700002
ACH-000263,0.0218046273434
ACH-000264,-0.07675929751739999
ACH-000265,-0.133564650073
ACH-000266,-0.098059097105
ACH-000272,-0.0192889540237
ACH-000273,-0.195088025178
ACH-000274,-0.158125829426
ACH-000277,-0.0849450518324
ACH-000278,0.27216126133499996
ACH-000279,0.041187780824800006
ACH-000280,-0.0754983197769
ACH-000281,-0.08607296876630001
ACH-000288,0.0815170207889
ACH-000291,-0.00447054498357
ACH-000293,0.0845521458091
ACH-000294,-0.221673803651
ACH-000295,-0.0036719435133199998
ACH-000296,0.0396022293834
ACH-000302,0.166888354481
ACH-000304,0.032845267321599994
ACH-000307,-0.00898485268018
ACH-000308,-0.12359386437000001
ACH-000310,-0.265814204638
ACH-000311,-0.152366420538
ACH-000312,-0.1209651457
ACH-000315,0.148221917452
ACH-000316,-0.0559762721513
ACH-000317,-0.318679171318
ACH-000318,0.087084408097
ACH-000319,0.059310609933000004
ACH-000320,-0.0962666159033
ACH-000322,0.0088097804572
ACH-000323,-0.0224799378
ACH-000324,-0.18336466312
ACH-000329,-0.0176073745965
ACH-000330,0.0808020780248
ACH-000331,-0.115532951328
ACH-000332,-0.0716354253093
ACH-000334,-0.18143458577100002
ACH-000335,0.148331654014
ACH-000336,0.07066314945089999
ACH-000337,0.0256852588287
ACH-000339,0.040212550194300006
ACH-000341,-0.132704370172
ACH-000348,0.154829087803
ACH-000350,-0.065514494505
ACH-000352,0.061657218429999994
ACH-000356,0.20308944407
ACH-000361,-0.0712299435445
ACH-000362,-0.05784067492119999
ACH-000363,0.026887661893099997
ACH-000364,-0.120734497205
ACH-000365,0.0617759185379
ACH-000366,0.07567060008939999
ACH-000368,0.16756266195299999
ACH-000374,-0.14569522084
ACH-000375,-0.33608777753700003
ACH-000376,0.0241347800588
ACH-000381,-0.090699579804
ACH-000383,0.0885615400952
ACH-000387,-0.045572219467400005
ACH-000389,0.0960468386551
ACH-000390,0.201071217509
ACH-000393,0.127231572907
ACH-000395,0.119847765474
ACH-000397,0.0908955044541
ACH-000401,0.067284794944
ACH-000402,-0.163575360262
ACH-000403,-0.16300130847799998
ACH-000404,-0.202628362673
ACH-000406,-0.069480958986
ACH-000407,0.0818058111603
ACH-000408,0.14501713078700001
ACH-000410,0.148115064361
ACH-000411,0.0785013286566
ACH-000414,-0.08984692783539999
ACH-000415,-0.0364869248575
ACH-000416,0.036112970583199996
ACH-000420,-0.21642184072700002
ACH-000421,0.0440103320213
ACH-000424,-0.294899053231
ACH-000425,0.159327333796
ACH-000426,0.0429918580787
ACH-000427,0.0406312165204
ACH-000433,-0.111922827097
ACH-000436,-0.10589707033399999
ACH-000444,0.141434068769
ACH-000445,0.05815144809119999
ACH-000448,-0.019849503955900002
ACH-000450,0.20114699200199998
ACH-000452,0.006638011473619999
ACH-000454,0.164650273739
ACH-000458,0.0108360184876
ACH-000459,0.128190925673
ACH-000460,0.0515765812553
ACH-000461,0.0139379113334
ACH-000463,0.036294307744
ACH-000464,0.150444364428
ACH-000466,-0.07030390136310001
ACH-000467,-0.0159087882764
ACH-000468,0.0358167139301
ACH-000469,-0.023542207442900004
ACH-000470,-0.15413025469699998
ACH-000471,0.05548308957280001
ACH-000472,-0.0193941356239
ACH-000473,0.175429836517
ACH-000475,-0.06871260893209999
ACH-000476,0.0733638381078
ACH-000477,0.0400455723853
ACH-000480,0.020826083322000002
ACH-000481,0.059131877568499996
ACH-000483,-0.0159732347062
ACH-000484,0.162093294504
ACH-000485,0.157044609714
ACH-000486,-0.16524975072
ACH-000487,0.16787860225600001
ACH-000488,0.03455780028930001
ACH-000490,-0.122524421195
ACH-000491,0.0964386854355
ACH-000495,-0.0634386400767
ACH-000496,-0.280106273821
ACH-000499,0.08311810687230001
ACH-000500,-0.299527839715
ACH-000502,0.0488642097126
ACH-000503,0.0794697308664
ACH-000505,-0.0812125653683
ACH-000507,-0.0338618242858
ACH-000510,-0.0136120211934
ACH-000511,0.08455941815689999
ACH-000512,-0.042805756605199995
ACH-000516,0.171841065391
ACH-000517,-0.0364483821448
ACH-000518,0.0255893529539
ACH-000520,-0.286356453767
ACH-000521,0.000765052575641
ACH-000522,-0.152279800884
ACH-000524,-0.0611804814219
ACH-000527,0.140324367389
ACH-000528,-0.0753476598712
ACH-000537,-0.0932864333439
ACH-000541,-0.0118949871514
ACH-000542,0.0430942433925
ACH-000544,-0.0717228058126
ACH-000545,0.126044950502
ACH-000547,0.174325504584
ACH-000548,0.165567215659
ACH-000549,0.104475600524
ACH-000550,0.00035905312846099994
ACH-000552,0.11494976986
ACH-000556,0.17851434138
ACH-000557,-0.00575187808595
ACH-000570,-4.77402598817e-05
ACH-000571,0.0978739325385
ACH-000573,0.031194440657099996
ACH-000576,0.0693053194304
ACH-000580,0.16521495733799998
ACH-000584,0.161609666442
ACH-000585,-0.04168273326869999
ACH-000588,0.15114808255200002
ACH-000589,-0.06604146759150001
ACH-000591,0.0719717831763
ACH-000593,0.155114436554
ACH-000600,0.0699416292432
ACH-000601,-0.0852736495291
ACH-000604,0.0231676650872
ACH-000605,0.0927469417124
ACH-000606,-0.182389026927
ACH-000608,0.127191663112
ACH-000614,0.159454259609
ACH-000616,0.167181649849
ACH-000618,-0.0618609722805
ACH-000619,-0.104804739351
ACH-000620,-0.012433931481299999
ACH-000621,0.0169211953517
ACH-000622,0.041549009691400005
ACH-000623,0.0373546227569
ACH-000624,-0.09089895857899999
ACH-000627,0.00358908339286
ACH-000630,-0.049804593473300005
ACH-000632,0.120935322016
ACH-000633,0.052494562813900005
ACH-000637,-0.101033356647
ACH-000638,-0.27047599051
ACH-000646,-0.0219692321428
ACH-000647,-0.200472216567
ACH-000648,0.248132179818
ACH-000649,0.0898416753579
ACH-000651,-0.276393762442
ACH-000652,0.21935028412500002
ACH-000653,0.07304079817860001
ACH-000657,-0.10815121342499999
ACH-000658,0.06339238430329999
ACH-000661,0.0632571943897
ACH-000662,0.00711131720748
ACH-000663,0.08301079576539999
ACH-000665,-0.25590451340500003
ACH-000671,-0.0133148528875
ACH-000673,0.121532157281
ACH-000676,0.00859668836153
ACH-000677,0.0253629244747
ACH-000681,0.0659798358865
ACH-000682,0.175886798209
ACH-000683,-0.16002467720799998
ACH-000684,-0.164604455447
ACH-000688,0.169537199916
ACH-000693,-0.21701650234
ACH-000694,-0.0522864995507
ACH-000695,0.21029701967999997
ACH-000696,-0.00204941725502
ACH-000697,-0.204671870872
ACH-000699,0.0352246823842
ACH-000701,-0.115947066777
ACH-000706,0.002895490023
ACH-000711,0.056304527613000005
ACH-000713,0.334032930454
ACH-000714,-0.25848546463000005
ACH-000718,0.0586870890135
ACH-000720,-0.0023817603555700002
ACH-000721,-0.0292955159723
ACH-000724,0.170552006732
ACH-000725,0.134897301173
ACH-000732,-0.213007909494
ACH-000734,-0.196401609648
ACH-000735,-0.210149694577
ACH-000736,0.114799936467
ACH-000738,-0.022265414997400004
ACH-000746,-0.0668167758259
ACH-000747,-0.0361330524507
ACH-000748,0.0466072052378
ACH-000753,0.08224359823310001
ACH-000756,0.12465653480200001
ACH-000757,-0.139837418275
ACH-000758,0.0512357573231
ACH-000760,-0.0626587465001
ACH-000763,-0.284959533052
ACH-000764,0.266082806686
ACH-000765,-0.153592455888
ACH-000766,-0.0332010452739
ACH-000767,0.316866429371
ACH-000768,0.0744408653962
ACH-000769,-0.08864733085899999
ACH-000770,-0.164070320848
ACH-000771,-0.0604997814769
ACH-000773,-0.040502983351
ACH-000776,-0.175565992617
ACH-000777,0.00127000542805
ACH-000778,-0.0825935085574
ACH-000781,-0.0490093815161
ACH-000782,0.0121020933122
ACH-000783,-0.119480400893
ACH-000784,-0.141551438787
