,MAP1S (55201)
ACH-000004,-0.205166900535
ACH-000007,0.15973000073
ACH-000009,-0.011773191368499998
ACH-000011,0.147322500636
ACH-000012,-0.0007341324427019999
ACH-000013,-0.0768411146737
ACH-000014,-0.0128236922737
ACH-000015,-0.026000246587299998
ACH-000017,0.0934490508712
ACH-000018,-0.310964354587
ACH-000019,0.24154424520599999
ACH-000021,-0.0131886731761
ACH-000022,-0.232605541014
ACH-000025,0.10877050119100001
ACH-000028,-0.00378047350193
ACH-000030,-0.07619572896730001
ACH-000035,-0.152546352592
ACH-000036,0.019824286814700002
ACH-000037,0.262878693442
ACH-000039,-0.126145412349
ACH-000040,0.011173892248
ACH-000041,1.86832666749e-05
ACH-000042,0.0980004949935
ACH-000045,0.102098575854
ACH-000047,-0.00526261378332
ACH-000052,-0.031211793531200002
ACH-000053,0.08041122447160001
ACH-000054,-0.0642137899508
ACH-000055,0.128540124596
ACH-000060,0.0984236829623
ACH-000067,-0.0745961831999
ACH-000070,0.0405377713996
ACH-000075,-0.10145579379000001
ACH-000078,0.20531629259700002
ACH-000082,0.0030412423397199995
ACH-000085,-0.013548922086700001
ACH-000086,-0.0393558734516
ACH-000087,0.0679681312564
ACH-000092,-0.0414181821382
ACH-000095,-0.00688203793798
ACH-000097,0.0646404979666
ACH-000098,-0.0382113279289
ACH-000099,-0.00818282273287
ACH-000108,0.0382119713722
ACH-000113,0.0241340144617
ACH-000115,0.00145847550476
ACH-000116,-0.0252610336449
ACH-000118,0.07430285208589998
ACH-000120,0.0366167061901
ACH-000123,0.134285227848
ACH-000127,0.0363764126228
ACH-000128,-0.169635192484
ACH-000132,0.00675316984347
ACH-000133,0.127056804179
ACH-000137,-0.036702449444199994
ACH-000138,-0.09597492400239999
ACH-000142,0.20179664543099998
ACH-000143,-0.144043313911
ACH-000146,-0.07635339356189999
ACH-000148,-0.0793840218084
ACH-000150,0.08653998436239999
ACH-000152,0.103890668563
ACH-000153,0.18440296586
ACH-000159,-0.167364784434
ACH-000160,0.07779898413589999
ACH-000163,-0.07305810049360001
ACH-000167,0.17091994070799998
ACH-000168,0.007991808432660001
ACH-000169,0.036170661552199994
ACH-000178,0.0387494119633
ACH-000182,0.0906656236115
ACH-000183,0.13608563807600002
ACH-000188,-0.072566596377
ACH-000189,-0.0398971977541
ACH-000190,0.190810251397
ACH-000198,0.0025999515374
ACH-000204,-0.12575848773700002
ACH-000206,0.05895251803280001
ACH-000207,-0.115063351917
ACH-000211,-0.05035333778969999
ACH-000215,-0.00695745938336
ACH-000221,-0.13745544951400002
ACH-000222,-0.10989603948599999
ACH-000223,0.10788952924100001
ACH-000226,0.11358079884700001
ACH-000227,-0.105638834668
ACH-000228,0.0183788700397
ACH-000231,0.100092191362
ACH-000232,0.111698767894
ACH-000233,-0.0266408236741
ACH-000234,-0.06740411261280001
ACH-000235,0.037718570923199995
ACH-000237,-0.0108551262115
ACH-000238,0.20125333862199998
ACH-000243,-0.0657094037776
ACH-000244,-0.176278932187
ACH-000246,0.051458198996
ACH-000248,-0.041599956128
ACH-000250,-0.052189400579000005
ACH-000251,0.029492554014400003
ACH-000253,0.0658099772731
ACH-000255,-0.07418973189460001
ACH-000256,0.129294423705
ACH-000257,-0.23273904583399999
ACH-000258,0.0833287253132
ACH-000259,0.0030883789515
ACH-000260,0.036321099235199994
ACH-000261,-0.224836650508
ACH-000262,-0.144282257179
ACH-000263,-0.0123478874771
ACH-000264,-0.00348429681943
ACH-000265,0.16870379691
ACH-000266,-0.0355475497361
ACH-000272,0.00391025953923
ACH-000273,0.231879414568
ACH-000274,0.130786403059
ACH-000277,0.18096489862100001
ACH-000278,0.100712317633
ACH-000279,0.16947924836699998
ACH-000280,-0.09403291587210001
ACH-000281,0.14218851046199998
ACH-000288,0.143108812777
ACH-000291,-0.0470654290783
ACH-000293,0.008603368396049998
ACH-000294,-0.21642785428599998
ACH-000295,-0.127210401956
ACH-000296,-0.029888625751
ACH-000302,-0.255637592743
ACH-000304,-0.384873338485
ACH-000307,0.00678035726805
ACH-000308,0.09209261343240001
ACH-000310,0.211302784458
ACH-000311,0.20795322133400002
ACH-000312,-0.0933412365442
ACH-000315,0.0878650216427
ACH-000316,0.0214216830713
ACH-000317,0.0245221904415
ACH-000318,-0.332772620844
ACH-000319,0.0158039683978
ACH-000320,0.362779935823
ACH-000322,0.16200651193
ACH-000323,-0.0847837166186
ACH-000324,0.013637559435299998
ACH-000329,0.0307496021019
ACH-000330,0.0248724640087
ACH-000331,0.032350064030299996
ACH-000332,0.037465890741800005
ACH-000334,0.122737483476
ACH-000335,0.0665571478462
ACH-000336,-0.133956265438
ACH-000337,-0.20686725033
ACH-000339,0.07346468553989999
ACH-000341,-0.0582074100401
ACH-000348,-0.050075527694499994
ACH-000350,0.101020985876
ACH-000352,-0.0756272817012
ACH-000356,0.11206101068
ACH-000361,-0.299798833266
ACH-000362,0.044385240465199996
ACH-000363,0.150451559247
ACH-000364,-0.123260093371
ACH-000365,0.079933012831
ACH-000366,-0.188582573931
ACH-000368,0.157904269879
ACH-000374,-0.113922874685
ACH-000375,0.0168889938573
ACH-000376,0.13613016765799998
ACH-000381,0.053250117323199994
ACH-000383,-0.0413111048106
ACH-000387,0.0706412627514
ACH-000389,0.0643481741699
ACH-000390,0.00868857763016
ACH-000393,-0.227534593884
ACH-000395,-0.49973219575800004
ACH-000397,0.07654645720360001
ACH-000401,-0.10106026435399999
ACH-000402,0.0522503982544
ACH-000403,0.0660261906484
ACH-000404,0.200055033595
ACH-000406,-1.31761008326e-05
ACH-000407,-0.0327316086207
ACH-000408,-0.17811897479000002
ACH-000410,-0.0227726691145
ACH-000411,-0.093430797846
ACH-000414,0.141858058462
ACH-000415,-0.0806482570453
ACH-000416,-0.0659726370012
ACH-000420,-0.0143665690875
ACH-000421,0.0549444027201
ACH-000424,-0.0753055868153
ACH-000425,0.0310724892245
ACH-000426,0.0977736657219
ACH-000427,0.0897024900736
ACH-000433,-0.06246330460030001
ACH-000436,0.17215892826200002
ACH-000444,-0.0293756463576
ACH-000445,0.137978675011
ACH-000448,-0.0725614709478
ACH-000450,-0.0543727814607
ACH-000452,-0.0874151287527
ACH-000454,-0.24353114039299997
ACH-000458,-0.22260049478799998
ACH-000459,0.173603759386
ACH-000460,0.058871555800199996
ACH-000461,-0.0806223256686
ACH-000463,-0.0623091265173
ACH-000464,0.17511401619000003
ACH-000466,-0.0054959027174799994
ACH-000467,0.18002699113600001
ACH-000468,-0.16394601441099999
ACH-000469,-0.0298814961606
ACH-000470,0.022726368371900004
ACH-000471,-0.12534383222
ACH-000472,-0.05439601326
ACH-000473,0.0633511113271
ACH-000475,0.0788688770358
ACH-000476,0.00216018545231
ACH-000477,-0.00979958406441
ACH-000480,0.18735264359700002
ACH-000481,-0.0562797412554
ACH-000483,-0.210014501153
ACH-000484,0.19908025654599998
ACH-000485,0.122850318912
ACH-000486,0.148303729915
ACH-000487,0.0120342415504
ACH-000488,0.0579719765111
ACH-000490,-0.061905819271700004
