,JAZF1 (221895)
ACH-000004,-0.916248598932
ACH-000007,-1.2334995605399999
ACH-000009,-1.08897363726
ACH-000011,-0.855819206662
ACH-000012,-1.21193020671
ACH-000013,-0.636888570254
ACH-000014,-1.0931484593799998
ACH-000015,-0.848643718229
ACH-000017,-1.1136536718799999
ACH-000018,-0.637376317659
ACH-000019,-1.11285802043
ACH-000021,-1.0372905456000001
ACH-000022,-0.8446296586319999
ACH-000025,-0.8663732843709999
ACH-000028,-0.8928793359880001
ACH-000030,-0.9633375343880001
ACH-000035,-0.871995789155
ACH-000036,-0.886440069467
ACH-000037,-1.33764491801
ACH-000039,-1.2295938613
ACH-000040,-0.980355548758
ACH-000041,-0.8886240765610001
ACH-000042,-1.11821156282
ACH-000045,-1.03944834063
ACH-000047,-1.02513220483
ACH-000052,-0.7363591249860001
ACH-000053,-1.09548287679
ACH-000054,-1.1935195380299999
ACH-000055,-0.95230953706
ACH-000060,-0.844556860456
ACH-000067,-0.907739238732
ACH-000070,-1.25363104905
ACH-000075,-1.02837465986
ACH-000078,-1.3077937083
ACH-000082,-1.12621313225
ACH-000085,-0.9599364584219999
ACH-000086,-0.9385068340989999
ACH-000087,-0.943108170391
ACH-000092,-1.16663607144
ACH-000095,-1.19583674591
ACH-000097,-1.20002845345
ACH-000098,-1.10009895179
ACH-000099,-1.12693380892
ACH-000108,-0.9034293075100001
ACH-000113,-1.13680770468
ACH-000115,-1.0556370864799998
ACH-000116,-0.896159268435
ACH-000118,-0.863258321193
ACH-000120,-0.8410637039659999
ACH-000123,-0.920405934455
ACH-000127,-0.906087108989
ACH-000128,-0.748958976445
ACH-000132,-1.12111590598
ACH-000133,-1.06052158777
ACH-000137,-0.922297128205
ACH-000138,-0.793921654947
ACH-000142,-0.7637311977600001
ACH-000143,-0.843332526403
ACH-000146,-1.02443626938
ACH-000148,-0.986708826593
ACH-000150,-0.9777901757459999
ACH-000152,-1.0164580274500001
ACH-000153,-0.8020459110979999
ACH-000159,-1.4030472634600002
ACH-000160,-0.7891540950300001
ACH-000163,-0.681437696632
ACH-000167,-0.616253523061
ACH-000168,-0.9022446308390001
ACH-000169,-0.868832446672
ACH-000178,-1.02167773845
ACH-000182,-1.06736122936
ACH-000183,-0.9690061937440001
ACH-000188,-1.13938260222
ACH-000189,-1.01343132409
ACH-000190,-0.604220174419
ACH-000198,-0.9965191722679999
ACH-000204,-1.1038833788
ACH-000206,-1.34712545369
ACH-000207,-1.3303138776
ACH-000211,-1.18307103919
ACH-000215,-1.11875741067
ACH-000221,-0.778450164559
ACH-000222,-0.9615333014040001
ACH-000223,-1.35029437054
ACH-000226,-0.9917123505159999
ACH-000227,-1.6583333420100002
ACH-000228,-1.0212996326200001
ACH-000231,-1.0245767800399999
ACH-000232,-1.0730033924
ACH-000233,-0.887312427308
ACH-000234,-1.1497051898000001
ACH-000235,-1.07986539354
ACH-000237,-0.855956320825
ACH-000238,-1.11240495985
ACH-000243,-1.1479851332
ACH-000244,-0.954506445033
ACH-000246,-0.7633743875419999
ACH-000248,-0.881136706392
ACH-000250,-1.15418693454
ACH-000251,-0.8182023866439999
ACH-000253,-1.1239261406299998
ACH-000255,-0.714172929709
ACH-000256,-1.27234222059
ACH-000257,-1.2073649323
ACH-000258,-1.05445019343
ACH-000259,-1.32056351854
ACH-000260,-0.859509376093
ACH-000261,-1.07732694969
ACH-000262,-0.524237238525
ACH-000263,-1.13580118011
ACH-000264,-1.2726916579799998
ACH-000265,-0.943778318365
ACH-000266,-1.2229259289499999
ACH-000272,-1.2594263763299998
ACH-000273,-1.1269666854
ACH-000274,-0.795330660341
ACH-000277,-1.08168289339
ACH-000278,-0.628212768974
ACH-000279,-1.28685459825
ACH-000280,-0.771332047566
ACH-000281,-1.230285378
ACH-000288,-1.06530827215
ACH-000291,-1.01607177123
ACH-000293,-1.01268443836
ACH-000294,-0.940462990642
ACH-000295,-1.12164831331
ACH-000296,-0.9824146288950001
ACH-000302,-0.8218616273839999
ACH-000304,-1.13579752949
ACH-000307,-0.743184365938
ACH-000308,-1.07115223732
ACH-000310,-1.6664475011500002
ACH-000311,-1.35876464314
ACH-000312,-1.0866948874
ACH-000315,-1.0540880956
