,GON4L (54856)
ACH-000233,-0.317355594575
ACH-000234,-0.29646946761799997
ACH-000235,-0.34125848525700003
ACH-000237,-0.441787939038
ACH-000238,-0.342356507483
ACH-000243,-0.702215132577
ACH-000244,-0.467297517718
ACH-000246,-0.46918024884599996
ACH-000248,-0.08797660994550001
ACH-000250,-0.530443280494
ACH-000251,-0.576135103276
ACH-000253,-0.424166391886
ACH-000255,-0.337573901224
ACH-000256,-0.47731299575099995
ACH-000257,-0.5464367217539999
ACH-000258,-0.45052421227899997
ACH-000259,-0.527035060048
ACH-000260,-0.39563659480700003
ACH-000261,-0.47953077081100004
ACH-000262,-0.460599649656
ACH-000263,-0.6633531755
ACH-000264,-0.6058129888620001
ACH-000265,-0.38960087836900004
ACH-000266,-0.622061382503
ACH-000272,-0.45529843115699997
ACH-000273,-0.603820343334
ACH-000274,-0.408300616915
ACH-000277,-0.30723509803000004
ACH-000278,-0.353458318768
ACH-000279,-0.23782252348400001
ACH-000280,-0.326428653437
ACH-000281,-0.48521606160400005
ACH-000288,-0.252085724745
ACH-000291,-0.393063382046
ACH-000293,-0.38175327084399996
ACH-000294,-0.341066843702
ACH-000295,-0.724758856197
ACH-000296,-0.718988870252
ACH-000302,-0.341950310589
ACH-000304,-0.5144582385300001
ACH-000307,-0.42303129746600004
ACH-000308,-0.380362948684
ACH-000310,-0.370977958128
ACH-000311,-0.5813644299040001
ACH-000312,-0.408646362922
ACH-000315,-0.318028661146
ACH-000316,-0.31120656802499996
ACH-000317,-0.594716391315
ACH-000318,-0.335638975115
ACH-000319,-0.585234480586
ACH-000320,-0.558273284898
ACH-000322,-0.420734283271
ACH-000323,-0.577952535451
ACH-000324,-0.45337434617600003
ACH-000329,-0.272870657705
ACH-000330,-0.406678464125
ACH-000331,-0.588403117055
ACH-000332,-0.450660072577
ACH-000334,-0.23490925594999998
ACH-000335,-0.538509439075
ACH-000336,-0.543449767654
ACH-000337,-0.733638742332
ACH-000339,-0.446221076
ACH-000341,-0.6373249941260001
ACH-000348,-0.470723144794
ACH-000350,-0.393894113472
ACH-000352,-0.453747017372
ACH-000356,-0.541846768356
ACH-000361,-0.491923521025
ACH-000362,-0.530531184807
ACH-000363,-0.712461004376
ACH-000364,-0.250686006567
ACH-000365,-0.45615267932400005
ACH-000366,-0.409018912064
ACH-000368,-0.315433829209
ACH-000374,-0.284620629526
ACH-000375,-0.569576807182
ACH-000376,-0.37861787916699996
ACH-000381,-0.588233146893
ACH-000383,-0.408310887974
ACH-000387,-0.5964328635230001
ACH-000389,-0.338671407514
ACH-000390,-0.47812423923299996
ACH-000393,-0.464574840093
ACH-000395,-0.47056932834
ACH-000397,-0.507827631811
ACH-000401,-0.400729478342
ACH-000402,-0.101343018968
ACH-000403,-0.354736238438
ACH-000404,-0.129927186956
ACH-000406,-0.650533827817
ACH-000407,-0.210581793435
ACH-000408,-0.125901848925
ACH-000410,-0.527927560295
ACH-000411,-0.685027999271
ACH-000414,-0.5063744713139999
ACH-000415,-0.461132906817
ACH-000416,-0.43961317172700004
ACH-000420,-0.17263766368500003
ACH-000421,-0.5431571220170001
ACH-000424,-0.635417315523
ACH-000425,-0.463632062845
ACH-000426,-0.161276973699
ACH-000427,-0.341341824884
ACH-000433,-0.403324986762
ACH-000436,-0.36151565196099994
ACH-000444,-0.388870708684
ACH-000445,-0.42535859195200004
ACH-000448,-0.323262857586
ACH-000450,-0.507634003556
ACH-000452,-0.389175685802
ACH-000454,-0.180509456908
ACH-000458,-0.557339947833
ACH-000459,-0.29471063375100004
ACH-000460,-0.3181621933
ACH-000461,-0.27526921886100003
ACH-000463,-0.514175388233
ACH-000464,-0.48986786761600004
ACH-000466,-0.378899157478
ACH-000467,-0.29257081123000006
ACH-000468,-0.44762421266
ACH-000469,-0.36563254823200003
ACH-000470,-0.296004075467
ACH-000471,-0.47383558683
ACH-000472,-0.33326585281599996
ACH-000473,-0.234057128587
ACH-000475,-0.39424213251
ACH-000476,-0.393481145934
ACH-000477,-0.559087321173
ACH-000480,-0.502870503633
ACH-000481,-0.405318419027
ACH-000483,-0.756485130676
ACH-000484,-0.296868577771
ACH-000485,-0.43476801819300004
ACH-000486,-0.40669957441699994
ACH-000487,-0.337834133292
ACH-000488,-0.5547846075199999
ACH-000490,-0.577384375829
ACH-000491,-0.28968996149799997
ACH-000495,-0.501951712229
ACH-000496,-0.314863485867
ACH-000499,0.012892616143200001
ACH-000500,-0.205033964839
ACH-000502,-0.375547997837
ACH-000503,-0.108801216637
ACH-000505,-0.504580902279
ACH-000507,-0.364588385963
ACH-000510,-0.47629981825499995
ACH-000511,-0.453098033965
ACH-000512,-0.283991970006
ACH-000516,-0.57244400793
ACH-000517,-0.457397678612
ACH-000518,-0.49407624669399997
ACH-000520,-0.6713797368459999
ACH-000521,-0.314138793593
ACH-000522,-0.368201751179
ACH-000524,-0.47645061081600004
ACH-000527,-0.257845831303
ACH-000528,-0.554473181913
ACH-000537,-0.235184347139
ACH-000541,-0.433083429745
ACH-000542,-0.369830679603
ACH-000544,-0.619473087955
ACH-000545,-0.332609619699
ACH-000547,-0.5691352348600001
ACH-000548,-0.526601254577
ACH-000549,-0.46356261158699996
ACH-000550,-0.5050942770310001
ACH-000552,-0.446159607839
ACH-000556,-0.53956052806
ACH-000557,-0.7145119823170001
ACH-000570,-0.356626502853
ACH-000571,-0.342925842373
ACH-000573,-0.616178946427
ACH-000576,-0.390338622508
ACH-000580,-0.407863127437
ACH-000584,-0.37861809122100004
ACH-000585,-0.495698488823
ACH-000588,-0.291381262564
ACH-000589,-0.625352787403
ACH-000591,-0.023736999485
ACH-000593,-0.648045712724
ACH-000600,-0.580970740854
ACH-000601,-0.444182097592
ACH-000604,-0.810796532741
ACH-000605,-0.314848494293
ACH-000606,-0.463652880574
ACH-000608,-0.477115297711
ACH-000614,-0.68550614769
ACH-000616,-0.559935811966
ACH-000618,-0.44309784660400003
ACH-000619,-0.36273903776
ACH-000620,-0.228104493984
ACH-000621,-0.49550554299599997
ACH-000622,-0.47955034495
ACH-000623,-0.594671544373
ACH-000624,-0.453139504792
ACH-000627,-0.411328497673
ACH-000630,-0.312030397053
ACH-000632,-0.44479272302199996
ACH-000633,-0.20238855697299998
ACH-000637,-0.436971269877
ACH-000638,-0.432117028167
ACH-000646,-0.710141943326
ACH-000647,-0.38137981601800003
ACH-000648,-0.17540189449700003
ACH-000649,-0.16779578504099998
ACH-000651,-0.387007325088
ACH-000652,-0.26171035469099996
ACH-000653,-0.482526086941
ACH-000657,-0.5752898203410001
ACH-000658,-0.526492185796
ACH-000661,-0.406882215836
ACH-000662,-0.662295350149
ACH-000663,-0.460897702946
ACH-000665,-0.550005576297
ACH-000671,-0.312249335919
ACH-000673,-0.45099655197800004
ACH-000676,-0.608009556062
ACH-000677,-0.984282085543
ACH-000681,-0.389306715401
ACH-000682,-0.338235499926
ACH-000683,-0.480272610629
ACH-000684,-0.5537151579890001
ACH-000688,-0.480439637924
ACH-000693,-0.37342721173199994
ACH-000694,-0.496244980211
ACH-000695,-0.06216365760940001
ACH-000696,-0.46051941871200003
ACH-000697,-0.37434663954899994
ACH-000699,-0.576769586659
ACH-000701,-0.518397194561
ACH-000706,-0.457313373826
ACH-000711,-0.522391197562
ACH-000713,-0.598249631044
ACH-000714,-0.35850120517300005
ACH-000718,-0.34784262708400004
ACH-000720,-0.38347485471299997
ACH-000721,-0.522867175235
ACH-000724,-0.483571387118
ACH-000725,-0.6380720268869999
ACH-000732,-0.628336801551
ACH-000734,-0.397994229752
ACH-000735,-0.6031600160320001
ACH-000736,-0.402977731152
ACH-000738,-0.341073357324
ACH-000746,-0.376649168388
ACH-000747,-0.49445268057499997
ACH-000748,-0.519573043962
ACH-000753,-0.487445131871
ACH-000756,-0.33701152141400004
ACH-000757,-0.38846768071500004
ACH-000758,-0.602487564303
ACH-000760,-0.520151967935
ACH-000763,-0.19797900684500003
ACH-000764,-0.353301603623
ACH-000765,-0.5452426965030001
ACH-000766,-0.40237825904299995
ACH-000767,-0.5423541774
ACH-000768,-0.306707073224
ACH-000769,-0.485959128967
ACH-000770,-0.42065818580799996
ACH-000771,-0.404122947984
ACH-000773,-0.702168365353
ACH-000776,-0.173144539388
ACH-000777,-0.266395124059
ACH-000778,-0.54604648562
ACH-000781,-0.330133292551
ACH-000782,-0.451552334956
ACH-000783,-0.40068978339100003
ACH-000784,-0.534152151717
ACH-000785,-0.888334891265
ACH-000787,-0.339437699812
ACH-000788,-0.44809437905
ACH-000791,-0.7324933058290001
ACH-000792,-0.598456870179
ACH-000794,-0.362212854208
ACH-000796,-0.352386228583
ACH-000799,-0.518930190412
ACH-000800,-0.447531181431
ACH-000802,-0.518999484933
ACH-000804,-0.527930220474
ACH-000805,-0.507013884346
ACH-000809,-0.175678122722
ACH-000810,-0.223185516304
ACH-000811,-0.40907055243199997
ACH-000817,-0.243248298713
ACH-000819,-0.47684878749700005
ACH-000820,-0.5390686470889999
ACH-000821,-0.403259147517
ACH-000822,-0.412697926928
ACH-000823,-0.386938963272
ACH-000824,-0.17241027609
ACH-000827,-0.372033744032
ACH-000829,-0.398623701081
ACH-000831,-0.271673666916
ACH-000832,-0.491149662723
ACH-000833,-0.23067959529399998
ACH-000834,-0.30203220163600003
ACH-000835,-0.347840140819
ACH-000836,-0.486802273701
ACH-000837,-0.48598766089100004
ACH-000838,-0.5437957319919999
ACH-000839,-0.404509889405
ACH-000840,-0.637415500038
ACH-000841,-0.243271037317
ACH-000843,-0.544495842105
ACH-000846,-0.26441709989900003
ACH-000847,-0.238126401554
ACH-000848,-0.424855766496
ACH-000849,-0.307672758026
ACH-000851,-0.41906167731399996
ACH-000855,-0.521350072861
ACH-000856,-0.464968044915
ACH-000858,-0.28821482573699997
ACH-000859,-0.33217363888
ACH-000861,-0.520182424353
ACH-000862,-0.34949139662199996
ACH-000865,-0.534345833909
ACH-000866,-0.383744902236
ACH-000867,-0.36615192476899994
ACH-000869,-0.518998085056
ACH-000872,-0.246275559855
ACH-000873,-0.0233731368708
ACH-000876,-0.6297110314859999
ACH-000878,-0.346219703358
ACH-000880,-0.379303629461
ACH-000881,-0.529295936219
ACH-000882,-0.46590990035700003
ACH-000884,-0.47965803335100005
ACH-000885,-0.56034636714
ACH-000887,-0.434583177653
ACH-000888,-0.524947204876
ACH-000889,-0.421796649779
ACH-000890,-0.535269946791
ACH-000896,-0.409553883567
ACH-000898,-0.6414479321190001
ACH-000900,-0.702091181155
ACH-000901,-0.357685011647
ACH-000905,-0.44433151546800004
ACH-000906,-0.29495976674
ACH-000907,-0.40439277433399995
ACH-000910,-0.298133288669
ACH-000911,-0.275471404381
ACH-000912,-0.529217531977
ACH-000913,-0.620046378983
ACH-000915,-0.333628095878
ACH-000916,-0.339805351676
ACH-000917,-0.416266548204
ACH-000921,-0.38738690620099997
ACH-000924,-0.203811930763
ACH-000926,-0.316405676747
ACH-000928,-0.547090250622
ACH-000929,-0.651758578934
ACH-000932,-0.38529407611999994
ACH-000935,-0.320946475297
ACH-000936,-0.3143012626
ACH-000937,-0.19960119391699999
ACH-000938,-0.537019193352
ACH-000939,-0.566895759536
ACH-000941,-0.525245471818
ACH-000943,-0.45105897185599997
ACH-000946,-0.42624881608000004
ACH-000947,-0.508946785241
ACH-000948,-0.420295545549
ACH-000950,-0.332581442677
ACH-000953,-0.380306637478
ACH-000957,-0.34938242528499996
ACH-000958,-0.680808543338
ACH-000960,-0.471348936829
ACH-000963,-0.834329061342
ACH-000968,-0.45086797893299996
ACH-000969,-0.332967062652
ACH-000973,-0.429581635529
ACH-000974,-0.41450789325599996
ACH-000975,-0.527204693345
ACH-000976,-0.237399583118
ACH-000978,-0.7081407015569999
ACH-000980,-0.420693389605
ACH-000984,-1.0522958570999998
ACH-000986,-0.477262741712
ACH-000988,-0.347175168591
ACH-000993,-0.549677254682
ACH-000994,-0.401884738345
ACH-000996,-0.576765267521
ACH-001001,-1.1798532016
ACH-001020,-0.440043197346
ACH-001028,-0.34368014416599996
ACH-001031,-0.640901782427
ACH-001038,-0.49461183799099995
ACH-001048,-0.406507069876
ACH-001050,-0.401648729741
ACH-001053,-0.27713993188700004
ACH-001054,-0.564357637937
ACH-001061,-0.5655471426550001
ACH-001067,-0.606753799946
ACH-001075,-0.306789726466
ACH-001096,-0.690449757985
ACH-001128,-0.36538881623
ACH-001134,-0.233918102644
ACH-001151,-0.4958647588699999
ACH-001163,-0.568552431736
ACH-001164,-0.34828684013300004
ACH-001173,-0.396666855772
ACH-001183,-0.304487021127
ACH-001184,-0.348451893064
ACH-001190,-0.452202888557
ACH-001192,-0.41358280252499996
ACH-001193,-0.667627348297
ACH-001196,-0.501655239587
ACH-001197,-0.39116174418899996
ACH-001205,-0.511205340759
ACH-001211,-0.584152170929
ACH-001212,-0.18667112093199997
ACH-001228,-0.342710092277
ACH-001232,-0.186043442436
ACH-001239,-0.5086854034080001
ACH-001274,-0.241380504093
ACH-001275,-0.531759854619
ACH-001277,-0.651786060855
ACH-001278,-0.588415698089
ACH-001280,-0.630304886888
ACH-001283,-0.406864997192
ACH-001289,-0.659873026005
ACH-001295,-0.40866071477300003
ACH-001300,-0.584176499574
ACH-001301,-0.5988655798170001
ACH-001302,-0.243262277932
ACH-001303,-0.599646264937
ACH-001306,-0.579200156033
ACH-001318,-0.36198537886200005
ACH-001322,-0.654222347716
ACH-001328,-0.328856532403
ACH-001332,-0.329354866803
ACH-001333,-0.46198128332599997
ACH-001336,-0.462669661413
ACH-001340,-0.535519230197
ACH-001346,-0.452700827549
ACH-001353,-0.728544005916
ACH-001354,-0.49963255408299995
ACH-001367,0.0344924278663
ACH-001368,-0.359972386832
ACH-001374,-0.222735520591
ACH-001375,-0.403230894573
ACH-001377,-0.39935153334
ACH-001380,-0.315289600951
ACH-001391,-0.446552452227
ACH-001407,-0.377611666646
ACH-001408,-0.366674150611
ACH-001413,-0.6465765756490001
ACH-001430,-0.568870625526
ACH-001431,-0.5614211736020001
ACH-001450,-0.42524351066
ACH-001496,-0.33493456893199997
ACH-001500,-0.38311005475599996
ACH-001521,-0.446579218557
ACH-001523,-0.490069157513
ACH-001532,-0.662472161956
ACH-001536,-0.564605039833
ACH-001550,-0.621481430519
ACH-001552,-0.32158269327399996
ACH-001554,-0.514940762914
ACH-001645,-0.38033778666699997
ACH-001654,-0.384444557371
ACH-001715,-0.13119269531199998
ACH-001735,-0.5563700477929999
ACH-001736,-0.618171285708
ACH-001737,-0.297279942707
ACH-001740,-0.347178358345
ACH-001745,-0.40637656163400004
ACH-001750,-0.465980124082
ACH-001765,-0.342406619217
ACH-001956,-0.535722752939
ACH-001957,-0.5396869139399999
