,SLFNL1 (200172)
ACH-000004,0.101825246623
ACH-000007,-0.373177907867
ACH-000009,-0.0768943104547
ACH-000011,-0.394754585521
ACH-000012,-0.399861712976
ACH-000013,-0.13746446709899998
ACH-000014,-0.283388506795
ACH-000015,-0.22001988322500002
ACH-000017,-0.316024305818
ACH-000018,-0.0776795369427
ACH-000019,-0.21532672151
ACH-000021,-0.0944690869421
ACH-000022,-0.246519297677
ACH-000025,-0.23454509588599998
ACH-000028,-0.21423538104200002
ACH-000030,-0.133486244784
ACH-000035,-0.417198045498
ACH-000036,-0.115711257489
ACH-000037,-0.155498363955
ACH-000039,-0.0697881331218
ACH-000040,-0.26735613491
ACH-000041,-0.275474802368
ACH-000042,-0.11453951922399999
ACH-000045,-0.067075946607
ACH-000047,-0.200428034185
ACH-000052,-0.00949798425019
ACH-000053,-0.21787266547400003
ACH-000054,-0.324064361796
ACH-000055,-0.28508297246
ACH-000060,-0.150486349355
ACH-000067,-0.10578624306
ACH-000070,-0.229775657905
ACH-000075,-0.11912967400699999
ACH-000078,-0.280227613328
ACH-000082,-0.181483441735
ACH-000085,-0.41480590735899997
ACH-000086,-0.341081590399
ACH-000087,0.247545835242
ACH-000092,-0.573484910847
ACH-000095,-0.13315130476700002
ACH-000097,-0.20944255777100002
ACH-000098,-0.171223493246
ACH-000099,-0.237092026497
ACH-000108,-0.220123437971
ACH-000113,-0.1375592411
ACH-000115,-0.145448760837
ACH-000116,-0.292079440217
ACH-000118,-0.14710283554300002
ACH-000120,-0.101073618304
ACH-000123,-0.282548723709
ACH-000127,-0.08870995989319999
ACH-000128,-0.411017137488
ACH-000132,-0.0470574404648
ACH-000133,-0.142591396932
ACH-000137,-0.291573894762
ACH-000138,-0.11310401676899999
ACH-000142,-0.399239981739
ACH-000143,0.190467013675
ACH-000146,-0.436863638648
ACH-000148,-0.20063148308899997
ACH-000150,-0.340686266074
ACH-000152,-0.26441412993200003
ACH-000153,-0.277275973229
ACH-000159,-0.0585551800642
ACH-000160,-0.0624366249704
ACH-000163,-0.192490092916
ACH-000167,0.01993685811
ACH-000168,0.09694014708069999
ACH-000169,-0.332527837929
ACH-000178,-0.23608052924800002
ACH-000182,-0.048938943197400005
ACH-000183,-0.217509616857
ACH-000188,-0.273193865187
ACH-000189,-0.329120708567
ACH-000190,-0.0751416918957
ACH-000198,-0.265411099508
ACH-000204,-0.242189051646
ACH-000206,0.101208773594
ACH-000207,-0.18407751208700002
ACH-000211,-0.06253191851800001
ACH-000215,-0.259311670029
ACH-000221,-0.17846106880600002
ACH-000222,-0.194045047069
ACH-000223,-0.19413573374499998
ACH-000226,-0.09166927873960001
ACH-000227,-0.0808922363853
ACH-000228,-0.224992288708
ACH-000231,-0.285892169727
ACH-000232,-0.176452361759
ACH-000233,-0.0786253000331
ACH-000234,-0.026120364493999997
ACH-000235,-0.207412546635
ACH-000237,-0.215525759628
ACH-000238,-0.191417697808
ACH-000243,-0.239413152511
ACH-000244,0.0193469581683
ACH-000246,-0.17460712454500002
ACH-000248,-0.274132774894
ACH-000250,-0.15112789207900001
ACH-000251,-0.008539430784
ACH-000253,-0.299008139177
ACH-000255,-0.0937322871538
ACH-000256,-0.135786429203
ACH-000257,-0.0766229628732
ACH-000258,-0.410612191879
ACH-000259,-0.178448977275
ACH-000260,-0.164775488999
ACH-000261,-0.181382993658
ACH-000262,-0.275263697554
ACH-000263,-0.586617329743
ACH-000264,-0.250612376378
ACH-000265,-0.251450988722
ACH-000266,-0.146282638165
ACH-000272,-0.28799083786400004
ACH-000273,-0.160597879373
ACH-000274,-0.172658890148
ACH-000277,-0.108722155116
ACH-000278,-0.227853413024
ACH-000279,-0.20047752812199998
ACH-000280,-0.103675373121
ACH-000281,0.00398027116468
ACH-000288,-0.195476961092
ACH-000291,-0.0936504607663
ACH-000293,-0.323682678275
ACH-000294,-0.0907018161545
ACH-000295,-0.272986126598
ACH-000296,-0.25400419153799997
ACH-000302,-0.22022314262499998
ACH-000304,-0.137788669895
ACH-000307,-0.313013437564
ACH-000308,-0.115841297287
ACH-000310,-0.0777240991768
ACH-000311,-0.24744716221500002
ACH-000312,-0.23168163652600002
ACH-000315,-0.272051258332
ACH-000316,-0.097980388991
ACH-000317,-0.18021816156
ACH-000318,-0.184334158413
ACH-000319,-0.123027221407
ACH-000320,-0.333341514124
ACH-000322,-0.340640518771
ACH-000323,-0.338105785812
ACH-000324,-0.35109126836800003
ACH-000329,-0.34900267125900003
ACH-000330,-0.203903498912
ACH-000331,-0.17757641617699998
ACH-000332,-0.119846315361
ACH-000334,-0.33950253658
ACH-000335,-0.157142699943
ACH-000336,-0.23765343121500002
ACH-000337,-0.112957173827
ACH-000339,-0.101258950416
ACH-000341,-0.09380037286260001
ACH-000348,-0.298228518484
ACH-000350,-0.116686438968
ACH-000352,-0.259361323421
ACH-000356,-0.582155319196
ACH-000361,-0.607674386932
ACH-000362,-0.0961977915542
ACH-000363,-0.155573239842
ACH-000364,-0.485840273665
ACH-000365,-0.231085361534
ACH-000366,-0.0725673592848
ACH-000368,-0.453183988469
ACH-000374,-0.19573559310400002
ACH-000375,-0.354521601493
ACH-000376,-0.270380329438
ACH-000381,-0.20064555734
ACH-000383,-0.27950429251
ACH-000387,-0.0212400565392
ACH-000389,-0.199647182472
ACH-000390,-0.232076048884
ACH-000393,-0.218284926863
ACH-000395,-0.055693497417800004
ACH-000397,-0.0564070213304
ACH-000401,-0.357041462373
ACH-000402,-0.36951174498899997
ACH-000403,-0.165105708713
ACH-000404,-0.39579179759099997
ACH-000406,-0.223136298741
ACH-000407,-0.251716742591
ACH-000408,-0.349522442017
ACH-000410,-0.166902840427
ACH-000411,-0.147661255834
ACH-000414,-0.163201936736
ACH-000415,-0.41050043665299996
ACH-000416,-0.09567652670099999
ACH-000420,-0.13636177401799998
ACH-000421,-0.22429812507199998
ACH-000424,-0.107728498443
ACH-000425,-0.250131086871
ACH-000426,-0.123264183486
ACH-000427,-0.359699329747
ACH-000433,-0.43839642774
ACH-000436,-0.07890121762360001
ACH-000444,-0.122334143006
ACH-000445,-0.386639266673
ACH-000448,-0.121569486125
ACH-000450,-0.238748201631
ACH-000452,-0.11417883565300001
ACH-000454,-0.18529153141
ACH-000458,-0.131779105123
ACH-000459,-0.157892031497
ACH-000460,-0.056659298169099995
ACH-000461,-0.199800698293
ACH-000463,-0.062078203734800004
ACH-000464,-0.399494599622
ACH-000466,-0.238399939576
ACH-000467,-0.10502042078
ACH-000468,-0.0570706164511
ACH-000469,-0.271883040472
ACH-000470,-0.132717655383
ACH-000471,-0.124610544856
ACH-000472,-0.223608878407
ACH-000473,-0.29433596928100003
ACH-000475,-0.20881437862
ACH-000476,-0.280988532837
ACH-000477,-0.0165965853608
ACH-000480,-0.112659267704
ACH-000481,-0.291291413572
ACH-000483,-0.156849686642
ACH-000484,0.136756680296
ACH-000485,-0.00913923484522
ACH-000486,-0.158993895024
ACH-000487,-0.255025510726
ACH-000488,-0.285546354495
ACH-000490,-0.0387306417386
ACH-000491,-0.0198136194208
ACH-000495,-0.379503160318
ACH-000496,-0.304223894664
ACH-000499,-0.244640727894
ACH-000500,-0.507438994017
ACH-000502,-0.177690365193
ACH-000503,-0.334783142043
ACH-000505,-0.163702996687
ACH-000507,-0.100044299423
ACH-000510,-0.22537275408799998
ACH-000511,-0.192978400135
ACH-000512,-0.396811671723
ACH-000516,-0.11561708064300001
ACH-000517,-0.043573908129099996
ACH-000518,-0.0698587781086
ACH-000520,-0.124732364109
ACH-000521,-0.27337448640399997
ACH-000522,-0.364820762839
ACH-000524,-0.044297380159800004
ACH-000527,-0.21900169210200002
ACH-000528,-0.107047043849
ACH-000537,-0.211349442951
ACH-000541,-0.49707536418700005
ACH-000542,-0.32857264974800005
ACH-000544,-0.20689487414000002
ACH-000545,-0.222012861534
ACH-000547,-0.39293444485
ACH-000548,-0.242123777212
ACH-000549,-0.100722295285
ACH-000550,-0.454671769609
ACH-000552,-0.07779424812489999
ACH-000556,-0.0354712661328
ACH-000557,-0.18343556597
ACH-000570,-0.233438154682
ACH-000571,-0.190863799844
ACH-000573,-0.14639295410599998
ACH-000576,-0.268072936229
ACH-000580,-0.174732379914
ACH-000584,0.0455855646291
ACH-000585,-0.391817810308
ACH-000588,-0.105120479197
ACH-000589,-0.17259504363800002
ACH-000591,-0.38340247932300003
ACH-000593,-0.49004694195200005
ACH-000600,-0.43598069677100004
ACH-000601,-0.15718095824699999
ACH-000604,-0.225540269973
ACH-000605,-0.177571777845
ACH-000606,-0.34235026369000005
ACH-000608,-0.296557585357
ACH-000614,-0.273973153375
ACH-000616,-0.278495612088
ACH-000618,-0.158382890921
ACH-000619,-0.252205219615
ACH-000620,-0.165342848503
ACH-000621,-0.26771932304
ACH-000622,-0.049422414947
ACH-000623,-0.238133949287
ACH-000624,-0.152231918969
ACH-000627,-0.46480171356000005
ACH-000630,-0.352335149931
ACH-000632,-0.217100288131
ACH-000633,-0.48450900184600004
ACH-000637,-0.313505946815
ACH-000638,-0.235697811345
ACH-000646,-0.228893236083
ACH-000647,-0.17394396577799998
ACH-000648,-0.052936579713599996
ACH-000649,-0.0909347309272
ACH-000651,-0.175171216954
ACH-000652,-0.295752581619
ACH-000653,-0.0140140425691
ACH-000657,-0.373815792541
ACH-000658,-0.0845646131002
ACH-000661,-0.048938562291400006
ACH-000662,-0.351518940745
ACH-000663,-0.057621578265899996
ACH-000665,-0.22427819003199997
ACH-000671,-0.19955394627
ACH-000673,-0.236768079073
ACH-000676,-0.259750838666
ACH-000677,-0.39294162565800006
ACH-000681,0.0188606672091
ACH-000682,-0.289125349351
ACH-000683,-0.361294597258
ACH-000684,-0.0760555647127
ACH-000688,-0.390583932002
ACH-000693,-0.409895500427
ACH-000694,-0.15554205595999998
ACH-000695,-0.458901601236
ACH-000696,-0.264421273087
ACH-000697,-0.399478579443
ACH-000699,-0.21973207638199999
ACH-000701,-0.21795347661699999
ACH-000706,-0.30750663111
ACH-000711,-0.281011611203
ACH-000713,-0.448611422481
ACH-000714,-0.328405523906
ACH-000718,-0.339808316968
ACH-000720,-0.21596775154199999
ACH-000721,-0.267952826149
ACH-000724,-0.5186351629689999
ACH-000725,-0.11025387111099999
ACH-000732,-0.253031466556
ACH-000734,-0.167487417268
ACH-000735,-0.43015708328599994
ACH-000736,-0.206646344258
ACH-000738,-0.168852177744
ACH-000746,0.126200143766
ACH-000747,-0.237135302259
ACH-000748,-0.197828716136
ACH-000753,-0.23557033857299997
ACH-000756,-0.186501922968
ACH-000757,-0.374600085344
ACH-000758,-0.32977666327
ACH-000760,-0.19366711204300002
ACH-000763,-0.0920528275997
ACH-000764,-0.354094266157
ACH-000765,-0.133452294042
ACH-000766,-0.21445742770399998
ACH-000767,-0.17607639501400002
ACH-000768,-0.13391482066299998
ACH-000769,-0.18007826905699997
ACH-000770,-0.159308633546
ACH-000771,-0.183425353001
ACH-000773,0.113427057394
ACH-000776,-0.23880313688700003
ACH-000777,-0.40830360783200004
ACH-000778,-0.0932428257221
ACH-000781,-0.11695828247300001
ACH-000782,-0.243598313215
ACH-000783,-0.32950462233000005
ACH-000784,-0.29611347692699996
ACH-000785,-0.5563925758120001
ACH-000787,-0.231075439868
ACH-000788,-0.22222020270399997
ACH-000791,-0.197785963656
ACH-000792,-0.0413274188378
ACH-000794,-0.309017634839
ACH-000796,-0.0928548646169
ACH-000799,-0.034917776661300005
ACH-000800,-0.33689689566299996
ACH-000802,-0.048356251680199996
ACH-000804,-0.0343315556674
ACH-000805,-0.09557995107439998
ACH-000809,-0.0238339638296
ACH-000810,-0.268985873188
ACH-000811,-0.350507213842
ACH-000817,-0.281822521047
ACH-000819,0.0159489640657
ACH-000820,0.0095211517832
ACH-000821,0.05005539473540001
ACH-000822,-0.20746927936299997
ACH-000823,-0.223438523183
ACH-000824,-0.212222502828
ACH-000827,-0.168711898975
ACH-000829,-0.348004144828
ACH-000831,-0.32251156863
ACH-000832,-0.211193844791
ACH-000833,-0.058957875196699996
ACH-000834,-0.213572105007
