,SLFNL1 (200172)
ACH-000835,-0.0947116031687
ACH-000836,-0.0853439437755
ACH-000837,-0.340155636896
ACH-000838,-0.38250787582900003
ACH-000839,-0.575137732516
ACH-000840,-0.0644206034849
ACH-000841,-0.205817500169
ACH-000843,-0.216452819617
ACH-000846,0.0014974337042999999
ACH-000847,-0.41615378674900005
ACH-000848,-0.145878477201
ACH-000849,-0.32860614194000004
ACH-000851,-0.13215785139699998
ACH-000855,-0.169589522469
ACH-000856,-0.19680546477000002
ACH-000858,-0.346209603452
ACH-000859,-0.301512774716
ACH-000861,-0.10695584823999998
ACH-000862,-0.0274631418629
ACH-000865,-0.143557080087
ACH-000866,-0.221582086386
ACH-000867,-0.239633850213
ACH-000869,-0.25229395924000003
ACH-000872,-0.485539889071
ACH-000873,-0.26638764944800003
ACH-000876,-0.201212085752
ACH-000878,0.00044466770979500005
ACH-000880,-0.048644651532399996
ACH-000881,-0.22222214181299998
ACH-000882,-0.168266730573
ACH-000884,-0.473390286022
ACH-000885,-0.240637841631
ACH-000887,-0.326553605182
ACH-000888,-0.24201045959800002
ACH-000889,-0.170726025589
ACH-000890,-0.22891270607099998
ACH-000896,-0.021835390192400002
ACH-000898,-0.134489206314
ACH-000900,-0.38626209785300003
ACH-000901,-0.262999465179
ACH-000905,-0.143014211994
ACH-000906,-0.142276268374
ACH-000907,-0.403412079288
ACH-000910,-0.206661010419
ACH-000911,-0.247988171677
ACH-000912,-0.266785844038
ACH-000913,-0.11015247549799999
ACH-000915,-0.33263445707899997
ACH-000916,-0.106488775347
ACH-000917,-0.0154372043185
ACH-000921,-0.22729915493900002
ACH-000924,-0.247897905069
ACH-000926,-0.12776319349999998
ACH-000928,-0.22222990009100002
ACH-000929,-0.506163399806
ACH-000932,-0.19730207675
ACH-000935,-0.18398608142499998
ACH-000936,-0.33714062242200005
ACH-000937,-0.274677045989
ACH-000938,-0.156787883201
ACH-000939,-0.247380160441
ACH-000941,-0.33593807670000003
ACH-000943,-0.289559461869
ACH-000946,-0.194708074069
ACH-000947,-0.25197515684300004
ACH-000948,-0.19584903579500001
ACH-000950,-0.143037609501
ACH-000953,-0.422176888442
ACH-000957,-0.21504837469799998
ACH-000958,-0.047551295905
ACH-000960,-0.23260073064
ACH-000963,-0.337097250571
ACH-000968,0.08553406814639998
ACH-000969,-0.138585905767
ACH-000973,-0.188932249348
ACH-000974,-0.0931543184629
ACH-000975,-0.21998784013099998
ACH-000976,-0.221957120172
ACH-000978,-0.110684067741
ACH-000980,-0.12808519303
ACH-000984,-0.139498790891
ACH-000986,-0.14028513800999998
ACH-000988,-0.172812240641
ACH-000993,-0.119659407599
ACH-000994,-0.156579090159
ACH-000996,-0.242191737194
ACH-001001,-0.34954378961599997
ACH-001020,-0.260088336243
ACH-001028,-0.265217524604
ACH-001031,-0.22914519979800002
ACH-001038,-0.225273090157
ACH-001048,-0.293749812946
ACH-001050,-0.485508376919
ACH-001053,-0.28778047282499997
ACH-001054,-0.367162970352
ACH-001061,-0.08932063292760002
ACH-001067,-0.353796971555
ACH-001075,-0.285374512925
ACH-001096,-0.22208438191399998
ACH-001128,-1.0280399039
ACH-001134,-0.420734591212
ACH-001151,-0.18170436957000002
ACH-001163,-0.308164954429
ACH-001164,-0.11948104432600001
ACH-001173,-0.226672702828
ACH-001183,-0.386140777386
ACH-001184,-0.0647533242696
ACH-001190,-0.12391799013699999
ACH-001192,-0.248229709234
ACH-001193,-0.0681080074436
ACH-001196,-0.35206176889300006
ACH-001197,-0.0702215591973
ACH-001205,-0.225130333327
ACH-001211,-0.35044860205600004
ACH-001212,-0.291764541293
ACH-001228,-0.36988593272799997
ACH-001232,-0.118716882765
ACH-001239,-0.245781012035
ACH-001274,-0.183150856977
ACH-001275,0.134003481581
ACH-001277,-0.306290750068
ACH-001278,-0.342969874357
ACH-001280,-0.29260415679900004
ACH-001283,-0.14926438612600001
ACH-001289,-0.00952781165683
ACH-001295,-0.289010207951
ACH-001300,-0.0652343975279
ACH-001301,-0.09476897237439999
ACH-001302,-0.019595786931200003
ACH-001303,0.055677886354800005
ACH-001306,-0.25804604828
ACH-001318,-0.12250344469499999
ACH-001322,-0.20008288124499998
ACH-001328,-0.20891072275199998
ACH-001332,-0.33088812884700003
ACH-001333,-0.05035911411590001
ACH-001336,-0.117800047491
ACH-001340,-0.273466550745
ACH-001346,-0.280760153548
ACH-001353,-0.24376847007199998
ACH-001354,-0.13890620653400002
ACH-001367,-0.148023793246
ACH-001368,-0.293611073995
ACH-001374,-0.259195134127
ACH-001375,-0.291280622808
ACH-001377,-0.10108139620300001
ACH-001380,-0.35567391840499996
ACH-001391,-0.013042061664400001
ACH-001407,-0.197340863128
ACH-001408,-0.15002917669000002
ACH-001413,-0.133603971576
ACH-001430,0.07149940546339999
ACH-001431,0.041020696552
ACH-001450,-0.11728096903799999
ACH-001496,-0.09532097642210001
ACH-001500,-0.362758997549
ACH-001521,-0.22309137414500002
ACH-001523,-0.182529466543
ACH-001532,-0.18983160310400002
ACH-001536,-0.00740129296151
ACH-001550,-0.216558470308
ACH-001552,-0.142945928164
ACH-001554,-0.128683198226
ACH-001645,-0.116490564235
ACH-001654,-0.122018432446
ACH-001715,-0.230946663045
ACH-001735,-0.191743409996
ACH-001736,-0.391607918758
ACH-001737,-0.42551914528800006
ACH-001740,-0.105605132954
ACH-001745,-0.189247135478
ACH-001750,-0.36399011219000005
ACH-001765,-0.263758110293
ACH-001956,-0.14482476338
ACH-001957,-0.063859721892
