,T (6862)
ACH-000004,0.1257493768
ACH-000007,-0.0682323842151
ACH-000009,0.132015149505
ACH-000011,0.0796681275787
ACH-000012,0.101990762619
ACH-000013,0.0703665093842
ACH-000014,-0.00161556380469
ACH-000015,-0.0604741864618
ACH-000017,0.221404845672
ACH-000018,0.00149662350565
ACH-000019,0.0130813269183
ACH-000021,-0.10064953399599999
ACH-000022,0.07438677999889999
ACH-000025,0.199763007259
ACH-000028,0.27966777385
ACH-000030,0.105041208538
ACH-000035,0.243722571908
ACH-000036,0.0830227806756
ACH-000037,-0.0290308832067
ACH-000039,0.07414004641139998
ACH-000040,0.015736607153
ACH-000041,0.0117391619949
ACH-000042,-0.035442295529
ACH-000045,0.039251986365800004
ACH-000047,0.101620657489
ACH-000052,-0.125318271926
ACH-000053,0.12018245305299999
ACH-000054,0.045901786594199995
ACH-000055,0.128805272642
ACH-000060,-0.036896274490400005
ACH-000067,0.0951500648592
ACH-000070,0.16138772675000002
ACH-000075,0.105350492433
ACH-000078,-0.096625648001
ACH-000082,0.12006944531500001
ACH-000085,0.06918268774450001
ACH-000086,0.152878366753
ACH-000087,0.15313933063899998
ACH-000092,0.0456376337028
ACH-000095,0.054506304143699995
ACH-000097,0.044131300516800004
ACH-000098,0.0422243887988
ACH-000099,-0.193448083447
ACH-000108,0.049216569829900005
ACH-000113,0.19353503924600002
ACH-000115,0.0633993823533
ACH-000116,0.155101519678
ACH-000118,-0.04693149302130001
ACH-000120,0.006272532643060001
ACH-000123,0.0674441143429
ACH-000127,-0.0102801413355
ACH-000128,-0.223486788427
ACH-000132,-0.09704405247589999
ACH-000133,0.194078959459
ACH-000137,0.0857685074783
ACH-000138,0.0762240160712
ACH-000142,0.148758115609
ACH-000143,0.102261390027
ACH-000146,-0.141894523168
ACH-000148,0.0680733761245
ACH-000150,-0.307247261442
ACH-000152,0.159938786633
ACH-000153,0.061106791157599996
ACH-000159,0.117973005741
ACH-000160,0.124023720907
ACH-000163,0.08094097911289999
ACH-000167,0.110994416139
ACH-000168,-0.0569877061168
ACH-000169,0.09594185212239999
ACH-000178,0.0473868876833
ACH-000182,0.17840088271899998
ACH-000183,0.0780103791669
ACH-000188,-0.0486382211498
ACH-000189,0.0127582395345
ACH-000190,0.00959542078912
ACH-000198,0.10538226294299999
ACH-000204,0.278117033424
ACH-000206,0.25825365613699997
ACH-000207,0.275025425762
ACH-000211,-0.00889746588763
ACH-000215,-0.009580470452290001
ACH-000221,0.13704593496
ACH-000222,0.030745635128599996
ACH-000223,0.0330379102311
ACH-000226,0.23482651737100002
ACH-000227,0.263539448167
ACH-000228,-0.0396426943964
ACH-000231,0.0879477187505
ACH-000232,0.0018634054796300003
ACH-000233,0.0452849599946
ACH-000234,0.10915925053400001
ACH-000235,0.0113798622967
ACH-000237,0.0584212312436
ACH-000238,0.118012581608
ACH-000243,0.125394388902
ACH-000244,0.12060226637700001
ACH-000246,0.0074801840051399995
ACH-000248,0.0203350342195
ACH-000250,5.53225392365e-05
ACH-000251,-0.29663051711
ACH-000253,0.122731184118
ACH-000255,0.0285175494827
ACH-000256,0.195434872037
ACH-000257,0.380203565953
ACH-000258,0.319735727644
ACH-000259,-0.00843514493332
ACH-000260,0.0368250895415
ACH-000261,0.0853331005669
ACH-000262,-0.09993150950919999
ACH-000263,0.173236051708
ACH-000264,0.12285313034800001
ACH-000265,0.12795761720100002
ACH-000266,-0.00495741802898
ACH-000272,-0.0106739491603
ACH-000273,-0.11800541729
ACH-000274,0.0432397210029
ACH-000277,0.051066020125
ACH-000278,0.0417409355696
ACH-000279,-0.09883071711639999
ACH-000280,0.013750426771
ACH-000281,0.0299922940263
ACH-000288,0.10783693784800001
ACH-000291,-4.07609021866e-05
ACH-000293,0.16070152942
ACH-000294,-0.00360039214109
ACH-000295,-0.344473762645
ACH-000296,0.119447065371
ACH-000302,0.18133464337000002
ACH-000304,-0.232514610308
ACH-000307,0.025226752223
ACH-000308,0.0582801781061
ACH-000310,-0.0714261535735
ACH-000311,0.148697051083
ACH-000312,0.109886278167
ACH-000315,-0.05675482813569999
